,along,with,a,desire,for,more,steam,pressure,",",what,were,early,drivers,looking,to,generate,when,they,fastened,safety,valves,down,?
to,0.2976071536540985,0.4239959120750427,0.45503583550453186,0.33249327540397644,0.4451248347759247,0.47084665298461914,0.22894427180290222,0.30812981724739075,0.44245919585227966,0.455847829580307,0.31913647055625916,0.24557004868984222,0.2224927544593811,0.31572988629341125,1.0,0.33432886004447937,0.5423505902290344,0.5452046394348145,0.25620609521865845,0.254177987575531,0.24288403987884521,0.33130598068237305,0.29463258385658264
many,0.280875027179718,0.35744401812553406,0.2872205972671509,0.18143248558044434,0.40972793102264404,0.48608261346817017,0.1984996646642685,0.22926534712314606,0.40610817074775696,0.36131182312965393,0.4804460406303406,0.4033903181552887,0.2043248414993286,0.3119690418243408,0.40243685245513916,0.2634347379207611,0.36563900113105774,0.5400822758674622,0.24629420042037964,0.18394866585731506,0.17502160370349884,0.2625267207622528,0.2124512493610382
accidents,0.19831684231758118,0.17458945512771606,0.21063733100891113,0.1708085685968399,0.22284936904907227,0.2027428150177002,0.22127293050289154,0.20317958295345306,0.2338014543056488,0.2515116035938263,0.2867526412010193,0.1816934198141098,0.35520046949386597,0.18518419563770294,0.21216297149658203,0.2219608575105667,0.2775026857852936,0.2476571500301361,0.2592683434486389,0.4398258626461029,0.24036934971809387,0.217641681432724,0.1562429815530777
when,0.3277623653411865,0.5075214505195618,0.44397395849227905,0.2517363727092743,0.43402108550071716,0.359977662563324,0.29351481795310974,0.3197888433933258,0.36674630641937256,0.4700249433517456,0.29649975895881653,0.32107013463974,0.1851528286933899,0.30532631278038025,0.5423505902290344,0.21146436035633087,0.9999999403953552,0.5090266466140747,0.3315005302429199,0.26262882351875305,0.23051993548870087,0.3649565279483795,0.22841128706932068
a,0.24426962435245514,0.3783375024795532,1.0,0.18329136073589325,0.44038116931915283,0.3452818691730499,0.2141898274421692,0.23459996283054352,0.427140474319458,0.3320399522781372,0.17203083634376526,0.2710886299610138,0.1796540766954422,0.28227508068084717,0.45503583550453186,0.24484781920909882,0.44397395849227905,0.3528250455856323,0.27604255080223083,0.18158207833766937,0.2422410100698471,0.2387222796678543,0.23916715383529663
driver,0.08729267120361328,0.15643621981143951,0.24187339842319489,0.10422039777040482,0.19272439181804657,0.1673864722251892,0.28512662649154663,0.14227700233459473,0.24259419739246368,0.15677174925804138,0.10282889753580093,0.07540784776210785,0.8414900302886963,0.1029786542057991,0.20685860514640808,0.1360687017440796,0.1732759177684784,0.20230044424533844,0.2594948410987854,0.2797433137893677,0.23778563737869263,0.1677396595478058,0.13817551732063293
fastened,0.2902756631374359,0.29420381784439087,0.27604255080223083,0.14470326900482178,0.22104889154434204,0.3231488764286041,0.3688294291496277,0.288508802652359,0.16947655379772186,0.20127613842487335,0.30689048767089844,0.2514708638191223,0.26099854707717896,0.19134701788425446,0.25620609521865845,0.18185660243034363,0.3315005302429199,0.3645971715450287,0.9999999403953552,0.2762985825538635,0.39311835169792175,0.3944222033023834,0.1279599517583847
the,0.39495137333869934,0.4223487675189972,0.5829201340675354,0.21467123925685883,0.4739971458911896,0.39758381247520447,0.23105813562870026,0.28285476565361023,0.4933079481124878,0.42745697498321533,0.3906462490558624,0.34442198276519775,0.18444788455963135,0.30421850085258484,0.535392165184021,0.264517217874527,0.5091903209686279,0.49925389885902405,0.29093626141548157,0.25972458720207214,0.23917143046855927,0.3325848877429962,0.22068053483963013
valve,0.11446475237607956,0.2250760942697525,0.24269413948059082,0.08426367491483688,0.15138281881809235,0.155741885304451,0.37188151478767395,0.35764172673225403,0.1931651532649994,0.20161333680152893,0.16441121697425842,0.16998237371444702,0.23530229926109314,0.08861371874809265,0.23422010242938995,0.2738405764102936,0.2118830382823944,0.2043081670999527,0.2856932282447815,0.21318268775939941,0.8288286328315735,0.19124861061573029,0.19203683733940125
down,0.32178598642349243,0.2706494629383087,0.2387222796678543,0.158098042011261,0.22538931667804718,0.19187135994434357,0.2278195321559906,0.19275277853012085,0.23362469673156738,0.26226112246513367,0.20870833098888397,0.19078439474105835,0.14695307612419128,0.23408526182174683,0.33130598068237305,0.2300826758146286,0.3649565279483795,0.27589842677116394,0.3944222033023834,0.24057598412036896,0.2379826307296753,1.0,0.13836295902729034
to,0.2976071536540985,0.4239959120750427,0.45503583550453186,0.33249327540397644,0.4451248347759247,0.47084665298461914,0.22894427180290222,0.30812981724739075,0.44245919585227966,0.455847829580307,0.31913647055625916,0.24557004868984222,0.2224927544593811,0.31572988629341125,1.0,0.33432886004447937,0.5423505902290344,0.5452046394348145,0.25620609521865845,0.254177987575531,0.24288403987884521,0.33130598068237305,0.29463258385658264
allow,0.2770230770111084,0.3086503744125366,0.27607089281082153,0.2979726493358612,0.34999027848243713,0.3118424117565155,0.23481105268001556,0.2409052848815918,0.24557842314243317,0.2883041203022003,0.2939520478248596,0.16246016323566437,0.21735066175460815,0.21907848119735718,0.4900954067707062,0.3716520369052887,0.3273077607154846,0.41177958250045776,0.32023993134498596,0.22653940320014954,0.2369913011789322,0.23014631867408752,0.2042745053768158
greater,0.16977840662002563,0.16015204787254333,0.20286329090595245,0.2362099587917328,0.184608593583107,0.3394005596637726,0.15186922252178192,0.2344657927751541,0.25035545229911804,0.1946859508752823,0.1354871690273285,0.12611083686351776,0.039642997086048126,0.11431942135095596,0.25585630536079407,0.15875278413295746,0.2015577107667923,0.21129320561885834,0.16771848499774933,0.10199956595897675,0.08787327259778976,0.11508721113204956,0.09723397344350815
steam,0.22119560837745667,0.21801024675369263,0.2141898274421692,0.09360270947217941,0.19393667578697205,0.18688981235027313,1.0000001192092896,0.32320529222488403,0.2264556586742401,0.15672586858272552,0.20219570398330688,0.24322280287742615,0.2736409902572632,0.09434029459953308,0.22894427180290222,0.2794671654701233,0.29351481795310974,0.1932266652584076,0.3688294291496277,0.20949241518974304,0.3912201225757599,0.2278195321559906,0.113324373960495
pressure,0.15732048451900482,0.23947151005268097,0.23459996283054352,0.21676009893417358,0.16119280457496643,0.23610062897205353,0.32320529222488403,1.0000001192092896,0.21867604553699493,0.2625555694103241,0.19829359650611877,0.2305201292037964,0.15051566064357758,0.14797334372997284,0.30812981724739075,0.1995989829301834,0.3197888433933258,0.2424730807542801,0.288508802652359,0.2223188579082489,0.37645605206489563,0.19275277853012085,0.142023503780365
and,0.4213258922100067,0.5477725267410278,0.3739250600337982,0.20454153418540955,0.5064792633056641,0.39880692958831787,0.24133789539337158,0.2595808804035187,0.6633074283599854,0.31309178471565247,0.42175528407096863,0.29847630858421326,0.22235429286956787,0.28787463903427124,0.48971283435821533,0.22549274563789368,0.4716290831565857,0.5073080658912659,0.20140565931797028,0.27546536922454834,0.23570813238620758,0.2760816216468811,0.20544172823429108
more,0.18806776404380798,0.3535402715206146,0.3452818691730499,0.19471591711044312,0.3891189992427826,1.0,0.18688981235027313,0.23610062897205353,0.3696524500846863,0.3484537899494171,0.33779072761535645,0.2593020796775818,0.1712648719549179,0.3021877110004425,0.47084665298461914,0.3046792447566986,0.359977662563324,0.4636705815792084,0.3231488764286041,0.15345756709575653,0.2206522673368454,0.19187135994434357,0.27894994616508484
power,0.19456323981285095,0.20798128843307495,0.21580491960048676,0.2329740673303604,0.15072456002235413,0.21746324002742767,0.35972869396209717,0.24071016907691956,0.2231994867324829,0.22216427326202393,0.18395109474658966,0.1823132336139679,0.13602255284786224,0.09071224182844162,0.27001675963401794,0.3050912320613861,0.28225177526474,0.1847316473722458,0.22207042574882507,0.25594088435173035,0.2114563286304474,0.16730517148971558,0.15304024517536163
from,0.279703289270401,0.26272761821746826,0.322764128446579,0.11308371275663376,0.314039945602417,0.2529715299606323,0.2270648181438446,0.16618163883686066,0.39760664105415344,0.2737620174884796,0.29991888999938965,0.2746177613735199,0.054997190833091736,0.20102474093437195,0.4069952368736267,0.22852011024951935,0.405669629573822,0.3321932256221771,0.13161635398864746,0.1014707088470459,0.12240990251302719,0.2386235147714615,0.19969791173934937
the,0.39495137333869934,0.4223487675189972,0.5829201340675354,0.21467123925685883,0.4739971458911896,0.39758381247520447,0.23105813562870026,0.28285476565361023,0.4933079481124878,0.42745697498321533,0.3906462490558624,0.34442198276519775,0.18444788455963135,0.30421850085258484,0.535392165184021,0.264517217874527,0.5091903209686279,0.49925389885902405,0.29093626141548157,0.25972458720207214,0.23917143046855927,0.3325848877429962,0.22068053483963013
engine,0.08872011303901672,0.1990211457014084,0.24768835306167603,0.11205020546913147,0.17779722809791565,0.19883699715137482,0.4921848475933075,0.2742706835269928,0.19789794087409973,0.18463268876075745,0.164800226688385,0.12666913866996765,0.31926605105400085,0.12775588035583496,0.20794793963432312,0.29651179909706116,0.2008768618106842,0.1433132439851761,0.2703119218349457,0.2191149890422821,0.35318049788475037,0.17752285301685333,0.17739196121692657
.,0.27491724491119385,0.4446153938770294,0.50484299659729,0.2457093894481659,0.4726039469242096,0.4070230722427368,0.22855372726917267,0.22055423259735107,0.6812511086463928,0.3567904531955719,0.3378238379955292,0.3224305212497711,0.16985204815864563,0.3050191104412079,0.4645031690597534,0.2895053029060364,0.475719153881073,0.4510921239852905,0.20589902997016907,0.22499428689479828,0.2055789828300476,0.2362249493598938,0.4130953550338745
