,which,two,groups,have,cells,bound,by,inter-cell,connections,and,membranes,",",muscles,",",a,nervous,system,and,sensory,organs,?
bound,0.2771664261817932,0.3318008482456207,0.18263225257396698,0.2305329442024231,0.15919986367225647,0.9999998807907104,0.22119876742362976,0.3096838593482971,0.2923096716403961,0.27447953820228577,0.3128565847873688,0.2750377655029297,0.17029541730880737,0.2750377655029297,0.22161027789115906,0.08043641597032547,0.14310795068740845,0.27447953820228577,0.15642297267913818,0.09919369220733643,0.12182208895683289
by,0.40543368458747864,0.33852577209472656,0.22748439013957977,0.3359639644622803,0.19208736717700958,0.22119876742362976,1.0000001192092896,0.24220623075962067,0.22269801795482635,0.4289871156215668,0.17494241893291473,0.3680937886238098,0.1702882945537567,0.3680937886238098,0.32094135880470276,0.15633313357830048,0.23017624020576477,0.4289871156215668,0.15347646176815033,0.1970141977071762,0.17966607213020325
inter-cell,0.43891462683677673,0.35500332713127136,0.2668856084346771,0.33706387877464294,0.5333234667778015,0.3096838593482971,0.24220623075962067,1.0,0.4180048704147339,0.28786930441856384,0.49182191491127014,0.27537092566490173,0.3136037588119507,0.27537092566490173,0.37931549549102783,0.32552775740623474,0.31926941871643066,0.28786930441856384,0.4034157693386078,0.3706422746181488,0.2560290992259979
connections,0.33893296122550964,0.33313024044036865,0.2638700306415558,0.29966920614242554,0.2728707194328308,0.2923096716403961,0.22269801795482635,0.4180048704147339,1.0,0.3397684693336487,0.3253462314605713,0.27407124638557434,0.3309939503669739,0.27407124638557434,0.2864567041397095,0.27611663937568665,0.30014777183532715,0.3397684693336487,0.36826106905937195,0.2610275149345398,0.14831478893756866
and,0.506277859210968,0.4671151638031006,0.29783302545547485,0.4711785912513733,0.24033623933792114,0.27447953820228577,0.4289871156215668,0.28786930441856384,0.3397684693336487,1.0,0.2664068639278412,0.6633074283599854,0.26383450627326965,0.6633074283599854,0.3739250600337982,0.25562524795532227,0.231138214468956,1.0,0.22244484722614288,0.28131723403930664,0.20544172823429108
carpet-like,0.3044430613517761,0.20159634947776794,0.18299584090709686,0.2895624339580536,0.13057731091976166,0.18874213099479675,0.21278388798236847,0.17974676191806793,0.14522527158260345,0.3097935616970062,0.2523326575756073,0.2726287841796875,0.23846092820167542,0.2726287841796875,0.22162197530269623,0.18099580705165863,0.09462691843509674,0.3097935616970062,0.18479546904563904,0.2692825198173523,0.16934163868427277
basement,0.3014194667339325,0.24083809554576874,0.11285071820020676,0.2348313182592392,0.18957558274269104,0.17119422554969788,0.24420610070228577,0.2772078812122345,0.24070623517036438,0.30380263924598694,0.27250346541404724,0.20322608947753906,0.19388172030448914,0.20322608947753906,0.2502780258655548,0.16226845979690552,0.14395123720169067,0.30380263924598694,0.19160917401313782,0.20730386674404144,0.08806613087654114
membranes,0.3335396349430084,0.2547849714756012,0.22495010495185852,0.3564684987068176,0.6483176946640015,0.3128565847873688,0.17494241893291473,0.49182191491127014,0.3253462314605713,0.2664068639278412,0.9999999403953552,0.22312511503696442,0.4762185513973236,0.22312511503696442,0.1770123988389969,0.3924415111541748,0.24457527697086334,0.2664068639278412,0.4347246587276459,0.48454025387763977,0.20524227619171143
;,-0.01244901679456234,0.04032390937209129,0.16337507963180542,0.10650043189525604,0.02023681066930294,0.13225135207176208,0.10469875484704971,0.07278978079557419,0.09482115507125854,0.08403264731168747,0.06439096480607986,0.04938793554902077,-0.06558147072792053,0.04938793554902077,-0.02122584730386734,0.06097500026226044,0.005605270154774189,0.08403264731168747,0.015484903007745743,0.018380751833319664,0.10349778085947037
muscles,0.33322060108184814,0.22567854821681976,0.1761912703514099,0.3042620122432709,0.4262569844722748,0.17029541730880737,0.1702882945537567,0.3136037588119507,0.3309939503669739,0.26383450627326965,0.4762185513973236,0.14451542496681213,1.0,0.14451542496681213,0.19750116765499115,0.5498908162117004,0.2832273542881012,0.26383450627326965,0.5053848624229431,0.4910222589969635,0.15752418339252472
;,-0.01244901679456234,0.04032390937209129,0.16337507963180542,0.10650043189525604,0.02023681066930294,0.13225135207176208,0.10469875484704971,0.07278978079557419,0.09482115507125854,0.08403264731168747,0.06439096480607986,0.04938793554902077,-0.06558147072792053,0.04938793554902077,-0.02122584730386734,0.06097500026226044,0.005605270154774189,0.08403264731168747,0.015484903007745743,0.018380751833319664,0.10349778085947037
nervous,0.27599775791168213,0.1813814491033554,0.1005493625998497,0.23037825524806976,0.4194115698337555,0.08043641597032547,0.15633313357830048,0.32552775740623474,0.27611663937568665,0.25562524795532227,0.3924415111541748,0.17746691405773163,0.5498908162117004,0.17746691405773163,0.1671859174966812,1.0,0.4478692412376404,0.25562524795532227,0.48795297741889954,0.4247506558895111,0.171977236866951
systems,0.31837889552116394,0.1953020691871643,0.18819387257099152,0.24613319337368011,0.28396281599998474,0.1550191044807434,0.2058878391981125,0.3343988358974457,0.37630337476730347,0.27479326725006104,0.25601446628570557,0.22053997218608856,0.2651267945766449,0.22053997218608856,0.23904047906398773,0.3591827154159546,0.7890681028366089,0.27479326725006104,0.3947434425354004,0.29460427165031433,0.1575973927974701
;,-0.01244901679456234,0.04032390937209129,0.16337507963180542,0.10650043189525604,0.02023681066930294,0.13225135207176208,0.10469875484704971,0.07278978079557419,0.09482115507125854,0.08403264731168747,0.06439096480607986,0.04938793554902077,-0.06558147072792053,0.04938793554902077,-0.02122584730386734,0.06097500026226044,0.005605270154774189,0.08403264731168747,0.015484903007745743,0.018380751833319664,0.10349778085947037
and,0.506277859210968,0.4671151638031006,0.29783302545547485,0.4711785912513733,0.24033623933792114,0.27447953820228577,0.4289871156215668,0.28786930441856384,0.3397684693336487,1.0,0.2664068639278412,0.6633074283599854,0.26383450627326965,0.6633074283599854,0.3739250600337982,0.25562524795532227,0.231138214468956,1.0,0.22244484722614288,0.28131723403930664,0.20544172823429108
some,0.5407140851020813,0.47025808691978455,0.38417813181877136,0.6421269774436951,0.24649012088775635,0.24331460893154144,0.306446373462677,0.3465414047241211,0.3272950053215027,0.5337774157524109,0.3123471140861511,0.42400437593460083,0.2775278687477112,0.42400437593460083,0.34539633989334106,0.23199494183063507,0.26198622584342957,0.5337774157524109,0.2620582580566406,0.3166595697402954,0.2562315762042999
have,0.49652695655822754,0.4498785734176636,0.3388051986694336,0.9999999403953552,0.294906347990036,0.2305329442024231,0.3359639644622803,0.33706387877464294,0.29966920614242554,0.4711785912513733,0.3564684987068176,0.3541618287563324,0.3042620122432709,0.3541618287563324,0.338716596364975,0.23037825524806976,0.27033093571662903,0.4711785912513733,0.2956799864768982,0.333672434091568,0.32991164922714233
sensory,0.32134318351745605,0.20630230009555817,0.2073213905096054,0.2956799864768982,0.41364818811416626,0.15642297267913818,0.15347646176815033,0.4034157693386078,0.36826106905937195,0.22244484722614288,0.4347246587276459,0.17958305776119232,0.5053848624229431,0.17958305776119232,0.20739060640335083,0.48795297741889954,0.3757806420326233,0.22244484722614288,1.0,0.5201700925827026,0.13986726105213165
organs,0.3633379638195038,0.22103488445281982,0.2235409915447235,0.333672434091568,0.4845079779624939,0.09919369220733643,0.1970141977071762,0.3706422746181488,0.2610275149345398,0.28131723403930664,0.48454025387763977,0.21816115081310272,0.4910222589969635,0.21816115081310272,0.21595357358455658,0.4247506558895111,0.3043798804283142,0.28131723403930664,0.5201700925827026,1.0,0.16492386162281036
.,0.45942068099975586,0.3524959683418274,0.2408272922039032,0.41614407300949097,0.2868211269378662,0.2447955310344696,0.3936232924461365,0.3489038944244385,0.2633778750896454,0.588965117931366,0.23524518311023712,0.6812511086463928,0.2094377726316452,0.6812511086463928,0.50484299659729,0.23340967297554016,0.2277725487947464,0.588965117931366,0.19816642999649048,0.28777384757995605,0.4130953550338745
