,what,is,the,name,of,contemporary,mongolian,currency,?
the,0.42745697498321533,0.5823672413825989,1.0,0.3171212375164032,0.733189046382904,0.25350451469421387,0.2657795250415802,0.20077890157699585,0.22068053483963013
largest,0.13463157415390015,0.3413417339324951,0.3757036626338959,0.14345738291740417,0.36650770902633667,0.16972336173057556,0.19650137424468994,0.15053234994411469,0.12401245534420013
denominations,0.24677009880542755,0.20644134283065796,0.2641148269176483,0.1994519829750061,0.27064603567123413,0.21333999931812286,0.16623590886592865,0.3784126341342926,0.2765534520149231
of,0.33290785551071167,0.4854315221309662,0.733189046382904,0.24075818061828613,1.0,0.2923402488231659,0.22608324885368347,0.16703930497169495,0.1826142966747284
500,-0.08255331963300705,0.051658064126968384,-0.031206801533699036,-0.009233531542122364,-0.027781937271356583,-0.015182810835540295,-0.08923620730638504,-0.04808244854211807,0.05473969131708145
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.28145334124565125,0.4946078956127167,0.28917112946510315,0.22636307775974274,0.21310937404632568,0.31091248989105225
"1,000",0.012389501556754112,0.12793579697608948,0.13923996686935425,0.047521334141492844,0.09292811155319214,0.058219365775585175,0.12215272337198257,0.026927268132567406,0.02905043587088585
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.28145334124565125,0.4946078956127167,0.28917112946510315,0.22636307775974274,0.21310937404632568,0.31091248989105225
"5,000",0.018143286928534508,0.06098885089159012,0.13800157606601715,-0.05751742795109749,0.1420990526676178,-0.09623434394598007,0.02365770936012268,-0.16815002262592316,0.031676504760980606
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.28145334124565125,0.4946078956127167,0.28917112946510315,0.22636307775974274,0.21310937404632568,0.31091248989105225
"10,000",-0.08757107704877853,-0.00011738140892703086,-0.07657112926244736,0.03720448538661003,-0.024864796549081802,-0.031801119446754456,-0.010464100167155266,-0.03202194347977638,0.10342991352081299
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.28145334124565125,0.4946078956127167,0.28917112946510315,0.22636307775974274,0.21310937404632568,0.31091248989105225
and,0.31309178471565247,0.3859752118587494,0.5171257257461548,0.21235932409763336,0.5116966962814331,0.31080201268196106,0.22904802858829498,0.16085569560527802,0.20544172823429108
"20,000",0.1520158350467682,0.22857815027236938,0.37579581141471863,0.19716277718544006,0.32472333312034607,0.2209564447402954,0.19325357675552368,0.11219801008701324,0.10352851450443268
mongolian,0.15557456016540527,0.20271806418895721,0.2657795250415802,0.19098106026649475,0.22608324885368347,0.1788836568593979,0.9999999403953552,0.20294581353664398,0.13122369349002838
tögrög,0.10277236998081207,0.21610353887081146,0.25842610001564026,0.17425526678562164,0.17993485927581787,0.09096909314393997,0.08268149942159653,0.06504742056131363,0.03584708645939827
(,0.2411840260028839,0.35393038392066956,0.33289089798927307,0.2706909477710724,0.35032153129577637,0.1888815015554428,0.22146162390708923,0.16683325171470642,0.40561532974243164
₮,0.06359800696372986,0.025512706488370895,0.06218862161040306,0.01385817863047123,0.03371381759643555,0.07233387231826782,0.08000820875167847,0.08147235959768295,0.07186024636030197
),0.26259949803352356,0.37732169032096863,0.3456730246543884,0.2638341188430786,0.3680361211299896,0.1986282765865326,0.23745420575141907,0.16176950931549072,0.42300865054130554
.,0.3567904531955719,0.4569662809371948,0.5934505462646484,0.24737101793289185,0.5352458953857422,0.23390525579452515,0.18073968589305878,0.1524936407804489,0.4130953550338745
