,what,are,the,factors,that,are,contributing,to,the,desire,to,have,sr,99,improved,to,be,of,interstate,standards,?
upgrade,0.18096618354320526,0.14058083295822144,0.2122071534395218,0.13876637816429138,0.23761552572250366,0.14058083295822144,0.24622835218906403,0.22627700865268707,0.2122071534395218,0.17492344975471497,0.22627700865268707,0.24311727285385132,0.10115478932857513,0.005060938186943531,0.4118816554546356,0.22627700865268707,0.2718762755393982,0.16527386009693146,0.19393770396709442,0.256336510181427,0.17494012415409088
it,0.45803478360176086,0.3617996573448181,0.6251175999641418,0.2025810331106186,0.5921133160591125,0.3617996573448181,0.21885959804058075,0.513711154460907,0.6251175999641418,0.24421128630638123,0.513711154460907,0.40974161028862,0.1259021759033203,-0.04519006609916687,0.23401258885860443,0.513711154460907,0.5203388929367065,0.38761502504348755,0.21560215950012207,0.23208990693092346,0.25732165575027466
to,0.455847829580307,0.3504326641559601,0.535392165184021,0.2741186320781708,0.5436353087425232,0.3504326641559601,0.27474990487098694,1.0,0.535392165184021,0.33249327540397644,1.0,0.4544740617275238,0.15590740740299225,-0.15119622647762299,0.22972281277179718,1.0,0.4972836375236511,0.41548454761505127,0.2701593041419983,0.2603518068790436,0.29463258385658264
interstate,0.2636648714542389,0.20745599269866943,0.21078766882419586,0.17263256013393402,0.2355165332555771,0.20745599269866943,0.17845319211483002,0.2701593041419983,0.21078766882419586,0.1779709756374359,0.2701593041419983,0.16590097546577454,0.2420848160982132,-0.022162916138768196,0.08780353516340256,0.2701593041419983,0.18364790081977844,0.19796381890773773,0.9999999403953552,0.27003657817840576,0.1831059604883194
standards,0.2855789363384247,0.3059510588645935,0.2433546632528305,0.24086308479309082,0.3272990882396698,0.3059510588645935,0.23306573927402496,0.2603518068790436,0.2433546632528305,0.2297084778547287,0.2603518068790436,0.3065358102321625,0.11483754962682724,-0.05563576519489288,0.3264921307563782,0.2603518068790436,0.2821919918060303,0.18525971472263336,0.27003657817840576,1.0000001192092896,0.2011813372373581
and,0.31309178471565247,0.48576638102531433,0.5171257257461548,0.2477942556142807,0.4731321930885315,0.48576638102531433,0.2953754663467407,0.48971283435821533,0.5171257257461548,0.20454153418540955,0.48971283435821533,0.4711785912513733,0.24970124661922455,-0.07119957357645035,0.2351309210062027,0.48971283435821533,0.41766801476478577,0.5116966962814331,0.16064485907554626,0.299522340297699,0.20544172823429108
eventually,0.28470873832702637,0.18917067348957062,0.42022404074668884,0.24596965312957764,0.4355502426624298,0.18917067348957062,0.17184604704380035,0.4528551697731018,0.42022404074668884,0.29984256625175476,0.4528551697731018,0.35098060965538025,0.09110376238822937,-0.14594270288944244,0.23960421979427338,0.4528551697731018,0.3342243731021881,0.313495934009552,0.12682124972343445,0.21436807513237,0.13642115890979767
incorporate,0.27291518449783325,0.23935502767562866,0.2866564989089966,0.16607306897640228,0.285131573677063,0.23935502767562866,0.2814064919948578,0.2908913493156433,0.2866564989089966,0.17859292030334473,0.2908913493156433,0.28452929854393005,0.10032235831022263,0.013122580014169216,0.2749398350715637,0.2908913493156433,0.3240402042865753,0.2722231447696686,0.2661053240299225,0.2386450171470642,0.2177756130695343
it,0.45803478360176086,0.3617996573448181,0.6251175999641418,0.2025810331106186,0.5921133160591125,0.3617996573448181,0.21885959804058075,0.513711154460907,0.6251175999641418,0.24421128630638123,0.513711154460907,0.40974161028862,0.1259021759033203,-0.04519006609916687,0.23401258885860443,0.513711154460907,0.5203388929367065,0.38761502504348755,0.21560215950012207,0.23208990693092346,0.25732165575027466
into,0.2180619090795517,0.2930682599544525,0.39493247866630554,0.16478237509727478,0.3239944875240326,0.2930682599544525,0.1520875096321106,0.38810545206069946,0.39493247866630554,0.17216798663139343,0.38810545206069946,0.3038242757320404,0.048049233853816986,-0.024596842005848885,0.18223686516284943,0.38810545206069946,0.3462390601634979,0.32255905866622925,0.16497328877449036,0.13983692228794098,0.15662476420402527
the,0.42745697498321533,0.40399202704429626,1.0,0.2769666314125061,0.5473989248275757,0.40399202704429626,0.2776218056678772,0.535392165184021,1.0,0.21467123925685883,0.535392165184021,0.40389683842658997,0.12376830726861954,-0.061377424746751785,0.21394658088684082,0.535392165184021,0.4248143136501312,0.733189046382904,0.21078766882419586,0.2433546632528305,0.22068053483963013
interstate,0.2636648714542389,0.20745599269866943,0.21078766882419586,0.17263256013393402,0.2355165332555771,0.20745599269866943,0.17845319211483002,0.2701593041419983,0.21078766882419586,0.1779709756374359,0.2701593041419983,0.16590097546577454,0.2420848160982132,-0.022162916138768196,0.08780353516340256,0.2701593041419983,0.18364790081977844,0.19796381890773773,0.9999999403953552,0.27003657817840576,0.1831059604883194
system,0.23557309806346893,0.21917270123958588,0.3233085572719574,0.24855908751487732,0.3088737428188324,0.21917270123958588,0.13341739773750305,0.26662686467170715,0.3233085572719574,0.16255709528923035,0.26662686467170715,0.27033093571662903,0.09330329298973083,0.06288435310125351,0.2610759437084198,0.26662686467170715,0.24878063797950745,0.25597915053367615,0.2439257949590683,0.2922484874725342,0.15556083619594574
",",0.3087472915649414,0.4062570035457611,0.4933079481124878,0.20595882833003998,0.4137537479400635,0.4062570035457611,0.2714034914970398,0.44245919585227966,0.4933079481124878,0.2094406634569168,0.44245919585227966,0.3541618287563324,0.25801849365234375,-0.0228560883551836,0.267753005027771,0.44245919585227966,0.39254459738731384,0.4946078956127167,0.17179317772388458,0.2764625549316406,0.31091248989105225
most,0.3219912350177765,0.48698675632476807,0.47635307908058167,0.26446184515953064,0.4497850239276886,0.48698675632476807,0.27373746037483215,0.321603000164032,0.47635307908058167,0.07160042226314545,0.321603000164032,0.44364631175994873,0.07239169627428055,-0.05166331306099892,0.2574702799320221,0.321603000164032,0.3381733000278473,0.4178851246833801,0.09933735430240631,0.24598059058189392,0.2107497900724411
likely,0.4101858139038086,0.35167670249938965,0.28129076957702637,0.3560278117656708,0.4531876742839813,0.35167670249938965,0.27688437700271606,0.41562584042549133,0.28129076957702637,0.30384954810142517,0.41562584042549133,0.44345638155937195,0.09882566332817078,-0.06076929718255997,0.20841817557811737,0.41562584042549133,0.4417785704135895,0.2704482078552246,0.17115136981010437,0.18684010207653046,0.35971182584762573
as,0.31749409437179565,0.3826591968536377,0.48381632566452026,0.20224575698375702,0.4735107421875,0.3826591968536377,0.2625400125980377,0.42092081904411316,0.48381632566452026,0.20977863669395447,0.42092081904411316,0.37788212299346924,0.18976609408855438,-0.053198326379060745,0.24237476289272308,0.42092081904411316,0.5230465531349182,0.3886612355709076,0.17757029831409454,0.26936110854148865,0.27043893933296204
interstate,0.2636648714542389,0.20745599269866943,0.21078766882419586,0.17263256013393402,0.2355165332555771,0.20745599269866943,0.17845319211483002,0.2701593041419983,0.21078766882419586,0.1779709756374359,0.2701593041419983,0.16590097546577454,0.2420848160982132,-0.022162916138768196,0.08780353516340256,0.2701593041419983,0.18364790081977844,0.19796381890773773,0.9999999403953552,0.27003657817840576,0.1831059604883194
9,-0.048040688037872314,-0.061853282153606415,0.023652536794543266,0.0012874670792371035,-0.01026148907840252,-0.061853282153606415,0.019666630774736404,-0.021935373544692993,0.023652536794543266,-0.13712340593338013,-0.021935373544692993,0.019260726869106293,-0.06336845457553864,0.018190884962677956,0.042289286851882935,-0.021935373544692993,0.015026225708425045,0.01387986820191145,-0.1381293088197708,-0.058880217373371124,-0.026682810857892036
.,0.3567904531955719,0.3452940285205841,0.5934505462646484,0.21191899478435516,0.4460422694683075,0.3452940285205841,0.24290238320827484,0.4645031690597534,0.5934505462646484,0.2457093894481659,0.4645031690597534,0.41614407300949097,0.23631086945533752,-0.11426278948783875,0.2536298334598541,0.4645031690597534,0.4383580684661865,0.5352458953857422,0.22625520825386047,0.23661701381206512,0.4130953550338745
