,what,properties,are,analyzed,with,a,conoscopic,lens,by,petrologists,?
samples,0.23286624252796173,0.2882012128829956,0.3074229955673218,0.3774124085903168,0.2275943160057068,0.25778815150260925,0.271806538105011,0.1773408204317093,0.32231226563453674,0.23677071928977966,0.1777840405702591
are,0.29724663496017456,0.3235218822956085,1.0,0.20379793643951416,0.38996943831443787,0.265255331993103,0.3019309937953949,0.20103363692760468,0.37842893600463867,0.34169429540634155,0.24591213464736938
analyzed,0.2656330168247223,0.28092727065086365,0.20379793643951416,1.0,0.2068551629781723,0.26831403374671936,0.3671436011791229,0.19937589764595032,0.3277846872806549,0.3232644498348236,0.17981493473052979
through,0.23167094588279724,0.16884198784828186,0.2637137472629547,0.16602157056331635,0.26801666617393494,0.3399752974510193,0.23568390309810638,0.22568202018737793,0.3433202803134918,0.15350961685180664,0.16913433372974396
a,0.3320399522781372,0.21527832746505737,0.265255331993103,0.26831403374671936,0.3783375024795532,1.0,0.266688734292984,0.3431100845336914,0.32094135880470276,0.22755464911460876,0.23916715383529663
petrographic,0.15395814180374146,0.2572785019874573,0.1834544986486435,0.31163668632507324,0.22015193104743958,0.27208155393600464,0.37642502784729004,0.20718996226787567,0.2422051876783371,0.436787873506546,0.1389790177345276
microscope,0.25449398159980774,0.28394192457199097,0.22724616527557373,0.3431614935398102,0.16859935224056244,0.22386546432971954,0.598157525062561,0.4377821385860443,0.18252061307430267,0.30670639872550964,0.1694040596485138
",",0.3087472915649414,0.21241174638271332,0.4062570035457611,0.17439183592796326,0.4120737314224243,0.427140474319458,0.22733476758003235,0.20018211007118225,0.3680937886238098,0.2381996214389801,0.31091248989105225
where,0.4457937180995941,0.23286239802837372,0.32389864325523376,0.19155080616474152,0.4142743945121765,0.40997210144996643,0.2211354374885559,0.15622387826442719,0.2641284465789795,0.21158987283706665,0.24793872237205505
the,0.42745697498321533,0.20062518119812012,0.40399202704429626,0.2337135225534439,0.4223487675189972,0.5829201340675354,0.2742956578731537,0.2470427006483078,0.4408751428127289,0.2966664731502533,0.22068053483963013
minerals,0.24195240437984467,0.37607911229133606,0.3359486162662506,0.3206961452960968,0.19990798830986023,0.2353302240371704,0.3528784215450287,0.13599272072315216,0.1610909253358841,0.41237789392471313,0.19654792547225952
can,0.34502777457237244,0.32281696796417236,0.5408529043197632,0.2708629071712494,0.3572797477245331,0.3915780484676361,0.2998444736003876,0.2915007174015045,0.29642900824546814,0.29045093059539795,0.3226337134838104
be,0.3929833769798279,0.2906310260295868,0.5556803941726685,0.274774432182312,0.36101722717285156,0.39883795380592346,0.23995019495487213,0.2133674919605255,0.43158695101737976,0.28446927666664124,0.3324260413646698
identified,0.16489295661449432,0.23815785348415375,0.2777137756347656,0.37508198618888855,0.275267094373703,0.25864356756210327,0.26834338903427124,0.10664410144090652,0.2985071539878845,0.31201857328414917,0.18080152571201324
through,0.23167094588279724,0.16884198784828186,0.2637137472629547,0.16602157056331635,0.26801666617393494,0.3399752974510193,0.23568390309810638,0.22568202018737793,0.3433202803134918,0.15350961685180664,0.16913433372974396
their,0.35142919421195984,0.2917190194129944,0.46887820959091187,0.24319961667060852,0.4258328378200531,0.29698723554611206,0.2790561318397522,0.15968042612075806,0.3242124021053314,0.23489941656589508,0.1898253709077835
different,0.39262300729751587,0.31325381994247437,0.5170795917510986,0.2631206810474396,0.3571763038635254,0.29175353050231934,0.30613449215888977,0.23540771007537842,0.2739490568637848,0.33605557680130005,0.24476227164268494
properties,0.23360128700733185,1.0,0.3235218822956085,0.28092727065086365,0.23254182934761047,0.21527832746505737,0.30259039998054504,0.22485768795013428,0.2039947509765625,0.28443029522895813,0.12601029872894287
in,0.30808621644973755,0.19315902888774872,0.3841303884983063,0.21864107251167297,0.4080928862094879,0.539380669593811,0.23185504972934723,0.2039916068315506,0.370934396982193,0.2137315720319748,0.20430970191955566
plane-polarized,0.26433366537094116,0.37449243664741516,0.25854891538619995,0.43636685609817505,0.2722474932670593,0.33602192997932434,0.5074430108070374,0.40488120913505554,0.28512731194496155,0.28156620264053345,0.12806320190429688
and,0.31309178471565247,0.28703534603118896,0.48576638102531433,0.20057129859924316,0.5477725267410278,0.3739250600337982,0.24108968675136566,0.1472543329000473,0.4289871156215668,0.19473004341125488,0.20544172823429108
cross-polarized,0.2738150358200073,0.3041240870952606,0.24503552913665771,0.4112084209918976,0.28791892528533936,0.3454805910587311,0.43560075759887695,0.37054163217544556,0.3317953944206238,0.25596731901168823,0.12713730335235596
light,0.22953972220420837,0.1809968650341034,0.21304044127464294,0.2169930636882782,0.20245222747325897,0.2622554302215576,0.306530624628067,0.4022160470485687,0.16924326121807098,0.1249128207564354,0.17429810762405396
",",0.3087472915649414,0.21241174638271332,0.4062570035457611,0.17439183592796326,0.4120737314224243,0.427140474319458,0.22733476758003235,0.20018211007118225,0.3680937886238098,0.2381996214389801,0.31091248989105225
including,0.18328791856765747,0.16238868236541748,0.45025435090065,0.1591671258211136,0.37174999713897705,0.21045410633087158,0.23934228718280792,0.024475950747728348,0.30155983567237854,0.18308953940868378,0.1633303165435791
their,0.35142919421195984,0.2917190194129944,0.46887820959091187,0.24319961667060852,0.4258328378200531,0.29698723554611206,0.2790561318397522,0.15968042612075806,0.3242124021053314,0.23489941656589508,0.1898253709077835
birefringence,0.29470735788345337,0.337565541267395,0.25781238079071045,0.2843780219554901,0.2659480571746826,0.2686561644077301,0.2998998463153839,0.383048415184021,0.1053847223520279,0.2927200198173523,0.27652695775032043
",",0.3087472915649414,0.21241174638271332,0.4062570035457611,0.17439183592796326,0.4120737314224243,0.427140474319458,0.22733476758003235,0.20018211007118225,0.3680937886238098,0.2381996214389801,0.31091248989105225
pleochroism,0.29948359727859497,0.38202381134033203,0.2532966434955597,0.398298054933548,0.26513469219207764,0.2522442638874054,0.478803813457489,0.3528496325016022,0.16198398172855377,0.34366488456726074,0.2662431299686432
",",0.3087472915649414,0.21241174638271332,0.4062570035457611,0.17439183592796326,0.4120737314224243,0.427140474319458,0.22733476758003235,0.20018211007118225,0.3680937886238098,0.2381996214389801,0.31091248989105225
twinning,0.13348537683486938,0.21045076847076416,0.2028091698884964,0.17812541127204895,0.3305323123931885,0.263952374458313,0.14054988324642181,0.18409381806850433,0.15401501953601837,0.196411594748497,0.13377229869365692
",",0.3087472915649414,0.21241174638271332,0.4062570035457611,0.17439183592796326,0.4120737314224243,0.427140474319458,0.22733476758003235,0.20018211007118225,0.3680937886238098,0.2381996214389801,0.31091248989105225
and,0.31309178471565247,0.28703534603118896,0.48576638102531433,0.20057129859924316,0.5477725267410278,0.3739250600337982,0.24108968675136566,0.1472543329000473,0.4289871156215668,0.19473004341125488,0.20544172823429108
interference,0.28147435188293457,0.3144078254699707,0.23549877107143402,0.3195081055164337,0.28574320673942566,0.24888627231121063,0.35224562883377075,0.3260122537612915,0.20849736034870148,0.2072094976902008,0.11166875064373016
properties,0.23360128700733185,1.0,0.3235218822956085,0.28092727065086365,0.23254182934761047,0.21527832746505737,0.30259039998054504,0.22485768795013428,0.2039947509765625,0.28443029522895813,0.12601029872894287
with,0.2464839518070221,0.23254182934761047,0.38996943831443787,0.2068551629781723,0.9999999403953552,0.3783375024795532,0.2470753937959671,0.17271515727043152,0.39731505513191223,0.19777452945709229,0.2433311939239502
a,0.3320399522781372,0.21527832746505737,0.265255331993103,0.26831403374671936,0.3783375024795532,1.0,0.266688734292984,0.3431100845336914,0.32094135880470276,0.22755464911460876,0.23916715383529663
conoscopic,0.2754967212677002,0.30259039998054504,0.3019309937953949,0.3671436011791229,0.2470753937959671,0.266688734292984,1.0000001192092896,0.399859219789505,0.20202240347862244,0.30888527631759644,0.2437567263841629
lens,0.1790107637643814,0.22485768795013428,0.20103363692760468,0.19937589764595032,0.17271515727043152,0.3431100845336914,0.399859219789505,1.0,0.08640530705451965,0.16878272593021393,0.1168646588921547
.,0.3567904531955719,0.25793707370758057,0.3452940285205841,0.21921654045581818,0.4446153938770294,0.50484299659729,0.258372962474823,0.2493409812450409,0.3936232924461365,0.22133567929267883,0.4130953550338745
