,what,type,of,movement,is,the,muslim,brotherhood,?
",",0.3087472915649414,0.1804078221321106,0.4946078956127167,0.1862073689699173,0.4691906273365021,0.4933079481124878,0.21974200010299683,0.21324464678764343,0.31091248989105225
student,0.20548318326473236,0.12656444311141968,0.20310284197330475,0.17342354357242584,0.18911804258823395,0.21259291470050812,0.25907713174819946,0.20274516940116882,0.13282090425491333
advisory,0.20255066454410553,0.14262381196022034,0.24789805710315704,0.13970790803432465,0.19534392654895782,0.2453017681837082,0.1376170665025711,0.1952117383480072,0.12650002539157867
groups,0.23137421905994415,0.18917711079120636,0.24723079800605774,0.3407631814479828,0.19906288385391235,0.27790749073028564,0.22084222733974457,0.22552238404750824,0.14349548518657684
",",0.3087472915649414,0.1804078221321106,0.4946078956127167,0.1862073689699173,0.4691906273365021,0.4933079481124878,0.21974200010299683,0.21324464678764343,0.31091248989105225
facilitation,0.1647939682006836,0.18406009674072266,0.2584969699382782,0.28143808245658875,0.1805451363325119,0.20781955122947693,0.204472616314888,0.19723711907863617,0.21877895295619965
of,0.33290785551071167,0.18112817406654358,1.0,0.2662941515445709,0.4854315221309662,0.733189046382904,0.267849862575531,0.2067413628101349,0.1826142966747284
inexpensive,0.21097134053707123,0.25380343198776245,0.19121038913726807,0.1222376897931099,0.26479411125183105,0.21114370226860046,0.16433368623256683,0.11714832484722137,0.14879846572875977
mass,0.23905135691165924,0.2388973832130432,0.26915112137794495,0.23401768505573273,0.21063528954982758,0.2284930944442749,0.1345745474100113,0.12318508327007294,0.2076406031847
marriage,0.1536911427974701,0.031272534281015396,0.1860882043838501,0.21144846081733704,0.1394161880016327,0.17375090718269348,0.20372767746448517,0.2735709249973297,0.13543564081192017
ceremonies,0.15639090538024902,0.11300653964281082,0.23873528838157654,0.19688701629638672,0.0986432135105133,0.26092329621315,0.2367403656244278,0.2478751540184021,0.11834365129470825
to,0.455847829580307,0.19930607080459595,0.41548454761505127,0.2780168950557709,0.42745086550712585,0.535392165184021,0.2551989257335663,0.21977385878562927,0.29463258385658264
avoid,0.2615243196487427,0.15847520530223846,0.22642050683498383,0.12080878019332886,0.2189902514219284,0.24833035469055176,0.14259810745716095,0.1262420266866684,0.26885488629341125
prohibitively,0.27159979939460754,0.1632358729839325,0.25222089886665344,0.2612723410129547,0.24492889642715454,0.2876586616039276,0.28067293763160706,0.24981242418289185,0.2435460388660431
costly,0.3110659718513489,0.20077042281627655,0.26712068915367126,0.186692476272583,0.21139784157276154,0.28278836607933044,0.19447842240333557,0.12695860862731934,0.19718864560127258
dowry,0.19734561443328857,0.04142853617668152,0.31235775351524353,0.10276246070861816,0.16553765535354614,0.2617739737033844,0.20893600583076477,0.14169618487358093,0.18657253682613373
demands,0.1837000846862793,0.04181241616606712,0.28625205159187317,0.26538342237472534,0.1976715475320816,0.3082757890224457,0.22122888267040253,0.2561267018318176,0.11488337814807892
",",0.3087472915649414,0.1804078221321106,0.4946078956127167,0.1862073689699173,0.4691906273365021,0.4933079481124878,0.21974200010299683,0.21324464678764343,0.31091248989105225
legal,0.26388198137283325,0.10305362939834595,0.2720220685005188,0.1223893091082573,0.20037926733493805,0.25629305839538574,0.2840621769428253,0.23644855618476868,0.2143220454454422
assistance,0.21387380361557007,0.08496265113353729,0.17943856120109558,0.1811797171831131,0.09867464005947113,0.19771957397460938,0.17709414660930634,0.20535360276699066,0.14602699875831604
",",0.3087472915649414,0.1804078221321106,0.4946078956127167,0.1862073689699173,0.4691906273365021,0.4933079481124878,0.21974200010299683,0.21324464678764343,0.31091248989105225
sports,0.13245077431201935,0.18232889473438263,0.24392472207546234,0.11528744548559189,0.2082153707742691,0.20313861966133118,0.1608143299818039,0.13928179442882538,0.04557104781270027
facilities,0.137315571308136,0.1802358776330948,0.17473776638507843,0.1155303567647934,0.17244288325309753,0.19172798097133636,0.17736715078353882,0.14941658079624176,0.10624271631240845
",",0.3087472915649414,0.1804078221321106,0.4946078956127167,0.1862073689699173,0.4691906273365021,0.4933079481124878,0.21974200010299683,0.21324464678764343,0.31091248989105225
and,0.31309178471565247,0.16898801922798157,0.5116966962814331,0.2837696671485901,0.3859752118587494,0.5171257257461548,0.255716472864151,0.26239755749702454,0.20544172823429108
women,0.14828920364379883,0.06395158916711807,0.22431409358978271,0.21689505875110626,0.20067402720451355,0.279754102230072,0.3487343490123749,0.2316274344921112,0.1616753786802292
's,0.02692362666130066,0.05257158726453781,-0.03817026689648628,0.009452048689126968,0.02396530658006668,-0.01540423184633255,0.06176655367016792,-0.007918372750282288,-0.023395681753754616
groups,0.23137421905994415,0.18917711079120636,0.24723079800605774,0.3407631814479828,0.19906288385391235,0.27790749073028564,0.22084222733974457,0.22552238404750824,0.14349548518657684
.,0.3567904531955719,0.23195341229438782,0.5352458953857422,0.22796523571014404,0.4569662809371948,0.5934505462646484,0.27078697085380554,0.15035925805568695,0.4130953550338745
'',0.08143015950918198,0.054222505539655685,0.13035868108272552,-0.06533791124820709,0.0793738141655922,0.041273195296525955,0.042625799775123596,-0.033341601490974426,0.018684765323996544
