,what,is,the,colloquial,phrase,used,to,convey,the,continuum,of,algorithms,with,unlimited,availability,irrespective,of,time,?
but,0.5029441118240356,0.4106791317462921,0.4859698414802551,0.25395336747169495,0.26168128848075867,0.3391169309616089,0.5542377829551697,0.34032875299453735,0.4859698414802551,0.28837576508522034,0.39942997694015503,0.23478630185127258,0.4495173394680023,0.19185543060302734,0.20308223366737366,0.36032384634017944,0.39942997694015503,0.4371204376220703,0.27921953797340393
any,0.43670421838760376,0.35691767930984497,0.4525727927684784,0.23212158679962158,0.24035538733005524,0.3731808662414551,0.46410247683525085,0.3165697157382965,0.4525727927684784,0.2997806966304779,0.3769088089466095,0.2478010207414627,0.34412381052970886,0.3221358060836792,0.3645263612270355,0.3733484148979187,0.3769088089466095,0.3699842095375061,0.4113408327102661
algorithm,0.2700590193271637,0.24848374724388123,0.15884782373905182,0.24279122054576874,0.24930380284786224,0.2289300262928009,0.20727625489234924,0.15751394629478455,0.15884782373905182,0.30973371863365173,0.17516344785690308,0.9430480003356934,0.0763108879327774,0.1978837251663208,0.30181702971458435,0.17718181014060974,0.17516344785690308,0.25266581773757935,0.21180397272109985
that,0.6297725439071655,0.3995479643344879,0.5473989248275757,0.25922900438308716,0.301104873418808,0.37621384859085083,0.5436353087425232,0.29189321398735046,0.5473989248275757,0.35771191120147705,0.41498205065727234,0.2668388783931732,0.4154358208179474,0.30465105175971985,0.2913311719894409,0.3449765145778656,0.41498205065727234,0.388528436422348,0.32716336846351624
might,0.4838182032108307,0.37027186155319214,0.32504433393478394,0.3392738699913025,0.2917904555797577,0.38014352321624756,0.5153919458389282,0.3079265356063843,0.32504433393478394,0.26514557003974915,0.2900311052799225,0.2771149277687073,0.28227806091308594,0.2275584638118744,0.25243714451789856,0.2834727466106415,0.2900311052799225,0.29128819704055786,0.41058459877967834
be,0.3929833769798279,0.4819129705429077,0.4248143136501312,0.2615620195865631,0.29714179039001465,0.3731876611709595,0.4972836375236511,0.351733922958374,0.4248143136501312,0.2581905722618103,0.33904364705085754,0.26521363854408264,0.36101722717285156,0.23493117094039917,0.2863616347312927,0.34462738037109375,0.33904364705085754,0.3473503291606903,0.3324260413646698
discovered,0.19526781141757965,0.21262536942958832,0.27493247389793396,0.22868967056274414,0.08757145702838898,0.24531470239162445,0.17764629423618317,0.1227540373802185,0.27493247389793396,0.17032574117183685,0.22074753046035767,0.20714490115642548,0.19195446372032166,0.033791348338127136,0.13972614705562592,0.16231586039066315,0.22074753046035767,0.17829641699790955,0.08452875912189484
in,0.30808621644973755,0.5394441485404968,0.6662389636039734,0.1801341325044632,0.18596138060092926,0.3090210556983948,0.45010748505592346,0.15812674164772034,0.6662389636039734,0.27017614245414734,0.5696388483047485,0.19189399480819702,0.4080928862094879,0.12610366940498352,0.11541186273097992,0.251150906085968,0.5696388483047485,0.3431483507156372,0.20430970191955566
the,0.42745697498321533,0.5823672413825989,1.0,0.23629699647426605,0.25180333852767944,0.3718377649784088,0.535392165184021,0.2232111245393753,1.0,0.32961103320121765,0.733189046382904,0.167828768491745,0.4223487675189972,0.22426779568195343,0.23529793322086334,0.32915493845939636,0.733189046382904,0.43061500787734985,0.22068053483963013
future,0.29700374603271484,0.1601216346025467,0.2337762415409088,0.08312030881643295,0.1563449203968048,0.18216875195503235,0.3191963732242584,0.1587512344121933,0.2337762415409088,0.25228166580200195,0.25455814599990845,0.20236600935459137,0.24820348620414734,0.17538131773471832,0.22954455018043518,0.2341585010290146,0.25455814599990845,0.2887815833091736,0.3367180824279785
.,0.3567904531955719,0.4569662809371948,0.5934505462646484,0.16660191118717194,0.22462844848632812,0.33111312985420227,0.4645031690597534,0.17205049097537994,0.5934505462646484,0.2795509994029999,0.5352458953857422,0.1675408035516739,0.4446153938770294,0.16698512434959412,0.2656152546405792,0.28905510902404785,0.5352458953857422,0.371569961309433,0.4130953550338745
