,how,many,stages,did,the,saturn,v,end,up,having,?
the,0.33890387415885925,0.4335206151008606,0.29316213726997375,0.34736719727516174,1.0,0.24189656972885132,0.18580520153045654,0.39658910036087036,0.38423117995262146,0.3821379244327545,0.22068053483963013
s-ivb,0.27194392681121826,0.3035702407360077,0.2589106857776642,0.19501733779907227,0.3730037808418274,0.29092708230018616,0.1231713518500328,0.17855536937713623,0.21114253997802734,0.24736474454402924,0.1708081215620041
",",0.22659391164779663,0.40610817074775696,0.24272145330905914,0.3015086054801941,0.4933079481124878,0.22104106843471527,0.22053663432598114,0.25448864698410034,0.34193792939186096,0.3154076039791107,0.31091248989105225
with,0.3525622487068176,0.35744401812553406,0.15601323544979095,0.25472134351730347,0.4223487675189972,0.15670639276504517,0.14314915239810944,0.23444485664367676,0.38676461577415466,0.5057834982872009,0.2433311939239502
thrust,0.23684193193912506,0.14105744659900665,0.21666526794433594,0.18759748339653015,0.28476181626319885,0.2821305990219116,0.189153790473938,0.16720429062843323,0.24444475769996643,0.1442975401878357,0.1531757265329361
increased,0.2297995388507843,0.3378802537918091,0.2586895823478699,0.20765343308448792,0.3188653886318207,0.14327110350131989,0.09740424156188965,0.21314172446727753,0.2201465666294098,0.2927081286907196,0.09587585180997849
to,0.44169697165489197,0.40243685245513916,0.1880870908498764,0.4452643394470215,0.535392165184021,0.18787172436714172,0.2109750658273697,0.3229445815086365,0.40375280380249023,0.3992697596549988,0.29463258385658264
"230,000",-0.10233204066753387,-0.055385470390319824,-0.04883318394422531,-0.05658406391739845,0.039988841861486435,0.054907988756895065,-0.03629877045750618,-0.06382565200328827,-0.11729064583778381,0.0042283497750759125,-0.09942035377025604
lbf,0.2559916377067566,0.11858613044023514,0.1682436317205429,0.14983490109443665,0.22945675253868103,0.199800506234169,0.22208595275878906,0.1972496062517166,0.27929118275642395,0.20427240431308746,0.25105881690979004
(,0.1676948219537735,0.1455259770154953,0.1436305195093155,0.18979617953300476,0.33289089798927307,0.16996361315250397,0.2043849378824234,0.21691228449344635,0.2525939643383026,0.14485155045986176,0.40561532974243164
"1,020",-0.011583805084228516,0.043564774096012115,0.07807983458042145,-0.0023849825374782085,-0.014127848669886589,-0.09630241245031357,-0.0010941314976662397,0.04078654944896698,-0.0728873610496521,-0.014659740030765533,0.05644380301237106
kn,0.1561761498451233,0.10555195063352585,0.0986427366733551,0.10493256896734238,0.12718795239925385,0.11088479310274124,0.17889504134655,0.07431904971599579,0.1839095652103424,0.09568554908037186,0.22977566719055176
),0.17939934134483337,0.16602720320224762,0.16189712285995483,0.18584993481636047,0.3456730246543884,0.18594779074192047,0.20857036113739014,0.2439398169517517,0.25800976157188416,0.1732136756181717,0.42300865054130554
and,0.33647966384887695,0.5296266674995422,0.207217738032341,0.34479495882987976,0.5171257257461548,0.18160289525985718,0.19040757417678833,0.24708716571331024,0.4032393991947174,0.36825746297836304,0.20544172823429108
capability,0.32823890447616577,0.26705724000930786,0.267026424407959,0.1888176053762436,0.22795647382736206,0.16184836626052856,0.1776532083749771,0.18777243793010712,0.1956789344549179,0.27993613481521606,0.20875757932662964
to,0.44169697165489197,0.40243685245513916,0.1880870908498764,0.4452643394470215,0.535392165184021,0.18787172436714172,0.2109750658273697,0.3229445815086365,0.40375280380249023,0.3992697596549988,0.29463258385658264
restart,0.2277061641216278,0.17529794573783875,0.24558992683887482,0.20249620079994202,0.353054016828537,0.18791623413562775,0.1647990494966507,0.3780921697616577,0.2936238646507263,0.2601589858531952,0.21747036278247833
the,0.33890387415885925,0.4335206151008606,0.29316213726997375,0.34736719727516174,1.0,0.24189656972885132,0.18580520153045654,0.39658910036087036,0.38423117995262146,0.3821379244327545,0.22068053483963013
engine,0.15099172294139862,0.16697712242603302,0.22898422181606293,0.1357124000787735,0.21651263535022736,0.2404942810535431,0.28612491488456726,0.135150745511055,0.2012358158826828,0.23834064602851868,0.17739196121692657
for,0.3308170735836029,0.40972793102264404,0.2248757928609848,0.318512886762619,0.4739971458911896,0.30204665660858154,0.13933385908603668,0.22042374312877655,0.342966228723526,0.38465240597724915,0.264628142118454
translunar,0.2735055088996887,0.2298925369977951,0.3014705181121826,0.14291997253894806,0.33685752749443054,0.32788676023483276,0.2002187967300415,0.1915963590145111,0.18498238921165466,0.15886428952217102,0.23503059148788452
injection,0.1658562868833542,0.175786554813385,0.23119738698005676,0.1737469583749771,0.1610984355211258,0.1562938541173935,0.23144952952861786,0.08286259323358536,0.12833455204963684,0.24206514656543732,0.2609370946884155
after,0.23871733248233795,0.2586410939693451,0.24230819940567017,0.30330467224121094,0.4565047025680542,0.24207474291324615,0.08713581413030624,0.34383532404899597,0.3247016668319702,0.33866575360298157,0.16608688235282898
reaching,0.17848993837833405,0.20550382137298584,0.27548739314079285,0.2354024350643158,0.3691650927066803,0.12157956510782242,0.16641362011432648,0.30297982692718506,0.3125315010547638,0.353519082069397,0.13075216114521027
a,0.29312583804130554,0.2872205972671509,0.24129167199134827,0.2552328109741211,0.5829201340675354,0.20805643498897552,0.21861357986927032,0.28924596309661865,0.32523053884506226,0.3929923176765442,0.23916715383529663
parking,0.14930132031440735,0.23467841744422913,0.17738734185695648,0.1876780092716217,0.21832305192947388,0.1012822687625885,0.05774013325572014,0.23217524588108063,0.21050278842449188,0.2957761585712433,0.1308860033750534
orbit,0.18904346227645874,0.12388269603252411,0.17437702417373657,0.1529427319765091,0.1565481424331665,0.5035338401794434,0.13204096257686615,0.1267048418521881,0.19035765528678894,0.12850329279899597,0.16621392965316772
.,0.3287222981452942,0.3974229395389557,0.2273997664451599,0.35288307070732117,0.5934505462646484,0.23308148980140686,0.2973858416080475,0.26526886224746704,0.351434588432312,0.3542446792125702,0.4130953550338745
