,along,with,toys,",",where,are,oscillating,cylinder,steam,engines,typically,used,?
engines,0.10451225191354752,0.21779674291610718,0.21879634261131287,0.20245449244976044,0.14921875298023224,0.21946673095226288,0.258605420589447,0.48618724942207336,0.4903687536716461,1.0000001192092896,0.21158643066883087,0.2519303560256958,0.18940703570842743
",",0.29824912548065186,0.4120737314224243,0.20623934268951416,1.0000001192092896,0.3149496018886566,0.4062570035457611,0.19937825202941895,0.15694238245487213,0.2264556586742401,0.20245449244976044,0.18964512646198273,0.3120402991771698,0.31091248989105225
mainly,0.25581473112106323,0.27928823232650757,0.18528248369693756,0.3616383671760559,0.3845270276069641,0.40445566177368164,0.1720319539308548,0.10181962698698044,0.1219605952501297,0.1278943568468094,0.453319787979126,0.4007900357246399,0.07608037441968918
on,0.41361382603645325,0.40749499201774597,0.2082861363887787,0.49057599902153015,0.37630224227905273,0.268924742937088,0.21577732264995575,0.13916563987731934,0.1939276158809662,0.19385121762752533,0.22215910255908966,0.24785758554935455,0.2714994251728058
ships,0.264989972114563,0.1974010020494461,0.2500295341014862,0.21014784276485443,0.223256915807724,0.20684567093849182,0.21725913882255554,0.190778449177742,0.32751697301864624,0.301408976316452,0.12872518599033356,0.2727651000022888,0.18477600812911987
where,0.3530636131763458,0.4142743945121765,0.19222576916217804,0.3149496018886566,0.9999999403953552,0.32389864325523376,0.29738539457321167,0.1669466495513916,0.18907299637794495,0.14921875298023224,0.32960572838783264,0.31140151619911194,0.24793872237205505
their,0.30045241117477417,0.4258328378200531,0.25847765803337097,0.3045167922973633,0.3356108069419861,0.46887820959091187,0.202265202999115,0.11450563371181488,0.17527107894420624,0.22963929176330566,0.32808592915534973,0.3259406089782715,0.1898253709077835
compactness,0.2570969760417938,0.2673748731613159,0.2543046474456787,0.19149824976921082,0.23192158341407776,0.2672286033630371,0.3739076554775238,0.30685603618621826,0.25984764099121094,0.29515761137008667,0.40497496724128723,0.29805946350097656,0.20963791012763977
is,0.23571021854877472,0.3250955045223236,0.16700762510299683,0.4691906273365021,0.3586711287498474,0.5330929756164551,0.23028051853179932,0.19112510979175568,0.13029660284519196,0.1648903638124466,0.3483496606349945,0.3288823366165161,0.22961433231830597
valued,0.11951673775911331,0.21629828214645386,0.22348923981189728,0.27110323309898376,0.15502966940402985,0.22957633435726166,0.12573248147964478,0.17580904066562653,0.12176936119794846,0.12511524558067322,0.3126571476459503,0.2414720505475998,0.20130088925361633
.,0.27491724491119385,0.4446153938770294,0.27264994382858276,0.6812511086463928,0.41390106081962585,0.3452940285205841,0.26462385058403015,0.23330281674861908,0.22855372726917267,0.24894580245018005,0.25537845492362976,0.33111312985420227,0.4130953550338745
