,who,was,assigned,to,design,a,second,master,plan,?
second,0.21920166909694672,0.3858029544353485,0.18789605796337128,0.3098561465740204,0.10976479947566986,0.3655064105987549,1.0,0.17087014019489288,0.18178623914718628,0.17239587008953094
master,0.3010654151439667,0.20155122876167297,0.21890057623386383,0.20949430763721466,0.21118514239788055,0.2078990340232849,0.17087014019489288,0.9999999403953552,0.2770163118839264,0.11915034055709839
plan,0.2951151430606842,0.2407723069190979,0.2259370982646942,0.36421895027160645,0.33543187379837036,0.27156999707221985,0.18178623914718628,0.2770163118839264,1.0,0.1961054503917694
",",0.3365725874900818,0.45456063747406006,0.21129485964775085,0.44245919585227966,0.19350415468215942,0.427140474319458,0.29927265644073486,0.21451058983802795,0.21265573799610138,0.31091248989105225
which,0.3688730001449585,0.2830964922904968,0.2667950987815857,0.5345056653022766,0.302594393491745,0.56894451379776,0.336174339056015,0.18431153893470764,0.2507568597793579,0.25814583897590637
led,0.2450801581144333,0.34443995356559753,0.18321387469768524,0.21815308928489685,0.12460310012102127,0.19072435796260834,0.24436724185943604,0.048478640615940094,0.19900201261043549,0.09273858368396759
to,0.42656609416007996,0.3636345863342285,0.33200594782829285,1.0,0.26415011286735535,0.45503583550453186,0.3098561465740204,0.20949430763721466,0.36421895027160645,0.29463258385658264
the,0.3733934462070465,0.48711544275283813,0.3149823546409607,0.535392165184021,0.27913451194763184,0.5829201340675354,0.4620301127433777,0.19769129157066345,0.2852855324745178,0.22068053483963013
construction,0.08125896006822586,0.224521666765213,0.20719774067401886,0.24810278415679932,0.44344785809516907,0.25036895275115967,0.18310724198818207,0.16302527487277985,0.3067115247249603,0.13494056463241577
of,0.2827862501144409,0.4069072902202606,0.3143831491470337,0.41548454761505127,0.2522938847541809,0.5052502155303955,0.353416383266449,0.17072871327400208,0.2742128372192383,0.1826142966747284
buildings,0.19900023937225342,0.2350262999534607,0.17634157836437225,0.25290772318840027,0.37093761563301086,0.22776827216148376,0.12176067382097244,0.12832719087600708,0.29989925026893616,0.11192528158426285
both,0.31663915514945984,0.2990766167640686,0.2851637005805969,0.3897709250450134,0.22549837827682495,0.3171786069869995,0.31054115295410156,0.16101165115833282,0.18574365973472595,0.19455738365650177
north,0.11026738584041595,0.29020047187805176,0.21132054924964905,0.2743184268474579,0.18039476871490479,0.25008413195610046,0.19426684081554413,0.11154024302959442,0.16235163807868958,0.11829731613397598
and,0.41279885172843933,0.3740963041782379,0.20136870443820953,0.48971283435821533,0.21815341711044312,0.3739250600337982,0.2743909955024719,0.19895130395889282,0.26844465732574463,0.20544172823429108
south,0.19068880379199982,0.2792486846446991,0.12780705094337463,0.25657615065574646,0.1508711725473404,0.23680485785007477,0.17915646731853485,0.06718841940164566,0.15948037803173065,0.12336621433496475
of,0.2827862501144409,0.4069072902202606,0.3143831491470337,0.41548454761505127,0.2522938847541809,0.5052502155303955,0.353416383266449,0.17072871327400208,0.2742128372192383,0.1826142966747284
the,0.3733934462070465,0.48711544275283813,0.3149823546409607,0.535392165184021,0.27913451194763184,0.5829201340675354,0.4620301127433777,0.19769129157066345,0.2852855324745178,0.22068053483963013
midway,0.13161738216876984,0.18867117166519165,0.24153874814510345,0.22979247570037842,0.23921580612659454,0.17156147956848145,0.1332198679447174,0.19008716940879822,0.2874792218208313,0.15556642413139343
",",0.3365725874900818,0.45456063747406006,0.21129485964775085,0.44245919585227966,0.19350415468215942,0.427140474319458,0.29927265644073486,0.21451058983802795,0.21265573799610138,0.31091248989105225
including,0.2835840582847595,0.21884717047214508,0.15095414221286774,0.24006329476833344,0.1792943924665451,0.21045410633087158,0.11637512594461441,0.15380163490772247,0.15886813402175903,0.1633303165435791
the,0.3733934462070465,0.48711544275283813,0.3149823546409607,0.535392165184021,0.27913451194763184,0.5829201340675354,0.4620301127433777,0.19769129157066345,0.2852855324745178,0.22068053483963013
laird,0.2807408273220062,0.24094334244728088,0.14002832770347595,0.24075178802013397,0.18930083513259888,0.2961620092391968,0.19977763295173645,0.20128792524337769,0.24687796831130981,0.22185152769088745
bell,0.18710675835609436,0.17444133758544922,0.12283693999052048,0.1508869081735611,0.1905810832977295,0.21297363936901093,0.2016550600528717,0.12964817881584167,0.2351067066192627,0.08332687616348267
law,0.21111567318439484,0.21553055942058563,0.20934058725833893,0.259207159280777,0.1847788393497467,0.2212858349084854,0.17866025865077972,0.21979738771915436,0.21066270768642426,0.1528988480567932
quadrangle,0.09589829295873642,0.24757760763168335,0.18506821990013123,0.21260063350200653,0.24083508551120758,0.265418142080307,0.23004408180713654,0.20044384896755219,0.1835414469242096,0.09862545877695084
(,0.2443375140428543,0.2980341613292694,0.20664258301258087,0.30882009863853455,0.10962162166833878,0.3206180930137634,0.27435752749443054,0.14098842442035675,0.15068650245666504,0.40561532974243164
a,0.36608949303627014,0.4508470594882965,0.2863364815711975,0.45503583550453186,0.25211480259895325,1.0,0.3655064105987549,0.2078990340232849,0.27156999707221985,0.23916715383529663
complex,0.14412032067775726,0.15738925337791443,0.10172466188669205,0.2934706509113312,0.2589570879936218,0.26552852988243103,0.13249355554580688,0.0928928405046463,0.20711730420589447,0.17752902209758759
designed,0.21097040176391602,0.28384989500045776,0.3353663384914398,0.3077097535133362,0.7167810201644897,0.28430381417274475,0.09117142856121063,0.20148219168186188,0.34844958782196045,0.11213942617177963
by,0.39727845788002014,0.4752357602119446,0.28708064556121826,0.33534231781959534,0.20755122601985931,0.32094135880470276,0.2977677285671234,0.21067877113819122,0.22663648426532745,0.17966607213020325
saarinen,0.20023149251937866,0.19466757774353027,0.17362400889396667,0.1331302374601364,0.3635143041610718,0.18496161699295044,0.0938064306974411,0.2326943576335907,0.1647055447101593,0.10681578516960144
),0.2457384318113327,0.3267642855644226,0.2080232948064804,0.31236231327056885,0.09917057305574417,0.3640355169773102,0.29819294810295105,0.16266581416130066,0.14951853454113007,0.42300865054130554
;,0.007937713526189327,0.0754367932677269,0.020987847819924355,0.0979827418923378,0.04267316684126854,-0.02122584730386734,0.037661533802747726,0.04053767770528793,0.023018529638648033,0.10349778085947037
a,0.36608949303627014,0.4508470594882965,0.2863364815711975,0.45503583550453186,0.25211480259895325,1.0,0.3655064105987549,0.2078990340232849,0.27156999707221985,0.23916715383529663
series,0.21484537422657013,0.2261398285627365,0.17559368908405304,0.19879554212093353,0.1966908574104309,0.23966510593891144,0.24665457010269165,0.203135147690773,0.19568215310573578,0.1709602326154709
of,0.2827862501144409,0.4069072902202606,0.3143831491470337,0.41548454761505127,0.2522938847541809,0.5052502155303955,0.353416383266449,0.17072871327400208,0.2742128372192383,0.1826142966747284
arts,0.16167671978473663,0.25444865226745605,0.06223765388131142,0.2388276606798172,0.2853551506996155,0.21388907730579376,0.10635122656822205,0.3800363540649414,0.1580425649881363,0.09471383690834045
buildings,0.19900023937225342,0.2350262999534607,0.17634157836437225,0.25290772318840027,0.37093761563301086,0.22776827216148376,0.12176067382097244,0.12832719087600708,0.29989925026893616,0.11192528158426285
;,0.007937713526189327,0.0754367932677269,0.020987847819924355,0.0979827418923378,0.04267316684126854,-0.02122584730386734,0.037661533802747726,0.04053767770528793,0.023018529638648033,0.10349778085947037
a,0.36608949303627014,0.4508470594882965,0.2863364815711975,0.45503583550453186,0.25211480259895325,1.0,0.3655064105987549,0.2078990340232849,0.27156999707221985,0.23916715383529663
building,0.19264253973960876,0.237406387925148,0.23950058221817017,0.2658686637878418,0.39918890595436096,0.2576078176498413,0.14338581264019012,0.14778856933116913,0.32571539282798767,0.13549931347370148
designed,0.21097040176391602,0.28384989500045776,0.3353663384914398,0.3077097535133362,0.7167810201644897,0.28430381417274475,0.09117142856121063,0.20148219168186188,0.34844958782196045,0.11213942617177963
by,0.39727845788002014,0.4752357602119446,0.28708064556121826,0.33534231781959534,0.20755122601985931,0.32094135880470276,0.2977677285671234,0.21067877113819122,0.22663648426532745,0.17966607213020325
ludwig,0.2268398106098175,0.26121020317077637,0.10395006835460663,0.12950320541858673,0.2108752727508545,0.15033851563930511,0.15338921546936035,0.1870448887348175,0.13319413363933563,0.12184596061706543
mies,0.25438421964645386,0.22654947638511658,0.0732826441526413,0.16469794511795044,0.2710582911968231,0.09036523848772049,0.10670414566993713,0.2885304391384125,0.27553707361221313,0.17547844350337982
van,0.19967937469482422,0.20371906459331512,0.08588036149740219,0.198682501912117,0.13965986669063568,0.17539796233177185,0.15990214049816132,0.20073175430297852,0.14201654493808746,0.15528257191181183
der,0.1412971019744873,0.18196885287761688,0.11503546684980392,0.13559113442897797,0.1202528327703476,0.1786900907754898,0.060824938118457794,0.18529333174228668,0.2129771113395691,0.10571374744176865
rohe,0.22279591858386993,0.29310598969459534,0.2078220695257187,0.18179921805858612,0.3251485824584961,0.2247045487165451,0.15094111859798431,0.3085090219974518,0.28469595313072205,0.16745825111865997
for,0.37110671401023865,0.3863949179649353,0.2444310486316681,0.4451248347759247,0.2477298229932785,0.44038116931915283,0.25438159704208374,0.1568533182144165,0.22760893404483795,0.264628142118454
the,0.3733934462070465,0.48711544275283813,0.3149823546409607,0.535392165184021,0.27913451194763184,0.5829201340675354,0.4620301127433777,0.19769129157066345,0.2852855324745178,0.22068053483963013
university,0.2115909904241562,0.290752112865448,0.15854625403881073,0.20192374289035797,0.21221625804901123,0.20256656408309937,0.2269357442855835,0.27631905674934387,0.17010807991027832,0.11887256056070328
's,0.05599616840481758,0.008974763564765453,-0.05031219497323036,0.03782717138528824,0.04322526603937149,0.04866964742541313,-0.060212843120098114,0.025999123230576515,0.014385199174284935,-0.023395681753754616
school,0.21669194102287292,0.25740107893943787,0.1934342235326767,0.24496325850486755,0.21428315341472626,0.2245093584060669,0.13953709602355957,0.22931089997291565,0.19924437999725342,0.15091250836849213
of,0.2827862501144409,0.4069072902202606,0.3143831491470337,0.41548454761505127,0.2522938847541809,0.5052502155303955,0.353416383266449,0.17072871327400208,0.2742128372192383,0.1826142966747284
social,0.26409217715263367,0.196878582239151,0.1328027993440628,0.19684761762619019,0.190793976187706,0.2286769598722458,0.11100934445858002,0.10788022726774216,0.14109967648983002,0.1615191102027893
service,0.21098247170448303,0.22689001262187958,0.2938620448112488,0.24411341547966003,0.19986183941364288,0.23104366660118103,0.191622793674469,0.1863560825586319,0.23372240364551544,0.1676298975944519
administration,0.2072920948266983,0.2510780692100525,0.32420995831489563,0.2658160626888275,0.2135845422744751,0.2251184731721878,0.14188431203365326,0.2011106163263321,0.25953757762908936,0.14283715188503265
;,0.007937713526189327,0.0754367932677269,0.020987847819924355,0.0979827418923378,0.04267316684126854,-0.02122584730386734,0.037661533802747726,0.04053767770528793,0.023018529638648033,0.10349778085947037
",",0.3365725874900818,0.45456063747406006,0.21129485964775085,0.44245919585227966,0.19350415468215942,0.427140474319458,0.29927265644073486,0.21451058983802795,0.21265573799610138,0.31091248989105225
a,0.36608949303627014,0.4508470594882965,0.2863364815711975,0.45503583550453186,0.25211480259895325,1.0,0.3655064105987549,0.2078990340232849,0.27156999707221985,0.23916715383529663
building,0.19264253973960876,0.237406387925148,0.23950058221817017,0.2658686637878418,0.39918890595436096,0.2576078176498413,0.14338581264019012,0.14778856933116913,0.32571539282798767,0.13549931347370148
which,0.3688730001449585,0.2830964922904968,0.2667950987815857,0.5345056653022766,0.302594393491745,0.56894451379776,0.336174339056015,0.18431153893470764,0.2507568597793579,0.25814583897590637
is,0.24293622374534607,0.5810302495956421,0.1705409735441208,0.42745086550712585,0.18976035714149475,0.658733606338501,0.3161451518535614,0.16117574274539948,0.16803590953350067,0.22961433231830597
to,0.42656609416007996,0.3636345863342285,0.33200594782829285,1.0,0.26415011286735535,0.45503583550453186,0.3098561465740204,0.20949430763721466,0.36421895027160645,0.29463258385658264
become,0.36563706398010254,0.3147440552711487,0.20296421647071838,0.36996012926101685,0.14631016552448273,0.3215816617012024,0.179473415017128,0.16361135244369507,0.2066280096769333,0.19511328637599945
the,0.3733934462070465,0.48711544275283813,0.3149823546409607,0.535392165184021,0.27913451194763184,0.5829201340675354,0.4620301127433777,0.19769129157066345,0.2852855324745178,0.22068053483963013
home,0.2542758285999298,0.25139835476875305,0.15285496413707733,0.31056779623031616,0.1387690305709839,0.26260659098625183,0.18149694800376892,0.11992582678794861,0.15893779695034027,0.0757145956158638
of,0.2827862501144409,0.4069072902202606,0.3143831491470337,0.41548454761505127,0.2522938847541809,0.5052502155303955,0.353416383266449,0.17072871327400208,0.2742128372192383,0.1826142966747284
the,0.3733934462070465,0.48711544275283813,0.3149823546409607,0.535392165184021,0.27913451194763184,0.5829201340675354,0.4620301127433777,0.19769129157066345,0.2852855324745178,0.22068053483963013
harris,0.2587014138698578,0.28351232409477234,0.13811925053596497,0.2019873410463333,0.18132328987121582,0.19990937411785126,0.20717529952526093,0.1727784276008606,0.14836205542087555,0.13664011657238007
school,0.21669194102287292,0.25740107893943787,0.1934342235326767,0.24496325850486755,0.21428315341472626,0.2245093584060669,0.13953709602355957,0.22931089997291565,0.19924437999725342,0.15091250836849213
of,0.2827862501144409,0.4069072902202606,0.3143831491470337,0.41548454761505127,0.2522938847541809,0.5052502155303955,0.353416383266449,0.17072871327400208,0.2742128372192383,0.1826142966747284
public,0.18950407207012177,0.2513592839241028,0.19004912674427032,0.2672370672225952,0.1853393018245697,0.19607044756412506,0.1907309889793396,0.18256542086601257,0.20117710530757904,0.19872993230819702
policy,0.2482086420059204,0.1882478892803192,0.13449272513389587,0.26804789900779724,0.2554147243499756,0.17720282077789307,0.15323105454444885,0.1288215070962906,0.3727579414844513,0.30462446808815
studies,0.13456499576568604,0.22014805674552917,0.16123978793621063,0.27655282616615295,0.23461391031742096,0.24775946140289307,0.1655443161725998,0.2682631015777588,0.17047132551670074,0.1388726830482483
by,0.39727845788002014,0.4752357602119446,0.28708064556121826,0.33534231781959534,0.20755122601985931,0.32094135880470276,0.2977677285671234,0.21067877113819122,0.22663648426532745,0.17966607213020325
edward,0.25107425451278687,0.22979897260665894,0.08434984087944031,0.15364201366901398,0.1719786524772644,0.16167707741260529,0.08443892002105713,0.13569489121437073,0.12020893394947052,0.1439376026391983
durrell,0.26632022857666016,0.3454127907752991,0.11506634205579758,0.18851198256015778,0.23171791434288025,0.18881799280643463,0.12513186037540436,0.23579974472522736,0.1728830188512802,0.15514272451400757
stone,0.23022106289863586,0.24110914766788483,0.10570576786994934,0.19767935574054718,0.19798976182937622,0.2436634749174118,0.12541671097278595,0.14848169684410095,0.19505320489406586,0.11966012418270111
",",0.3365725874900818,0.45456063747406006,0.21129485964775085,0.44245919585227966,0.19350415468215942,0.427140474319458,0.29927265644073486,0.21451058983802795,0.21265573799610138,0.31091248989105225
and,0.41279885172843933,0.3740963041782379,0.20136870443820953,0.48971283435821533,0.21815341711044312,0.3739250600337982,0.2743909955024719,0.19895130395889282,0.26844465732574463,0.20544172823429108
the,0.3733934462070465,0.48711544275283813,0.3149823546409607,0.535392165184021,0.27913451194763184,0.5829201340675354,0.4620301127433777,0.19769129157066345,0.2852855324745178,0.22068053483963013
regenstein,0.2693244218826294,0.2211465984582901,0.18130022287368774,0.18342319130897522,0.17175480723381042,0.21977438032627106,0.1331815868616104,0.22066085040569305,0.17460395395755768,0.1211707666516304
library,0.15864916145801544,0.1691625416278839,0.18527023494243622,0.19252733886241913,0.1846960335969925,0.13480092585086823,0.13680680096149445,0.11962348222732544,0.18757468461990356,0.18938742578029633
",",0.3365725874900818,0.45456063747406006,0.21129485964775085,0.44245919585227966,0.19350415468215942,0.427140474319458,0.29927265644073486,0.21451058983802795,0.21265573799610138,0.31091248989105225
the,0.3733934462070465,0.48711544275283813,0.3149823546409607,0.535392165184021,0.27913451194763184,0.5829201340675354,0.4620301127433777,0.19769129157066345,0.2852855324745178,0.22068053483963013
largest,0.12422340363264084,0.2198711782693863,0.1291617602109909,0.18687231838703156,0.11711990833282471,0.24042341113090515,0.3370759189128876,0.13229236006736755,0.13804160058498383,0.12401245534420013
building,0.19264253973960876,0.237406387925148,0.23950058221817017,0.2658686637878418,0.39918890595436096,0.2576078176498413,0.14338581264019012,0.14778856933116913,0.32571539282798767,0.13549931347370148
on,0.2340552806854248,0.3909217119216919,0.26324841380119324,0.41031414270401,0.21461689472198486,0.3848365545272827,0.26659107208251953,0.15361522138118744,0.21909739077091217,0.2714994251728058
campus,0.18178072571754456,0.271132230758667,0.16807113587856293,0.11795692890882492,0.2446555644273758,0.17332303524017334,0.1277245581150055,0.21361151337623596,0.258808434009552,0.06952692568302155
",",0.3365725874900818,0.45456063747406006,0.21129485964775085,0.44245919585227966,0.19350415468215942,0.427140474319458,0.29927265644073486,0.21451058983802795,0.21265573799610138,0.31091248989105225
a,0.36608949303627014,0.4508470594882965,0.2863364815711975,0.45503583550453186,0.25211480259895325,1.0,0.3655064105987549,0.2078990340232849,0.27156999707221985,0.23916715383529663
brutalist,0.3441389203071594,0.30196473002433777,0.03113332763314247,0.09891477972269058,0.0812070220708847,0.19346435368061066,0.1432361900806427,0.15688355267047882,0.2281159609556198,0.10340497642755508
structure,0.15163135528564453,0.1626352071762085,0.13653713464736938,0.27200284600257874,0.3497905135154724,0.33968499302864075,0.18535567820072174,0.13899151980876923,0.2958798408508301,0.1770772784948349
designed,0.21097040176391602,0.28384989500045776,0.3353663384914398,0.3077097535133362,0.7167810201644897,0.28430381417274475,0.09117142856121063,0.20148219168186188,0.34844958782196045,0.11213942617177963
by,0.39727845788002014,0.4752357602119446,0.28708064556121826,0.33534231781959534,0.20755122601985931,0.32094135880470276,0.2977677285671234,0.21067877113819122,0.22663648426532745,0.17966607213020325
walter,0.2818695306777954,0.2545633316040039,0.08394739031791687,0.15203003585338593,0.1812727153301239,0.24479345977306366,0.10394582152366638,0.1831030547618866,0.19244717061519623,0.1297207623720169
netsch,0.22360695898532867,0.25976574420928955,0.2285512536764145,0.2173878252506256,0.20429088175296783,0.2109874188899994,0.15465925633907318,0.1387789100408554,0.18690825998783112,0.2696406841278076
of,0.2827862501144409,0.4069072902202606,0.3143831491470337,0.41548454761505127,0.2522938847541809,0.5052502155303955,0.353416383266449,0.17072871327400208,0.2742128372192383,0.1826142966747284
the,0.3733934462070465,0.48711544275283813,0.3149823546409607,0.535392165184021,0.27913451194763184,0.5829201340675354,0.4620301127433777,0.19769129157066345,0.2852855324745178,0.22068053483963013
chicago,0.2047077715396881,0.2574843168258667,0.1888425201177597,0.19278118014335632,0.21817903220653534,0.17899899184703827,0.1799294352531433,0.1678888499736786,0.16736318171024323,0.16446958482265472
firm,0.18949908018112183,0.2261969894170761,0.1855875849723816,0.15583430230617523,0.2920210063457489,0.21934929490089417,0.09863445162773132,0.12067985534667969,0.1752808541059494,0.08762375265359879
skidmore,0.2714294195175171,0.1692694127559662,0.19336804747581482,0.2562256455421448,0.3526780307292938,0.21160848438739777,0.05601159483194351,0.22097139060497284,0.32467642426490784,0.23991279304027557
",",0.3365725874900818,0.45456063747406006,0.21129485964775085,0.44245919585227966,0.19350415468215942,0.427140474319458,0.29927265644073486,0.21451058983802795,0.21265573799610138,0.31091248989105225
owings,0.22204983234405518,0.27147188782691956,0.12975051999092102,0.19270996749401093,0.3165406882762909,0.1404581516981125,0.03599000722169876,0.15425792336463928,0.20912759006023407,0.16394247114658356
&,0.09244576841592789,0.12134000658988953,0.09887194633483887,0.1254875510931015,0.146415576338768,0.07266713678836823,0.13426820933818817,0.14030353724956512,0.13926328718662262,0.12596383690834045
merrill,0.21018262207508087,0.2739678621292114,0.14728014171123505,0.13482438027858734,0.2524338662624359,0.1682036966085434,0.10972362756729126,0.18930082023143768,0.16322319209575653,0.20821063220500946
.,0.3541337847709656,0.40146201848983765,0.2365543693304062,0.4645031690597534,0.24995818734169006,0.50484299659729,0.346034437417984,0.16851933300495148,0.2966235876083374,0.4130953550338745
