,who,taped,video,intros,for,doctor,who,shows,in,canada,",",that,included,a,trivia,question,?
the,0.3733934462070465,0.22558078169822693,0.2506899833679199,0.24367907643318176,0.4739971458911896,0.2820442318916321,0.3733934462070465,0.36348509788513184,0.6662389636039734,0.2934837341308594,0.4933079481124878,0.5473989248275757,0.3825419843196869,0.5829201340675354,0.20522788166999817,0.28031662106513977,0.22068053483963013
doctor,0.3504868149757385,0.14122462272644043,0.22010014951229095,0.09868906438350677,0.1556548923254013,0.9999999403953552,0.3504868149757385,0.11790791153907776,0.25567495822906494,0.14348356425762177,0.20407600700855255,0.2390732765197754,0.08891847729682922,0.22883038222789764,0.16633012890815735,0.14861667156219482,0.1462511420249939
who,0.9999998807907104,0.18433856964111328,0.24429279565811157,0.20354558527469635,0.37110671401023865,0.3504868149757385,0.9999998807907104,0.1994590163230896,0.2792111933231354,0.1054597720503807,0.3365725874900818,0.45444270968437195,0.19250646233558655,0.36608949303627014,0.11818741261959076,0.3076270818710327,0.26220351457595825
confidential,0.2481212466955185,0.23344723880290985,0.23509183526039124,0.13899940252304077,0.2544954717159271,0.14699724316596985,0.2481212466955185,0.26244473457336426,0.20120424032211304,0.16487041115760803,0.18498124182224274,0.2900012135505676,0.1361180543899536,0.2930067479610443,0.2663862705230713,0.30179327726364136,0.21575473248958588
documentary,0.18639856576919556,0.3606899380683899,0.38233307003974915,0.0933053269982338,0.21092510223388672,0.1871531903743744,0.18639856576919556,0.3267601430416107,0.24391870200634003,0.22045089304447174,0.1999746561050415,0.2278808057308197,0.22749724984169006,0.2067284882068634,0.23569004237651825,0.27895456552505493,0.20526576042175293
were,0.3188014328479767,0.26776090264320374,0.17028473317623138,0.16453102231025696,0.33592689037323,0.11412792652845383,0.3188014328479767,0.1903110295534134,0.3815755248069763,0.16434504091739655,0.36755475401878357,0.35517072677612305,0.42708900570869446,0.17203083634376526,0.1482769250869751,0.15428149700164795,0.17890112102031708
played,0.26104769110679626,0.33408933877944946,0.18177849054336548,0.17233435809612274,0.31373727321624756,0.20600740611553192,0.26104769110679626,0.19039420783519745,0.27605336904525757,0.15816377103328705,0.2987361550331116,0.16256408393383026,0.2586154639720917,0.2472371906042099,0.17556262016296387,0.11319984495639801,0.14096300303936005
over,0.316001296043396,0.28659799695014954,0.21317018568515778,0.20639128983020782,0.3419422209262848,0.12253336608409882,0.316001296043396,0.26541659235954285,0.3605569899082184,0.25233742594718933,0.3301127254962921,0.3882925808429718,0.22086726129055023,0.32199642062187195,0.16019439697265625,0.23936700820922852,0.25742942094802856
the,0.3733934462070465,0.22558078169822693,0.2506899833679199,0.24367907643318176,0.4739971458911896,0.2820442318916321,0.3733934462070465,0.36348509788513184,0.6662389636039734,0.2934837341308594,0.4933079481124878,0.5473989248275757,0.3825419843196869,0.5829201340675354,0.20522788166999817,0.28031662106513977,0.22068053483963013
closing,0.18148626387119293,0.27663454413414,0.1351253241300583,0.22599723935127258,0.2750873267650604,0.1331569254398346,0.18148626387119293,0.16045023500919342,0.2585218548774719,0.17603421211242676,0.27284765243530273,0.3069877624511719,0.2101251780986786,0.22376655042171478,0.2799158990383148,0.26207613945007324,0.20759470760822296
credits,0.21117490530014038,0.2433972954750061,0.2724756598472595,0.24010483920574188,0.2572024464607239,0.1733127385377884,0.21117490530014038,0.22756171226501465,0.06298324465751648,0.13831520080566406,0.19072526693344116,0.22312772274017334,0.2622556686401367,0.19052836298942566,0.24310703575611115,0.23060277104377747,0.14918746054172516
;,0.007937713526189327,0.013701419346034527,0.061214379966259,0.08984837681055069,0.0293948445469141,0.03465403988957405,0.007937713526189327,0.058493535965681076,0.092739537358284,0.0661800280213356,0.04938793554902077,0.0633435994386673,0.06147099658846855,-0.02122584730386734,0.09432520717382431,0.0864017903804779,0.10349778085947037
for,0.37110671401023865,0.2061057984828949,0.24499081075191498,0.24229803681373596,0.9999999403953552,0.1556548923254013,0.37110671401023865,0.35496386885643005,0.4322226941585541,0.20546558499336243,0.4464869201183319,0.4137635827064514,0.3889397978782654,0.44038116931915283,0.3257107734680176,0.28556302189826965,0.264628142118454
the,0.3733934462070465,0.22558078169822693,0.2506899833679199,0.24367907643318176,0.4739971458911896,0.2820442318916321,0.3733934462070465,0.36348509788513184,0.6662389636039734,0.2934837341308594,0.4933079481124878,0.5473989248275757,0.3825419843196869,0.5829201340675354,0.20522788166999817,0.28031662106513977,0.22068053483963013
broadcast,0.18632595241069794,0.4435703456401825,0.353605717420578,0.12988899648189545,0.2546502649784088,0.18613839149475098,0.18632595241069794,0.32133233547210693,0.26723843812942505,0.265065997838974,0.24917922914028168,0.267183780670166,0.1470171958208084,0.2046348601579666,0.2314688265323639,0.22638681530952454,0.15760008990764618
of,0.2827862501144409,0.1461286097764969,0.20452004671096802,0.20623958110809326,0.4185989499092102,0.16895952820777893,0.2827862501144409,0.3410852253437042,0.5696388483047485,0.24765145778656006,0.4946078956127167,0.41498205065727234,0.4391688108444214,0.5052502155303955,0.18973468244075775,0.2222393900156021,0.1826142966747284
``,0.02397952415049076,-0.037964656949043274,-0.1969996690750122,0.060206662863492966,0.01270448137074709,0.03718610852956772,0.02397952415049076,0.002409401349723339,0.04765888676047325,0.03997723385691643,0.09681109338998795,0.05285148695111275,-0.003625095821917057,0.07272057235240936,-0.016814781352877617,0.1262909322977066,0.0685480609536171
the,0.3733934462070465,0.22558078169822693,0.2506899833679199,0.24367907643318176,0.4739971458911896,0.2820442318916321,0.3733934462070465,0.36348509788513184,0.6662389636039734,0.2934837341308594,0.4933079481124878,0.5473989248275757,0.3825419843196869,0.5829201340675354,0.20522788166999817,0.28031662106513977,0.22068053483963013
christmas,0.19243934750556946,0.17429219186306,0.20303572714328766,0.1120828241109848,0.14492979645729065,0.1539488285779953,0.19243934750556946,0.1447698026895523,0.17820265889167786,0.2638623118400574,0.2420792281627655,0.16137245297431946,0.1546352654695511,0.18815474212169647,0.20100735127925873,0.15347491204738617,0.23817040026187897
invasion,0.20124277472496033,0.21734268963336945,0.1746044009923935,0.2516995668411255,0.16607917845249176,0.14501109719276428,0.20124277472496033,0.11890193819999695,0.2543354034423828,0.12516838312149048,0.19455376267433167,0.2333957999944687,0.19174546003341675,0.15414467453956604,0.10109507292509079,0.15179185569286346,0.18923960626125336
'',0.024401003494858742,0.06463062763214111,0.004694595467299223,0.08445457369089127,-0.04479556903243065,0.06782495975494385,0.024401003494858742,0.06392832845449448,0.07432962208986282,-0.03903796896338463,-0.037358131259679794,0.007880004122853279,0.07290441542863846,0.04890415817499161,0.10320604592561722,-0.01199275441467762,0.018684765323996544
on,0.2340552806854248,0.32067641615867615,0.2563185691833496,0.19149014353752136,0.36199691891670227,0.1636410653591156,0.2340552806854248,0.361020565032959,0.46853652596473694,0.2216566503047943,0.49057599902153015,0.42569106817245483,0.3028073012828827,0.3848365545272827,0.26044946908950806,0.19436295330524445,0.2714994251728058
26,0.17144237458705902,0.20055986940860748,0.13037163019180298,0.03651558235287666,0.03967229649424553,0.16166801750659943,0.17144237458705902,0.0123948585242033,0.06889026612043381,0.052501000463962555,0.05263780802488327,0.05723176896572113,0.12545275688171387,0.08247978985309601,-0.015344269573688507,-0.06054617464542389,-0.05200668424367905
december,0.2259318083524704,0.2331824153661728,0.16738611459732056,0.1250852644443512,0.28923362493515015,0.15694434940814972,0.2259318083524704,0.10729700326919556,0.25854936242103577,0.17292176187038422,0.4136100113391876,0.19844987988471985,0.170654296875,0.24493688344955444,0.1672542244195938,0.17164987325668335,0.2480352818965912
2005,0.18423187732696533,-0.027766242623329163,0.02561405673623085,0.08810044825077057,0.04140647128224373,0.07635467499494553,0.18423187732696533,-0.018520163372159004,0.009931974112987518,-0.01280780229717493,0.11050146818161011,0.016139673069119453,0.10978804528713226,-0.044396962970495224,0.03973764926195145,0.014900597743690014,0.10709824413061142
",",0.3365725874900818,0.21815405786037445,0.19700543582439423,0.2163039892911911,0.4464869201183319,0.20407600700855255,0.3365725874900818,0.26986414194107056,0.5201468467712402,0.2656905949115753,1.0000001192092896,0.4137537479400635,0.3679811954498291,0.427140474319458,0.24634015560150146,0.2616102993488312,0.31091248989105225
billie,0.20191717147827148,0.3158675730228424,0.2472275197505951,0.15676170587539673,0.18735529482364655,0.2159518599510193,0.20191717147827148,0.1793908327817917,0.1881338208913803,0.2032124549150467,0.2851881980895996,0.1868809312582016,0.16688603162765503,0.20706872642040253,0.23748779296875,0.18080414831638336,0.19262483716011047
piper,0.2719639539718628,0.26181891560554504,0.21806427836418152,0.1487226039171219,0.13559119403362274,0.26615527272224426,0.2719639539718628,0.12587113678455353,0.192570760846138,0.15816238522529602,0.23468056321144104,0.18470606207847595,0.09678150713443756,0.2535422146320343,0.16122590005397797,0.12276974320411682,0.16040469706058502
recorded,0.18934021890163422,0.4037468135356903,0.26652395725250244,0.15253189206123352,0.19644500315189362,0.16028553247451782,0.18934021890163422,0.24914683401584625,0.27585887908935547,0.16706907749176025,0.2596049904823303,0.20419296622276306,0.338449627161026,0.21145537495613098,0.12734904885292053,0.13362008333206177,0.19213420152664185
a,0.36608949303627014,0.2558354139328003,0.23935693502426147,0.23872795701026917,0.44038116931915283,0.22883038222789764,0.36608949303627014,0.3360818326473236,0.539380669593811,0.2316429316997528,0.427140474319458,0.47537946701049805,0.23032639920711517,1.0,0.28311771154403687,0.3184618055820465,0.23916715383529663
special,0.21519862115383148,0.23303653299808502,0.20698483288288116,0.1048612967133522,0.311454176902771,0.16843044757843018,0.21519862115383148,0.1613527238368988,0.2897285223007202,0.1709282547235489,0.23880577087402344,0.27173271775245667,0.2206234633922577,0.31333932280540466,0.2184927761554718,0.19289708137512207,0.29623302817344666
video,0.24429279565811157,0.36367058753967285,0.9999999403953552,0.24025963246822357,0.24499081075191498,0.22010014951229095,0.24429279565811157,0.29719239473342896,0.20259293913841248,0.18672800064086914,0.19700543582439423,0.2561377286911011,0.1939026415348053,0.23935693502426147,0.27151548862457275,0.1842501163482666,0.22771678864955902
introduction,0.14318515360355377,0.1824173927307129,0.2062046080827713,0.5492717027664185,0.2745710015296936,0.13530297577381134,0.14318515360355377,0.18994100391864777,0.20148611068725586,0.1351708471775055,0.27215272188186646,0.27633512020111084,0.29321005940437317,0.21398471295833588,0.2647579610347748,0.3353557288646698,0.27021539211273193
.,0.3541337847709656,0.22064563632011414,0.23863497376441956,0.23817850649356842,0.4726039469242096,0.22361043095588684,0.3541337847709656,0.2639692425727844,0.5591574311256409,0.2708069980144501,0.6812511086463928,0.4460422694683075,0.25865867733955383,0.50484299659729,0.19955359399318695,0.2639329135417938,0.4130953550338745
