,the,black,plague,ravaged,europe,for,three,years,followed,by,what,country,?
",",0.4933079481124878,0.23807229101657867,0.2630122900009155,0.17875505983829498,0.2542513906955719,0.4464869201183319,0.3347506821155548,0.2589467465877533,0.3097211718559265,0.3680937886238098,0.3087472915649414,0.27878350019454956,0.31091248989105225
where,0.5003893971443176,0.1594732403755188,0.20278523862361908,0.22800864279270172,0.2320680469274521,0.38599511981010437,0.25543931126594543,0.26697102189064026,0.2095363438129425,0.2641284465789795,0.4457937180995941,0.2450796216726303,0.24793872237205505
the,1.0,0.28466513752937317,0.2537761330604553,0.2522768974304199,0.34463706612586975,0.4739971458911896,0.43452659249305725,0.2912273406982422,0.3567860722541809,0.4408751428127289,0.42745697498321533,0.30432501435279846,0.22068053483963013
disease,0.22720423340797424,0.1354558765888214,0.43937912583351135,0.2427840381860733,0.1432574838399887,0.21683698892593384,0.1599191576242447,0.21145527064800262,0.13458794355392456,0.15786179900169373,0.2391042411327362,0.23906542360782623,0.16159942746162415
was,0.48711544275283813,0.1419273465871811,0.24312011897563934,0.31376177072525024,0.2931758761405945,0.3863949179649353,0.2748996615409851,0.35855233669281006,0.2845839560031891,0.4752357602119446,0.22111038863658905,0.24557247757911682,0.18412111699581146
present,0.2829846143722534,0.1140734925866127,0.14942631125450134,0.1261589080095291,0.07847576588392258,0.2564438581466675,0.20450296998023987,0.2789352238178253,0.21018148958683014,0.15190309286117554,0.30940163135528564,0.15126922726631165,0.21759982407093048
somewhere,0.31683439016342163,0.1598772555589676,0.18345336616039276,0.15110132098197937,0.23804768919944763,0.25895342230796814,0.1444336324930191,0.19609087705612183,0.15030048787593842,0.1783135086297989,0.4753977358341217,0.21947354078292847,0.4073143005371094
in,0.6662389636039734,0.20407067239284515,0.2488756626844406,0.25850141048431396,0.33061710000038147,0.4322226941585541,0.34828072786331177,0.33554986119270325,0.3307904005050659,0.370934396982193,0.30808621644973755,0.3040012717247009,0.20430970191955566
the,1.0,0.28466513752937317,0.2537761330604553,0.2522768974304199,0.34463706612586975,0.4739971458911896,0.43452659249305725,0.2912273406982422,0.3567860722541809,0.4408751428127289,0.42745697498321533,0.30432501435279846,0.22068053483963013
country,0.30432501435279846,0.14400731027126312,0.15749430656433105,0.17176061868667603,0.3741563558578491,0.2644098401069641,0.1821238249540329,0.20189806818962097,0.17797119915485382,0.24224938452243805,0.22705033421516418,1.0000001192092896,0.12647280097007751
25,0.1671934723854065,0.02572154439985752,0.11935434490442276,0.2068420946598053,0.08416613191366196,0.16109365224838257,0.19250987470149994,0.09386838227510452,0.20082494616508484,0.18385624885559082,0.12916474044322968,0.12682335078716278,0.09614268690347672
times,0.29093852639198303,0.11752896755933762,0.20353786647319794,0.22521498799324036,0.17314299941062927,0.2999500632286072,0.3240858018398285,0.318488746881485,0.17912936210632324,0.18494531512260437,0.21414996683597565,0.17762890458106995,0.18880689144134521
between,0.39067012071609497,0.15775111317634583,0.13008351624011993,0.26704344153404236,0.24463391304016113,0.24671313166618347,0.3260507881641388,0.2583497166633606,0.23380132019519806,0.28115302324295044,0.2462156116962433,0.17594438791275024,0.12887074053287506
1350,0.15980932116508484,-0.04544350132346153,0.12026786804199219,0.2313600480556488,0.1266968995332718,-0.11875718086957932,0.052975986152887344,0.08385071158409119,0.06252837181091309,0.07090941816568375,-0.07389608025550842,0.028331348672509193,-0.13355082273483276
to,0.535392165184021,0.23292754590511322,0.21845681965351105,0.2345646768808365,0.24889446794986725,0.4451248347759247,0.3043823838233948,0.23891852796077728,0.23444271087646484,0.33534231781959534,0.455847829580307,0.31281599402427673,0.29463258385658264
1490,-0.09966161847114563,0.039856769144535065,0.05434522032737732,0.032286081463098526,-0.002902341540902853,-0.11849144846200943,-0.08419514447450638,0.016587194055318832,0.005780101753771305,-0.029335083439946175,-0.02439117059111595,-0.06551247835159302,0.00718780467286706
.,0.5934505462646484,0.24577875435352325,0.2547653317451477,0.13402937352657318,0.31984585523605347,0.4726039469242096,0.34968629479408264,0.31919315457344055,0.3200787305831909,0.3936232924461365,0.3567904531955719,0.26130348443984985,0.4130953550338745
