,what,did,paul,baran,develop,in,the,late,1950,'s
messages,0.31826624274253845,0.18452005088329315,0.13533352315425873,0.1352555900812149,0.09511826932430267,0.14515461027622223,0.2442925125360489,0.11716316640377045,-0.06198672205209732,0.045850373804569244
as,0.31749409437179565,0.3596470057964325,0.18547500669956207,0.20356325805187225,0.17358502745628357,0.3887844979763031,0.48381632566452026,0.2612197697162628,0.09964875876903534,-0.05775856226682663
part,0.3476244807243347,0.23558001220226288,0.0899803563952446,0.15349452197551727,0.2254333347082138,0.4499994218349457,0.527681291103363,0.21615780889987946,-0.07473306357860565,0.007562864106148481
of,0.33290785551071167,0.2513895630836487,0.14511796832084656,0.19897006452083588,0.2259741723537445,0.5696388483047485,0.733189046382904,0.21690747141838074,-0.047290705144405365,-0.03817026689648628
a,0.3320399522781372,0.2552328109741211,0.13667120039463043,0.19735346734523773,0.27134326100349426,0.539380669593811,0.5829201340675354,0.22989967465400696,0.059626732021570206,0.04866964742541313
research,0.237140491604805,0.2046227902173996,0.14426816999912262,0.1839037984609604,0.3805612325668335,0.21249429881572723,0.24391183257102966,0.1881619691848755,-0.019602015614509583,-0.03923575207591057
program,0.25047802925109863,0.18915289640426636,0.0728994831442833,0.2976740002632141,0.3034162223339081,0.1994907110929489,0.22986935079097748,0.2270340621471405,0.0077481805346906185,0.0445902980864048
at,0.2838611304759979,0.28390252590179443,0.13789676129817963,0.14187674224376678,0.1719626486301422,0.4374977946281433,0.457212895154953,0.2634412944316864,-0.04064002260565758,-0.08481216430664062
the,0.42745697498321533,0.34736719727516174,0.19191958010196686,0.20225991308689117,0.26276466250419617,0.6662389636039734,1.0,0.31481194496154785,-0.046802785247564316,-0.01540423184633255
rand,0.23037707805633545,0.16993215680122375,0.2224293053150177,0.26310282945632935,0.15084749460220337,0.24292322993278503,0.16493244469165802,0.13958393037319183,0.07989911735057831,0.10749068111181259
corporation,0.1715448498725891,0.10538096725940704,0.09010560065507889,0.18043258786201477,0.22467242181301117,0.16382643580436707,0.26837587356567383,0.17130544781684875,0.04840010032057762,0.002271439181640744
",",0.3087472915649414,0.3015086054801941,0.3070785701274872,0.25993672013282776,0.17652153968811035,0.5201468467712402,0.4933079481124878,0.3051932752132416,0.032923124730587006,-0.0016132977325469255
funded,0.12889151275157928,0.20334458351135254,0.15136100351810455,0.21925728023052216,0.24425773322582245,0.21351924538612366,0.21102139353752136,0.15369506180286407,-0.07034119963645935,0.005444277077913284
by,0.2455483376979828,0.18574509024620056,0.2352575659751892,0.1486193984746933,0.16370567679405212,0.370934396982193,0.4408751428127289,0.2580295205116272,0.026477260515093803,-0.010884488001465797
the,0.42745697498321533,0.34736719727516174,0.19191958010196686,0.20225991308689117,0.26276466250419617,0.6662389636039734,1.0,0.31481194496154785,-0.046802785247564316,-0.01540423184633255
us,0.32081687450408936,0.23250600695610046,0.11610865592956543,0.10088943690061569,0.12330974638462067,0.19746538996696472,0.25727739930152893,0.16125915944576263,0.0032366462983191013,0.032960113137960434
department,0.20655807852745056,0.12130371481180191,0.11724113672971725,0.22047626972198486,0.1807558387517929,0.3254720866680145,0.32582083344459534,0.12169007211923599,-0.06474688649177551,-0.0554250031709671
of,0.33290785551071167,0.2513895630836487,0.14511796832084656,0.19897006452083588,0.2259741723537445,0.5696388483047485,0.733189046382904,0.21690747141838074,-0.047290705144405365,-0.03817026689648628
defense,0.193815678358078,0.14361093938350677,0.11731644719839096,0.13701429963111877,0.25348523259162903,0.20235490798950195,0.2604767382144928,0.13868175446987152,0.015775561332702637,-0.14857901632785797
.,0.3567904531955719,0.35288307070732117,0.25831571221351624,0.2236904501914978,0.2532461881637573,0.5591574311256409,0.5934505462646484,0.3287466764450073,0.05352208390831947,-0.003708066651597619
