,when,did,tesla,first,show,off,the,turbine,?
turbine,0.17679035663604736,0.13428311049938202,0.34648242592811584,0.14947348833084106,0.09957654029130936,0.19801773130893707,0.1799832284450531,1.0000001192092896,0.16315746307373047
.,0.475719153881073,0.35288307070732117,0.17949827015399933,0.4345304071903229,0.3016606271266937,0.2869674861431122,0.5934505462646484,0.22899852693080902,0.4130953550338745
,when,did,tesla,first,show,off,the,turbine,?
during,0.46721696853637695,0.30679523944854736,0.08954931050539017,0.45377472043037415,0.2252446562051773,0.22015424072742462,0.4838213622570038,0.11263711750507355,0.1325719803571701
1910–1911,0.034972213208675385,0.08089205622673035,0.18427462875843048,0.1597144454717636,0.0062869698740541935,0.07333491742610931,0.0807666927576065,0.09765870124101639,0.14232251048088074
at,0.38876327872276306,0.28390252590179443,0.16552478075027466,0.3138778805732727,0.2018483579158783,0.25239914655685425,0.457212895154953,0.13332998752593994,0.21978627145290375
the,0.5091903209686279,0.34736719727516174,0.1324402391910553,0.49448907375335693,0.319829523563385,0.2773582935333252,1.0,0.1799832284450531,0.22068053483963013
waterside,0.2844696342945099,0.11453036963939667,0.08710496127605438,0.22825303673744202,0.15782073140144348,0.2595720589160919,0.3206460773944855,0.30767735838890076,0.10944898426532745
power,0.28225177526474,0.2120266556739807,0.27547121047973633,0.18843717873096466,0.13263875246047974,0.16517527401447296,0.2647338807582855,0.4459681212902069,0.15304024517536163
station,0.17569848895072937,0.11704530566930771,0.21704843640327454,0.1849050670862198,0.22076404094696045,0.20762182772159576,0.23609806597232819,0.25740188360214233,0.12574981153011322
in,0.4431333839893341,0.2593238651752472,0.17097744345664978,0.4127444326877594,0.27595704793930054,0.25627145171165466,0.6662389636039734,0.19420358538627625,0.20430970191955566
new,0.257220059633255,0.227974995970726,0.15999311208724976,0.3283863663673401,0.20937778055667877,0.1991615742444992,0.3845241069793701,0.16164131462574005,0.14782847464084625
york,0.21644815802574158,0.16606222093105316,0.15629629790782928,0.2719916105270386,0.22390513122081757,0.16957291960716248,0.3034006953239441,0.1434340626001358,0.15262620151042938
",",0.36674630641937256,0.3015086054801941,0.20599327981472015,0.34503069519996643,0.31928569078445435,0.26180344820022583,0.4933079481124878,0.21183495223522186,0.31091248989105225
several,0.306964635848999,0.24080568552017212,0.12530387938022614,0.2748492956161499,0.24447940289974213,0.20376430451869965,0.40559855103492737,0.15850384533405304,0.15595775842666626
of,0.3757161796092987,0.2513895630836487,0.18837453424930573,0.3536086082458496,0.21383242309093475,0.20023372769355774,0.733189046382904,0.17630848288536072,0.1826142966747284
his,0.37120407819747925,0.3546801507472992,0.1580733060836792,0.3241460621356964,0.22677335143089294,0.22733530402183533,0.4394008219242096,0.07583784312009811,0.18075084686279297
bladeless,0.30266687273979187,0.2116953432559967,0.23886945843696594,0.26104530692100525,0.23213839530944824,0.22035354375839233,0.2553631365299225,0.3921068012714386,0.26046502590179443
turbine,0.17679035663604736,0.13428311049938202,0.34648242592811584,0.14947348833084106,0.09957654029130936,0.19801773130893707,0.1799832284450531,1.0000001192092896,0.16315746307373047
engines,0.23498889803886414,0.20473016798496246,0.3228127062320709,0.1641036421060562,0.17058172821998596,0.18208691477775574,0.2245008647441864,0.4977881908416748,0.18940703570842743
were,0.29649975895881653,0.4162326455116272,0.1222306564450264,0.3285558819770813,0.22895647585391998,0.21087022125720978,0.3906462490558624,0.19070851802825928,0.17890112102031708
tested,0.2985147535800934,0.2959465980529785,0.33013638854026794,0.3039488196372986,0.22452452778816223,0.12856143712997437,0.22948460280895233,0.25781264901161194,0.18890146911144257
at,0.38876327872276306,0.28390252590179443,0.16552478075027466,0.3138778805732727,0.2018483579158783,0.25239914655685425,0.457212895154953,0.13332998752593994,0.21978627145290375
"100–5,000",0.1516566276550293,0.08428863435983658,-0.07934949547052383,0.1476563811302185,0.09849158674478531,0.12226838618516922,0.14261367917060852,-0.01672583445906639,0.07925526797771454
hp,0.12950733304023743,0.08301156014204025,0.3319936990737915,0.11446563154459,0.05541282519698143,0.08793824166059494,0.11626636981964111,0.37590113282203674,0.23210613429546356
.,0.475719153881073,0.35288307070732117,0.17949827015399933,0.4345304071903229,0.3016606271266937,0.2869674861431122,0.5934505462646484,0.22899852693080902,0.4130953550338745
