,where,were,persians,more,successful,compared,to,chinese,in,the,yuan,?
with,0.4142743945121765,0.3179011940956116,0.13633647561073303,0.3535402715206146,0.23784777522087097,0.2945909798145294,0.4239959120750427,0.18660885095596313,0.4080928862094879,0.4223487675189972,0.09768989682197571,0.2433311939239502
the,0.5003893971443176,0.3906462490558624,0.2948695123195648,0.39758381247520447,0.31354787945747375,0.28685078024864197,0.535392165184021,0.2785343527793884,0.6662389636039734,1.0,0.2548272907733917,0.22068053483963013
possibility,0.2531750500202179,0.17693698406219482,0.1352693736553192,0.3009198307991028,0.14135414361953735,0.24503181874752045,0.32518115639686584,0.17600253224372864,0.19996024668216705,0.26613181829452515,0.14911536872386932,0.2723599076271057
that,0.4876193106174469,0.35517072677612305,0.2821802496910095,0.4813884496688843,0.20729883015155792,0.30344316363334656,0.5436353087425232,0.21811583638191223,0.435920387506485,0.5473989248275757,0.21402506530284882,0.32716336846351624
persians,0.17065298557281494,0.31761670112609863,1.0,0.2516605854034424,0.18499043583869934,0.12613439559936523,0.24558883905410767,0.29359158873558044,0.1948194056749344,0.2948695123195648,0.30010539293289185,0.12061160057783127
did,0.24159270524978638,0.4162326455116272,0.23999223113059998,0.2803135812282562,0.32393038272857666,0.29692959785461426,0.4452643394470215,0.19065357744693756,0.2593238651752472,0.34736719727516174,0.1467057168483734,0.3023456633090973
so,0.48571300506591797,0.3436952531337738,0.23255665600299835,0.5254946947097778,0.27015453577041626,0.28836789727211,0.5091881155967712,0.18452635407447815,0.31275880336761475,0.4296516180038452,0.17871373891830444,0.43163934350013733
in,0.5344807505607605,0.3815755248069763,0.1948194056749344,0.32563260197639465,0.2864660918712616,0.2479310929775238,0.45010748505592346,0.20821347832679749,1.0,0.6662389636039734,0.14850552380084991,0.20430970191955566
the,0.5003893971443176,0.3906462490558624,0.2948695123195648,0.39758381247520447,0.31354787945747375,0.28685078024864197,0.535392165184021,0.2785343527793884,0.6662389636039734,1.0,0.2548272907733917,0.22068053483963013
ilkhanate,0.17688719928264618,0.17623212933540344,0.4565790891647339,0.17325636744499207,0.1362297236919403,0.08281123638153076,0.24478895962238312,0.3324196934700012,0.24396832287311554,0.2964511811733246,0.4663165211677551,0.14512217044830322
.,0.41390106081962585,0.3378238379955292,0.2198745608329773,0.4070230722427368,0.361310213804245,0.27071613073349,0.4645031690597534,0.25441038608551025,0.5591574311256409,0.5934505462646484,0.17233723402023315,0.4130953550338745
