,what,did,saudi,arabia,try,to,repress,to,compensate,for,its,loss,of,stature,?
(,0.2411840260028839,0.18979617953300476,0.1789647489786148,0.1635117381811142,0.19152428209781647,0.30882009863853455,0.14372459053993225,0.30882009863853455,0.1813950538635254,0.3357032239437103,0.1924784928560257,0.13631068170070648,0.35032153129577637,0.121698759496212,0.40561532974243164
bin,0.1520003378391266,0.10957983136177063,0.5051754713058472,0.4505612254142761,0.19579695165157318,0.23488257825374603,0.19116199016571045,0.23488257825374603,0.19267521798610687,0.10836167633533478,0.11859004199504852,0.1603740006685257,0.16947002708911896,0.17251449823379517,0.18378846347332
laden,0.23280669748783112,0.14622172713279724,0.4448280334472656,0.4161697328090668,0.18224182724952698,0.2702222466468811,0.1671878844499588,0.2702222466468811,0.2616150677204132,0.1938733011484146,0.17126651108264923,0.10774798691272736,0.1998690366744995,0.1585012674331665,0.17972345650196075
being,0.3760843276977539,0.27905046939849854,0.21589554846286774,0.18611449003219604,0.2609223425388336,0.4514104127883911,0.20609992742538452,0.4514104127883911,0.2141145020723343,0.41687241196632385,0.3381310999393463,0.2548771798610687,0.34885138273239136,0.2904353141784668,0.26743772625923157
a,0.3320399522781372,0.2552328109741211,0.20991550385951996,0.1468517780303955,0.2632726728916168,0.45503583550453186,0.2235237956047058,0.45503583550453186,0.18354620039463043,0.44038116931915283,0.4424409866333008,0.20714472234249115,0.5052502155303955,0.27561864256858826,0.23916715383529663
prime,0.15586113929748535,0.15196266770362854,0.2025100737810135,0.2109447419643402,0.14911989867687225,0.2015804797410965,0.1602708250284195,0.2015804797410965,0.20529404282569885,0.17833133041858673,0.1312374770641327,0.13212651014328003,0.23935265839099884,0.17233948409557343,0.11276303976774216
example,0.3456268310546875,0.2528466582298279,0.15301021933555603,0.14490528404712677,0.32847416400909424,0.3451666533946991,0.21282623708248138,0.3451666533946991,0.26319196820259094,0.45665353536605835,0.2870608866214752,0.21566694974899292,0.3570667505264282,0.2816818654537201,0.30374911427497864
),0.26259949803352356,0.18584993481636047,0.20811758935451508,0.18356077373027802,0.20285815000534058,0.31236231327056885,0.11611656099557877,0.31236231327056885,0.1790226399898529,0.3639558255672455,0.20629894733428955,0.14463257789611816,0.3680361211299896,0.13531142473220825,0.42300865054130554
",",0.3087472915649414,0.3015086054801941,0.2657196521759033,0.2566268742084503,0.27472031116485596,0.44245919585227966,0.20219261944293976,0.44245919585227966,0.26494190096855164,0.4464869201183319,0.33157986402511597,0.23328691720962524,0.4946078956127167,0.22770771384239197,0.31091248989105225
and,0.31309178471565247,0.34479495882987976,0.2913876175880432,0.24095208942890167,0.359083354473114,0.48971283435821533,0.18551382422447205,0.48971283435821533,0.2643875181674957,0.5064792633056641,0.3841775357723236,0.20191490650177002,0.5116966962814331,0.29844728112220764,0.20544172823429108
increasing,0.2066856026649475,0.16384060680866241,0.21831998229026794,0.1697070151567459,0.26371198892593384,0.35017409920692444,0.2987155616283417,0.35017409920692444,0.3512135148048401,0.28076329827308655,0.3261730372905731,0.33591097593307495,0.3524707853794098,0.2946365773677826,0.0681626945734024
aid,0.1778782606124878,0.1701076328754425,0.21348156034946442,0.1927722990512848,0.245742067694664,0.2690417766571045,0.13823667168617249,0.2690417766571045,0.2731589078903198,0.28007441759109497,0.09959143400192261,0.20852945744991302,0.20153990387916565,0.16196554899215698,0.08358026295900345
to,0.455847829580307,0.4452643394470215,0.21921516954898834,0.20961588621139526,0.5391331911087036,1.0,0.20142070949077606,1.0,0.3709917664527893,0.4451248347759247,0.3691340684890747,0.2457711398601532,0.41548454761505127,0.2838200032711029,0.29463258385658264
islamic,0.2204568088054657,0.17371372878551483,0.4982537627220154,0.4582573473453522,0.1472790241241455,0.1969100832939148,0.17668232321739197,0.1969100832939148,0.20177645981311798,0.13630835711956024,0.2048245519399643,0.10450460761785507,0.25656506419181824,0.16189797222614288,0.1692383587360382
groups,0.23137421905994415,0.1589982509613037,0.16778875887393951,0.12531036138534546,0.2084776908159256,0.24181967973709106,0.24354472756385803,0.24181967973709106,0.16956980526447296,0.21627482771873474,0.16035817563533783,0.09495709091424942,0.24723079800605774,0.17855048179626465,0.14349548518657684
(,0.2411840260028839,0.18979617953300476,0.1789647489786148,0.1635117381811142,0.19152428209781647,0.30882009863853455,0.14372459053993225,0.30882009863853455,0.1813950538635254,0.3357032239437103,0.1924784928560257,0.13631068170070648,0.35032153129577637,0.121698759496212,0.40561532974243164
islamist,0.17762082815170288,0.18690630793571472,0.4912937581539154,0.43825238943099976,0.21241439878940582,0.1878976970911026,0.20708221197128296,0.1878976970911026,0.1899079978466034,0.11837603896856308,0.1625232994556427,0.12163001298904419,0.19512814283370972,0.13356195390224457,0.14697067439556122
madrassas,0.179129496216774,0.1811041384935379,0.2861769199371338,0.2859151065349579,0.15433622896671295,0.24988491833209991,0.26144251227378845,0.24988491833209991,0.18361324071884155,0.21809671819210052,0.2220076471567154,0.10437488555908203,0.3306562900543213,0.22541314363479614,0.17808407545089722
around,0.27475327253341675,0.1658935695886612,0.14155320823192596,0.17273108661174774,0.2389935553073883,0.3591267168521881,0.17248761653900146,0.3591267168521881,0.15538978576660156,0.3193374276161194,0.3336932361125946,0.11223175376653671,0.3296394646167755,0.18671295046806335,0.14729668200016022
the,0.42745697498321533,0.34736719727516174,0.23420350253582,0.20754998922348022,0.28568562865257263,0.535392165184021,0.2248029261827469,0.535392165184021,0.2269025444984436,0.4739971458911896,0.559237003326416,0.27898719906806946,0.733189046382904,0.25839763879776,0.22068053483963013
world,0.21669597923755646,0.1944720596075058,0.2614845633506775,0.25284305214881897,0.19675210118293762,0.26213452219963074,0.15687233209609985,0.26213452219963074,0.13096612691879272,0.2444595992565155,0.23953673243522644,0.20888137817382812,0.2828933000564575,0.11557323485612869,0.17579582333564758
and,0.31309178471565247,0.34479495882987976,0.2913876175880432,0.24095208942890167,0.359083354473114,0.48971283435821533,0.18551382422447205,0.48971283435821533,0.2643875181674957,0.5064792633056641,0.3841775357723236,0.20191490650177002,0.5116966962814331,0.29844728112220764,0.20544172823429108
even,0.40872135758399963,0.45816805958747864,0.20422738790512085,0.19646942615509033,0.40443021059036255,0.46467068791389465,0.17297068238258362,0.46467068791389465,0.31685328483581543,0.39184510707855225,0.3166862428188324,0.2408183217048645,0.34735506772994995,0.36353880167007446,0.30082517862319946
aiding,0.2113204151391983,0.2320183664560318,0.2777520418167114,0.22891688346862793,0.31327715516090393,0.32571715116500854,0.228801891207695,0.32571715116500854,0.2708309590816498,0.2565404176712036,0.1159999817609787,0.30405518412590027,0.24303656816482544,0.24851730465888977,0.06558536738157272
some,0.4491020441055298,0.42553430795669556,0.2503253221511841,0.23510460555553436,0.3942723870277405,0.4636894166469574,0.19934195280075073,0.4636894166469574,0.2817964553833008,0.4257155656814575,0.37440580129623413,0.16078981757164001,0.4300730526447296,0.32157835364341736,0.2562315762042999
violent,0.20861265063285828,0.19326645135879517,0.19518327713012695,0.15896469354629517,0.21811869740486145,0.19071756303310394,0.28477931022644043,0.19071756303310394,0.21927322447299957,0.1996546983718872,0.20272934436798096,0.19417661428451538,0.23184357583522797,0.21748341619968414,0.1652229279279709
islamist,0.17762082815170288,0.18690630793571472,0.4912937581539154,0.43825238943099976,0.21241439878940582,0.1878976970911026,0.20708221197128296,0.1878976970911026,0.1899079978466034,0.11837603896856308,0.1625232994556427,0.12163001298904419,0.19512814283370972,0.13356195390224457,0.14697067439556122
groups,0.23137421905994415,0.1589982509613037,0.16778875887393951,0.12531036138534546,0.2084776908159256,0.24181967973709106,0.24354472756385803,0.24181967973709106,0.16956980526447296,0.21627482771873474,0.16035817563533783,0.09495709091424942,0.24723079800605774,0.17855048179626465,0.14349548518657684
),0.26259949803352356,0.18584993481636047,0.20811758935451508,0.18356077373027802,0.20285815000534058,0.31236231327056885,0.11611656099557877,0.31236231327056885,0.1790226399898529,0.3639558255672455,0.20629894733428955,0.14463257789611816,0.3680361211299896,0.13531142473220825,0.42300865054130554
that,0.6297725439071655,0.47518548369407654,0.23590485751628876,0.17238180339336395,0.39859604835510254,0.5436353087425232,0.21331647038459778,0.5436353087425232,0.3421173393726349,0.4137635827064514,0.416561484336853,0.26437413692474365,0.41498205065727234,0.3097732961177826,0.32716336846351624
did,0.4259131848812103,1.0,0.12426625192165375,0.10498837381601334,0.4357343316078186,0.4452643394470215,0.1538221538066864,0.4452643394470215,0.2713029980659485,0.318512886762619,0.19922670722007751,0.17676638066768646,0.2513895630836487,0.195148766040802,0.3023456633090973
not,0.5449194312095642,0.6481515765190125,0.224240243434906,0.1711835265159607,0.4615512490272522,0.5149973034858704,0.21540723741054535,0.5149973034858704,0.33851659297943115,0.39280617237091064,0.29187723994255066,0.24598217010498047,0.3307090103626251,0.32554706931114197,0.41942933201789856
",",0.3087472915649414,0.3015086054801941,0.2657196521759033,0.2566268742084503,0.27472031116485596,0.44245919585227966,0.20219261944293976,0.44245919585227966,0.26494190096855164,0.4464869201183319,0.33157986402511597,0.23328691720962524,0.4946078956127167,0.22770771384239197,0.31091248989105225
but,0.5029441118240356,0.49033689498901367,0.2515392303466797,0.2213401198387146,0.43879130482673645,0.5542377829551697,0.177467942237854,0.5542377829551697,0.30766692757606506,0.45162561535835266,0.39362356066703796,0.244644433259964,0.39942997694015503,0.31587737798690796,0.27921953797340393
its,0.30393704771995544,0.19922670722007751,0.20131619274616241,0.14220494031906128,0.1292683184146881,0.3691340684890747,0.16332615911960602,0.3691340684890747,0.2143375128507614,0.2992613911628723,1.0,0.1874016374349594,0.48690423369407654,0.29057514667510986,0.15103481709957123
pre-war,0.26183727383613586,0.2214539647102356,0.25046855211257935,0.2161675989627838,0.2221086174249649,0.24316826462745667,0.2095566689968109,0.24316826462745667,0.22122280299663544,0.2906527817249298,0.29455751180648804,0.09222704917192459,0.3233526945114136,0.25912442803382874,0.15843623876571655
influence,0.2790174186229706,0.2526049315929413,0.14405302703380585,0.1406513899564743,0.2336782068014145,0.23180463910102844,0.17585331201553345,0.23180463910102844,0.23873719573020935,0.22429068386554718,0.2659148871898651,0.19155049324035645,0.3608979284763336,0.313767671585083,0.14200882613658905
on,0.34226128458976746,0.2670976221561432,0.20390190184116364,0.1844814419746399,0.2314990907907486,0.41031414270401,0.13431285321712494,0.41031414270401,0.19905690848827362,0.36199691891670227,0.34331920742988586,0.2052750140428543,0.3966929316520691,0.18593579530715942,0.2714994251728058
behalf,0.2744588255882263,0.25262075662612915,0.3210684359073639,0.27855855226516724,0.2770994007587433,0.2612593173980713,0.15320515632629395,0.2612593173980713,0.24899856746196747,0.3289105296134949,0.14782100915908813,0.20034797489643097,0.1939983069896698,0.17383383214473724,0.15256446599960327
of,0.33290785551071167,0.2513895630836487,0.26511111855506897,0.24046780169010162,0.23224306106567383,0.41548454761505127,0.2993447780609131,0.41548454761505127,0.2828839123249054,0.4185989499092102,0.48690423369407654,0.26357072591781616,1.0,0.28069326281547546,0.1826142966747284
moderation,0.2809648811817169,0.1642521768808365,0.2541167140007019,0.17462530732154846,0.14925910532474518,0.2624402940273285,0.23618079721927643,0.2624402940273285,0.22061985731124878,0.29588547348976135,0.2776488661766052,0.1859845221042633,0.2978590726852417,0.2538827359676361,0.20946137607097626
was,0.22111038863658905,0.41399896144866943,0.17233394086360931,0.15562750399112701,0.1551802158355713,0.3636345863342285,0.16093090176582336,0.3636345863342285,0.19694015383720398,0.3863949179649353,0.3518870174884796,0.13580112159252167,0.4069072902202606,0.2293339967727661,0.18412111699581146
greatly,0.24784578382968903,0.20864444971084595,0.10930731147527695,0.09153442084789276,0.21765634417533875,0.2754734754562378,0.20362277328968048,0.2754734754562378,0.2033097892999649,0.24130168557167053,0.25673919916152954,0.2930603325366974,0.3021544814109802,0.27863219380378723,0.1024659052491188
reduced,0.11519023776054382,0.16533330082893372,0.1360238790512085,0.09641440957784653,0.19341830909252167,0.23179234564304352,0.30314919352531433,0.23179234564304352,0.2964434325695038,0.2299892157316208,0.3204888105392456,0.4024806320667267,0.30275818705558777,0.2490989863872528,0.10234767943620682
.,0.3567904531955719,0.35288307070732117,0.2524958550930023,0.23547381162643433,0.3077121675014496,0.4645031690597534,0.21640299260616302,0.4645031690597534,0.2161218374967575,0.4726039469242096,0.3566088080406189,0.21266451478004456,0.5352458953857422,0.24823994934558868,0.4130953550338745
