,where,do,juvenile,platyctenids,live,?
",",0.3149496018886566,0.3283645510673523,0.19538520276546478,0.2663584351539612,0.29754534363746643,0.31091248989105225
as,0.35409465432167053,0.38329678773880005,0.12766706943511963,0.19725194573402405,0.1558578610420227,0.27043893933296204
they,0.43078136444091797,0.4667694866657257,0.2747831642627716,0.3928740918636322,0.3367162346839905,0.2753053903579712
live,0.29394233226776123,0.2297554910182953,0.19079998135566711,0.31423863768577576,1.0,0.19481121003627777
among,0.26159363985061646,0.21025244891643524,0.16996629536151886,0.2726990878582001,0.1864568293094635,0.14343059062957764
the,0.5003893971443176,0.30239659547805786,0.223813995718956,0.2612636685371399,0.2995128035545349,0.22068053483963013
plankton,0.1868583709001541,0.23378026485443115,0.29530802369117737,0.5059646368026733,0.3212506175041199,0.19155742228031158
and,0.43859338760375977,0.276123583316803,0.21379156410694122,0.26407063007354736,0.29040172696113586,0.20544172823429108
thus,0.34827229380607605,0.257389098405838,0.16105146706104279,0.24316436052322388,0.14777112007141113,0.18769288063049316
occupy,0.25828778743743896,0.22122454643249512,0.10143567621707916,0.2678360342979431,0.28545331954956055,0.12885627150535583
a,0.40997210144996643,0.26237669587135315,0.2089221328496933,0.23604422807693481,0.21948647499084473,0.23916715383529663
different,0.3571959137916565,0.35756775736808777,0.1620742380619049,0.25958940386772156,0.1950201541185379,0.24476227164268494
ecological,0.1622629165649414,0.21732197701931,0.1961187869310379,0.3566223382949829,0.19608287513256073,0.1687246412038803
niche,0.23065920174121857,0.18547312915325165,0.1521897166967392,0.3514930009841919,0.168167844414711,0.1657724678516388
from,0.3713873624801636,0.20424067974090576,0.13665463030338287,0.20177681744098663,0.19593046605587006,0.19969791173934937
their,0.3356108069419861,0.35424983501434326,0.22702263295650482,0.33796370029449463,0.28444966673851013,0.1898253709077835
parents,0.2472088783979416,0.19929470121860504,0.19239763915538788,0.24326471984386444,0.2321566939353943,0.17306075990200043
and,0.43859338760375977,0.276123583316803,0.21379156410694122,0.26407063007354736,0.29040172696113586,0.20544172823429108
attain,0.14102032780647278,0.20580007135868073,0.11268197000026703,0.16894879937171936,0.06347443163394928,0.16433016955852509
the,0.5003893971443176,0.30239659547805786,0.223813995718956,0.2612636685371399,0.2995128035545349,0.22068053483963013
adult,0.23356980085372925,0.23606427013874054,0.4326893091201782,0.3454115688800812,0.1981014460325241,0.14439715445041656
form,0.25177764892578125,0.23068922758102417,0.18020600080490112,0.2721734642982483,0.16352851688861847,0.1463010311126709
by,0.2641284465789795,0.1481526494026184,0.14075146615505219,0.17526626586914062,0.08095370978116989,0.17966607213020325
a,0.40997210144996643,0.26237669587135315,0.2089221328496933,0.23604422807693481,0.21948647499084473,0.23916715383529663
more,0.29405033588409424,0.3514035940170288,0.2015705704689026,0.2603857219219208,0.2108772248029709,0.27894994616508484
radical,0.17499534785747528,0.16223862767219543,0.05104353278875351,0.14513321220874786,0.09556539356708527,0.1306871920824051
metamorphosis,0.1852305680513382,0.2500884234905243,0.37043648958206177,0.5467751026153564,0.22301648557186127,0.17131532728672028
",",0.3149496018886566,0.3283645510673523,0.19538520276546478,0.2663584351539612,0.29754534363746643,0.31091248989105225
after,0.31753596663475037,0.20534609258174896,0.19165758788585663,0.19876264035701752,0.1781926453113556,0.16608688235282898
dropping,0.27459287643432617,0.21266895532608032,0.15360474586486816,0.22123366594314575,0.10998885333538055,0.19169406592845917
to,0.47735077142715454,0.38876664638519287,0.19384002685546875,0.20654718577861786,0.298321396112442,0.29463258385658264
the,0.5003893971443176,0.30239659547805786,0.223813995718956,0.2612636685371399,0.2995128035545349,0.22068053483963013
sea-floor,0.3432377576828003,0.15077543258666992,0.10388445109128952,0.3382832705974579,0.24291321635246277,0.23015794157981873
.,0.41390106081962585,0.3613996207714081,0.2264872044324875,0.26745790243148804,0.32964062690734863,0.4130953550338745
