,what,is,this,invisible,radiant,energy,now,known,as,?
rays,0.20572713017463684,0.16911551356315613,0.21174849569797516,0.26453471183776855,0.37421536445617676,0.3733205199241638,0.21525350213050842,0.1446261703968048,0.20050792396068573,0.12651073932647705
'',0.08143015950918198,0.0793738141655922,0.015337302349507809,-0.030151311308145523,0.11662182211875916,0.014536253176629543,-0.043054960668087006,0.06905213743448257,0.006628023460507393,0.018684765323996544
or,0.33867141604423523,0.41870999336242676,0.4406825602054596,0.2233380228281021,0.29947295784950256,0.2628824710845947,0.20749922096729279,0.2710355222225189,0.4400654137134552,0.32389625906944275
``,0.008517155423760414,0.058766357600688934,0.09380315989255905,0.03439711034297943,-2.3160451746662147e-05,-0.012139007449150085,0.032620955258607864,0.00922766886651516,0.03910288214683533,0.0685480609536171
x-rays,0.28683120012283325,0.2383614182472229,0.281919002532959,0.3167172968387604,0.2889247238636017,0.35864266753196716,0.2741261422634125,0.1433732956647873,0.23434855043888092,0.21474985778331757
'',0.08143015950918198,0.0793738141655922,0.015337302349507809,-0.030151311308145523,0.11662182211875916,0.014536253176629543,-0.043054960668087006,0.06905213743448257,0.006628023460507393,0.018684765323996544
),0.26259949803352356,0.37732169032096863,0.3621573746204376,0.15874885022640228,0.20321141183376312,0.1943506896495819,0.36229267716407776,0.297453910112381,0.32161882519721985,0.42300865054130554
.,0.3567904531955719,0.4569662809371948,0.500583827495575,0.282732754945755,0.2057873159646988,0.22292809188365936,0.36271902918815613,0.283290296792984,0.515582263469696,0.4130953550338745
,what,is,this,invisible,radiant,energy,now,known,as,?
tesla,0.23221199214458466,0.14061255753040314,0.2066725641489029,0.18576623499393463,0.3652867376804352,0.28722304105758667,0.26316559314727783,0.09137910604476929,0.10285310447216034,0.10250775516033173
may,0.25739946961402893,0.322792649269104,0.37716761231422424,0.1653023511171341,0.1102999597787857,0.16747568547725677,0.24189937114715576,0.2072170078754425,0.32133710384368896,0.2768254578113556
have,0.39808809757232666,0.3613572418689728,0.4660032093524933,0.24338960647583008,0.21712706983089447,0.2782949209213257,0.3471246361732483,0.1978331357240677,0.37788212299346924,0.32991164922714233
inadvertently,0.30008819699287415,0.18162426352500916,0.30328983068466187,0.3283105194568634,0.1867213249206543,0.2389325052499771,0.19149762392044067,0.13982675969600677,0.28584954142570496,0.22784903645515442
captured,0.1119019091129303,0.1654672473669052,0.17021499574184418,0.17894580960273743,0.12631434202194214,0.14890331029891968,0.16406013071537018,0.20771044492721558,0.2229178249835968,0.11851847916841507
an,0.2821882665157318,0.4654068350791931,0.41881775856018066,0.19637537002563477,0.18339349329471588,0.22262732684612274,0.20311196148395538,0.3156754970550537,0.37218472361564636,0.19793890416622162
x-ray,0.24739032983779907,0.21356084942817688,0.19852958619594574,0.19277943670749664,0.18894809484481812,0.1790667176246643,0.13085857033729553,0.15871617197990417,0.21279770135879517,0.26398539543151855
image—predating,0.2940184473991394,0.28004008531570435,0.41188985109329224,0.3490479588508606,0.3402044177055359,0.2625545263290405,0.27522802352905273,0.25188204646110535,0.33181247115135193,0.3213638663291931
",",0.3087472915649414,0.4691906273365021,0.4316047728061676,0.2274090051651001,0.19817261397838593,0.21156731247901917,0.43216821551322937,0.3604377806186676,0.48816442489624023,0.31091248989105225
by,0.2455483376979828,0.3899846076965332,0.38438332080841064,0.2622305452823639,0.16549719870090485,0.1721600890159607,0.20949482917785645,0.24461808800697327,0.3815547823905945,0.17966607213020325
a,0.3320399522781372,0.658733606338501,0.5422310829162598,0.26031240820884705,0.26989009976387024,0.21513298153877258,0.3046339154243469,0.30882248282432556,0.39550232887268066,0.23916715383529663
few,0.2780759632587433,0.22223958373069763,0.3351297378540039,0.12775354087352753,0.17360396683216095,0.08507438749074936,0.2941798269748688,0.17922227084636688,0.2811742126941681,0.2334265559911728
weeks,0.23001721501350403,0.14141350984573364,0.29687878489494324,0.12071739137172699,0.09110429883003235,0.13010233640670776,0.2314443141222,0.12329018115997314,0.17055271565914154,0.21667936444282532
",",0.3087472915649414,0.4691906273365021,0.4316047728061676,0.2274090051651001,0.19817261397838593,0.21156731247901917,0.43216821551322937,0.3604377806186676,0.48816442489624023,0.31091248989105225
wilhelm,0.19761525094509125,0.1476813107728958,0.18257567286491394,0.11659788340330124,0.15431100130081177,0.13043951988220215,0.1685190051794052,0.11107920855283737,0.15489593148231506,0.12678855657577515
röntgen,0.17986534535884857,0.23314611613750458,0.2643870711326599,0.18649224936962128,0.28046417236328125,0.24356070160865784,0.2120700180530548,0.2201707512140274,0.1974707990884781,0.19019243121147156
's,0.02692362666130066,0.02396530658006668,0.02106832154095173,0.027504948899149895,0.01856372319161892,-0.050826653838157654,-0.05292840301990509,0.008368984796106815,-0.05775856226682663,-0.023395681753754616
december,0.19304980337619781,0.23552489280700684,0.24418525397777557,0.07301271706819534,0.01850518211722374,0.09002792835235596,0.2443743348121643,0.19044752418994904,0.263606458902359,0.2480352818965912
1895,0.05322836712002754,0.02534066140651703,0.021823542192578316,0.12182506173849106,-0.027085760608315468,-0.003431361634284258,-0.00849902257323265,0.05085601657629013,0.142481729388237,0.018882837146520615
announcement,0.2184571474790573,0.2098904699087143,0.28212907910346985,0.09804369509220123,0.13253404200077057,0.1296340972185135,0.20431731641292572,0.20125837624073029,0.221759632229805,0.24608203768730164
of,0.33290785551071167,0.4854315221309662,0.45148900151252747,0.26418808102607727,0.25462421774864197,0.26257598400115967,0.29182544350624084,0.35814476013183594,0.3886612355709076,0.1826142966747284
the,0.42745697498321533,0.5823672413825989,0.6274310946464539,0.29487305879592896,0.23362405598163605,0.26756542921066284,0.38266420364379883,0.3624623417854309,0.48381632566452026,0.22068053483963013
discovery,0.16559629142284393,0.17897257208824158,0.2939142882823944,0.23655270040035248,0.20238764584064484,0.1853560209274292,0.1696581244468689,0.2100796401500702,0.1626201719045639,0.11594310402870178
of,0.33290785551071167,0.4854315221309662,0.45148900151252747,0.26418808102607727,0.25462421774864197,0.26257598400115967,0.29182544350624084,0.35814476013183594,0.3886612355709076,0.1826142966747284
x-rays—when,0.40511414408683777,0.34054481983184814,0.45490437746047974,0.382960706949234,0.34571075439453125,0.38364464044570923,0.3349187970161438,0.19722279906272888,0.37232711911201477,0.35849714279174805
he,0.3114890456199646,0.36230841279029846,0.3176022469997406,0.19522053003311157,0.10041524469852448,0.19338715076446533,0.36587584018707275,0.28305482864379883,0.33787044882774353,0.2089974731206894
tried,0.2904773950576782,0.12901604175567627,0.2558589577674866,0.1811169683933258,0.001516833552159369,0.11169987171888351,0.24686294794082642,0.179698184132576,0.18526645004749298,0.21770204603672028
to,0.455847829580307,0.42745086550712585,0.5759071707725525,0.27422377467155457,0.1695489138364792,0.27179354429244995,0.3925153911113739,0.14337651431560516,0.42092081904411316,0.29463258385658264
photograph,0.15214753150939941,0.19327504932880402,0.1790236532688141,0.22457002103328705,0.21311905980110168,0.13723254203796387,0.17623504996299744,0.12060090154409409,0.22599458694458008,0.1544153243303299
mark,0.16941310465335846,0.16439194977283478,0.17259353399276733,0.17239265143871307,0.09693869203329086,0.07126041501760483,0.13173361122608185,0.1332421451807022,0.248020738363266,0.11634156107902527
twain,0.22511076927185059,0.20831647515296936,0.19281165301799774,0.2490387111902237,0.08796307444572449,0.0685558170080185,0.18604247272014618,0.2265099585056305,0.1800239086151123,0.1620187759399414
illuminated,0.1660466343164444,0.2354755699634552,0.2570282518863678,0.2769543528556824,0.37712687253952026,0.23163531720638275,0.24076750874519348,0.2674230933189392,0.2319447100162506,0.14651840925216675
by,0.2455483376979828,0.3899846076965332,0.38438332080841064,0.2622305452823639,0.16549719870090485,0.1721600890159607,0.20949482917785645,0.24461808800697327,0.3815547823905945,0.17966607213020325
a,0.3320399522781372,0.658733606338501,0.5422310829162598,0.26031240820884705,0.26989009976387024,0.21513298153877258,0.3046339154243469,0.30882248282432556,0.39550232887268066,0.23916715383529663
geissler,0.1847934126853943,0.18056093156337738,0.17270280420780182,0.23769232630729675,0.23694685101509094,0.2228427231311798,0.23186907172203064,0.2458847016096115,0.2430751621723175,0.2248390167951584
tube,0.19240084290504456,0.21959887444972992,0.25020867586135864,0.18521127104759216,0.28225743770599365,0.21512961387634277,0.15929782390594482,0.1482611894607544,0.20013418793678284,0.13631722331047058
",",0.3087472915649414,0.4691906273365021,0.4316047728061676,0.2274090051651001,0.19817261397838593,0.21156731247901917,0.43216821551322937,0.3604377806186676,0.48816442489624023,0.31091248989105225
an,0.2821882665157318,0.4654068350791931,0.41881775856018066,0.19637537002563477,0.18339349329471588,0.22262732684612274,0.20311196148395538,0.3156754970550537,0.37218472361564636,0.19793890416622162
earlier,0.22624605894088745,0.14434313774108887,0.31585693359375,0.13514083623886108,0.13020190596580505,0.11996085941791534,0.20165878534317017,0.14074528217315674,0.1988215446472168,0.13306351006031036
type,0.2722663879394531,0.3053323030471802,0.36936521530151367,0.16528528928756714,0.3204149603843689,0.1322951763868332,0.15984998643398285,0.15942366421222687,0.19307732582092285,0.17536182701587677
of,0.33290785551071167,0.4854315221309662,0.45148900151252747,0.26418808102607727,0.25462421774864197,0.26257598400115967,0.29182544350624084,0.35814476013183594,0.3886612355709076,0.1826142966747284
gas,0.20887799561023712,0.1897863894701004,0.30626171827316284,0.1675383746623993,0.319023072719574,0.35896703600883484,0.17824867367744446,0.1162862777709961,0.1669316291809082,0.1582372784614563
discharge,0.19507750868797302,0.17916791141033173,0.2391974776983261,0.19371537864208221,0.31050539016723633,0.34497758746147156,0.05141259729862213,0.08213751018047333,0.1726997345685959,0.13592740893363953
tube,0.19240084290504456,0.21959887444972992,0.25020867586135864,0.18521127104759216,0.28225743770599365,0.21512961387634277,0.15929782390594482,0.1482611894607544,0.20013418793678284,0.13631722331047058
.,0.3567904531955719,0.4569662809371948,0.500583827495575,0.282732754945755,0.2057873159646988,0.22292809188365936,0.36271902918815613,0.283290296792984,0.515582263469696,0.4130953550338745
