,what,universal,trailer,debuted,during,the,super,bowl,?
universal,0.20640362799167633,0.9999999403953552,0.19180795550346375,0.2019045650959015,0.1565779447555542,0.2359178364276886,0.16074901819229126,0.11771684139966965,0.2074412703514099
paid,0.254770964384079,0.1164514496922493,0.17094449698925018,0.18618232011795044,0.26965436339378357,0.22871042788028717,0.06850399821996689,0.16991259157657623,0.20964482426643372
for,0.3017193675041199,0.19553370773792267,0.1980103701353073,0.19117262959480286,0.3448435664176941,0.4739971458911896,0.22938419878482819,0.24430087208747864,0.264628142118454
the,0.42745697498321533,0.2359178364276886,0.25035014748573303,0.28418588638305664,0.4838213622570038,1.0,0.21959073841571808,0.21576224267482758,0.22068053483963013
secret,0.2518046498298645,0.11124173551797867,0.2036322057247162,0.13040725886821747,0.22462093830108643,0.23541073501110077,0.20352357625961304,0.08383673429489136,0.16440534591674805
life,0.24693015217781067,0.17154566943645477,0.15427353978157043,0.11613250523805618,0.2978016436100006,0.23528170585632324,0.11999484151601791,0.12527509033679962,0.21677987277507782
of,0.33290785551071167,0.20601727068424225,0.1294957548379898,0.18094587326049805,0.3869180977344513,0.733189046382904,0.14718765020370483,0.2243070751428604,0.1826142966747284
pets,0.13089267909526825,0.17832113802433014,0.18353646993637085,0.16480939090251923,0.1426982432603836,0.18120507895946503,0.15140703320503235,0.12168092280626297,0.16451407968997955
and,0.31309178471565247,0.22791598737239838,0.1914048194885254,0.17266049981117249,0.36462149024009705,0.5171257257461548,0.18368244171142578,0.1698254644870758,0.20544172823429108
the,0.42745697498321533,0.2359178364276886,0.25035014748573303,0.28418588638305664,0.4838213622570038,1.0,0.21959073841571808,0.21576224267482758,0.22068053483963013
debut,0.12330318242311478,0.16070957481861115,0.2099684327840805,0.7086208462715149,0.21755248308181763,0.2226441204547882,0.17349262535572052,0.13468661904335022,0.10726679861545563
trailer,0.19146892428398132,0.19180795550346375,1.0000001192092896,0.1994127631187439,0.17172709107398987,0.25035014748573303,0.21072626113891602,0.10071451216936111,0.19411374628543854
for,0.3017193675041199,0.19553370773792267,0.1980103701353073,0.19117262959480286,0.3448435664176941,0.4739971458911896,0.22938419878482819,0.24430087208747864,0.264628142118454
jason,0.21427975594997406,0.14024940133094788,0.2180580347776413,0.1718771606683731,0.16941200196743011,0.1862032264471054,0.14509907364845276,0.2034790962934494,0.13378524780273438
bourne,0.06116512417793274,0.14582383632659912,0.1459893137216568,0.22979652881622314,0.1761315017938614,0.1838947832584381,0.04500928521156311,0.13936516642570496,0.059104710817337036
and,0.31309178471565247,0.22791598737239838,0.1914048194885254,0.17266049981117249,0.36462149024009705,0.5171257257461548,0.18368244171142578,0.1698254644870758,0.20544172823429108
disney,0.19632026553153992,0.3484981060028076,0.30948948860168457,0.23026657104492188,0.16498379409313202,0.24980762600898743,0.17334483563899994,0.13802848756313324,0.22150784730911255
paid,0.254770964384079,0.1164514496922493,0.17094449698925018,0.18618232011795044,0.26965436339378357,0.22871042788028717,0.06850399821996689,0.16991259157657623,0.20964482426643372
for,0.3017193675041199,0.19553370773792267,0.1980103701353073,0.19117262959480286,0.3448435664176941,0.4739971458911896,0.22938419878482819,0.24430087208747864,0.264628142118454
captain,0.18077895045280457,0.10824195295572281,0.12709511816501617,0.20566415786743164,0.21516995131969452,0.2267821580171585,0.22672757506370544,0.1352744996547699,0.12160754203796387
america,0.2517423629760742,0.20906555652618408,0.21623951196670532,0.25412288308143616,0.245676651597023,0.37090015411376953,0.17941345274448395,0.1506969928741455,0.19333907961845398
:,-0.12022944539785385,-0.04396766424179077,-0.10141312330961227,0.09182040393352509,0.03165488690137863,-0.03403344005346298,0.14034654200077057,0.14579139649868011,-0.07156077772378922
civil,0.15091551840305328,0.1635637879371643,0.11938820779323578,0.11230747401714325,0.2953299880027771,0.2477465271949768,0.11822199821472168,0.1388452649116516,0.1494513899087906
war,0.22516006231307983,0.13671953976154327,0.20499840378761292,0.1841634064912796,0.4802435040473938,0.366199791431427,0.18514211475849152,0.24981583654880524,0.15510529279708862
",",0.3087472915649414,0.23720639944076538,0.20151035487651825,0.23864160478115082,0.3225448727607727,0.4933079481124878,0.22322475910186768,0.1810409277677536,0.31091248989105225
the,0.42745697498321533,0.2359178364276886,0.25035014748573303,0.28418588638305664,0.4838213622570038,1.0,0.21959073841571808,0.21576224267482758,0.22068053483963013
jungle,0.1957641839981079,0.19119268655776978,0.3153095245361328,0.16081435978412628,0.20846304297447205,0.2256680727005005,0.19263805449008942,0.15658722817897797,0.14855629205703735
book,0.2872225046157837,0.20575550198554993,0.22744227945804596,0.15782475471496582,0.17538011074066162,0.2652374505996704,0.13728712499141693,0.16094686090946198,0.20572158694267273
and,0.31309178471565247,0.22791598737239838,0.1914048194885254,0.17266049981117249,0.36462149024009705,0.5171257257461548,0.18368244171142578,0.1698254644870758,0.20544172823429108
alice,0.19639728963375092,0.06599932163953781,0.28642067313194275,0.13099528849124908,0.0894574224948883,0.21022173762321472,0.0932968258857727,0.04757571220397949,0.1645866334438324
through,0.23167094588279724,0.1453811228275299,0.21355906128883362,0.17424945533275604,0.3816036581993103,0.44071322679519653,0.1291290819644928,0.156644806265831,0.16913433372974396
the,0.42745697498321533,0.2359178364276886,0.25035014748573303,0.28418588638305664,0.4838213622570038,1.0,0.21959073841571808,0.21576224267482758,0.22068053483963013
looking,0.39359530806541443,0.11609301716089249,0.17106106877326965,0.12007037550210953,0.10656271874904633,0.30421850085258484,0.16110338270664215,0.12477017939090729,0.2733345925807953
glass,0.13572539389133453,0.09782402962446213,0.16904562711715698,0.05468810722231865,0.1921582669019699,0.20646950602531433,0.10992680490016937,0.28697285056114197,0.1252557635307312
.,0.3567904531955719,0.17210373282432556,0.1708780825138092,0.2639025151729584,0.3485563397407532,0.5934505462646484,0.2757420241832733,0.21516893804073334,0.4130953550338745
