,in,what,year,did,abc,agree,to,finance,disneyland,?
on,0.46853652596473694,0.34226128458976746,0.27628999948501587,0.2670976221561432,0.2862928807735443,0.23403891921043396,0.41031414270401,0.15638229250907898,0.22500096261501312,0.2714994251728058
the,0.6662389636039734,0.42745697498321533,0.3609684407711029,0.34736719727516174,0.2068762183189392,0.23006735742092133,0.535392165184021,0.26623332500457764,0.3147701323032379,0.22068053483963013
network,0.19496823847293854,0.16917307674884796,0.1478661298751831,0.08572790026664734,0.4295894205570221,0.1598036289215088,0.25940340757369995,0.235857754945755,0.2778444290161133,0.17853789031505585
on,0.46853652596473694,0.34226128458976746,0.27628999948501587,0.2670976221561432,0.2862928807735443,0.23403891921043396,0.41031414270401,0.15638229250907898,0.22500096261501312,0.2714994251728058
october,0.27560389041900635,0.24927909672260284,0.25504976511001587,0.2746104896068573,0.1661696434020996,0.21294242143630981,0.23106063902378082,0.1671486347913742,0.18826188147068024,0.29706719517707825
27,0.015904199331998825,0.07395181059837341,0.07387315481901169,0.09100242704153061,0.09239796549081802,0.07576434314250946,0.02064022608101368,0.08479230850934982,0.047932833433151245,0.036716945469379425
",",0.5201468467712402,0.3087472915649414,0.28560417890548706,0.3015086054801941,0.2097204476594925,0.26245203614234924,0.44245919585227966,0.26938337087631226,0.24836018681526184,0.31091248989105225
1954,0.06289621442556381,-0.028202006593346596,0.045460913330316544,-0.09083899110555649,0.01942364126443863,-0.020063355565071106,0.0212570670992136,0.006381273735314608,0.03653910011053085,-0.028866952285170555
as,0.3887844979763031,0.31749409437179565,0.28440728783607483,0.3596470057964325,0.2286096066236496,0.2655845880508423,0.42092081904411316,0.20010244846343994,0.2556275725364685,0.27043893933296204
the,0.6662389636039734,0.42745697498321533,0.3609684407711029,0.34736719727516174,0.2068762183189392,0.23006735742092133,0.535392165184021,0.26623332500457764,0.3147701323032379,0.22068053483963013
first,0.4127444326877594,0.28086137771606445,0.3099139928817749,0.33691170811653137,0.2403600513935089,0.15209725499153137,0.3792489171028137,0.241606205701828,0.24061281979084015,0.18701928853988647
of,0.5696388483047485,0.33290785551071167,0.2578314542770386,0.2513895630836487,0.14607268571853638,0.22545385360717773,0.41548454761505127,0.3119599521160126,0.2658425569534302,0.1826142966747284
many,0.41474202275276184,0.36131182312965393,0.21933086216449738,0.375588983297348,0.18267793953418732,0.22425970435142517,0.40243685245513916,0.19642387330532074,0.22804556787014008,0.2124512493610382
anthology,0.240850031375885,0.19700226187705994,0.23221974074840546,0.16813743114471436,0.2907084822654724,0.11979494243860245,0.16299360990524292,0.10472021251916885,0.21856532990932465,0.18870647251605988
television,0.2689782977104187,0.19838058948516846,0.19048495590686798,0.17055591940879822,0.46871840953826904,0.14753904938697815,0.1933557242155075,0.12550555169582367,0.2682136595249176,0.16825827956199646
programs,0.2276356965303421,0.23178155720233917,0.1516295224428177,0.2038959413766861,0.3454950749874115,0.18172915279865265,0.23389451205730438,0.21240778267383575,0.18663501739501953,0.16452431678771973
that,0.435920387506485,0.6297725439071655,0.2826407253742218,0.47518548369407654,0.17440107464790344,0.4474307596683502,0.5436353087425232,0.19255021214485168,0.2538284659385681,0.32716336846351624
disney,0.18521910905838013,0.19632026553153992,0.19369487464427948,0.16180537641048431,0.37895750999450684,0.1751091033220291,0.23984374105930328,0.1944522261619568,0.7213653922080994,0.22150784730911255
would,0.30461156368255615,0.45766422152519226,0.259968101978302,0.6268245577812195,0.13780725002288818,0.4256603419780731,0.5965728163719177,0.2003827691078186,0.26493752002716064,0.37178951501846313
broadcast,0.26723843812942505,0.17857211828231812,0.23991180956363678,0.17054221034049988,0.4876510202884674,0.1833297461271286,0.2326623648405075,0.1407642662525177,0.2572886049747467,0.15760008990764618
over,0.3605569899082184,0.28007611632347107,0.2620522379875183,0.2535076439380646,0.13036851584911346,0.2274785190820694,0.38635820150375366,0.18506930768489838,0.22607015073299408,0.25742942094802856
the,0.6662389636039734,0.42745697498321533,0.3609684407711029,0.34736719727516174,0.2068762183189392,0.23006735742092133,0.535392165184021,0.26623332500457764,0.3147701323032379,0.22068053483963013
course,0.27132725715637207,0.3412042260169983,0.2260252982378006,0.28027108311653137,0.11237727105617523,0.309611976146698,0.30525898933410645,0.22217679023742676,0.2384653240442276,0.28826573491096497
of,0.5696388483047485,0.33290785551071167,0.2578314542770386,0.2513895630836487,0.14607268571853638,0.22545385360717773,0.41548454761505127,0.3119599521160126,0.2658425569534302,0.1826142966747284
the,0.6662389636039734,0.42745697498321533,0.3609684407711029,0.34736719727516174,0.2068762183189392,0.23006735742092133,0.535392165184021,0.26623332500457764,0.3147701323032379,0.22068053483963013
next,0.29307645559310913,0.25980645418167114,0.3280692994594574,0.22386232018470764,0.1395609974861145,0.08341432362794876,0.3416391611099243,0.1459210067987442,0.19537773728370667,0.167460098862648
50,0.021892361342906952,-0.04124141484498978,-0.02098737843334675,0.03749820590019226,0.018194353207945824,0.01145645696669817,-0.024239253252744675,0.038536522537469864,-0.004512588493525982,0.030512850731611252
years,0.33554986119270325,0.1981470286846161,0.5195499062538147,0.2695724070072174,0.2423967868089676,0.17220225930213928,0.23891852796077728,0.1719047725200653,0.14697739481925964,0.1914375126361847
.,0.5591574311256409,0.3567904531955719,0.32538118958473206,0.35288307070732117,0.2567209303379059,0.21474891901016235,0.4645031690597534,0.29448971152305603,0.2640485465526581,0.4130953550338745
