,what,city,",",raided,by,clans,and,dukes,",",preceded,the,founding,of,warszowa,?
settlement,0.2558431327342987,0.3396316170692444,0.25103551149368286,0.31143900752067566,0.1356453001499176,0.26161903142929077,0.24081379175186157,0.14029854536056519,0.25103551149368286,0.12565191090106964,0.2599570155143738,0.2460521161556244,0.25982165336608887,0.26425254344940186,0.12535437941551208
was,0.22111038863658905,0.3188765048980713,0.45456063747406006,0.2927231788635254,0.4752357602119446,0.12382829934358597,0.3740963041782379,0.20445600152015686,0.45456063747406006,0.21719537675380707,0.48711544275283813,0.36926978826522827,0.4069072902202606,0.28783297538757324,0.18412111699581146
established,0.14869536459445953,0.2563977837562561,0.22739723324775696,0.2289072424173355,0.21138796210289001,0.23168066143989563,0.2369968742132187,0.1428571343421936,0.22739723324775696,0.18854166567325592,0.33092597126960754,0.3535177707672119,0.2735237777233124,0.23278062045574188,0.15917523205280304
on,0.34226128458976746,0.2549738585948944,0.49057599902153015,0.2344900220632553,0.33887791633605957,0.10036114603281021,0.4077630043029785,0.16192083060741425,0.49057599902153015,0.21062777936458588,0.5107308030128479,0.1928575485944748,0.3966929316520691,0.1470767706632614,0.2714994251728058
the,0.42745697498321533,0.35769423842430115,0.4933079481124878,0.3490786552429199,0.4408751428127289,0.3148679733276367,0.5171257257461548,0.2551864981651306,0.4933079481124878,0.2523723840713501,1.0,0.34138360619544983,0.733189046382904,0.21353374421596527,0.22068053483963013
site,0.21561308205127716,0.21661800146102905,0.2036259025335312,0.14367330074310303,0.16451333463191986,0.15904752910137177,0.19108152389526367,0.15663455426692963,0.2036259025335312,0.1280655562877655,0.288954496383667,0.1565854549407959,0.24291633069515228,0.15161541104316711,0.2014765441417694
of,0.33290785551071167,0.32503411173820496,0.4946078956127167,0.2929002046585083,0.3646814823150635,0.2845551371574402,0.5116966962814331,0.26280146837234497,0.4946078956127167,0.21447548270225525,0.733189046382904,0.3665546774864197,1.0,0.2153903990983963,0.1826142966747284
a,0.3320399522781372,0.2349124401807785,0.427140474319458,0.23178227245807648,0.32094135880470276,0.18141646683216095,0.3739250600337982,0.16561885178089142,0.427140474319458,0.13255129754543304,0.5829201340675354,0.2064124047756195,0.5052502155303955,0.1874004602432251,0.23916715383529663
small,0.2504110634326935,0.18386772274971008,0.3083299398422241,0.20839153230190277,0.19286847114562988,0.21106137335300446,0.35207539796829224,0.13825057446956635,0.3083299398422241,0.02736254781484604,0.39655908942222595,0.10393472015857697,0.353353351354599,0.2027018666267395,0.13914890587329865
fishing,0.1607452780008316,0.17849116027355194,0.26407504081726074,0.24691462516784668,0.1510055512189865,0.220212921500206,0.214078888297081,0.13323915004730225,0.26407504081726074,0.051898010075092316,0.2495911717414856,0.1828019767999649,0.20283712446689606,0.13953030109405518,0.12288600206375122
village,0.20210839807987213,0.3904179632663727,0.2352689951658249,0.2156832069158554,0.11841177195310593,0.2677385210990906,0.2160397320985794,0.19289231300354004,0.2352689951658249,0.04073449224233627,0.2579529881477356,0.15076398849487305,0.1866021603345871,0.30496764183044434,0.040922991931438446
called,0.3235960602760315,0.22269156575202942,0.26549121737480164,0.3189966380596161,0.3092815577983856,0.2643595039844513,0.3251761794090271,0.18264906108379364,0.26549121737480164,0.12943747639656067,0.489897221326828,0.19868746399879456,0.4222904443740845,0.19123795628547668,0.18963319063186646
warszowa,0.117624931037426,0.31267037987709045,0.32864099740982056,0.2750929296016693,0.13955765962600708,0.3065741956233978,0.25283578038215637,0.28928762674331665,0.32864099740982056,0.15352296829223633,0.21353374421596527,0.2286231368780136,0.2153903990983963,1.0,0.15968017280101776
.,0.3567904531955719,0.29856356978416443,0.6812511086463928,0.2353798747062683,0.3936232924461365,0.20144137740135193,0.588965117931366,0.176150843501091,0.6812511086463928,0.20250092446804047,0.5934505462646484,0.2340429127216339,0.5352458953857422,0.31246060132980347,0.4130953550338745
