,what,goal,do,many,of,these,protests,have,?
to,0.455847829580307,0.37094977498054504,0.38876664638519287,0.40243685245513916,0.41548454761505127,0.46852558851242065,0.188382089138031,0.4544740617275238,0.29463258385658264
employ,0.1849662810564041,0.1747792512178421,0.2734920382499695,0.2807788550853729,0.23252986371517181,0.2845362722873688,0.2048695683479309,0.2955528199672699,0.16813796758651733
limited,0.23110276460647583,0.11455655843019485,0.21588748693466187,0.2817049026489258,0.3373238146305084,0.306464284658432,0.15954864025115967,0.29357996582984924,0.09444807469844818
coercion,0.29042088985443115,0.2796834111213684,0.3047697842121124,0.22379499673843384,0.2643294036388397,0.27801674604415894,0.3381975591182709,0.2957940101623535,0.2442706823348999
in,0.30808621644973755,0.2241991013288498,0.23402775824069977,0.41474202275276184,0.5696388483047485,0.3791837692260742,0.30384960770606995,0.36843645572662354,0.20430970191955566
order,0.16634008288383484,0.18390093743801117,0.20566318929195404,0.220539852976799,0.31287699937820435,0.2744444012641907,0.10737420618534088,0.2561849355697632,0.13725648820400238
to,0.455847829580307,0.37094977498054504,0.38876664638519287,0.40243685245513916,0.41548454761505127,0.46852558851242065,0.188382089138031,0.4544740617275238,0.29463258385658264
get,0.3490515947341919,0.24047285318374634,0.46355509757995605,0.3039306700229645,0.26628199219703674,0.3668822646141052,0.16416035592556,0.5343971252441406,0.3499825894832611
their,0.35142919421195984,0.2400694042444229,0.35424983501434326,0.4574248492717743,0.4329940676689148,0.555290937423706,0.20692797005176544,0.523270845413208,0.1898253709077835
issue,0.32369524240493774,0.12195804715156555,0.29299381375312805,0.1567942053079605,0.2598971724510193,0.19943121075630188,0.1712316870689392,0.26952898502349854,0.32172858715057373
onto,0.24182499945163727,0.22601152956485748,0.27445992827415466,0.24133449792861938,0.18590226769447327,0.2697902321815491,0.10903692245483398,0.2985718548297882,0.1694815307855606
the,0.42745697498321533,0.2443244755268097,0.30239659547805786,0.4335206151008606,0.733189046382904,0.49086877703666687,0.2566162943840027,0.40389683842658997,0.22068053483963013
table,0.2240780144929886,0.12457799166440964,0.14975690841674805,0.17368394136428833,0.20049740374088287,0.2287030965089798,0.08955197036266327,0.19956256449222565,0.1782790720462799
.,0.3567904531955719,0.19919876754283905,0.3613996207714081,0.3974229395389557,0.5352458953857422,0.3840779960155487,0.25785157084465027,0.41614407300949097,0.4130953550338745
'',0.08143015950918198,0.045381300151348114,-0.00043653504690155387,-0.016843097284436226,0.13035868108272552,-0.010087166912853718,-0.053723689168691635,0.0312618687748909,0.018684765323996544
,what,goal,do,many,of,these,protests,have,?
some,0.4491020441055298,0.12235437333583832,0.4725562036037445,0.7976660132408142,0.4300730526447296,0.7490653991699219,0.2457205206155777,0.6421269774436951,0.2562315762042999
forms,0.16334041953086853,0.09970252960920334,0.22607646882534027,0.2981320917606354,0.33835989236831665,0.3417217433452606,0.15534740686416626,0.2902635931968689,0.1196754202246666
of,0.33290785551071167,0.1838325709104538,0.26150479912757874,0.37253960967063904,1.0,0.42684608697891235,0.24181179702281952,0.3802283704280853,0.1826142966747284
civil,0.15091551840305328,0.17077134549617767,0.12413616478443146,0.2212105095386505,0.24698495864868164,0.17604097723960876,0.31896910071372986,0.16153892874717712,0.1494513899087906
disobedience,0.3298627436161041,0.21402046084403992,0.26727163791656494,0.2810143232345581,0.31932318210601807,0.2914551794528961,0.4980515241622925,0.22560594975948334,0.19890835881233215
",",0.3087472915649414,0.2145523726940155,0.3283645510673523,0.40610817074775696,0.4946078956127167,0.37613096833229065,0.277413010597229,0.3541618287563324,0.31091248989105225
such,0.23989605903625488,0.12973350286483765,0.337398886680603,0.5649948120117188,0.3209529519081116,0.5146667957305908,0.17212073504924774,0.42997312545776367,0.17851735651493073
as,0.31749409437179565,0.17705819010734558,0.38329678773880005,0.4070141911506653,0.3886612355709076,0.3802948296070099,0.19268234074115753,0.37788212299346924,0.27043893933296204
illegal,0.21956031024456024,0.20184466242790222,0.3051793873310089,0.297632098197937,0.19375135004520416,0.24881519377231598,0.30630549788475037,0.2836313843727112,0.1562941074371338
boycotts,0.16994649171829224,0.23216493427753448,0.14413408935070038,0.30389177799224854,0.19417281448841095,0.294350266456604,0.517245352268219,0.21597698330879211,0.10877533257007599
",",0.3087472915649414,0.2145523726940155,0.3283645510673523,0.40610817074775696,0.4946078956127167,0.37613096833229065,0.277413010597229,0.3541618287563324,0.31091248989105225
refusals,0.33958330750465393,0.20903843641281128,0.34555187821388245,0.35197803378105164,0.30350348353385925,0.36252361536026,0.41633957624435425,0.3640078008174896,0.20675933361053467
to,0.455847829580307,0.37094977498054504,0.38876664638519287,0.40243685245513916,0.41548454761505127,0.46852558851242065,0.188382089138031,0.4544740617275238,0.29463258385658264
pay,0.2870062291622162,0.13775642216205597,0.2897719740867615,0.21472592651844025,0.1583462655544281,0.23125268518924713,0.2325236201286316,0.26752525568008423,0.19821009039878845
taxes,0.2839719355106354,0.22235751152038574,0.21425610780715942,0.2628365457057953,0.24622385203838348,0.28098222613334656,0.31078583002090454,0.24279655516147614,0.18323048949241638
",",0.3087472915649414,0.2145523726940155,0.3283645510673523,0.40610817074775696,0.4946078956127167,0.37613096833229065,0.277413010597229,0.3541618287563324,0.31091248989105225
draft,0.20352119207382202,0.18166162073612213,0.15512849390506744,0.1556372195482254,0.1597527265548706,0.15466363728046417,0.17457152903079987,0.23470620810985565,0.1941390335559845
dodging,0.27553412318229675,0.2746758759021759,0.33922016620635986,0.3047962784767151,0.2930799126625061,0.3360960781574249,0.23106317222118378,0.3541381061077118,0.21169091761112213
",",0.3087472915649414,0.2145523726940155,0.3283645510673523,0.40610817074775696,0.4946078956127167,0.37613096833229065,0.277413010597229,0.3541618287563324,0.31091248989105225
distributed,0.12753748893737793,0.09751331806182861,0.1684240698814392,0.29231226444244385,0.239964559674263,0.2930058538913727,0.11323689669370651,0.2613161504268646,0.08428370952606201
denial-of-service,0.357603520154953,0.24452657997608185,0.3157806098461151,0.2829110324382782,0.2185867875814438,0.2965817451477051,0.3151242136955261,0.2658884525299072,0.3332744240760803
attacks,0.19946885108947754,0.1264929324388504,0.16204015910625458,0.2475653439760208,0.18891674280166626,0.28856661915779114,0.35687097907066345,0.24755439162254333,0.14532065391540527
",",0.3087472915649414,0.2145523726940155,0.3283645510673523,0.40610817074775696,0.4946078956127167,0.37613096833229065,0.277413010597229,0.3541618287563324,0.31091248989105225
and,0.31309178471565247,0.20885969698429108,0.276123583316803,0.5296266674995422,0.5116966962814331,0.5314885973930359,0.22497053444385529,0.4711785912513733,0.20544172823429108
sit-ins,0.23901569843292236,0.1468496471643448,0.2749958336353302,0.2761283814907074,0.29617971181869507,0.3020479679107666,0.28829237818717957,0.32230454683303833,0.24522903561592102
",",0.3087472915649414,0.2145523726940155,0.3283645510673523,0.40610817074775696,0.4946078956127167,0.37613096833229065,0.277413010597229,0.3541618287563324,0.31091248989105225
make,0.3792211413383484,0.20038242638111115,0.41790449619293213,0.40827780961990356,0.2912110388278961,0.464915931224823,0.13874608278274536,0.49406614899635315,0.28314751386642456
it,0.45803478360176086,0.1903461366891861,0.337066113948822,0.39615920186042786,0.38761502504348755,0.39955374598503113,0.17163406312465668,0.40974161028862,0.25732165575027466
more,0.3484537899494171,0.2501091957092285,0.3514035940170288,0.48608261346817017,0.30478984117507935,0.4663735330104828,0.22846168279647827,0.49033403396606445,0.27894994616508484
difficult,0.37928828597068787,0.24983832240104675,0.34517642855644226,0.43073439598083496,0.2539307773113251,0.3951566517353058,0.1765930950641632,0.36579978466033936,0.20408590137958527
for,0.3017193675041199,0.2554558217525482,0.29510271549224854,0.40972793102264404,0.4185989499092102,0.41566818952560425,0.19723562896251678,0.41175219416618347,0.264628142118454
a,0.3320399522781372,0.20853768289089203,0.26237669587135315,0.2872205972671509,0.5052502155303955,0.24380075931549072,0.21581970155239105,0.338716596364975,0.23916715383529663
system,0.23557309806346893,0.14557784795761108,0.18447506427764893,0.2631138563156128,0.25597915053367615,0.3248380720615387,0.14135093986988068,0.27033093571662903,0.15556083619594574
to,0.455847829580307,0.37094977498054504,0.38876664638519287,0.40243685245513916,0.41548454761505127,0.46852558851242065,0.188382089138031,0.4544740617275238,0.29463258385658264
function,0.22155974805355072,0.14820174872875214,0.25038179755210876,0.15588033199310303,0.16667552292346954,0.26955848932266235,0.03051835112273693,0.2885133922100067,0.20672395825386047
.,0.3567904531955719,0.19919876754283905,0.3613996207714081,0.3974229395389557,0.5352458953857422,0.3840779960155487,0.25785157084465027,0.41614407300949097,0.4130953550338745
