,what,conservative,international,relations,scholar,is,also,a,university,alumni,?
in,0.30808621644973755,0.1964135617017746,0.26377472281455994,0.22494478523731232,0.13179342448711395,0.5394441485404968,0.5073733329772949,0.539380669593811,0.3201795518398285,0.2126772403717041,0.20430970191955566
the,0.42745697498321533,0.19218477606773376,0.23719607293605804,0.2259310483932495,0.16383583843708038,0.5823672413825989,0.6021018624305725,0.5829201340675354,0.263973206281662,0.22524002194404602,0.22068053483963013
afar,0.26396444439888,0.1856127381324768,0.16384397447109222,0.13753792643547058,0.21970346570014954,0.20246179401874542,0.22027431428432465,0.1892734169960022,0.060795072466135025,-0.024805370718240738,0.18277935683727264
triangle,0.17060917615890503,0.22972334921360016,0.2184816151857376,0.13460573554039001,0.14242208003997803,0.2515420913696289,0.21195831894874573,0.27241039276123047,0.1621193140745163,0.09176084399223328,0.10392679274082184
region,0.2298986315727234,0.10599889606237411,0.11764653772115707,0.1666727066040039,0.1430235207080841,0.3317503035068512,0.24685944616794586,0.23209655284881592,0.23314552009105682,0.14927051961421967,0.13441751897335052
",",0.3087472915649414,0.2546221613883972,0.23395943641662598,0.31318399310112,0.27968740463256836,0.4691906273365021,0.4717654287815094,0.427140474319458,0.3017033040523529,0.2394251972436905,0.31091248989105225
psychologist,0.23786331713199615,0.18000629544258118,0.1208564043045044,0.2292999029159546,0.4265981912612915,0.17603515088558197,0.20501992106437683,0.22190652787685394,0.31599730253219604,0.18834243714809418,0.18498839437961578
john,0.18237407505512238,0.22832399606704712,0.15453459322452545,0.21793265640735626,0.19564518332481384,0.16449548304080963,0.2478664070367813,0.20638683438301086,0.17917944490909576,0.16326703131198883,0.13162356615066528
b.,-0.08520887047052383,-0.09855027496814728,-0.021936779841780663,-0.09488949179649353,-0.0558607392013073,0.004180660005658865,-0.03554319217801094,0.027316100895404816,0.012780464254319668,-0.011513943783938885,-0.032647255808115005
watson,0.21841923892498016,0.18000391125679016,0.12679006159305573,0.08692774176597595,0.1935344785451889,0.15546134114265442,0.17282888293266296,0.1590772420167923,0.16969849169254303,0.10495060682296753,0.20794717967510223
",",0.3087472915649414,0.2546221613883972,0.23395943641662598,0.31318399310112,0.27968740463256836,0.4691906273365021,0.4717654287815094,0.427140474319458,0.3017033040523529,0.2394251972436905,0.31091248989105225
american,0.1909721940755844,0.1342935711145401,0.22674088180065155,0.18076984584331512,0.2358977347612381,0.1853146106004715,0.2794059216976166,0.22026167809963226,0.22128956019878387,0.2632140517234802,0.18877598643302917
psychologist,0.23786331713199615,0.18000629544258118,0.1208564043045044,0.2292999029159546,0.4265981912612915,0.17603515088558197,0.20501992106437683,0.22190652787685394,0.31599730253219604,0.18834243714809418,0.18498839437961578
who,0.40942975878715515,0.20454786717891693,0.14208874106407166,0.23041707277297974,0.2827347218990326,0.24293622374534607,0.47919341921806335,0.36608949303627014,0.2115909904241562,0.1722409725189209,0.26220351457595825
established,0.14869536459445953,0.12701337039470673,0.24827779829502106,0.2715131342411041,0.1890566349029541,0.1754443645477295,0.20417658984661102,0.23500119149684906,0.1973452866077423,0.1928386241197586,0.15917523205280304
the,0.42745697498321533,0.19218477606773376,0.23719607293605804,0.2259310483932495,0.16383583843708038,0.5823672413825989,0.6021018624305725,0.5829201340675354,0.263973206281662,0.22524002194404602,0.22068053483963013
psychological,0.2972583472728729,0.16230030357837677,0.2103547751903534,0.2960405647754669,0.278701514005661,0.21686284244060516,0.26766303181648254,0.2531966269016266,0.23952975869178772,0.1914004236459732,0.18135279417037964
school,0.18774057924747467,0.18215076625347137,0.18587085604667664,0.23980100452899933,0.3168051242828369,0.19488026201725006,0.2439606934785843,0.2245093584060669,0.48676231503486633,0.34342068433761597,0.15091250836849213
of,0.33290785551071167,0.17898385226726532,0.23367412388324738,0.272710919380188,0.16234588623046875,0.4854315221309662,0.4924938678741455,0.5052502155303955,0.30646374821662903,0.27771928906440735,0.1826142966747284
behaviorism,0.3556971848011017,0.30962932109832764,0.2059314250946045,0.38389161229133606,0.29877227544784546,0.16625480353832245,0.22746436297893524,0.209135964512825,0.3076213002204895,0.22160138189792633,0.20665867626667023
",",0.3087472915649414,0.2546221613883972,0.23395943641662598,0.31318399310112,0.27968740463256836,0.4691906273365021,0.4717654287815094,0.427140474319458,0.3017033040523529,0.2394251972436905,0.31091248989105225
communication,0.283955842256546,0.14250227808952332,0.23550580441951752,0.3645051121711731,0.1446058452129364,0.23138649761676788,0.3279547095298767,0.25636687874794006,0.21856576204299927,0.16168665885925293,0.1517418920993805
theorist,0.2376740425825119,0.24340589344501495,0.20888185501098633,0.30375778675079346,0.5186818838119507,0.16258060932159424,0.1977880597114563,0.23362259566783905,0.25469011068344116,0.22362135350704193,0.13939635455608368
harold,0.14345300197601318,0.21643321216106415,0.1549316793680191,0.12927763164043427,0.1889306604862213,0.11926310509443283,0.12750914692878723,0.2205168902873993,0.14101642370224,0.17186811566352844,0.151779443025589
innis,0.08452872931957245,0.20454227924346924,0.25457966327667236,0.15722300112247467,0.21287374198436737,0.1608372926712036,0.1549568474292755,0.1925940066576004,0.16362372040748596,0.16490676999092102,0.13932284712791443
",",0.3087472915649414,0.2546221613883972,0.23395943641662598,0.31318399310112,0.27968740463256836,0.4691906273365021,0.4717654287815094,0.427140474319458,0.3017033040523529,0.2394251972436905,0.31091248989105225
chess,0.13002683222293854,0.13264809548854828,0.20100747048854828,0.15178921818733215,0.2474694848060608,0.149025097489357,0.12458542734384537,0.16663268208503723,0.15360502898693085,0.19747237861156464,0.10200536996126175
grandmaster,0.15527546405792236,0.2085520178079605,0.2525176703929901,0.18639497458934784,0.3219052255153656,0.1898016780614853,0.18763159215450287,0.22359374165534973,0.19005845487117767,0.21519716084003448,0.19814728200435638
samuel,0.14263929426670074,0.25161030888557434,0.0783381387591362,0.15985481441020966,0.22572806477546692,0.11145944148302078,0.13949932157993317,0.19971542060375214,0.1591002494096756,0.1036643236875534,0.09954892843961716
reshevsky,0.18159818649291992,0.2555190920829773,0.16723448038101196,0.1867162436246872,0.28569310903549194,0.15567950904369354,0.13495510816574097,0.2155655026435852,0.2730470299720764,0.1303197741508484,0.14220212399959564
",",0.3087472915649414,0.2546221613883972,0.23395943641662598,0.31318399310112,0.27968740463256836,0.4691906273365021,0.4717654287815094,0.427140474319458,0.3017033040523529,0.2394251972436905,0.31091248989105225
and,0.31309178471565247,0.24419347941875458,0.2444424331188202,0.34710776805877686,0.2512432336807251,0.3859752118587494,0.5755972862243652,0.3739250600337982,0.2665814459323883,0.19591780006885529,0.20544172823429108
conservative,0.1886831820011139,0.9999999403953552,0.1591307669878006,0.2562192976474762,0.2968108057975769,0.2060939073562622,0.23289889097213745,0.2118833065032959,0.2191525399684906,0.16284675896167755,0.1597563922405243
international,0.10870302468538284,0.1591307669878006,1.0,0.32180503010749817,0.2109955996274948,0.19279639422893524,0.27179598808288574,0.24617823958396912,0.28907111287117004,0.23816587030887604,0.15335838496685028
relations,0.184731587767601,0.2562192976474762,0.32180503010749817,1.0000001192092896,0.26768431067466736,0.1847245991230011,0.3124222159385681,0.19898086786270142,0.2883084714412689,0.2453867495059967,0.13942402601242065
scholar,0.18881338834762573,0.2968108057975769,0.2109955996274948,0.26768431067466736,1.0000001192092896,0.21637843549251556,0.22191646695137024,0.2297242283821106,0.37606093287467957,0.23801086843013763,0.1606755405664444
and,0.31309178471565247,0.24419347941875458,0.2444424331188202,0.34710776805877686,0.2512432336807251,0.3859752118587494,0.5755972862243652,0.3739250600337982,0.2665814459323883,0.19591780006885529,0.20544172823429108
white,0.1410645991563797,0.14878930151462555,0.0877060517668724,0.09547951072454453,0.058425165712833405,0.18489928543567657,0.2563164532184601,0.2137410044670105,0.11313299834728241,0.1338721662759781,0.124679796397686
house,0.200801283121109,0.2270403355360031,0.09236038476228714,0.18715530633926392,0.12025711685419083,0.2084006369113922,0.21123580634593964,0.26758551597595215,0.20166195929050446,0.12861956655979156,0.13736455142498016
coordinator,0.18382012844085693,0.18500354886054993,0.21262486279010773,0.2541355788707733,0.1804622858762741,0.1428782343864441,0.221064031124115,0.1751498132944107,0.3239656090736389,0.3300195634365082,0.16231635212898254
of,0.33290785551071167,0.17898385226726532,0.23367412388324738,0.272710919380188,0.16234588623046875,0.4854315221309662,0.4924938678741455,0.5052502155303955,0.30646374821662903,0.27771928906440735,0.1826142966747284
security,0.18331359326839447,0.17217706143856049,0.20915105938911438,0.3048730194568634,0.10870668292045593,0.19300776720046997,0.23432709276676178,0.19867505133152008,0.13604553043842316,0.11825217306613922,0.13810279965400696
planning,0.2823503315448761,0.1677398681640625,0.2536247968673706,0.3548617362976074,0.18378104269504547,0.17141012847423553,0.2774432599544525,0.232967808842659,0.22259485721588135,0.17539843916893005,0.1869431883096695
for,0.3017193675041199,0.1900888830423355,0.3073737323284149,0.17916683852672577,0.1437072455883026,0.43268078565597534,0.5373267531394958,0.44038116931915283,0.18573740124702454,0.21824529767036438,0.264628142118454
the,0.42745697498321533,0.19218477606773376,0.23719607293605804,0.2259310483932495,0.16383583843708038,0.5823672413825989,0.6021018624305725,0.5829201340675354,0.263973206281662,0.22524002194404602,0.22068053483963013
national,0.16882304847240448,0.208734393119812,0.4460487365722656,0.1942700445652008,0.17770656943321228,0.23413582146167755,0.33713406324386597,0.27889734506607056,0.35592976212501526,0.2731093168258667,0.15643028914928436
security,0.18331359326839447,0.17217706143856049,0.20915105938911438,0.3048730194568634,0.10870668292045593,0.19300776720046997,0.23432709276676178,0.19867505133152008,0.13604553043842316,0.11825217306613922,0.13810279965400696
council,0.16933071613311768,0.3575705587863922,0.26587533950805664,0.2619209885597229,0.21696308255195618,0.2196589708328247,0.18656107783317566,0.16385574638843536,0.2812507450580597,0.22632892429828644,0.1160062924027443
samuel,0.14263929426670074,0.25161030888557434,0.0783381387591362,0.15985481441020966,0.22572806477546692,0.11145944148302078,0.13949932157993317,0.19971542060375214,0.1591002494096756,0.1036643236875534,0.09954892843961716
p.,0.07387562096118927,0.2073332518339157,0.11566893756389618,0.18884797394275665,0.11812285333871841,-0.03573467582464218,0.06474947184324265,-0.013926254585385323,0.21621772646903992,0.2269783318042755,0.11662347614765167
huntington,0.17186126112937927,0.21615992486476898,0.1682828664779663,0.17425993084907532,0.1900952160358429,0.195100337266922,0.28101128339767456,0.28622642159461975,0.25494295358657837,0.19646959006786346,0.1482890248298645
.,0.3567904531955719,0.24244344234466553,0.20745405554771423,0.2321082353591919,0.18896153569221497,0.4569662809371948,0.49166762828826904,0.50484299659729,0.290679007768631,0.2471552938222885,0.4130953550338745
