,who,is,the,biggest,and,most,advanced,economy,in,east,and,central,africa,?
east,0.20229652523994446,0.2596127688884735,0.3383176326751709,0.2313453108072281,0.27633291482925415,0.1843280792236328,0.14708885550498962,0.25693970918655396,0.32659441232681274,1.0000001192092896,0.27633291482925415,0.44056904315948486,0.34218665957450867,0.10070597380399704
and,0.41279885172843933,0.3859752118587494,0.5171257257461548,0.2873573303222656,1.0,0.4309377074241638,0.23157277703285217,0.26484790444374084,0.4954058527946472,0.27633291482925415,1.0,0.2465941160917282,0.2685798704624176,0.20544172823429108
central,0.14618510007858276,0.273421049118042,0.3417201042175293,0.203487366437912,0.2465941160917282,0.24005284905433655,0.16139698028564453,0.19521751999855042,0.30844059586524963,0.44056904315948486,0.2465941160917282,1.0,0.2657521665096283,0.14787602424621582
africa,0.1834123730659485,0.18992355465888977,0.2903064787387848,0.22805769741535187,0.2685798704624176,0.24133837223052979,0.20877954363822937,0.21359717845916748,0.27806714177131653,0.34218665957450867,0.2685798704624176,0.2657521665096283,0.9999999403953552,0.12926554679870605
",",0.3365725874900818,0.4691906273365021,0.4933079481124878,0.28671082854270935,0.6633074283599854,0.3636029064655304,0.27731016278266907,0.2521176040172577,0.5201468467712402,0.319791704416275,0.6633074283599854,0.2587154507637024,0.2545008063316345,0.31091248989105225
and,0.41279885172843933,0.3859752118587494,0.5171257257461548,0.2873573303222656,1.0,0.4309377074241638,0.23157277703285217,0.26484790444374084,0.4954058527946472,0.27633291482925415,1.0,0.2465941160917282,0.2685798704624176,0.20544172823429108
has,0.2558172643184662,0.5668748617172241,0.4177538752555847,0.27481335401535034,0.43716782331466675,0.3426419198513031,0.13516618311405182,0.22682175040245056,0.4173259735107422,0.2007128894329071,0.43716782331466675,0.16198159754276276,0.17411938309669495,0.15994466841220856
an,0.2848317325115204,0.4654068350791931,0.4207492768764496,0.17836076021194458,0.2838519215583801,0.2748267352581024,0.16886210441589355,0.14700748026371002,0.2605783939361572,0.19809120893478394,0.2838519215583801,0.18265970051288605,0.1465303897857666,0.19793890416622162
affluent,0.3617438077926636,0.27484479546546936,0.28431323170661926,0.1968764215707779,0.32401397824287415,0.4265488088130951,0.24789516627788544,0.19412671029567719,0.3044084906578064,0.20488834381103516,0.32401397824287415,0.20645296573638916,0.24441023170948029,0.20516721904277802
urban,0.1702355444431305,0.21051234006881714,0.1482323557138443,0.17780344188213348,0.25797802209854126,0.167571023106575,0.15861620008945465,0.28619280457496643,0.24264946579933167,0.2485857456922531,0.25797802209854126,0.22874636948108673,0.1868646740913391,0.13119809329509735
minority,0.25468581914901733,0.18031680583953857,0.2583708167076111,0.1967218518257141,0.2664434611797333,0.2538743019104004,0.10789056867361069,0.29848602414131165,0.24005159735679626,0.17598983645439148,0.2664434611797333,0.15163566172122955,0.18148194253444672,0.22200141847133636
",",0.3365725874900818,0.4691906273365021,0.4933079481124878,0.28671082854270935,0.6633074283599854,0.3636029064655304,0.27731016278266907,0.2521176040172577,0.5201468467712402,0.319791704416275,0.6633074283599854,0.2587154507637024,0.2545008063316345,0.31091248989105225
it,0.2868398427963257,0.6328473687171936,0.6251175999641418,0.33261579275131226,0.40957894921302795,0.4001435935497284,0.175026535987854,0.3087809979915619,0.5130809545516968,0.27437624335289,0.40957894921302795,0.28471311926841736,0.22790224850177765,0.25732165575027466
has,0.2558172643184662,0.5668748617172241,0.4177538752555847,0.27481335401535034,0.43716782331466675,0.3426419198513031,0.13516618311405182,0.22682175040245056,0.4173259735107422,0.2007128894329071,0.43716782331466675,0.16198159754276276,0.17411938309669495,0.15994466841220856
a,0.36608949303627014,0.658733606338501,0.5829201340675354,0.24141843616962433,0.3739250600337982,0.3508910834789276,0.2437601238489151,0.24415728449821472,0.539380669593811,0.18767057359218597,0.3739250600337982,0.26925721764564514,0.18140724301338196,0.23916715383529663
human,0.265678733587265,0.22481991350650787,0.3103327453136444,0.12039895355701447,0.37127596139907837,0.2181398868560791,0.23109567165374756,0.21598003804683685,0.23986108601093292,0.1481901854276657,0.37127596139907837,0.16001969575881958,0.25809717178344727,0.19748784601688385
development,0.15172652900218964,0.2293442040681839,0.3362044394016266,0.12613339722156525,0.26069340109825134,0.24969173967838287,0.33628296852111816,0.3478854298591614,0.2550492286682129,0.21579022705554962,0.26069340109825134,0.2343233972787857,0.16937492787837982,0.1211358830332756
index,0.06826677173376083,0.20617040991783142,0.21882164478302002,0.15190254151821136,0.14331957697868347,0.07365566492080688,0.13171260058879852,0.271207720041275,0.17663216590881348,0.1325376033782959,0.14331957697868347,0.12219933420419693,0.15443916618824005,0.2477751076221466
(,0.2443375140428543,0.35393038392066956,0.33289089798927307,0.13072092831134796,0.4862271547317505,0.20654040575027466,0.14602428674697876,0.12245465070009232,0.3087427020072937,0.21615204215049744,0.4862271547317505,0.2010512501001358,0.1479118913412094,0.40561532974243164
hdi,0.10901577770709991,0.1657731533050537,0.1322721242904663,0.17013049125671387,0.18150435388088226,0.21552729606628418,0.16828162968158722,0.37598031759262085,0.1262965351343155,0.13410677015781403,0.18150435388088226,0.1499721109867096,0.20143698155879974,0.19189578294754028
),0.2457384318113327,0.37732169032096863,0.3456730246543884,0.13579978048801422,0.4961937665939331,0.23620007932186127,0.1513078212738037,0.14874009788036346,0.3326910734176636,0.20465658605098724,0.4961937665939331,0.19551944732666016,0.1309516727924347,0.42300865054130554
of,0.2827862501144409,0.4854315221309662,0.733189046382904,0.35091954469680786,0.5116966962814331,0.4178851246833801,0.2752973437309265,0.2583308815956116,0.5696388483047485,0.314786434173584,0.5116966962814331,0.3415789008140564,0.2694264054298401,0.1826142966747284
0.519,-0.056239306926727295,0.023227669298648834,0.004389710258692503,-0.02600884437561035,-0.021207457408308983,0.048085276037454605,0.13838918507099152,0.1368435174226761,0.028584523126482964,-0.1457214653491974,-0.021207457408308983,0.0024025177117437124,-0.04907616227865219,0.13122263550758362
",",0.3365725874900818,0.4691906273365021,0.4933079481124878,0.28671082854270935,0.6633074283599854,0.3636029064655304,0.27731016278266907,0.2521176040172577,0.5201468467712402,0.319791704416275,0.6633074283599854,0.2587154507637024,0.2545008063316345,0.31091248989105225
ranked,0.17860917747020721,0.180992990732193,0.2711145281791687,0.30714529752731323,0.21633140742778778,0.3533777892589569,0.1827380210161209,0.13970954716205597,0.2005387395620346,0.09281297773122787,0.21633140742778778,0.15425239503383636,0.1044715866446495,0.12953443825244904
145,-0.02018306963145733,0.02812410518527031,-0.031512197107076645,0.03308077156543732,-0.010753882117569447,-0.04171810671687126,0.014520873315632343,0.06130179017782211,-0.044244881719350815,0.020802438259124756,-0.010753882117569447,-0.032700248062610626,-0.06059889495372772,-0.0949564129114151
out,0.3129808306694031,0.2817855477333069,0.39404502511024475,0.23705193400382996,0.3881998062133789,0.2959814965724945,0.1554410755634308,0.14277511835098267,0.3576207756996155,0.16085927188396454,0.3881998062133789,0.12761200964450836,0.2234078049659729,0.22020699083805084
of,0.2827862501144409,0.4854315221309662,0.733189046382904,0.35091954469680786,0.5116966962814331,0.4178851246833801,0.2752973437309265,0.2583308815956116,0.5696388483047485,0.314786434173584,0.5116966962814331,0.3415789008140564,0.2694264054298401,0.1826142966747284
186,0.03645654395222664,0.0851324200630188,0.1541365087032318,0.12201912701129913,0.036559585481882095,0.11276837438344955,0.15330770611763,0.1660131961107254,0.14798784255981445,0.08744373917579651,0.036559585481882095,0.16308800876140594,-0.031807780265808105,0.0848541185259819
in,0.2792111933231354,0.5394441485404968,0.6662389636039734,0.33434951305389404,0.4954058527946472,0.41416558623313904,0.2200557142496109,0.2588731348514557,1.0,0.32659441232681274,0.4954058527946472,0.30844059586524963,0.27806714177131653,0.20430970191955566
the,0.3733934462070465,0.5823672413825989,1.0,0.3799763321876526,0.5171257257461548,0.47635307908058167,0.2635994255542755,0.24644890427589417,0.6662389636039734,0.3383176326751709,0.5171257257461548,0.3417201042175293,0.2903064787387848,0.22068053483963013
world,0.25158336758613586,0.24458536505699158,0.33604270219802856,0.33844658732414246,0.3246132433414459,0.33157554268836975,0.2619621157646179,0.21367207169532776,0.3038199245929718,0.21572157740592957,0.3246132433414459,0.16451045870780945,0.35418665409088135,0.17579582333564758
.,0.3541337847709656,0.4569662809371948,0.5934505462646484,0.23587781190872192,0.588965117931366,0.35404038429260254,0.2461739033460617,0.2477293759584427,0.5591574311256409,0.28351864218711853,0.588965117931366,0.3193301260471344,0.25634920597076416,0.4130953550338745
