,who,got,a,61-yard,return,when,players,thought,he,called,for,a,fair,catch,but,did,not,?
's,0.05599616840481758,0.022843634709715843,0.04866964742541313,0.028372302651405334,0.03277071565389633,-0.03368149697780609,-0.003934598993510008,0.04379833862185478,0.024063590914011,-0.021773243322968483,-0.07241261005401611,0.04866964742541313,-0.02391761541366577,0.012483660131692886,0.04136733338236809,0.05069678649306297,0.002583299996331334,-0.023395681753754616
short,0.18928885459899902,0.09475324302911758,0.39202192425727844,0.24501636624336243,0.1753365695476532,0.2793716788291931,0.15324954688549042,0.15482039749622345,0.209392249584198,0.2652762830257416,0.2793668806552887,0.39202192425727844,0.17043502628803253,0.19814568758010864,0.3137420415878296,0.2026156783103943,0.22521057724952698,0.16194626688957214
28-yard,0.2692718505859375,0.13394677639007568,0.2717439830303192,0.9489660859107971,0.25418806076049805,0.26876747608184814,0.1294003129005432,0.2398585081100464,0.26340389251708984,0.23017922043800354,0.24666227400302887,0.2717439830303192,0.16469313204288483,0.21779069304466248,0.24710899591445923,0.17931823432445526,0.2078447788953781,0.08621306717395782
punt,0.18999169766902924,0.1084752306342125,0.202503502368927,0.3427294194698334,0.35027334094047546,0.17509905993938446,0.17102503776550293,0.11458892375230789,0.16630996763706207,0.1791146844625473,0.18573349714279175,0.202503502368927,0.20963570475578308,0.29390332102775574,0.18202193081378937,0.11398918181657791,0.1974593997001648,0.1629500389099121
surrounded,0.1342112421989441,0.15061764419078827,0.24140174686908722,0.2600054442882538,0.17910811305046082,0.25716739892959595,0.09614688903093338,0.18228484690189362,0.16965292394161224,0.29612499475479126,0.13340085744857788,0.24140174686908722,0.11562779545783997,0.0934569239616394,0.2663658857345581,0.10869170725345612,0.22416268289089203,-0.022393958643078804
by,0.39727845788002014,0.2081252932548523,0.32094135880470276,0.2594958245754242,0.1380302906036377,0.4376842677593231,0.18634773790836334,0.30952954292297363,0.2485479861497879,0.3092815577983856,0.3248702883720398,0.32094135880470276,0.17969700694084167,0.22845812141895294,0.3159136474132538,0.18574509024620056,0.291808545589447,0.17966607213020325
panthers,0.2132880985736847,0.15754684805870056,0.2255268394947052,0.24386315047740936,0.17906980216503143,0.15385644137859344,0.31885892152786255,0.20505958795547485,0.2609829306602478,0.17963328957557678,0.25358447432518005,0.2255268394947052,0.08799860626459122,0.15376897156238556,0.19083257019519806,0.189295694231987,0.17379304766654968,0.16608978807926178
players,0.2852925956249237,0.14081919193267822,0.20581431686878204,0.12310661375522614,0.09401244670152664,0.21132157742977142,1.0,0.1721058487892151,0.2583300471305847,0.18616272509098053,0.3009685277938843,0.20581431686878204,0.1374238133430481,0.1944732367992401,0.2052169144153595,0.23541630804538727,0.21851086616516113,0.15925642848014832
",",0.3365725874900818,0.26594072580337524,0.427140474319458,0.23678749799728394,0.20895273983478546,0.36674630641937256,0.21334654092788696,0.2965437173843384,0.40251094102859497,0.26549121737480164,0.4464869201183319,0.427140474319458,0.2696084678173065,0.22902092337608337,0.48126736283302307,0.3015086054801941,0.3769696354866028,0.31091248989105225
but,0.4487357437610626,0.3548664450645447,0.44750767946243286,0.26306596398353577,0.2527274787425995,0.5599016547203064,0.2052169144153595,0.4654604494571686,0.3970399796962738,0.34633150696754456,0.45162561535835266,0.44750767946243286,0.2707786560058594,0.30049943923950195,1.0000001192092896,0.49033689498901367,0.6553761959075928,0.27921953797340393
none,0.184309720993042,0.13495472073554993,0.13734477758407593,0.13269419968128204,0.21746648848056793,0.2109634131193161,0.11082452535629272,0.19501720368862152,0.13901345431804657,0.0780014768242836,0.27241936326026917,0.13734477758407593,0.09316406399011612,0.1795121431350708,0.3981046974658966,0.27973365783691406,0.4143008291721344,0.23397447168827057
of,0.2827862501144409,0.2380109280347824,0.5052502155303955,0.1872578263282776,0.20821265876293182,0.3757161796092987,0.20305874943733215,0.34673458337783813,0.38706058263778687,0.4222904443740845,0.4185989499092102,0.5052502155303955,0.204209566116333,0.14268046617507935,0.39942997694015503,0.2513895630836487,0.3307090103626251,0.1826142966747284
them,0.5243523120880127,0.276605486869812,0.3151612877845764,0.2880678176879883,0.2724166512489319,0.4773717522621155,0.3240666389465332,0.4065401256084442,0.3947606682777405,0.24858705699443817,0.41447147727012634,0.3151612877845764,0.21411927044391632,0.36917656660079956,0.5369928479194641,0.44189682602882385,0.5272393822669983,0.35435691475868225
attempted,0.36497822403907776,0.14987865090370178,0.25313758850097656,0.17035792768001556,0.19807422161102295,0.23253755271434784,0.13263729214668274,0.25253626704216003,0.2840958535671234,0.19301047921180725,0.15942461788654327,0.25313758850097656,0.06967277824878693,0.12715642154216766,0.29463136196136475,0.3748961389064789,0.2637874484062195,0.11123745888471603
to,0.42656609416007996,0.22959870100021362,0.45503583550453186,0.2197265923023224,0.3110596537590027,0.5423505902290344,0.26334822177886963,0.3858291208744049,0.385390967130661,0.2987143397331238,0.4451248347759247,0.45503583550453186,0.2450193166732788,0.3158206641674042,0.5542377829551697,0.4452643394470215,0.5149973034858704,0.29463258385658264
make,0.28430092334747314,0.25610461831092834,0.34303420782089233,0.17024722695350647,0.218449205160141,0.4273611307144165,0.2059241384267807,0.3360349237918854,0.24703912436962128,0.34440553188323975,0.386745423078537,0.34303420782089233,0.2669391930103302,0.340378999710083,0.463496595621109,0.3602050840854645,0.4738420248031616,0.28314751386642456
a,0.36608949303627014,0.2347145676612854,1.0,0.2804825007915497,0.20093116164207458,0.44397395849227905,0.20581431686878204,0.3342154324054718,0.4393508732318878,0.4868806302547455,0.44038116931915283,1.0,0.25391897559165955,0.23604433238506317,0.44750767946243286,0.2552328109741211,0.3791346549987793,0.23916715383529663
tackle,0.2198176085948944,0.11171309649944305,0.21756082773208618,0.26463860273361206,0.1902572065591812,0.200596883893013,0.2874531149864197,0.1759762465953827,0.25382065773010254,0.10650306940078735,0.311522513628006,0.21756082773208618,0.19031541049480438,0.382815420627594,0.21968485414981842,0.17714062333106995,0.23342500627040863,0.20533707737922668
",",0.3365725874900818,0.26594072580337524,0.427140474319458,0.23678749799728394,0.20895273983478546,0.36674630641937256,0.21334654092788696,0.2965437173843384,0.40251094102859497,0.26549121737480164,0.4464869201183319,0.427140474319458,0.2696084678173065,0.22902092337608337,0.48126736283302307,0.3015086054801941,0.3769696354866028,0.31091248989105225
apparently,0.3567349910736084,0.24756719172000885,0.32767730951309204,0.23744583129882812,0.18554279208183289,0.39681220054626465,0.10395348072052002,0.41360393166542053,0.27585500478744507,0.11180105060338974,0.31799110770225525,0.32767730951309204,0.1859697848558426,0.22563374042510986,0.502131998538971,0.2779636085033417,0.442005455493927,0.3236613869667053
thinking,0.34874123334884644,0.18966619670391083,0.3122440576553345,0.21024568378925323,0.1130460873246193,0.3520364463329315,0.10369391739368439,0.5144306421279907,0.31144556403160095,0.22742922604084015,0.28851422667503357,0.3122440576553345,0.2346215546131134,0.26106730103492737,0.4056951701641083,0.33452484011650085,0.4003343880176544,0.3342305123806
norwood,0.16892924904823303,0.1909787803888321,0.262413889169693,0.3065635561943054,0.12263331562280655,0.16606858372688293,0.1543036550283432,0.13534128665924072,0.2447582632303238,0.21384650468826294,0.1709475815296173,0.262413889169693,0.15151451528072357,0.13817442953586578,0.1904950886964798,0.15406884253025055,0.14240926504135132,0.14529889822006226
had,0.36173108220100403,0.5161672234535217,0.34897568821907043,0.23278748989105225,0.21808868646621704,0.37526828050613403,0.17808352410793304,0.49726027250289917,0.43657350540161133,0.31333738565444946,0.3270139992237091,0.34897568821907043,0.14919538795948029,0.17875562608242035,0.4414518475532532,0.540525496006012,0.3714721202850342,0.20728366076946259
called,0.3151143789291382,0.2820189595222473,0.4868806302547455,0.25510016083717346,0.16520395874977112,0.39188069105148315,0.18616272509098053,0.4055027663707733,0.23139433562755585,1.0,0.29870352149009705,0.4868806302547455,0.1367136836051941,0.2362256795167923,0.34633150696754456,0.277748167514801,0.324552983045578,0.18963319063186646
a,0.36608949303627014,0.2347145676612854,1.0,0.2804825007915497,0.20093116164207458,0.44397395849227905,0.20581431686878204,0.3342154324054718,0.4393508732318878,0.4868806302547455,0.44038116931915283,1.0,0.25391897559165955,0.23604433238506317,0.44750767946243286,0.2552328109741211,0.3791346549987793,0.23916715383529663
fair,0.20172588527202606,0.13087520003318787,0.25391897559165955,0.20392759144306183,0.13640353083610535,0.18416519463062286,0.1374238133430481,0.20877760648727417,0.20586778223514557,0.1367136836051941,0.2144732028245926,0.25391897559165955,1.0000001192092896,0.1954221874475479,0.2707786560058594,0.2139674574136734,0.27417731285095215,0.22737592458724976
catch,0.23344027996063232,0.25965651869773865,0.23604433238506317,0.248251810669899,0.19514569640159607,0.3089941143989563,0.1944732367992401,0.2308044731616974,0.2060578614473343,0.2362256795167923,0.2616441547870636,0.23604433238506317,0.1954221874475479,1.0000001192092896,0.30049943923950195,0.21810436248779297,0.29384729266166687,0.28881779313087463
.,0.3541337847709656,0.28717702627182007,0.50484299659729,0.24676352739334106,0.25014954805374146,0.475719153881073,0.21414920687675476,0.3521888852119446,0.38061028718948364,0.300344854593277,0.4726039469242096,0.50484299659729,0.18155190348625183,0.26472583413124084,0.46573564410209656,0.35288307070732117,0.4824007451534271,0.4130953550338745
