,in,what,geographical,portion,of,wales,is,abercynon,located,?
1804,-0.04234183579683304,-0.05124351382255554,0.029433991760015488,0.0656370148062706,0.0047553651966154575,-0.13702848553657532,0.06664199382066727,-0.20192493498325348,0.01030176505446434,0.011757442727684975
",",0.5201468467712402,0.3087472915649414,0.2952534854412079,0.23716022074222565,0.4946078956127167,0.19783782958984375,0.4691906273365021,0.3272998631000519,0.2678719460964203,0.31091248989105225
the,0.6662389636039734,0.42745697498321533,0.3164447844028473,0.42017096281051636,0.733189046382904,0.23852568864822388,0.5823672413825989,0.31709733605384827,0.407527357339859,0.22068053483963013
world,0.3038199245929718,0.21669597923755646,0.18481597304344177,0.11241467297077179,0.2828933000564575,0.20330080389976501,0.24458536505699158,0.14346280694007874,0.1607932448387146,0.17579582333564758
's,-0.037580832839012146,0.02692362666130066,-0.026873378083109856,-0.014645480550825596,-0.03817026689648628,-0.09569765627384186,0.02396530658006668,-0.009116046130657196,-0.031078986823558807,-0.023395681753754616
first,0.4127444326877594,0.28086137771606445,0.16441944241523743,0.17015127837657928,0.3536086082458496,0.19307951629161835,0.30889374017715454,0.24485181272029877,0.17927506566047668,0.18701928853988647
railway,0.2326211929321289,0.16704553365707397,0.24879060685634613,0.2694772183895111,0.21322962641716003,0.24153657257556915,0.20497626066207886,0.36786460876464844,0.29704922437667847,0.07994066178798676
journey,0.1607937216758728,0.1740729808807373,0.17487363517284393,0.17109306156635284,0.19444577395915985,0.17720650136470795,0.18803170323371887,0.2325015813112259,0.10493900626897812,0.06391996890306473
took,0.2818296551704407,0.1316593885421753,0.121645487844944,0.10144326835870743,0.2766268849372864,0.17302323877811432,0.18076173961162567,0.1998467743396759,0.17096078395843506,0.14109265804290771
place,0.38128477334976196,0.2689766585826874,0.27409276366233826,0.21192969381809235,0.2685627043247223,0.1736362874507904,0.3122972249984741,0.12126409262418747,0.3141132593154907,0.2455766350030899
as,0.3887844979763031,0.31749409437179565,0.22378993034362793,0.22727736830711365,0.3886612355709076,0.2248159497976303,0.43216490745544434,0.17239545285701752,0.20928777754306793,0.27043893933296204
trevithick,0.3304753005504608,0.19898971915245056,0.17671212553977966,0.14531290531158447,0.2999076247215271,0.29067930579185486,0.24793951213359833,0.4686479866504669,0.2584092319011688,0.2125524878501892
's,-0.037580832839012146,0.02692362666130066,-0.026873378083109856,-0.014645480550825596,-0.03817026689648628,-0.09569765627384186,0.02396530658006668,-0.009116046130657196,-0.031078986823558807,-0.023395681753754616
unnamed,0.24712584912776947,0.19988253712654114,0.23407846689224243,0.23984915018081665,0.2358783483505249,0.2258942723274231,0.258220911026001,0.23645693063735962,0.18017910420894623,0.15394726395606995
steam,0.19852672517299652,0.15672586858272552,0.12601879239082336,0.11590062081813812,0.20239725708961487,0.19992054998874664,0.13029660284519196,0.2030356079339981,0.14150716364383698,0.113324373960495
locomotive,0.19649046659469604,0.13605007529258728,0.24032652378082275,0.14142808318138123,0.21016043424606323,0.1442752629518509,0.1682487428188324,0.22516798973083496,0.17611004412174225,0.10199091583490372
hauled,0.2113831788301468,0.15768182277679443,0.1029350757598877,0.13031212985515594,0.1641756147146225,0.20629873871803284,0.13895678520202637,0.3166475296020508,0.25339123606681824,0.20349560678005219
a,0.539380669593811,0.3320399522781372,0.2406260073184967,0.3207106590270996,0.5052502155303955,0.16283482313156128,0.658733606338501,0.24730058014392853,0.2605401277542114,0.23916715383529663
train,0.2214587926864624,0.203918918967247,0.08725923299789429,0.12530256807804108,0.16048036515712738,0.1754387468099594,0.15831241011619568,0.23864459991455078,0.18520548939704895,0.14194068312644958
along,0.3603311777114868,0.22421957552433014,0.17798611521720886,0.28882771730422974,0.34889817237854004,0.15706640481948853,0.23571021854877472,0.1757536232471466,0.25649192929267883,0.17134909331798553
the,0.6662389636039734,0.42745697498321533,0.3164447844028473,0.42017096281051636,0.733189046382904,0.23852568864822388,0.5823672413825989,0.31709733605384827,0.407527357339859,0.22068053483963013
tramway,0.21678026020526886,0.2608603835105896,0.24143873155117035,0.17725010216236115,0.1666957437992096,0.26655054092407227,0.23836807906627655,0.2953960597515106,0.2719634771347046,0.1270989626646042
from,0.4274188280105591,0.2737620174884796,0.1959545612335205,0.26234695315361023,0.4249346852302551,0.17945602536201477,0.27355384826660156,0.17822688817977905,0.2290649116039276,0.19969791173934937
the,0.6662389636039734,0.42745697498321533,0.3164447844028473,0.42017096281051636,0.733189046382904,0.23852568864822388,0.5823672413825989,0.31709733605384827,0.407527357339859,0.22068053483963013
pen-y-darren,0.22968770563602448,0.1778748333454132,0.14869926869869232,0.17167098820209503,0.20982076227664948,0.2955173850059509,0.2905087172985077,0.4479369521141052,0.1329655647277832,0.22408299148082733
ironworks,0.28005915880203247,0.1472932994365692,0.21323274075984955,0.17721804976463318,0.22780203819274902,0.3156628906726837,0.2789376676082611,0.3800210654735565,0.26436877250671387,0.11666838079690933
",",0.5201468467712402,0.3087472915649414,0.2952534854412079,0.23716022074222565,0.4946078956127167,0.19783782958984375,0.4691906273365021,0.3272998631000519,0.2678719460964203,0.31091248989105225
near,0.40211278200149536,0.19414293766021729,0.21826206147670746,0.1762743443250656,0.2651676535606384,0.143760547041893,0.25453904271125793,0.30978402495384216,0.4311690628528595,0.10734958201646805
merthyr,0.21884311735630035,0.10009980201721191,0.212080717086792,0.11199548840522766,0.21618257462978363,0.40783724188804626,0.20798376202583313,0.5230565667152405,0.237619549036026,0.18144433200359344
tydfil,0.19683896005153656,0.08868876844644547,0.22540178894996643,0.15395605564117432,0.2059936672449112,0.5136740207672119,0.22014448046684265,0.5361893177032471,0.23335346579551697,0.1899530440568924
to,0.45010748505592346,0.455847829580307,0.2409864366054535,0.3284904956817627,0.41548454761505127,0.23544639348983765,0.42745086550712585,0.2200891375541687,0.20850814878940582,0.29463258385658264
abercynon,0.31569069623947144,0.1239716187119484,0.1846572607755661,0.15337435901165009,0.2909471392631531,0.4278579354286194,0.22440627217292786,1.0,0.24976244568824768,0.15294891595840454
in,1.0,0.30808621644973755,0.25889667868614197,0.2811550498008728,0.5696388483047485,0.18714384734630585,0.5394441485404968,0.31569069623947144,0.35149815678596497,0.20430970191955566
south,0.33642083406448364,0.15388517081737518,0.3248985707759857,0.23982198536396027,0.33382371068000793,0.427888423204422,0.27680471539497375,0.38441935181617737,0.3639508783817291,0.12336621433496475
wales,0.18714384734630585,0.1505342721939087,0.2191879004240036,0.11667494475841522,0.23133093118667603,1.0000001192092896,0.1638261377811432,0.4278579354286194,0.1228979304432869,0.15627945959568024
.,0.5591574311256409,0.3567904531955719,0.24650725722312927,0.23307131230831146,0.5352458953857422,0.27743059396743774,0.4569662809371948,0.2908817529678345,0.28226932883262634,0.4130953550338745
