,for,each,of,the,28,member,states,",",how,many,commissioner,'s,are,represented,for,each,one,?
lisbon,0.2185828685760498,0.11659190058708191,0.23450347781181335,0.28707155585289,-0.2681536376476288,0.18051345646381378,0.19978110492229462,0.23894961178302765,0.137070894241333,0.14821872115135193,0.13592107594013214,0.006613059435039759,0.11987660825252533,0.1140422448515892,0.2185828685760498,0.11659190058708191,0.20836851000785828,0.14563871920108795
2007,-0.15897968411445618,-0.08554816991090775,-0.21244128048419952,-0.23657195270061493,0.2817205488681793,-0.1881634145975113,-0.23968714475631714,-0.24049624800682068,-0.09095048904418945,-0.19582313299179077,-0.19693279266357422,-0.07339024543762207,-0.08320420235395432,-0.17825086414813995,-0.15897968411445618,-0.08554816991090775,-0.20855121314525604,-0.1664225310087204
",",0.4464869201183319,0.207483172416687,0.4946078956127167,0.4933079481124878,-0.16259028017520905,0.25757819414138794,0.3315127193927765,1.0000001192092896,0.22659391164779663,0.40610817074775696,0.23213201761245728,-0.0016132977325469255,0.4062570035457611,0.3088570833206177,0.4464869201183319,0.207483172416687,0.3696635365486145,0.31091248989105225
there,0.3728419542312622,0.36370885372161865,0.44397735595703125,0.47025805711746216,-0.32558590173721313,0.12598513066768646,0.22680425643920898,0.4587128460407257,0.3328511416912079,0.4993700683116913,0.09770294278860092,-0.04860968142747879,0.5433560013771057,0.26125791668891907,0.3728419542312622,0.36370885372161865,0.43285492062568665,0.29405656456947327
remains,0.17435163259506226,0.1929900348186493,0.3198432922363281,0.3663966655731201,-0.1892331838607788,0.15772907435894012,0.1923036426305771,0.25045427680015564,0.1618891805410385,0.2797643840312958,0.177328959107399,0.023601576685905457,0.27946600317955017,0.23622001707553864,0.17435163259506226,0.1929900348186493,0.3811400830745697,0.1479063630104065
one,0.384836345911026,0.5339822173118591,0.4999135136604309,0.5514441132545471,-0.2762782573699951,0.25775790214538574,0.2856254577636719,0.3696635365486145,0.3213292360305786,0.4223630726337433,0.1288270205259323,0.06913424283266068,0.42537835240364075,0.3276631534099579,0.384836345911026,0.5339822173118591,1.0000001192092896,0.2673267424106598
commissioner,0.2248236984014511,0.15557821094989777,0.233353391289711,0.25271227955818176,-0.11130968481302261,0.31756213307380676,0.311882883310318,0.23213201761245728,0.1204458475112915,0.13924528658390045,1.0000001192092896,0.046484410762786865,0.14372238516807556,0.21425403654575348,0.2248236984014511,0.15557821094989777,0.1288270205259323,0.1209191158413887
for,0.9999999403953552,0.3044290542602539,0.4185989499092102,0.4739971458911896,-0.25278711318969727,0.2718653976917267,0.2496437132358551,0.4464869201183319,0.3308170735836029,0.40972793102264404,0.2248236984014511,-0.07241261005401611,0.3895993232727051,0.25933438539505005,0.9999999403953552,0.3044290542602539,0.384836345911026,0.264628142118454
each,0.3044290542602539,1.0,0.38460010290145874,0.470844566822052,-0.1531752347946167,0.12621234357357025,0.21922147274017334,0.207483172416687,0.4183253347873688,0.35348209738731384,0.15557821094989777,0.021750088781118393,0.39730963110923767,0.33643391728401184,0.3044290542602539,1.0,0.5339822173118591,0.21173812448978424
of,0.4185989499092102,0.38460010290145874,1.0,0.733189046382904,-0.2696417272090912,0.2701796889305115,0.30884552001953125,0.4946078956127167,0.2480744868516922,0.37253960967063904,0.233353391289711,-0.03817026689648628,0.39081433415412903,0.3891753554344177,0.4185989499092102,0.38460010290145874,0.4999135136604309,0.1826142966747284
the,0.4739971458911896,0.470844566822052,0.733189046382904,1.0,-0.31177106499671936,0.2806392312049866,0.3463578522205353,0.4933079481124878,0.33890387415885925,0.4335206151008606,0.25271227955818176,-0.01540423184633255,0.40399202704429626,0.3256146013736725,0.4739971458911896,0.470844566822052,0.5514441132545471,0.22068053483963013
28,-0.25278711318969727,-0.1531752347946167,-0.2696417272090912,-0.31177106499671936,1.0000001192092896,-0.0888582393527031,-0.19949877262115479,-0.16259028017520905,-0.11203539371490479,-0.3069208562374115,-0.11130968481302261,0.012857569381594658,-0.22781291604042053,-0.06128006801009178,-0.25278711318969727,-0.1531752347946167,-0.2762782573699951,-0.012856917455792427
member,0.2718653976917267,0.12621234357357025,0.2701796889305115,0.2806392312049866,-0.0888582393527031,0.9999998807907104,0.18290899693965912,0.25757819414138794,0.09643107652664185,0.11200715601444244,0.31756213307380676,-0.031640440225601196,0.16299262642860413,0.3956393599510193,0.2718653976917267,0.12621234357357025,0.25775790214538574,0.06826172769069672
states,0.2496437132358551,0.21922147274017334,0.30884552001953125,0.3463578522205353,-0.19949877262115479,0.18290899693965912,1.0,0.3315127193927765,0.20841296017169952,0.29976361989974976,0.311882883310318,-0.004298824816942215,0.1846873015165329,0.24635295569896698,0.2496437132358551,0.21922147274017334,0.2856254577636719,0.16272737085819244
",",0.4464869201183319,0.207483172416687,0.4946078956127167,0.4933079481124878,-0.16259028017520905,0.25757819414138794,0.3315127193927765,1.0000001192092896,0.22659391164779663,0.40610817074775696,0.23213201761245728,-0.0016132977325469255,0.4062570035457611,0.3088570833206177,0.4464869201183319,0.207483172416687,0.3696635365486145,0.31091248989105225
including,0.42507120966911316,0.25501370429992676,0.44195112586021423,0.3738902807235718,-0.1804657280445099,0.17538468539714813,0.2230973243713379,0.4127510190010071,0.20270724594593048,0.6119236350059509,0.16815106570720673,0.0074059427715837955,0.45025435090065,0.22142086923122406,0.42507120966911316,0.25501370429992676,0.3568016290664673,0.1633303165435791
the,0.4739971458911896,0.470844566822052,0.733189046382904,1.0,-0.31177106499671936,0.2806392312049866,0.3463578522205353,0.4933079481124878,0.33890387415885925,0.4335206151008606,0.25271227955818176,-0.01540423184633255,0.40399202704429626,0.3256146013736725,0.4739971458911896,0.470844566822052,0.5514441132545471,0.22068053483963013
president,0.17469504475593567,0.09665662795305252,0.21610750257968903,0.24330610036849976,-0.08269699662923813,0.2931678593158722,0.33416953682899475,0.26552814245224,0.1342112123966217,0.15858104825019836,0.3574775457382202,-0.08566092699766159,0.06442158669233322,0.18272671103477478,0.17469504475593567,0.09665662795305252,0.1732213944196701,0.14148259162902832
and,0.5064792633056641,0.2984027564525604,0.5116966962814331,0.5171257257461548,-0.21765437722206116,0.28606608510017395,0.2974761426448822,0.6633074283599854,0.33647966384887695,0.5296266674995422,0.26343652606010437,0.06895173341035843,0.48576638102531433,0.2506123185157776,0.5064792633056641,0.2984027564525604,0.42438167333602905,0.20544172823429108
the,0.4739971458911896,0.470844566822052,0.733189046382904,1.0,-0.31177106499671936,0.2806392312049866,0.3463578522205353,0.4933079481124878,0.33890387415885925,0.4335206151008606,0.25271227955818176,-0.01540423184633255,0.40399202704429626,0.3256146013736725,0.4739971458911896,0.470844566822052,0.5514441132545471,0.22068053483963013
high,0.1925620585680008,0.11048942059278488,0.2803038954734802,0.28034812211990356,-0.1443798840045929,0.07550837844610214,0.21651321649551392,0.27938312292099,0.16700881719589233,0.27441489696502686,0.26997509598731995,-0.04658069461584091,0.21708175539970398,0.11325981467962265,0.1925620585680008,0.11048942059278488,0.2040119767189026,0.11137914657592773
representative,0.2257537543773651,0.17895936965942383,0.31028270721435547,0.23411999642848969,-0.06056887283921242,0.4626818597316742,0.3626748025417328,0.28145894408226013,0.1407785415649414,0.10610289871692657,0.4065377414226532,-0.009114238433539867,0.08490537106990814,0.5992078185081482,0.2257537543773651,0.17895936965942383,0.23310545086860657,0.13044437766075134
for,0.9999999403953552,0.3044290542602539,0.4185989499092102,0.4739971458911896,-0.25278711318969727,0.2718653976917267,0.2496437132358551,0.4464869201183319,0.3308170735836029,0.40972793102264404,0.2248236984014511,-0.07241261005401611,0.3895993232727051,0.25933438539505005,0.9999999403953552,0.3044290542602539,0.384836345911026,0.264628142118454
foreign,0.3257881999015808,0.20553193986415863,0.25741127133369446,0.2946566939353943,-0.21565186977386475,0.2595948278903961,0.2659599483013153,0.2636609673500061,0.2628900706768036,0.29732653498649597,0.28655797243118286,-0.03933240845799446,0.18581871688365936,0.2322557270526886,0.3257881999015808,0.20553193986415863,0.18737047910690308,0.13770383596420288
and,0.5064792633056641,0.2984027564525604,0.5116966962814331,0.5171257257461548,-0.21765437722206116,0.28606608510017395,0.2974761426448822,0.6633074283599854,0.33647966384887695,0.5296266674995422,0.26343652606010437,0.06895173341035843,0.48576638102531433,0.2506123185157776,0.5064792633056641,0.2984027564525604,0.42438167333602905,0.20544172823429108
security,0.2820751667022705,0.17038431763648987,0.26905277371406555,0.2683938145637512,-0.1039428561925888,0.20897535979747772,0.26942938566207886,0.21305516362190247,0.1653275489807129,0.21784836053848267,0.33966919779777527,-0.05038785561919212,0.1891394853591919,0.15565764904022217,0.2820751667022705,0.17038431763648987,0.19539734721183777,0.13810279965400696
policy,0.2759707272052765,0.192391499876976,0.24393197894096375,0.2358427494764328,-0.10965190827846527,0.207378551363945,0.23547987639904022,0.2903050184249878,0.343195378780365,0.2228303849697113,0.22847045958042145,-0.07627277821302414,0.160745769739151,0.09729376435279846,0.2759707272052765,0.192391499876976,0.21257612109184265,0.30462446808815
(,0.3357032239437103,0.17427405714988708,0.35032153129577637,0.33289089798927307,0.03847827762365341,0.27166029810905457,0.21393048763275146,0.6363511681556702,0.1676948219537735,0.1455259770154953,0.18442502617835999,0.0012731997994706035,0.23263892531394958,0.22401557862758636,0.3357032239437103,0.17427405714988708,0.2922096848487854,0.40561532974243164
currently,0.4316125214099884,0.19868072867393494,0.2655649185180664,0.2945235073566437,-0.1614808738231659,0.21608906984329224,0.2091326117515564,0.33041635155677795,0.20420436561107635,0.25505611300468445,0.16865791380405426,-0.0480838343501091,0.3489539325237274,0.19777345657348633,0.4316125214099884,0.19868072867393494,0.29175806045532227,0.1861555278301239
federica,0.2095566987991333,0.17075541615486145,0.23237739503383636,0.25488120317459106,-0.1077730730175972,0.22489885985851288,0.2904815971851349,0.317716121673584,0.1255531758069992,0.21427598595619202,0.23413236439228058,0.016582027077674866,0.15174928307533264,0.14416998624801636,0.2095566987991333,0.17075541615486145,0.1844823956489563,0.22774741053581238
mogherini,0.20327381789684296,0.14655518531799316,0.31180158257484436,0.2846514582633972,-0.21605147421360016,0.21534346044063568,0.1810949742794037,0.4094177782535553,0.11856284737586975,0.21780337393283844,0.30006667971611023,0.09131182730197906,0.19546754658222198,0.18588204681873322,0.20327381789684296,0.14655518531799316,0.21476127207279205,0.1642206758260727
),0.3639558255672455,0.18692907691001892,0.3680361211299896,0.3456730246543884,0.0074751186184585094,0.26767680048942566,0.2059156745672226,0.63033527135849,0.17939934134483337,0.16602720320224762,0.1699664294719696,0.021107977256178856,0.2373749315738678,0.20974697172641754,0.3639558255672455,0.18692907691001892,0.31658053398132324,0.42300865054130554
.,0.4726039469242096,0.31204065680503845,0.5352458953857422,0.5934505462646484,-0.13279704749584198,0.19907453656196594,0.33941102027893066,0.6812511086463928,0.3287222981452942,0.3974229395389557,0.21794068813323975,-0.003708066651597619,0.3452940285205841,0.26645728945732117,0.4726039469242096,0.31204065680503845,0.4123194217681885,0.4130953550338745
