,what,island,does,the,cold,water,flow,of,the,rhine,and,lake,constance,flow,to,?
shore,0.12943395972251892,0.3867284655570984,0.09402059018611908,0.3241000175476074,0.24197880923748016,0.42498406767845154,0.17390994727611542,0.2842060625553131,0.3241000175476074,0.2514781057834625,0.2399257868528366,0.43894192576408386,0.20719367265701294,0.17390994727611542,0.20896434783935547,0.07139872014522552
of,0.33290785551071167,0.24887794256210327,0.3119818866252899,0.733189046382904,0.22852186858654022,0.2741255462169647,0.2407451719045639,1.0,0.733189046382904,0.2548927664756775,0.5116966962814331,0.23993153870105743,0.28979653120040894,0.2407451719045639,0.41548454761505127,0.1826142966747284
the,0.42745697498321533,0.2837921977043152,0.35928019881248474,1.0,0.2897129952907562,0.297396719455719,0.314039409160614,0.733189046382904,1.0,0.30735138058662415,0.5171257257461548,0.24325428903102875,0.23177717626094818,0.314039409160614,0.535392165184021,0.22068053483963013
lake,0.17778855562210083,0.2951333820819855,0.10660015791654587,0.24325428903102875,0.1970924288034439,0.40283486247062683,0.283983439207077,0.23993153870105743,0.24325428903102875,0.22246339917182922,0.234501451253891,1.0000001192092896,0.30982735753059387,0.283983439207077,0.16680742800235748,0.07226386666297913
",",0.3087472915649414,0.2801448106765747,0.28617382049560547,0.4933079481124878,0.2868689298629761,0.26706066727638245,0.23027558624744415,0.4946078956127167,0.4933079481124878,0.167837992310524,0.6633074283599854,0.2802521586418152,0.3135715425014496,0.23027558624744415,0.44245919585227966,0.31091248989105225
off,0.2350364625453949,0.21772602200508118,0.18683460354804993,0.2773582935333252,0.18296493589878082,0.21829162538051605,0.1783601939678192,0.20023372769355774,0.2773582935333252,0.11849353462457657,0.2800697982311249,0.11362159997224808,0.11112795025110245,0.1783601939678192,0.3533020317554474,0.12937544286251068
the,0.42745697498321533,0.2837921977043152,0.35928019881248474,1.0,0.2897129952907562,0.297396719455719,0.314039409160614,0.733189046382904,1.0,0.30735138058662415,0.5171257257461548,0.24325428903102875,0.23177717626094818,0.314039409160614,0.535392165184021,0.22068053483963013
island,0.1299295574426651,1.0000001192092896,0.08950044214725494,0.2837921977043152,0.10253830999135971,0.20661894977092743,0.0772620216012001,0.24887794256210327,0.2837921977043152,0.21238264441490173,0.25724759697914124,0.2951333820819855,0.13677921891212463,0.0772620216012001,0.18618161976337433,0.0887429490685463
of,0.33290785551071167,0.24887794256210327,0.3119818866252899,0.733189046382904,0.22852186858654022,0.2741255462169647,0.2407451719045639,1.0,0.733189046382904,0.2548927664756775,0.5116966962814331,0.23993153870105743,0.28979653120040894,0.2407451719045639,0.41548454761505127,0.1826142966747284
lindau,0.07196268439292908,0.2497100979089737,0.05472602695226669,0.2519412040710449,0.1910235434770584,0.16070879995822906,0.14750388264656067,0.2066459357738495,0.2519412040710449,0.4362809658050537,0.17908979952335358,0.27916643023490906,0.40656566619873047,0.14750388264656067,0.14443129301071167,0.08170802146196365
.,0.3567904531955719,0.2574456036090851,0.3022993505001068,0.5934505462646484,0.253801554441452,0.26634910702705383,0.191733717918396,0.5352458953857422,0.5934505462646484,0.2089352011680603,0.588965117931366,0.18603695929050446,0.2745775878429413,0.191733717918396,0.4645031690597534,0.4130953550338745
,what,island,does,the,cold,water,flow,of,the,rhine,and,lake,constance,flow,to,?
a,0.3320399522781372,0.2505504786968231,0.38201746344566345,0.5829201340675354,0.20269304513931274,0.2979097068309784,0.21422207355499268,0.5052502155303955,0.5829201340675354,0.1823403388261795,0.3739250600337982,0.20924630761146545,0.23229745030403137,0.21422207355499268,0.45503583550453186,0.23916715383529663
small,0.2504110634326935,0.2635875642299652,0.21227838099002838,0.39655908942222595,0.17170469462871552,0.3081543445587158,0.2005431056022644,0.353353351354599,0.39655908942222595,0.17500995099544525,0.35207539796829224,0.1867966204881668,0.1712782382965088,0.2005431056022644,0.3054737150669098,0.13914890587329865
fraction,0.2630118429660797,0.10928953438997269,0.20359835028648376,0.20450231432914734,0.10113727301359177,0.23855814337730408,0.2706305682659149,0.21060217916965485,0.20450231432914734,0.1257021427154541,0.20281121134757996,0.13551469147205353,0.21396228671073914,0.2706305682659149,0.22798679769039154,0.18103548884391785
of,0.33290785551071167,0.24887794256210327,0.3119818866252899,0.733189046382904,0.22852186858654022,0.2741255462169647,0.2407451719045639,1.0,0.733189046382904,0.2548927664756775,0.5116966962814331,0.23993153870105743,0.28979653120040894,0.2407451719045639,0.41548454761505127,0.1826142966747284
the,0.42745697498321533,0.2837921977043152,0.35928019881248474,1.0,0.2897129952907562,0.297396719455719,0.314039409160614,0.733189046382904,1.0,0.30735138058662415,0.5171257257461548,0.24325428903102875,0.23177717626094818,0.314039409160614,0.535392165184021,0.22068053483963013
flow,0.1798735409975052,0.0772620216012001,0.21734505891799927,0.314039409160614,0.23146981000900269,0.4377398192882538,0.9999999403953552,0.2407451719045639,0.314039409160614,0.20253489911556244,0.2773895561695099,0.283983439207077,0.2329467087984085,0.9999999403953552,0.27439337968826294,0.10458291321992874
is,0.28837618231773376,0.2365664541721344,0.4403602182865143,0.5823672413825989,0.2065940797328949,0.2879090905189514,0.26788079738616943,0.4854315221309662,0.5823672413825989,0.15617261826992035,0.3859752118587494,0.22300897538661957,0.2383592426776886,0.26788079738616943,0.42745086550712585,0.22961433231830597
diverted,0.15211139619350433,0.21081581711769104,0.2145165652036667,0.32217684388160706,0.14915461838245392,0.35389941930770874,0.3027724027633667,0.27397313714027405,0.32217684388160706,0.15865196287631989,0.2615058124065399,0.27910399436950684,0.17854103446006775,0.3027724027633667,0.2756052613258362,0.03732670471072197
off,0.2350364625453949,0.21772602200508118,0.18683460354804993,0.2773582935333252,0.18296493589878082,0.21829162538051605,0.1783601939678192,0.20023372769355774,0.2773582935333252,0.11849353462457657,0.2800697982311249,0.11362159997224808,0.11112795025110245,0.1783601939678192,0.3533020317554474,0.12937544286251068
the,0.42745697498321533,0.2837921977043152,0.35928019881248474,1.0,0.2897129952907562,0.297396719455719,0.314039409160614,0.733189046382904,1.0,0.30735138058662415,0.5171257257461548,0.24325428903102875,0.23177717626094818,0.314039409160614,0.535392165184021,0.22068053483963013
island,0.1299295574426651,1.0000001192092896,0.08950044214725494,0.2837921977043152,0.10253830999135971,0.20661894977092743,0.0772620216012001,0.24887794256210327,0.2837921977043152,0.21238264441490173,0.25724759697914124,0.2951333820819855,0.13677921891212463,0.0772620216012001,0.18618161976337433,0.0887429490685463
of,0.33290785551071167,0.24887794256210327,0.3119818866252899,0.733189046382904,0.22852186858654022,0.2741255462169647,0.2407451719045639,1.0,0.733189046382904,0.2548927664756775,0.5116966962814331,0.23993153870105743,0.28979653120040894,0.2407451719045639,0.41548454761505127,0.1826142966747284
mainau,0.14437690377235413,0.3124959468841553,0.15097655355930328,0.30032846331596375,0.12024321407079697,0.1526695191860199,0.15208682417869568,0.3564479947090149,0.30032846331596375,0.48716267943382263,0.28025099635124207,0.1624699980020523,0.4094140827655792,0.15208682417869568,0.191581130027771,0.18347427248954773
into,0.2180619090795517,0.11669919639825821,0.22312942147254944,0.39493247866630554,0.20739319920539856,0.2901814877986908,0.26189538836479187,0.32255905866622925,0.39493247866630554,0.1991104632616043,0.36597734689712524,0.1555050164461136,0.16675768792629242,0.26189538836479187,0.38810545206069946,0.15662476420402527
lake,0.17778855562210083,0.2951333820819855,0.10660015791654587,0.24325428903102875,0.1970924288034439,0.40283486247062683,0.283983439207077,0.23993153870105743,0.24325428903102875,0.22246339917182922,0.234501451253891,1.0000001192092896,0.30982735753059387,0.283983439207077,0.16680742800235748,0.07226386666297913
überlingen,0.13348805904388428,0.12021753191947937,0.07057905197143555,0.22370602190494537,0.14910686016082764,0.060317400842905045,0.04257151484489441,0.2500878572463989,0.22370602190494537,0.569394588470459,0.18077635765075684,0.17476817965507507,0.37725830078125,0.04257151484489441,0.12540435791015625,0.12143563479185104
.,0.3567904531955719,0.2574456036090851,0.3022993505001068,0.5934505462646484,0.253801554441452,0.26634910702705383,0.191733717918396,0.5352458953857422,0.5934505462646484,0.2089352011680603,0.588965117931366,0.18603695929050446,0.2745775878429413,0.191733717918396,0.4645031690597534,0.4130953550338745
