,what,types,of,work,did,the,han,do,in,central,asia,?
the,0.42745697498321533,0.23509301245212555,0.733189046382904,0.2704800069332123,0.34736719727516174,1.0,0.253618985414505,0.30239659547805786,0.6662389636039734,0.3417201042175293,0.2838890850543976,0.22068053483963013
mongols,0.171964630484581,0.13442778587341309,0.23517343401908875,0.14505989849567413,0.21908389031887054,0.310281366109848,0.42487093806266785,0.17528194189071655,0.22694018483161926,0.20366254448890686,0.34423312544822693,0.11517509818077087
where,0.4457937180995941,0.23438596725463867,0.38066378235816956,0.2737104296684265,0.24159270524978638,0.5003893971443176,0.1454412341117859,0.2949419915676117,0.5344807505607605,0.24971573054790497,0.21505002677440643,0.24793872237205505
they,0.4431931674480438,0.34538209438323975,0.3426007330417633,0.2948459982872009,0.4879390597343445,0.49925389885902405,0.1845805048942566,0.4667694866657257,0.4330179989337921,0.17739756405353546,0.30002743005752563,0.2753053903579712
worked,0.168898344039917,0.12064138054847717,0.2398757040500641,0.5897743105888367,0.3377852141857147,0.22615844011306763,0.08262094855308533,0.18457072973251343,0.28707414865493774,0.11440139263868332,0.11737239360809326,0.0901828184723854
as,0.31749409437179565,0.2006441354751587,0.3886612355709076,0.32418152689933777,0.3596470057964325,0.48381632566452026,0.2899182438850403,0.38329678773880005,0.3887844979763031,0.1581166535615921,0.18690064549446106,0.27043893933296204
artisans,0.18137617409229279,0.15649403631687164,0.22061841189861298,0.30042800307273865,0.2516856789588928,0.22881002724170685,0.20003458857536316,0.2017364203929901,0.19506068527698517,0.14067678153514862,0.1916278898715973,0.1264987587928772
and,0.31309178471565247,0.3014242649078369,0.5116966962814331,0.37551814317703247,0.34479495882987976,0.5171257257461548,0.21331742405891418,0.276123583316803,0.4954058527946472,0.2465941160917282,0.26469188928604126,0.20544172823429108
farmers,0.1917133629322052,0.2032734602689743,0.22498635947704315,0.2535991370677948,0.2618783712387085,0.25515636801719666,0.16397950053215027,0.2140924334526062,0.22130997478961945,0.22526775300502777,0.19704841077327728,0.15014515817165375
.,0.3567904531955719,0.2097296416759491,0.5352458953857422,0.33121398091316223,0.35288307070732117,0.5934505462646484,0.22765392065048218,0.3613996207714081,0.5591574311256409,0.3193301260471344,0.25331494212150574,0.4130953550338745
