,what,administration,did,ludwig,mies,van,der,rohe,designa,buiding,?
",",0.3087472915649414,0.25292783975601196,0.3015086054801941,0.20980343222618103,0.24068666994571686,0.19418825209140778,0.18798865377902985,0.2924548387527466,0.19738106429576874,0.309129923582077,0.31091248989105225
and,0.31309178471565247,0.29629963636398315,0.34479495882987976,0.2491340935230255,0.23311036825180054,0.19961349666118622,0.19133098423480988,0.2746376097202301,0.1427849531173706,0.3491978347301483,0.20544172823429108
the,0.42745697498321533,0.3083578944206238,0.34736719727516174,0.19800813496112823,0.16879943013191223,0.13541297614574432,0.1982923448085785,0.2448209971189499,0.23902779817581177,0.39103463292121887,0.22068053483963013
regenstein,0.1729750633239746,0.14458481967449188,0.15426355600357056,0.4513435363769531,0.3440530300140381,0.13321803510189056,0.3271838426589966,0.45234015583992004,0.1967468410730362,0.16137872636318207,0.1211707666516304
library,0.19149379432201385,0.32457610964775085,0.1352662295103073,0.1682368516921997,0.19799885153770447,0.035407137125730515,0.10005784034729004,0.2087855190038681,0.19765840470790863,0.08804867416620255,0.18938742578029633
",",0.3087472915649414,0.25292783975601196,0.3015086054801941,0.20980343222618103,0.24068666994571686,0.19418825209140778,0.18798865377902985,0.2924548387527466,0.19738106429576874,0.309129923582077,0.31091248989105225
the,0.42745697498321533,0.3083578944206238,0.34736719727516174,0.19800813496112823,0.16879943013191223,0.13541297614574432,0.1982923448085785,0.2448209971189499,0.23902779817581177,0.39103463292121887,0.22068053483963013
largest,0.13463157415390015,0.17855563759803772,0.12612280249595642,0.14867565035820007,0.15232665836811066,0.08095704764127731,0.09458027780056,0.19286790490150452,0.19110314548015594,0.18134818971157074,0.12401245534420013
building,0.23529528081417084,0.30530214309692383,0.14995639026165009,0.17742133140563965,0.24223895370960236,0.10837893933057785,0.13125525414943695,0.38264861702919006,0.31009531021118164,0.38552382588386536,0.13549931347370148
on,0.34226128458976746,0.18321560323238373,0.2670976221561432,0.07195737212896347,0.14956609904766083,0.18874120712280273,0.2015618532896042,0.20081010460853577,0.18405333161354065,0.25233227014541626,0.2714994251728058
campus,0.13670016825199127,0.2692607045173645,0.08698362857103348,0.15756437182426453,0.294040709733963,0.16790442168712616,0.14327454566955566,0.3174244165420532,0.22808386385440826,0.16481100022792816,0.06952692568302155
",",0.3087472915649414,0.25292783975601196,0.3015086054801941,0.20980343222618103,0.24068666994571686,0.19418825209140778,0.18798865377902985,0.2924548387527466,0.19738106429576874,0.309129923582077,0.31091248989105225
a,0.3320399522781372,0.2251184731721878,0.2552328109741211,0.15033851563930511,0.09036523848772049,0.17539796233177185,0.1786900907754898,0.2247045487165451,0.2723904848098755,0.344167560338974,0.23916715383529663
brutalist,0.1377112716436386,0.15695179998874664,0.22623401880264282,0.23913142085075378,0.25099891424179077,0.20580033957958221,0.1972704529762268,0.2592686116695404,0.020183943212032318,0.26555007696151733,0.10340497642755508
structure,0.27351704239845276,0.2252376526594162,0.1695220172405243,0.13396461308002472,0.16391879320144653,0.0696721002459526,0.17122919857501984,0.23499077558517456,0.21447910368442535,0.34453722834587097,0.1770772784948349
designed,0.15902110934257507,0.21602706611156464,0.24120000004768372,0.16412270069122314,0.27974000573158264,0.12053734064102173,0.07754956185817719,0.3166027367115021,0.5809101462364197,0.3506855070590973,0.11213942617177963
by,0.2455483376979828,0.19045937061309814,0.18574509024620056,0.25224435329437256,0.18418452143669128,0.2223927229642868,0.19053760170936584,0.1962203085422516,0.18703621625900269,0.3222094178199768,0.17966607213020325
walter,0.11522015184164047,0.17533764243125916,0.13293832540512085,0.3706022799015045,0.2890367805957794,0.23409558832645416,0.2622148394584656,0.36175447702407837,0.18801921606063843,0.1413014680147171,0.1297207623720169
netsch,0.21096031367778778,0.2182839959859848,0.1684488207101822,0.3950624465942383,0.28853002190589905,0.2829124629497528,0.40726804733276367,0.49929681420326233,0.21155670285224915,0.2245362401008606,0.2696406841278076
of,0.33290785551071167,0.3326551914215088,0.2513895630836487,0.2215314656496048,0.1523175835609436,0.16833904385566711,0.2241462916135788,0.2815839648246765,0.22265669703483582,0.2964304983615875,0.1826142966747284
the,0.42745697498321533,0.3083578944206238,0.34736719727516174,0.19800813496112823,0.16879943013191223,0.13541297614574432,0.1982923448085785,0.2448209971189499,0.23902779817581177,0.39103463292121887,0.22068053483963013
chicago,0.1521448791027069,0.18673579394817352,0.1900576800107956,0.21081121265888214,0.24017333984375,0.1762293428182602,0.18670842051506042,0.28921663761138916,0.1579519659280777,0.213740274310112,0.16446958482265472
firm,0.15721003711223602,0.23697492480278015,0.1511942446231842,0.15376362204551697,0.21034573018550873,0.0668485090136528,0.08882931619882584,0.24949081242084503,0.12170164287090302,0.22281114757061005,0.08762375265359879
skidmore,0.21542373299598694,0.23910683393478394,0.20840109884738922,0.24880757927894592,0.3183876574039459,0.22243785858154297,0.18426790833473206,0.41808027029037476,0.2999346852302551,0.2698684334754944,0.23991279304027557
",",0.3087472915649414,0.25292783975601196,0.3015086054801941,0.20980343222618103,0.24068666994571686,0.19418825209140778,0.18798865377902985,0.2924548387527466,0.19738106429576874,0.309129923582077,0.31091248989105225
owings,0.1578647345304489,0.2471216768026352,0.22044064104557037,0.21857869625091553,0.3765195906162262,0.18823352456092834,0.18222233653068542,0.3540639877319336,0.22548678517341614,0.2828502655029297,0.16394247114658356
&,0.11141876131296158,0.19455231726169586,0.160298690199852,0.1423492431640625,0.14506469666957855,0.21736280620098114,0.169080451130867,0.20089121162891388,0.07095425575971603,0.11714700609445572,0.12596383690834045
merrill,0.13052359223365784,0.19314540922641754,0.13188304007053375,0.29798799753189087,0.27012476325035095,0.1878494918346405,0.18479807674884796,0.4203358590602875,0.26223260164260864,0.11082767695188522,0.20821063220500946
.,0.3567904531955719,0.28375473618507385,0.35288307070732117,0.1786140650510788,0.1943545937538147,0.17729580402374268,0.19881920516490936,0.2626844346523285,0.22789841890335083,0.31631189584732056,0.4130953550338745
