,which,italian,that,is,credited,with,the,creating,the,baroque,style,of,sculpture,is,represented,in,the,v,&,a,'s,british,galleries,?
marot,0.24998411536216736,0.29633957147598267,0.3020230233669281,0.24179375171661377,0.25457945466041565,0.2415851205587387,0.28634151816368103,0.1324479877948761,0.28634151816368103,0.35158443450927734,0.19652371108531952,0.2118031531572342,0.28402894735336304,0.24179375171661377,0.18143987655639648,0.31687596440315247,0.28634151816368103,0.05433616042137146,0.13744577765464783,0.268941730260849,0.017668768763542175,0.18032728135585785,0.24207821488380432,0.24480891227722168
",",0.3658004403114319,0.2153971791267395,0.4137537479400635,0.4691906273365021,0.24781621992588043,0.4120737314224243,0.4933079481124878,0.27134549617767334,0.4933079481124878,0.2697402238845825,0.2071632742881775,0.4946078956127167,0.2533513307571411,0.4691906273365021,0.3088570833206177,0.5201468467712402,0.4933079481124878,0.22053663432598114,0.2516871392726898,0.427140474319458,-0.0016132977325469255,0.25734075903892517,0.2487238645553589,0.31091248989105225
louis,0.14282557368278503,0.18092937767505646,0.1650059074163437,0.14816492795944214,0.19053183495998383,0.1528971940279007,0.22078758478164673,0.12086838483810425,0.22078758478164673,0.16791516542434692,0.18118204176425934,0.22437675297260284,0.15210141241550446,0.14816492795944214,0.12549914419651031,0.2117311805486679,0.22078758478164673,0.13349977135658264,0.11590763926506042,0.17078496515750885,0.06499256193637848,0.18206541240215302,0.19579792022705078,0.09819188714027405
laguerre,0.20567816495895386,0.229252427816391,0.18552327156066895,0.23059958219528198,0.16855527460575104,0.21080243587493896,0.2796163260936737,0.19108068943023682,0.2796163260936737,0.22617565095424652,0.18283583223819733,0.30304673314094543,0.2655768394470215,0.23059958219528198,0.1410246044397354,0.2897040843963623,0.2796163260936737,0.2400192767381668,0.17808982729911804,0.26976943016052246,-0.0013514370657503605,0.18739841878414154,0.26164889335632324,0.18977542221546173
",",0.3658004403114319,0.2153971791267395,0.4137537479400635,0.4691906273365021,0.24781621992588043,0.4120737314224243,0.4933079481124878,0.27134549617767334,0.4933079481124878,0.2697402238845825,0.2071632742881775,0.4946078956127167,0.2533513307571411,0.4691906273365021,0.3088570833206177,0.5201468467712402,0.4933079481124878,0.22053663432598114,0.2516871392726898,0.427140474319458,-0.0016132977325469255,0.25734075903892517,0.2487238645553589,0.31091248989105225
antonio,0.17034529149532318,0.3807247281074524,0.18656514585018158,0.10257551819086075,0.22031572461128235,0.15886957943439484,0.2070869356393814,0.18507061898708344,0.2070869356393814,0.2890205383300781,0.22743122279644012,0.2094241827726364,0.15888769924640656,0.10257551819086075,0.06810407340526581,0.16966992616653442,0.2070869356393814,0.1799592673778534,0.08665228635072708,0.15162940323352814,0.02433818206191063,0.15072613954544067,0.16836705803871155,0.09923860430717468
verrio,0.16076302528381348,0.3812628984451294,0.23251351714134216,0.17778046429157257,0.2093503475189209,0.19191917777061462,0.1978490650653839,0.2144918590784073,0.1978490650653839,0.344897598028183,0.25530102849006653,0.13358087837696075,0.25569531321525574,0.17778046429157257,0.15446221828460693,0.1894386112689972,0.1978490650653839,0.24335505068302155,0.11119163781404495,0.24842163920402527,-0.011785724200308323,0.17311522364616394,0.21000215411186218,0.2797500193119049
",",0.3658004403114319,0.2153971791267395,0.4137537479400635,0.4691906273365021,0.24781621992588043,0.4120737314224243,0.4933079481124878,0.27134549617767334,0.4933079481124878,0.2697402238845825,0.2071632742881775,0.4946078956127167,0.2533513307571411,0.4691906273365021,0.3088570833206177,0.5201468467712402,0.4933079481124878,0.22053663432598114,0.2516871392726898,0.427140474319458,-0.0016132977325469255,0.25734075903892517,0.2487238645553589,0.31091248989105225
sir,0.16247086226940155,0.1451949030160904,0.2038590908050537,0.17222478985786438,0.12280081957578659,0.1556212604045868,0.20237073302268982,0.0990041047334671,0.20237073302268982,0.20919619500637054,0.16287796199321747,0.17569157481193542,0.13011455535888672,0.17222478985786438,0.1201157197356224,0.2226593792438507,0.20237073302268982,0.14777131378650665,0.1190008744597435,0.1604013890028,-0.04094419255852699,0.41750556230545044,0.1749599426984787,0.10503887385129929
james,0.18419533967971802,0.19385141134262085,0.16290196776390076,0.1426199972629547,0.1494179219007492,0.19248859584331512,0.22481533885002136,0.11163792014122009,0.22481533885002136,0.1463061422109604,0.13069798052310944,0.18323110044002533,0.11481913924217224,0.1426199972629547,0.11038950085639954,0.1994210183620453,0.22481533885002136,0.17797860503196716,0.15583685040473938,0.19130736589431763,0.043919146060943604,0.2310495674610138,0.10231363028287888,0.12139993160963058
thornhill,0.23315709829330444,0.14846253395080566,0.1501125693321228,0.202246755361557,0.16142532229423523,0.19515711069107056,0.3122697174549103,0.09474952518939972,0.3122697174549103,0.2123337686061859,0.12281523644924164,0.3262285590171814,0.28837069869041443,0.202246755361557,0.23240186274051666,0.25039827823638916,0.3122697174549103,0.21477162837982178,0.23537711799144745,0.29255741834640503,0.08119385689496994,0.28201982378959656,0.22990597784519196,0.14146949350833893
",",0.3658004403114319,0.2153971791267395,0.4137537479400635,0.4691906273365021,0.24781621992588043,0.4120737314224243,0.4933079481124878,0.27134549617767334,0.4933079481124878,0.2697402238845825,0.2071632742881775,0.4946078956127167,0.2533513307571411,0.4691906273365021,0.3088570833206177,0.5201468467712402,0.4933079481124878,0.22053663432598114,0.2516871392726898,0.427140474319458,-0.0016132977325469255,0.25734075903892517,0.2487238645553589,0.31091248989105225
william,0.13988013565540314,0.15979883074760437,0.20143915712833405,0.13717274367809296,0.14298561215400696,0.121340811252594,0.21537061035633087,0.13971897959709167,0.21537061035633087,0.2009609192609787,0.12284908443689346,0.20272590219974518,0.17030030488967896,0.13717274367809296,0.07601814717054367,0.21605195105075836,0.21537061035633087,0.18227645754814148,0.1375914216041565,0.19269351661205292,0.00675395829603076,0.21299338340759277,0.14332754909992218,0.14462219178676605
kent,0.15957725048065186,0.13083086907863617,0.13502593338489532,0.16878673434257507,0.18021121621131897,0.13954730331897736,0.20858485996723175,0.16010963916778564,0.20858485996723175,0.13764671981334686,0.13774892687797546,0.2205689400434494,0.0882464051246643,0.16878673434257507,0.11890432983636856,0.23583711683750153,0.20858485996723175,0.2032989114522934,0.07557078450918198,0.1918581873178482,-0.041012316942214966,0.21938662230968475,0.17144592106342316,0.14343582093715668
",",0.3658004403114319,0.2153971791267395,0.4137537479400635,0.4691906273365021,0.24781621992588043,0.4120737314224243,0.4933079481124878,0.27134549617767334,0.4933079481124878,0.2697402238845825,0.2071632742881775,0.4946078956127167,0.2533513307571411,0.4691906273365021,0.3088570833206177,0.5201468467712402,0.4933079481124878,0.22053663432598114,0.2516871392726898,0.427140474319458,-0.0016132977325469255,0.25734075903892517,0.2487238645553589,0.31091248989105225
robert,0.14939574897289276,0.20594924688339233,0.17482081055641174,0.16191203892230988,0.21821679174900055,0.19348889589309692,0.2257954627275467,0.13724550604820251,0.2257954627275467,0.18765512108802795,0.14095555245876312,0.2398476004600525,0.12208210676908493,0.16191203892230988,0.1261799931526184,0.22155319154262543,0.2257954627275467,0.1894712895154953,0.1899324357509613,0.2100449502468109,0.028171386569738388,0.21642407774925232,0.12648284435272217,0.11293095350265503
adam,0.12085037678480148,0.12499451637268066,0.20288774371147156,0.17023596167564392,0.2133900672197342,0.14461888372898102,0.18194441497325897,0.19145046174526215,0.18194441497325897,0.14549753069877625,0.07020001858472824,0.1344785839319229,0.17724381387233734,0.17023596167564392,0.1601180136203766,0.14893478155136108,0.18194441497325897,0.1235775426030159,0.14104662835597992,0.13920973241329193,-0.014382762834429741,0.190736785531044,0.1214505061507225,0.12292556464672089
",",0.3658004403114319,0.2153971791267395,0.4137537479400635,0.4691906273365021,0.24781621992588043,0.4120737314224243,0.4933079481124878,0.27134549617767334,0.4933079481124878,0.2697402238845825,0.2071632742881775,0.4946078956127167,0.2533513307571411,0.4691906273365021,0.3088570833206177,0.5201468467712402,0.4933079481124878,0.22053663432598114,0.2516871392726898,0.427140474319458,-0.0016132977325469255,0.25734075903892517,0.2487238645553589,0.31091248989105225
josiah,0.19199149310588837,0.12936291098594666,0.25847628712654114,0.1257765293121338,0.14263670146465302,0.09727824479341507,0.1773129254579544,0.15482337772846222,0.1773129254579544,0.12701547145843506,0.1484016329050064,0.2083442211151123,0.21501967310905457,0.1257765293121338,0.15784598886966705,0.14430217444896698,0.1773129254579544,0.13919702172279358,0.15524137020111084,0.152485653758049,-0.010122883133590221,0.32903921604156494,0.1535307615995407,0.11097413301467896
wedgwood,0.18543557822704315,0.17752650380134583,0.19143621623516083,0.2321276217699051,0.26941949129104614,0.134800523519516,0.22099289298057556,0.12460269033908844,0.22099289298057556,0.251411110162735,0.12690620124340057,0.23038503527641296,0.29640650749206543,0.2321276217699051,0.18059010803699493,0.17936843633651733,0.22099289298057556,0.23025809228420258,0.19478556513786316,0.24257241189479828,0.0607338473200798,0.32258304953575134,0.27962419390678406,0.14017069339752197
",",0.3658004403114319,0.2153971791267395,0.4137537479400635,0.4691906273365021,0.24781621992588043,0.4120737314224243,0.4933079481124878,0.27134549617767334,0.4933079481124878,0.2697402238845825,0.2071632742881775,0.4946078956127167,0.2533513307571411,0.4691906273365021,0.3088570833206177,0.5201468467712402,0.4933079481124878,0.22053663432598114,0.2516871392726898,0.427140474319458,-0.0016132977325469255,0.25734075903892517,0.2487238645553589,0.31091248989105225
matthew,0.20914439857006073,0.1676327884197235,0.23421569168567657,0.2185521125793457,0.19114170968532562,0.12848933041095734,0.22876815497875214,0.21339191496372223,0.22876815497875214,0.15232782065868378,0.1298898160457611,0.16816847026348114,0.1083923950791359,0.2185521125793457,0.11570272594690323,0.19319626688957214,0.22876815497875214,0.15213792026042938,0.07120523601770401,0.19360961019992828,0.054623790085315704,0.22048412263393402,0.09280124306678772,0.08641620725393295
boulton,0.2425260841846466,0.21599911153316498,0.18389853835105896,0.22711196541786194,0.18861626088619232,0.21132883429527283,0.22854043543338776,0.15825283527374268,0.22854043543338776,0.20479142665863037,0.09981009364128113,0.21138660609722137,0.17868220806121826,0.22711196541786194,0.11777432262897491,0.2572387158870697,0.22854043543338776,0.17490501701831818,0.1532636284828186,0.27316737174987793,0.07558367401361465,0.3416956067085266,0.2427622228860855,0.10306169092655182
",",0.3658004403114319,0.2153971791267395,0.4137537479400635,0.4691906273365021,0.24781621992588043,0.4120737314224243,0.4933079481124878,0.27134549617767334,0.4933079481124878,0.2697402238845825,0.2071632742881775,0.4946078956127167,0.2533513307571411,0.4691906273365021,0.3088570833206177,0.5201468467712402,0.4933079481124878,0.22053663432598114,0.2516871392726898,0.427140474319458,-0.0016132977325469255,0.25734075903892517,0.2487238645553589,0.31091248989105225
canova,0.1270567774772644,0.3151196837425232,0.10601203143596649,0.12588976323604584,0.19797010719776154,0.1371539831161499,0.1480957269668579,0.1268990933895111,0.1480957269668579,0.2775789797306061,0.1816231608390808,0.164169043302536,0.3130367398262024,0.12588976323604584,0.1234448254108429,0.16344515979290009,0.1480957269668579,0.1607472449541092,0.15932177007198334,0.18949854373931885,0.004703989718109369,0.13316631317138672,0.2673511207103729,0.15430040657520294
",",0.3658004403114319,0.2153971791267395,0.4137537479400635,0.4691906273365021,0.24781621992588043,0.4120737314224243,0.4933079481124878,0.27134549617767334,0.4933079481124878,0.2697402238845825,0.2071632742881775,0.4946078956127167,0.2533513307571411,0.4691906273365021,0.3088570833206177,0.5201468467712402,0.4933079481124878,0.22053663432598114,0.2516871392726898,0.427140474319458,-0.0016132977325469255,0.25734075903892517,0.2487238645553589,0.31091248989105225
thomas,0.20158961415290833,0.14130671322345734,0.1523774415254593,0.15801864862442017,0.10614975541830063,0.1763175129890442,0.23505409061908722,0.1593487709760666,0.23505409061908722,0.2305482178926468,0.1142871156334877,0.18699592351913452,0.1876794695854187,0.15801864862442017,0.13160744309425354,0.21133768558502197,0.23505409061908722,0.1084803119301796,0.1422349363565445,0.19268037378787994,0.0326034352183342,0.20829561352729797,0.11219234019517899,0.16133050620555878
chippendale,0.18420489132404327,0.1978057324886322,0.1824474036693573,0.2022870033979416,0.166063591837883,0.17291246354579926,0.2572188079357147,0.16493457555770874,0.2572188079357147,0.21342627704143524,0.20616514980793,0.2319960594177246,0.22190843522548676,0.2022870033979416,0.1372111439704895,0.25433361530303955,0.2572188079357147,0.13439121842384338,0.19993752241134644,0.24914205074310303,0.03474913910031319,0.27376627922058105,0.24761085212230682,0.23606525361537933
",",0.3658004403114319,0.2153971791267395,0.4137537479400635,0.4691906273365021,0.24781621992588043,0.4120737314224243,0.4933079481124878,0.27134549617767334,0.4933079481124878,0.2697402238845825,0.2071632742881775,0.4946078956127167,0.2533513307571411,0.4691906273365021,0.3088570833206177,0.5201468467712402,0.4933079481124878,0.22053663432598114,0.2516871392726898,0.427140474319458,-0.0016132977325469255,0.25734075903892517,0.2487238645553589,0.31091248989105225
pugin,0.24432040750980377,0.22931106388568878,0.2968634366989136,0.21127787232398987,0.17973026633262634,0.2507980763912201,0.2767612338066101,0.272120863199234,0.2767612338066101,0.19731910526752472,0.2669358253479004,0.20059499144554138,0.2739133834838867,0.21127787232398987,0.20589160919189453,0.22208446264266968,0.2767612338066101,0.17612139880657196,0.1748197376728058,0.3155304491519928,0.013073698617517948,0.19120535254478455,0.29216301441192627,0.28266432881355286
",",0.3658004403114319,0.2153971791267395,0.4137537479400635,0.4691906273365021,0.24781621992588043,0.4120737314224243,0.4933079481124878,0.27134549617767334,0.4933079481124878,0.2697402238845825,0.2071632742881775,0.4946078956127167,0.2533513307571411,0.4691906273365021,0.3088570833206177,0.5201468467712402,0.4933079481124878,0.22053663432598114,0.2516871392726898,0.427140474319458,-0.0016132977325469255,0.25734075903892517,0.2487238645553589,0.31091248989105225
william,0.13988013565540314,0.15979883074760437,0.20143915712833405,0.13717274367809296,0.14298561215400696,0.121340811252594,0.21537061035633087,0.13971897959709167,0.21537061035633087,0.2009609192609787,0.12284908443689346,0.20272590219974518,0.17030030488967896,0.13717274367809296,0.07601814717054367,0.21605195105075836,0.21537061035633087,0.18227645754814148,0.1375914216041565,0.19269351661205292,0.00675395829603076,0.21299338340759277,0.14332754909992218,0.14462219178676605
morris,0.13908357918262482,0.14585307240486145,0.1628222018480301,0.15523433685302734,0.13497419655323029,0.2085314393043518,0.20765291154384613,0.17403200268745422,0.20765291154384613,0.20741061866283417,0.10893253237009048,0.19722257554531097,0.16923323273658752,0.15523433685302734,0.17727671563625336,0.23848596215248108,0.20765291154384613,0.1239863932132721,0.13839848339557648,0.20358721911907196,-0.012468145228922367,0.21997420489788055,0.2557342052459717,0.1809966117143631
.,0.45942068099975586,0.21152353286743164,0.4460422694683075,0.4569662809371948,0.1519664227962494,0.4446153938770294,0.5934505462646484,0.26489248871803284,0.5934505462646484,0.2955073118209839,0.30291756987571716,0.5352458953857422,0.2360875904560089,0.4569662809371948,0.26645728945732117,0.5591574311256409,0.5934505462646484,0.2973858416080475,0.16452857851982117,0.50484299659729,-0.003708066651597619,0.23159366846084595,0.2919006645679474,0.4130953550338745
