,what,is,the,roman,numeral,going,to,be,for,super,bowl,51,?
bowl,0.15942467749118805,0.14233897626399994,0.21576224267482758,0.12339023500680923,0.22180944681167603,0.16571998596191406,0.16993016004562378,0.18567830324172974,0.24430087208747864,0.4848237931728363,1.0,-0.04268483817577362,0.21118052303791046
v,0.16628342866897583,0.16126930713653564,0.18580520153045654,0.1573350727558136,0.17866258323192596,0.17133599519729614,0.2109750658273697,0.11805149912834167,0.13933385908603668,0.12199956178665161,0.17199891805648804,0.0009441206348128617,0.28677162528038025
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.26863154768943787,0.2385959029197693,0.2957560122013092,0.44245919585227966,0.39254459738731384,0.4464869201183319,0.22322475910186768,0.1810409277677536,0.1324673742055893,0.31091248989105225
would,0.45766422152519226,0.33626067638397217,0.4133751392364502,0.21116627752780914,0.16920064389705658,0.5757668614387512,0.5965728163719177,0.5202695727348328,0.39877474308013916,0.16404198110103607,0.17156143486499786,-0.010851271450519562,0.37178951501846313
be,0.3929833769798279,0.4819129705429077,0.4248143136501312,0.16603216528892517,0.20195305347442627,0.3445846438407898,0.4972836375236511,1.0,0.3801851272583008,0.1880253106355667,0.18567830324172974,-0.0857531726360321,0.3324260413646698
temporarily,0.2163034975528717,0.20325882732868195,0.35498616099357605,0.16546212136745453,0.1543085128068924,0.26714062690734863,0.38873597979545593,0.3268773555755615,0.2729134261608124,0.16314555704593658,0.13392890989780426,0.02180231548845768,0.11896703392267227
suspended,0.15452195703983307,0.17945344746112823,0.28768354654312134,0.14428016543388367,0.1878659725189209,0.19710104167461395,0.20259469747543335,0.19595713913440704,0.2676193416118622,0.194660022854805,0.21673765778541565,0.044618554413318634,0.13118882477283478
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.26863154768943787,0.2385959029197693,0.2957560122013092,0.44245919585227966,0.39254459738731384,0.4464869201183319,0.22322475910186768,0.1810409277677536,0.1324673742055893,0.31091248989105225
and,0.31309178471565247,0.3859752118587494,0.5171257257461548,0.2730041444301605,0.19960913062095642,0.34511667490005493,0.48971283435821533,0.41766801476478577,0.5064792633056641,0.18368244171142578,0.1698254644870758,0.08073465526103973,0.20544172823429108
that,0.6297725439071655,0.3995479643344879,0.5473989248275757,0.20374512672424316,0.23273876309394836,0.5067326426506042,0.5436353087425232,0.6036020517349243,0.4137635827064514,0.18258553743362427,0.10987387597560883,-0.020686345174908638,0.32716336846351624
the,0.42745697498321533,0.5823672413825989,1.0,0.2862859070301056,0.275889128446579,0.38693177700042725,0.535392165184021,0.4248143136501312,0.4739971458911896,0.21959073841571808,0.21576224267482758,0.026102188974618912,0.22068053483963013
game,0.2246788740158081,0.21222543716430664,0.285271555185318,0.11391695588827133,0.2327013909816742,0.23908185958862305,0.2540906071662903,0.24152140319347382,0.2608485519886017,0.3480181396007538,0.2413962334394455,0.016074329614639282,0.1829071193933487
would,0.45766422152519226,0.33626067638397217,0.4133751392364502,0.21116627752780914,0.16920064389705658,0.5757668614387512,0.5965728163719177,0.5202695727348328,0.39877474308013916,0.16404198110103607,0.17156143486499786,-0.010851271450519562,0.37178951501846313
be,0.3929833769798279,0.4819129705429077,0.4248143136501312,0.16603216528892517,0.20195305347442627,0.3445846438407898,0.4972836375236511,1.0,0.3801851272583008,0.1880253106355667,0.18567830324172974,-0.0857531726360321,0.3324260413646698
named,0.1525408923625946,0.28335005044937134,0.3521348536014557,0.10008247196674347,0.22197936475276947,0.18703514337539673,0.23689822852611542,0.17938804626464844,0.22057102620601654,0.2206273078918457,0.18541297316551208,0.05006137117743492,0.1297498345375061
using,0.27984681725502014,0.26543745398521423,0.28364112973213196,0.13972263038158417,0.31142228841781616,0.2832237184047699,0.3678804934024811,0.4113650619983673,0.3806014060974121,0.12041214108467102,0.10332484543323517,-0.042409200221300125,0.2804589569568634
arabic,0.1854897290468216,0.2376166135072708,0.23818454146385193,0.1966908574104309,0.39767980575561523,0.0784023255109787,0.22180728614330292,0.1725313663482666,0.21260014176368713,0.18190370500087738,0.1547006070613861,-0.04531259462237358,0.18792502582073212
numerals,0.2182469516992569,0.21682307124137878,0.25819507241249084,0.4669416546821594,0.9101918339729309,0.15482676029205322,0.21088573336601257,0.21984203159809113,0.18570570647716522,0.27254608273506165,0.26416486501693726,0.05366041883826256,0.22188253700733185
as,0.31749409437179565,0.43216490745544434,0.48381632566452026,0.22062699496746063,0.20080673694610596,0.28290167450904846,0.42092081904411316,0.5230465531349182,0.44774648547172546,0.21450649201869965,0.14539222419261932,-0.043278198689222336,0.27043893933296204
super,0.13651713728904724,0.15390309691429138,0.21959073841571808,0.07821496576070786,0.24823492765426636,0.18184003233909607,0.17783479392528534,0.1880253106355667,0.22938419878482819,1.0000001192092896,0.4848237931728363,-0.07174035161733627,0.166326642036438
bowl,0.15942467749118805,0.14233897626399994,0.21576224267482758,0.12339023500680923,0.22180944681167603,0.16571998596191406,0.16993016004562378,0.18567830324172974,0.24430087208747864,0.4848237931728363,1.0,-0.04268483817577362,0.21118052303791046
50,-0.04124141484498978,0.0017694636480882764,0.03602437674999237,0.01018556673079729,0.0430731363594532,0.050441041588783264,-0.024239253252744675,0.015184788033366203,0.029183456674218178,0.0833745002746582,0.005446359980851412,-0.06309887766838074,0.030512850731611252
as,0.31749409437179565,0.43216490745544434,0.48381632566452026,0.22062699496746063,0.20080673694610596,0.28290167450904846,0.42092081904411316,0.5230465531349182,0.44774648547172546,0.21450649201869965,0.14539222419261932,-0.043278198689222336,0.27043893933296204
opposed,0.35573211312294006,0.18266244232654572,0.24302934110164642,0.17820458114147186,0.20219743251800537,0.3351821303367615,0.2678636610507965,0.2828388512134552,0.24677163362503052,0.09677048772573471,0.12780041992664337,-0.007681095972657204,0.23428945243358612
to,0.455847829580307,0.42745086550712585,0.535392165184021,0.24710409343242645,0.19123254716396332,0.5117058157920837,1.0,0.4972836375236511,0.4451248347759247,0.17783479392528534,0.16993016004562378,-0.002829526783898473,0.29463258385658264
super,0.13651713728904724,0.15390309691429138,0.21959073841571808,0.07821496576070786,0.24823492765426636,0.18184003233909607,0.17783479392528534,0.1880253106355667,0.22938419878482819,1.0000001192092896,0.4848237931728363,-0.07174035161733627,0.166326642036438
bowl,0.15942467749118805,0.14233897626399994,0.21576224267482758,0.12339023500680923,0.22180944681167603,0.16571998596191406,0.16993016004562378,0.18567830324172974,0.24430087208747864,0.4848237931728363,1.0,-0.04268483817577362,0.21118052303791046
l.,0.11054152995347977,0.049993179738521576,0.06809674203395844,0.05787437781691551,0.0037560954224318266,-0.0026537759695202112,-0.004813444335013628,-0.007723958697170019,0.02781061641871929,0.058923691511154175,-0.052533600479364395,0.040852826088666916,0.05018472298979759
the,0.42745697498321533,0.5823672413825989,1.0,0.2862859070301056,0.275889128446579,0.38693177700042725,0.535392165184021,0.4248143136501312,0.4739971458911896,0.21959073841571808,0.21576224267482758,0.026102188974618912,0.22068053483963013
use,0.3453877568244934,0.3357410430908203,0.34342584013938904,0.17430752515792847,0.2894173860549927,0.3100132644176483,0.47261837124824524,0.4528608024120331,0.47655582427978516,0.17267648875713348,0.13564810156822205,-0.09437987953424454,0.32795652747154236
of,0.33290785551071167,0.4854315221309662,0.733189046382904,0.31028008460998535,0.25982263684272766,0.2849585711956024,0.41548454761505127,0.33904364705085754,0.4185989499092102,0.14718765020370483,0.2243070751428604,0.08240476995706558,0.1826142966747284
roman,0.17852471768856049,0.16690842807292938,0.2862859070301056,1.0,0.4465825855731964,0.16653776168823242,0.24710409343242645,0.16603216528892517,0.13499169051647186,0.07821496576070786,0.12339023500680923,0.08566907048225403,0.1663191318511963
numerals,0.2182469516992569,0.21682307124137878,0.25819507241249084,0.4669416546821594,0.9101918339729309,0.15482676029205322,0.21088573336601257,0.21984203159809113,0.18570570647716522,0.27254608273506165,0.26416486501693726,0.05366041883826256,0.22188253700733185
will,0.3510494530200958,0.3723262846469879,0.3635469079017639,0.13640916347503662,0.15578429400920868,0.48026204109191895,0.5091033577919006,0.4925616979598999,0.3647450804710388,0.1544499397277832,0.1507955938577652,-0.051061373203992844,0.35046905279159546
be,0.3929833769798279,0.4819129705429077,0.4248143136501312,0.16603216528892517,0.20195305347442627,0.3445846438407898,0.4972836375236511,1.0,0.3801851272583008,0.1880253106355667,0.18567830324172974,-0.0857531726360321,0.3324260413646698
reinstated,0.2940208911895752,0.18320846557617188,0.2586565315723419,0.2652885317802429,0.27771541476249695,0.3188353478908539,0.30955785512924194,0.2713692784309387,0.2822796702384949,0.11153620481491089,0.11042346805334091,0.05618852376937866,0.29092538356781006
for,0.3017193675041199,0.43268078565597534,0.4739971458911896,0.13499169051647186,0.18125362694263458,0.3035571873188019,0.4451248347759247,0.3801851272583008,0.9999999403953552,0.22938419878482819,0.24430087208747864,-0.05329293757677078,0.264628142118454
super,0.13651713728904724,0.15390309691429138,0.21959073841571808,0.07821496576070786,0.24823492765426636,0.18184003233909607,0.17783479392528534,0.1880253106355667,0.22938419878482819,1.0000001192092896,0.4848237931728363,-0.07174035161733627,0.166326642036438
bowl,0.15942467749118805,0.14233897626399994,0.21576224267482758,0.12339023500680923,0.22180944681167603,0.16571998596191406,0.16993016004562378,0.18567830324172974,0.24430087208747864,0.4848237931728363,1.0,-0.04268483817577362,0.21118052303791046
li,0.03134606406092644,0.14863839745521545,0.1979183703660965,0.14842745661735535,0.15966537594795227,0.05981316789984703,0.0824500098824501,0.1556791365146637,0.08407051116228104,0.24357181787490845,0.18137063086032867,0.06292169541120529,0.17020992934703827
.,0.3567904531955719,0.4569662809371948,0.5934505462646484,0.27629324793815613,0.23044683039188385,0.3473944664001465,0.4645031690597534,0.4383580684661865,0.4726039469242096,0.2757420241832733,0.21516893804073334,0.04867471009492874,0.4130953550338745
