,who,did,kubiak,take,the,place,of,after,super,bowl,xxiv,?
at,0.22096660733222961,0.28390252590179443,0.1462259739637375,0.27566230297088623,0.457212895154953,0.3307865858078003,0.42558613419532776,0.3622083067893982,0.11449114978313446,0.2709662914276123,0.25227776169776917,0.21978627145290375
the,0.3733934462070465,0.34736719727516174,0.1740415245294571,0.31620436906814575,1.0,0.4179787337779999,0.733189046382904,0.4565047025680542,0.21959073841571808,0.21576224267482758,0.31586477160453796,0.22068053483963013
end,0.15423893928527832,0.18808481097221375,0.12574301660060883,0.23945344984531403,0.39658910036087036,0.27271878719329834,0.2215006798505783,0.34383532404899597,0.11666745692491531,0.15939030051231384,0.15903091430664062,0.12543344497680664
of,0.2827862501144409,0.2513895630836487,0.15710368752479553,0.29282352328300476,0.733189046382904,0.2685627043247223,1.0,0.3867455720901489,0.14718765020370483,0.2243070751428604,0.28951260447502136,0.1826142966747284
the,0.3733934462070465,0.34736719727516174,0.1740415245294571,0.31620436906814575,1.0,0.4179787337779999,0.733189046382904,0.4565047025680542,0.21959073841571808,0.21576224267482758,0.31586477160453796,0.22068053483963013
broncos,0.1763724684715271,0.1738176792860031,0.40566664934158325,0.1256847083568573,0.25985947251319885,0.09759442508220673,0.19310332834720612,0.19149857759475708,0.36141330003738403,0.4351775348186493,0.34375879168510437,0.18377114832401276
',0.22534559667110443,0.25488927960395813,0.24966493248939514,0.20837019383907318,0.474788099527359,0.29779911041259766,0.39136970043182373,0.31325316429138184,0.17380782961845398,0.10706733912229538,0.21405315399169922,0.330942302942276
defeats,0.24000544846057892,0.14079704880714417,0.23103110492229462,0.20155906677246094,0.26858824491500854,0.17203015089035034,0.23302143812179565,0.2362927943468094,0.2005646526813507,0.14958985149860382,0.27656129002571106,0.14861717820167542
in,0.2792111933231354,0.2593238651752472,0.1927659809589386,0.21975718438625336,0.6662389636039734,0.38128477334976196,0.5696388483047485,0.44050168991088867,0.18576006591320038,0.17236235737800598,0.24070294201374054,0.20430970191955566
super,0.1819351613521576,0.16038043797016144,0.2177102267742157,0.1732010841369629,0.21959073841571808,0.06724333763122559,0.14718765020370483,0.1987018883228302,1.0000001192092896,0.4848237931728363,0.3896741271018982,0.166326642036438
bowls,0.19806717336177826,0.16408908367156982,0.2555895745754242,0.14228524267673492,0.17019082605838776,0.15923099219799042,0.15867608785629272,0.19998449087142944,0.3995929956436157,0.73409503698349,0.27913549542427063,0.1849047988653183
xxi,0.08279009163379669,0.14004164934158325,0.22091680765151978,0.12947624921798706,0.22909332811832428,0.12456545978784561,0.20761476457118988,0.21561528742313385,0.3472650349140167,0.33720362186431885,0.7828276753425598,0.13385747373104095
and,0.41279885172843933,0.34479495882987976,0.23029199242591858,0.296702116727829,0.5171257257461548,0.2813849449157715,0.5116966962814331,0.3765919506549835,0.18368244171142578,0.1698254644870758,0.1967254877090454,0.20544172823429108
xxiv,0.1426955759525299,0.21089497208595276,0.25217097997665405,0.1684979647397995,0.31586477160453796,0.2219405621290207,0.28951260447502136,0.2900392711162567,0.3896741271018982,0.4162754714488983,1.0000001192092896,0.18002042174339294
",",0.3365725874900818,0.3015086054801941,0.33168280124664307,0.2881867289543152,0.4933079481124878,0.34068408608436584,0.4946078956127167,0.38860568404197693,0.22322475910186768,0.1810409277677536,0.2835990786552429,0.31091248989105225
this,0.3345087468624115,0.3609912693500519,0.12308745831251144,0.3235001862049103,0.6274310946464539,0.34875795245170593,0.45148900151252747,0.3357301354408264,0.1776810586452484,0.17725728452205658,0.24954897165298462,0.3155723512172699
will,0.24651563167572021,0.40638336539268494,0.11705195903778076,0.36294063925743103,0.3635469079017639,0.24076034128665924,0.2473582625389099,0.2841227948665619,0.1544499397277832,0.1507955938577652,0.17715050280094147,0.35046905279159546
be,0.3371641933917999,0.22657383978366852,0.08548949658870697,0.3844696581363678,0.4248143136501312,0.2887270152568817,0.33904364705085754,0.32360681891441345,0.1880253106355667,0.18567830324172974,0.20617447793483734,0.3324260413646698
the,0.3733934462070465,0.34736719727516174,0.1740415245294571,0.31620436906814575,1.0,0.4179787337779999,0.733189046382904,0.4565047025680542,0.21959073841571808,0.21576224267482758,0.31586477160453796,0.22068053483963013
first,0.39065709710121155,0.33691170811653137,0.17223091423511505,0.29357022047042847,0.49448907375335693,0.283309668302536,0.3536086082458496,0.42302387952804565,0.2717077434062958,0.20817767083644867,0.2803731858730316,0.18701928853988647
super,0.1819351613521576,0.16038043797016144,0.2177102267742157,0.1732010841369629,0.21959073841571808,0.06724333763122559,0.14718765020370483,0.1987018883228302,1.0000001192092896,0.4848237931728363,0.3896741271018982,0.166326642036438
bowl,0.09189514070749283,0.18569406867027283,0.21843846142292023,0.1148882582783699,0.21576224267482758,0.15577438473701477,0.2243070751428604,0.21850556135177612,0.4848237931728363,1.0,0.4162754714488983,0.21118052303791046
in,0.2792111933231354,0.2593238651752472,0.1927659809589386,0.21975718438625336,0.6662389636039734,0.38128477334976196,0.5696388483047485,0.44050168991088867,0.18576006591320038,0.17236235737800598,0.24070294201374054,0.20430970191955566
which,0.3688730001449585,0.2750149369239807,0.07788170874118805,0.28362178802490234,0.6521818041801453,0.31738516688346863,0.5011631846427917,0.3217443823814392,0.25759580731391907,0.23468568921089172,0.2432827204465866,0.25814583897590637
both,0.31663915514945984,0.34255191683769226,0.1616269052028656,0.2427557408809662,0.4931981563568115,0.21418538689613342,0.3565710783004761,0.28536173701286316,0.20366154611110687,0.15468505024909973,0.24717815220355988,0.19455738365650177
head,0.20998527109622955,0.1776210218667984,0.38312670588493347,0.18698805570602417,0.3079071640968323,0.13983510434627533,0.2945564389228821,0.21976183354854584,0.10849252343177795,0.1580892950296402,0.10041003674268723,0.10879309475421906
coaches,0.22004570066928864,0.15848028659820557,0.37092992663383484,0.17225956916809082,0.2065359503030777,0.10905250906944275,0.20188108086585999,0.11353901028633118,0.11054391413927078,0.2103501260280609,0.15613164007663727,0.13366200029850006
played,0.26104769110679626,0.19653649628162384,0.30202239751815796,0.20975211262702942,0.2603478729724884,0.20924867689609528,0.21120788156986237,0.1869119256734848,0.21511296927928925,0.19033360481262207,0.1438537985086441,0.14096300303936005
in,0.2792111933231354,0.2593238651752472,0.1927659809589386,0.21975718438625336,0.6662389636039734,0.38128477334976196,0.5696388483047485,0.44050168991088867,0.18576006591320038,0.17236235737800598,0.24070294201374054,0.20430970191955566
the,0.3733934462070465,0.34736719727516174,0.1740415245294571,0.31620436906814575,1.0,0.4179787337779999,0.733189046382904,0.4565047025680542,0.21959073841571808,0.21576224267482758,0.31586477160453796,0.22068053483963013
game,0.2523840069770813,0.19789010286331177,0.22157375514507294,0.20187129080295563,0.285271555185318,0.19114939868450165,0.2298848181962967,0.19855184853076935,0.3480181396007538,0.2413962334394455,0.21392092108726501,0.1829071193933487
themselves,0.42025554180145264,0.32371795177459717,0.04226578772068024,0.3313976526260376,0.3444426357746124,0.25328075885772705,0.2638634443283081,0.23493123054504395,0.09409379214048386,0.09238836914300919,0.11623694002628326,0.20170879364013672
.,0.3541337847709656,0.35288307070732117,0.2473316639661789,0.3045158088207245,0.5934505462646484,0.2844318151473999,0.5352458953857422,0.35870397090911865,0.2757420241832733,0.21516893804073334,0.282927542924881,0.4130953550338745
