,what,test,is,especially,useful,for,numbers,of,the,form,2p,-,1,?
1,-0.21266892552375793,-0.16706395149230957,-0.12491171807050705,-0.2062229961156845,-0.2857520878314972,-0.31088897585868835,-0.23353983461856842,-0.09473495930433273,-0.1554475575685501,-0.12375190854072571,-0.08526936173439026,-0.1143333688378334,1.0,-0.249979168176651
is,0.28837618231773376,0.1841357946395874,1.0,0.32683345675468445,0.24038434028625488,0.43268078565597534,0.19465886056423187,0.4854315221309662,0.5823672413825989,0.3218395411968231,0.13087975978851318,0.30179503560066223,-0.12491171807050705,0.22961433231830597
of,0.33290785551071167,0.164191335439682,0.4854315221309662,0.37220633029937744,0.2576141655445099,0.4185989499092102,0.228018656373024,1.0,0.733189046382904,0.29600051045417786,0.16484370827674866,0.2919245660305023,-0.09473495930433273,0.1826142966747284
a,0.3320399522781372,0.2521366477012634,0.658733606338501,0.3264579772949219,0.30460384488105774,0.44038116931915283,0.24434582889080048,0.5052502155303955,0.5829201340675354,0.3088195323944092,0.204535111784935,0.3695357143878937,-0.20817746222019196,0.23916715383529663
particular,0.4548671245574951,0.1835368573665619,0.3500361442565918,0.5384184122085571,0.38975971937179565,0.3931528329849243,0.3110363185405731,0.3490585684776306,0.4066357910633087,0.2893526256084442,0.08681291341781616,0.1612750142812729,-0.3023033142089844,0.2741454839706421
shape,0.26758873462677,0.1326058804988861,0.2674638032913208,0.27490177750587463,0.26709964871406555,0.17322315275669098,0.21442869305610657,0.2597946226596832,0.29087939858436584,0.3411729037761688,0.05438684672117233,0.09284283965826035,-0.06045594438910484,0.11426173895597458
include,0.1535889357328415,0.12116524577140808,0.28863582015037537,0.45043739676475525,0.25261497497558594,0.39020416140556335,0.18647731840610504,0.37431180477142334,0.2951717972755432,0.2587777376174927,-0.02971739135682583,0.16373203694820404,-0.16565173864364624,0.14925788342952728
the,0.42745697498321533,0.19235259294509888,0.5823672413825989,0.39420849084854126,0.24760913848876953,0.4739971458911896,0.293011337518692,0.733189046382904,1.0,0.29286009073257446,0.2154201716184616,0.3207225501537323,-0.1554475575685501,0.22068053483963013
sophie,0.1402960568666458,0.09380277991294861,0.1395062804222107,0.050991155207157135,0.09280899167060852,0.1531296819448471,0.112294502556324,0.18037347495555878,0.17765936255455017,0.1347319334745407,0.07739028334617615,0.2784443497657776,-0.1720721423625946,0.1763855516910553
germain,0.15118248760700226,0.13025741279125214,0.23805131018161774,0.10908076167106628,0.12691685557365417,0.18904051184654236,0.14045549929141998,0.20441551506519318,0.2318618893623352,0.14080657064914703,0.21278689801692963,0.3444676697254181,-0.14732900261878967,0.18939374387264252
primes,0.2505246102809906,0.19756951928138733,0.2382466346025467,0.1753794550895691,0.25481510162353516,0.23085950314998627,0.47689586877822876,0.22199293971061707,0.22359657287597656,0.2012440413236618,0.029229501262307167,0.16713015735149384,-0.25417813658714294,0.18851876258850098
(,0.2411840260028839,0.1613779515028,0.35393038392066956,0.16960439085960388,0.2038845717906952,0.3357032239437103,0.16701039671897888,0.35032153129577637,0.33289089798927307,0.1860738843679428,0.10149893909692764,0.4943908751010895,-0.15974698960781097,0.40561532974243164
primes,0.2505246102809906,0.19756951928138733,0.2382466346025467,0.1753794550895691,0.25481510162353516,0.23085950314998627,0.47689586877822876,0.22199293971061707,0.22359657287597656,0.2012440413236618,0.029229501262307167,0.16713015735149384,-0.25417813658714294,0.18851876258850098
of,0.33290785551071167,0.164191335439682,0.4854315221309662,0.37220633029937744,0.2576141655445099,0.4185989499092102,0.228018656373024,1.0,0.733189046382904,0.29600051045417786,0.16484370827674866,0.2919245660305023,-0.09473495930433273,0.1826142966747284
the,0.42745697498321533,0.19235259294509888,0.5823672413825989,0.39420849084854126,0.24760913848876953,0.4739971458911896,0.293011337518692,0.733189046382904,1.0,0.29286009073257446,0.2154201716184616,0.3207225501537323,-0.1554475575685501,0.22068053483963013
form,0.15868011116981506,0.07598914206027985,0.3218395411968231,0.26154232025146484,0.23132848739624023,0.2342945635318756,0.22903932631015778,0.29600051045417786,0.29286009073257446,0.9999999403953552,0.05627977102994919,0.16427743434906006,-0.12375190854072571,0.1463010311126709
2p,0.3256043791770935,0.07392577081918716,0.13087975978851318,0.1563163548707962,0.09012070298194885,0.11317809671163559,0.08652609586715698,0.16484370827674866,0.2154201716184616,0.05627977102994919,1.0,0.09233932942152023,-0.08526936173439026,0.20384202897548676
+,0.1158081665635109,0.20125523209571838,0.12961794435977936,0.11925795674324036,0.2078946828842163,0.22752368450164795,0.28473323583602905,0.14862146973609924,0.12941905856132507,0.1295623481273651,0.09110704064369202,0.2638072371482849,-0.13459764420986176,0.2903686463832855
1,-0.21266892552375793,-0.16706395149230957,-0.12491171807050705,-0.2062229961156845,-0.2857520878314972,-0.31088897585868835,-0.23353983461856842,-0.09473495930433273,-0.1554475575685501,-0.12375190854072571,-0.08526936173439026,-0.1143333688378334,1.0,-0.249979168176651
with,0.2464839518070221,0.14787445962429047,0.3250955045223236,0.34539949893951416,0.2566043734550476,0.39140474796295166,0.21640020608901978,0.41827285289764404,0.4223487675189972,0.29348593950271606,0.12763425707817078,0.26225757598876953,-0.2545506954193115,0.2433311939239502
p,0.18586504459381104,0.09953117370605469,0.11757151037454605,0.08257559686899185,0.12311325967311859,0.13376198709011078,0.2005690187215805,0.18174134194850922,0.16481639444828033,0.05228098854422569,0.09534163028001785,0.1825701743364334,-0.08734627813100815,0.20840544998645782
prime,0.15586113929748535,0.17034637928009033,0.16680827736854553,0.10152746737003326,0.10875095427036285,0.17833133041858673,0.26943376660346985,0.23935265839099884,0.19960100948810577,0.160722553730011,0.08139871060848236,0.15041375160217285,-0.17159132659435272,0.11276303976774216
),0.26259949803352356,0.16846168041229248,0.37732169032096863,0.19109401106834412,0.21635933220386505,0.3639558255672455,0.18779772520065308,0.3680361211299896,0.3456730246543884,0.20926380157470703,0.1102232113480568,0.49507030844688416,-0.14927540719509125,0.42300865054130554
",",0.3087472915649414,0.17614826560020447,0.4691906273365021,0.3689771592617035,0.29760420322418213,0.4464869201183319,0.26479464769363403,0.4946078956127167,0.4933079481124878,0.21805599331855774,0.17212924361228943,0.42609795928001404,-0.15742997825145721,0.31091248989105225
primorial,0.1419888436794281,0.10749749094247818,0.24093352258205414,0.18517984449863434,0.14227522909641266,0.2505817711353302,0.18522807955741882,0.3091632127761841,0.32815665006637573,0.11870622634887695,0.11494738608598709,0.20742681622505188,-0.0738384798169136,0.11506250500679016
primes,0.2505246102809906,0.19756951928138733,0.2382466346025467,0.1753794550895691,0.25481510162353516,0.23085950314998627,0.47689586877822876,0.22199293971061707,0.22359657287597656,0.2012440413236618,0.029229501262307167,0.16713015735149384,-0.25417813658714294,0.18851876258850098
",",0.3087472915649414,0.17614826560020447,0.4691906273365021,0.3689771592617035,0.29760420322418213,0.4464869201183319,0.26479464769363403,0.4946078956127167,0.4933079481124878,0.21805599331855774,0.17212924361228943,0.42609795928001404,-0.15742997825145721,0.31091248989105225
fermat,0.21418137848377228,0.23552359640598297,0.21814440190792084,0.12438755482435226,0.2864651083946228,0.20560438930988312,0.35297852754592896,0.19480057060718536,0.20773477852344513,0.20634332299232483,0.13670189678668976,0.22646595537662506,-0.17966364324092865,0.19266122579574585
primes,0.2505246102809906,0.19756951928138733,0.2382466346025467,0.1753794550895691,0.25481510162353516,0.23085950314998627,0.47689586877822876,0.22199293971061707,0.22359657287597656,0.2012440413236618,0.029229501262307167,0.16713015735149384,-0.25417813658714294,0.18851876258850098
and,0.31309178471565247,0.22158049046993256,0.3859752118587494,0.47893428802490234,0.28632891178131104,0.5064792633056641,0.24053069949150085,0.5116966962814331,0.5171257257461548,0.30469027161598206,0.18032965064048767,0.32343366742134094,-0.20516018569469452,0.20544172823429108
mersenne,0.24111336469650269,0.27498218417167664,0.26302412152290344,0.20084205269813538,0.3200215995311737,0.18955709040164948,0.45958855748176575,0.26412224769592285,0.2577901780605316,0.25622043013572693,0.12809933722019196,0.2690005302429199,-0.225300133228302,0.22092168033123016
primes,0.2505246102809906,0.19756951928138733,0.2382466346025467,0.1753794550895691,0.25481510162353516,0.23085950314998627,0.47689586877822876,0.22199293971061707,0.22359657287597656,0.2012440413236618,0.029229501262307167,0.16713015735149384,-0.25417813658714294,0.18851876258850098
",",0.3087472915649414,0.17614826560020447,0.4691906273365021,0.3689771592617035,0.29760420322418213,0.4464869201183319,0.26479464769363403,0.4946078956127167,0.4933079481124878,0.21805599331855774,0.17212924361228943,0.42609795928001404,-0.15742997825145721,0.31091248989105225
that,0.6297725439071655,0.27682164311408997,0.3995479643344879,0.40526580810546875,0.4190219044685364,0.4137635827064514,0.342125803232193,0.41498205065727234,0.5473989248275757,0.31894639134407043,0.2860107123851776,0.14568695425987244,-0.3131840229034424,0.32716336846351624
is,0.28837618231773376,0.1841357946395874,1.0,0.32683345675468445,0.24038434028625488,0.43268078565597534,0.19465886056423187,0.4854315221309662,0.5823672413825989,0.3218395411968231,0.13087975978851318,0.30179503560066223,-0.12491171807050705,0.22961433231830597
",",0.3087472915649414,0.17614826560020447,0.4691906273365021,0.3689771592617035,0.29760420322418213,0.4464869201183319,0.26479464769363403,0.4946078956127167,0.4933079481124878,0.21805599331855774,0.17212924361228943,0.42609795928001404,-0.15742997825145721,0.31091248989105225
prime,0.15586113929748535,0.17034637928009033,0.16680827736854553,0.10152746737003326,0.10875095427036285,0.17833133041858673,0.26943376660346985,0.23935265839099884,0.19960100948810577,0.160722553730011,0.08139871060848236,0.15041375160217285,-0.17159132659435272,0.11276303976774216
numbers,0.24586999416351318,0.15689226984977722,0.19465886056423187,0.26428303122520447,0.33021071553230286,0.2885598838329315,1.0,0.228018656373024,0.293011337518692,0.22903932631015778,0.08652609586715698,0.13624949753284454,-0.23353983461856842,0.19297972321510315
that,0.6297725439071655,0.27682164311408997,0.3995479643344879,0.40526580810546875,0.4190219044685364,0.4137635827064514,0.342125803232193,0.41498205065727234,0.5473989248275757,0.31894639134407043,0.2860107123851776,0.14568695425987244,-0.3131840229034424,0.32716336846351624
are,0.29724663496017456,0.19636113941669464,0.5330929756164551,0.4819037914276123,0.3684089481830597,0.3895993232727051,0.37760815024375916,0.39081433415412903,0.40399202704429626,0.29983413219451904,0.025289233773946762,0.16516205668449402,-0.2175680249929428,0.24591213464736938
of,0.33290785551071167,0.164191335439682,0.4854315221309662,0.37220633029937744,0.2576141655445099,0.4185989499092102,0.228018656373024,1.0,0.733189046382904,0.29600051045417786,0.16484370827674866,0.2919245660305023,-0.09473495930433273,0.1826142966747284
the,0.42745697498321533,0.19235259294509888,0.5823672413825989,0.39420849084854126,0.24760913848876953,0.4739971458911896,0.293011337518692,0.733189046382904,1.0,0.29286009073257446,0.2154201716184616,0.3207225501537323,-0.1554475575685501,0.22068053483963013
form,0.15868011116981506,0.07598914206027985,0.3218395411968231,0.26154232025146484,0.23132848739624023,0.2342945635318756,0.22903932631015778,0.29600051045417786,0.29286009073257446,0.9999999403953552,0.05627977102994919,0.16427743434906006,-0.12375190854072571,0.1463010311126709
2p,0.3256043791770935,0.07392577081918716,0.13087975978851318,0.1563163548707962,0.09012070298194885,0.11317809671163559,0.08652609586715698,0.16484370827674866,0.2154201716184616,0.05627977102994919,1.0,0.09233932942152023,-0.08526936173439026,0.20384202897548676
−,0.14940914511680603,0.13846145570278168,0.16782180964946747,0.06260176748037338,0.19310054183006287,0.15744571387767792,0.27815258502960205,0.12494775652885437,0.15648725628852844,0.10286037623882294,0.04651492461562157,0.27265843749046326,-0.10430116206407547,0.22067660093307495
1,-0.21266892552375793,-0.16706395149230957,-0.12491171807050705,-0.2062229961156845,-0.2857520878314972,-0.31088897585868835,-0.23353983461856842,-0.09473495930433273,-0.1554475575685501,-0.12375190854072571,-0.08526936173439026,-0.1143333688378334,1.0,-0.249979168176651
",",0.3087472915649414,0.17614826560020447,0.4691906273365021,0.3689771592617035,0.29760420322418213,0.4464869201183319,0.26479464769363403,0.4946078956127167,0.4933079481124878,0.21805599331855774,0.17212924361228943,0.42609795928001404,-0.15742997825145721,0.31091248989105225
where,0.4457937180995941,0.20391574501991272,0.3586711287498474,0.40942129492759705,0.3074474334716797,0.38599511981010437,0.23721979558467865,0.38066378235816956,0.5003893971443176,0.25177764892578125,0.18941596150398254,0.14369744062423706,-0.12200809270143509,0.24793872237205505
p,0.18586504459381104,0.09953117370605469,0.11757151037454605,0.08257559686899185,0.12311325967311859,0.13376198709011078,0.2005690187215805,0.18174134194850922,0.16481639444828033,0.05228098854422569,0.09534163028001785,0.1825701743364334,-0.08734627813100815,0.20840544998645782
is,0.28837618231773376,0.1841357946395874,1.0,0.32683345675468445,0.24038434028625488,0.43268078565597534,0.19465886056423187,0.4854315221309662,0.5823672413825989,0.3218395411968231,0.13087975978851318,0.30179503560066223,-0.12491171807050705,0.22961433231830597
an,0.2821882665157318,0.1440606564283371,0.4654068350791931,0.20757271349430084,0.2681092917919159,0.3236706852912903,0.17320702970027924,0.32280945777893066,0.4207492768764496,0.1558980643749237,0.1187124028801918,0.18423457443714142,-0.15245160460472107,0.19793890416622162
arbitrary,0.35268616676330566,0.19783218204975128,0.28370773792266846,0.2681806981563568,0.4038352072238922,0.24911494553089142,0.2839866578578949,0.25847867131233215,0.20448781549930573,0.20830632746219635,0.0746367946267128,0.20955954492092133,-0.26708924770355225,0.3121265172958374
prime,0.15586113929748535,0.17034637928009033,0.16680827736854553,0.10152746737003326,0.10875095427036285,0.17833133041858673,0.26943376660346985,0.23935265839099884,0.19960100948810577,0.160722553730011,0.08139871060848236,0.15041375160217285,-0.17159132659435272,0.11276303976774216
.,0.3567904531955719,0.23588362336158752,0.4569662809371948,0.329635351896286,0.2683940827846527,0.4726039469242096,0.2591777741909027,0.5352458953857422,0.5934505462646484,0.28317511081695557,0.18962417542934418,0.4330557584762573,-0.15870751440525055,0.4130953550338745
,what,test,is,especially,useful,for,numbers,of,the,form,2p,-,1,?
the,0.42745697498321533,0.19235259294509888,0.5823672413825989,0.39420849084854126,0.24760913848876953,0.4739971458911896,0.293011337518692,0.733189046382904,1.0,0.29286009073257446,0.2154201716184616,0.3207225501537323,-0.1554475575685501,0.22068053483963013
lucas–lehmer,0.15625403821468353,0.16280414164066315,0.30645251274108887,0.21716269850730896,0.17691180109977722,0.24896639585494995,0.14932580292224884,0.27397385239601135,0.37261083722114563,0.15468049049377441,0.2725651264190674,0.25038161873817444,-0.25709787011146545,0.223454087972641
test,0.2596650719642639,1.0000001192092896,0.1841357946395874,0.10510263592004776,0.263894647359848,0.2297848016023636,0.15689226984977722,0.164191335439682,0.19235259294509888,0.07598914206027985,0.07392577081918716,0.1755831390619278,-0.16706395149230957,0.19832737743854523
is,0.28837618231773376,0.1841357946395874,1.0,0.32683345675468445,0.24038434028625488,0.43268078565597534,0.19465886056423187,0.4854315221309662,0.5823672413825989,0.3218395411968231,0.13087975978851318,0.30179503560066223,-0.12491171807050705,0.22961433231830597
particularly,0.33027681708335876,0.1383160948753357,0.3122353255748749,0.6944306492805481,0.3751395344734192,0.4007916748523712,0.27545368671417236,0.30258041620254517,0.32132959365844727,0.22725820541381836,0.1073295921087265,0.14331836998462677,-0.20262202620506287,0.2644225060939789
fast,0.27890437841415405,0.1801825612783432,0.2422240674495697,0.31801462173461914,0.353243350982666,0.27282997965812683,0.2037661224603653,0.15237081050872803,0.24604609608650208,0.15760523080825806,0.14966414868831635,0.2053505927324295,-0.12568382918834686,0.20540070533752441
for,0.3017193675041199,0.2297848016023636,0.43268078565597534,0.42758095264434814,0.3907424807548523,0.9999999403953552,0.2885598838329315,0.4185989499092102,0.4739971458911896,0.2342945635318756,0.11317809671163559,0.28420013189315796,-0.31088897585868835,0.264628142118454
numbers,0.24586999416351318,0.15689226984977722,0.19465886056423187,0.26428303122520447,0.33021071553230286,0.2885598838329315,1.0,0.228018656373024,0.293011337518692,0.22903932631015778,0.08652609586715698,0.13624949753284454,-0.23353983461856842,0.19297972321510315
of,0.33290785551071167,0.164191335439682,0.4854315221309662,0.37220633029937744,0.2576141655445099,0.4185989499092102,0.228018656373024,1.0,0.733189046382904,0.29600051045417786,0.16484370827674866,0.2919245660305023,-0.09473495930433273,0.1826142966747284
this,0.5489566326141357,0.26785674691200256,0.480927973985672,0.43445613980293274,0.42205968499183655,0.5082864165306091,0.30999889969825745,0.45148900151252747,0.6274310946464539,0.28080853819847107,0.23843204975128174,0.24646519124507904,-0.23262733221054077,0.3155723512172699
form,0.15868011116981506,0.07598914206027985,0.3218395411968231,0.26154232025146484,0.23132848739624023,0.2342945635318756,0.22903932631015778,0.29600051045417786,0.29286009073257446,0.9999999403953552,0.05627977102994919,0.16427743434906006,-0.12375190854072571,0.1463010311126709
.,0.3567904531955719,0.23588362336158752,0.4569662809371948,0.329635351896286,0.2683940827846527,0.4726039469242096,0.2591777741909027,0.5352458953857422,0.5934505462646484,0.28317511081695557,0.18962417542934418,0.4330557584762573,-0.15870751440525055,0.4130953550338745
