,what,rank,for,most,populous,city,in,the,european,union,does,warsaw,hold,?
greater,0.1946859508752823,0.13345453143119812,0.184608593583107,0.20576724410057068,0.28912416100502014,0.2666052281856537,0.26627716422080994,0.2814446687698364,0.20186972618103027,0.23832298815250397,0.20582076907157898,0.17170822620391846,0.15691906213760376,0.09723397344350815
metropolitan,0.15624397993087769,0.1573089212179184,0.17236565053462982,0.16923803091049194,0.4268394410610199,0.45149746537208557,0.27762067317962646,0.24378018081188202,0.19802221655845642,0.2049379199743271,0.20880821347236633,0.23090645670890808,0.14342166483402252,0.1861504763364792
area,0.21965408325195312,0.14920096099376678,0.20941852033138275,0.2143535614013672,0.4523898959159851,0.41959723830223083,0.33632898330688477,0.37834644317626953,0.1983111947774887,0.14925482869148254,0.13779224455356598,0.19728557765483856,0.157444566488266,0.12640461325645447
of,0.33290785551071167,0.22729025781154633,0.4185989499092102,0.4178851246833801,0.3670322299003601,0.32503411173820496,0.5696388483047485,0.733189046382904,0.2507138252258301,0.2642118036746979,0.3119818866252899,0.19253842532634735,0.2465030699968338,0.1826142966747284
2.666,0.26708555221557617,0.03304748609662056,0.037499330937862396,0.02877580188214779,-0.054364293813705444,-0.016924532130360603,-0.009885638952255249,-0.00478667626157403,0.030203115195035934,-0.035769153386354446,0.04021430015563965,0.05567126348614693,-0.05946504697203636,0.11242707818746567
million,0.22197039425373077,0.11613500863313675,0.18660776317119598,0.2996847331523895,0.3290826082229614,0.1873769909143448,0.2596224844455719,0.277012437582016,0.12909206748008728,0.13852275907993317,0.10680846869945526,0.07597553730010986,0.13936775922775269,0.23092924058437347
residents,0.21107541024684906,0.12266427278518677,0.27884864807128906,0.28502365946769714,0.41731172800064087,0.41451045870780945,0.27393898367881775,0.28274044394493103,0.1761591136455536,0.21079520881175995,0.1642918884754181,0.13838742673397064,0.15226012468338013,0.09602975845336914
",",0.3087472915649414,0.2213623821735382,0.4464869201183319,0.3636029064655304,0.3247142732143402,0.35839709639549255,0.5201468467712402,0.4933079481124878,0.19684812426567078,0.2362271547317505,0.28617382049560547,0.25300899147987366,0.2803111970424652,0.31091248989105225
which,0.5261979103088379,0.15126049518585205,0.44095608592033386,0.4637843072414398,0.21441498398780823,0.22264601290225983,0.4840516746044159,0.6521818041801453,0.2234036773443222,0.23846890032291412,0.39111801981925964,0.16906329989433289,0.32377585768699646,0.25814583897590637
makes,0.2867553234100342,0.10916776210069656,0.3219717741012573,0.34993743896484375,0.1984522044658661,0.12483631074428558,0.22258508205413818,0.3029823303222656,0.09136402606964111,0.09157811105251312,0.5149580240249634,0.10966989398002625,0.2657923698425293,0.22145044803619385
warsaw,0.10373849421739578,0.18363340198993683,0.1427849680185318,0.06817606836557388,0.11320594698190689,0.25006377696990967,0.22642600536346436,0.23137180507183075,0.24148869514465332,0.34130436182022095,0.16921466588974,1.0,0.15662026405334473,0.09769917279481888
the,0.42745697498321533,0.2690342664718628,0.4739971458911896,0.47635307908058167,0.3307441174983978,0.35769423842430115,0.6662389636039734,1.0,0.3423081040382385,0.24421639740467072,0.35928019881248474,0.23137180507183075,0.3067915439605713,0.22068053483963013
9th,0.12212204188108444,0.058762356638908386,0.12309125810861588,0.07914794981479645,-0.03635677322745323,-0.05532967671751976,0.06262481957674026,0.15220077335834503,-0.012811235152184963,0.060056451708078384,0.15875938534736633,0.045462965965270996,0.16759127378463745,0.06775698810815811
most-populous,0.23134075105190277,0.16103783249855042,0.2740158438682556,0.5041118860244751,0.9549704790115356,0.5154192447662354,0.40433061122894287,0.3898422122001648,0.25204628705978394,0.22476519644260406,0.15716955065727234,0.15159587562084198,0.1694563776254654,0.20652742683887482
capital,0.17967931926250458,0.09538146108388901,0.16425155103206635,0.20925267040729523,0.442191481590271,0.5637158751487732,0.3233928978443146,0.3049491047859192,0.1407051533460617,0.20421810448169708,0.08225840330123901,0.15139155089855194,0.07737760245800018,0.0907452180981636
city,0.17493832111358643,0.06601547449827194,0.18687109649181366,0.24853192269802094,0.5098537802696228,1.0,0.3911624252796173,0.35769423842430115,0.15513986349105835,0.23116759955883026,0.10004369169473648,0.25006377696990967,0.15556544065475464,0.13423943519592285
in,0.30808621644973755,0.20269498229026794,0.4322226941585541,0.41416558623313904,0.35825732350349426,0.3911624252796173,1.0,0.6662389636039734,0.23319172859191895,0.22726479172706604,0.214483380317688,0.22642600536346436,0.2667064666748047,0.20430970191955566
the,0.42745697498321533,0.2690342664718628,0.4739971458911896,0.47635307908058167,0.3307441174983978,0.35769423842430115,0.6662389636039734,1.0,0.3423081040382385,0.24421639740467072,0.35928019881248474,0.23137180507183075,0.3067915439605713,0.22068053483963013
european,0.15324164927005768,0.17982661724090576,0.2838500738143921,0.21084468066692352,0.2285015881061554,0.15513986349105835,0.23319172859191895,0.3423081040382385,0.9999998807907104,0.3571677803993225,0.11488570272922516,0.24148869514465332,0.1917250156402588,0.14560863375663757
union,0.1396910548210144,0.11683278530836105,0.20406247675418854,0.16553620994091034,0.2034962773323059,0.23116759955883026,0.22726479172706604,0.24421639740467072,0.3571677803993225,0.9999999403953552,0.10697764903306961,0.34130436182022095,0.19032132625579834,0.07797172665596008
.,0.3567904531955719,0.25294268131256104,0.4726039469242096,0.35404038429260254,0.235090434551239,0.29856356978416443,0.5591574311256409,0.5934505462646484,0.2095622420310974,0.23708370327949524,0.3022993505001068,0.26825499534606934,0.30296799540519714,0.4130953550338745
