,what,did,temüjin,offer,the,people,he,conquered,in,order,earn,their,loyalty,?
and,0.31309178471565247,0.34479495882987976,0.3789469599723816,0.3224562108516693,0.5171257257461548,0.3016039729118347,0.45427167415618896,0.28165748715400696,0.4954058527946472,0.2671266496181488,0.24028709530830383,0.45114588737487793,0.20142564177513123,0.20544172823429108
integrated,0.16303282976150513,0.17410336434841156,0.19812536239624023,0.29928264021873474,0.2578928470611572,0.11286380141973495,0.11058984696865082,0.1985659897327423,0.22797954082489014,0.14499841630458832,0.16105122864246368,0.19147339463233948,0.12679032981395721,0.13383129239082336
its,0.30393704771995544,0.19922670722007751,0.32356736063957214,0.1825581192970276,0.559237003326416,0.24203898012638092,0.31198829412460327,0.1781109720468521,0.3793783485889435,0.18860116600990295,0.14834660291671753,0.5367968082427979,0.24487119913101196,0.15103481709957123
members,0.16873176395893097,0.21391335129737854,0.2387082874774933,0.13845905661582947,0.3321719169616699,0.2725757658481598,0.25046077370643616,0.11611047387123108,0.196792870759964,0.27654021978378296,0.21388137340545654,0.32611769437789917,0.22577275335788727,0.10212311148643494
into,0.2180619090795517,0.14888085424900055,0.30517688393592834,0.19248323142528534,0.39493247866630554,0.17312821745872498,0.2263432741165161,0.2431449145078659,0.38021373748779297,0.14725397527217865,0.15122021734714508,0.24211956560611725,0.11595913022756577,0.15662476420402527
his,0.26976513862609863,0.3546801507472992,0.4682264029979706,0.22764578461647034,0.4394008219242096,0.17825907468795776,0.7171558737754822,0.27907538414001465,0.3598145842552185,0.18186849355697632,0.3196015954017639,0.5725893378257751,0.3550528287887573,0.18075084686279297
own,0.35062843561172485,0.34475913643836975,0.30216312408447266,0.25565609335899353,0.334675133228302,0.25259843468666077,0.26108258962631226,0.17969606816768646,0.31893372535705566,0.19035910069942474,0.263553261756897,0.5763392448425293,0.27472320199012756,0.1937696635723114
tribe,0.2215883582830429,0.13854432106018066,0.40159136056900024,0.0652468129992485,0.280248761177063,0.25797438621520996,0.16535893082618713,0.33341774344444275,0.17848652601242065,0.16422605514526367,0.1699123978614807,0.24688933789730072,0.23645932972431183,0.11037874221801758
.,0.3567904531955719,0.35288307070732117,0.31788840889930725,0.23210087418556213,0.5934505462646484,0.33118996024131775,0.38061028718948364,0.21604345738887787,0.5591574311256409,0.20712141692638397,0.22682331502437592,0.34427863359451294,0.13746277987957,0.4130953550338745
,what,did,temüjin,offer,the,people,he,conquered,in,order,earn,their,loyalty,?
these,0.4164220690727234,0.38755595684051514,0.28858405351638794,0.31234872341156006,0.49086877703666687,0.39508289098739624,0.2716899514198303,0.20925001800060272,0.3791837692260742,0.2744444012641907,0.17463304102420807,0.555290937423706,0.1739972084760666,0.2571668326854706
political,0.21846716105937958,0.21022029221057892,0.29886260628700256,0.18959808349609375,0.20477235317230225,0.20555651187896729,0.26859402656555176,0.2398805469274521,0.22136160731315613,0.14144781231880188,0.1886882483959198,0.24564585089683533,0.2617255449295044,0.17130474746227264
innovations,0.12698571383953094,0.19467175006866455,0.19303947687149048,0.32787492871284485,0.29855191707611084,0.1121504157781601,0.19528868794441223,0.08747508376836777,0.23880282044410706,0.2579047679901123,0.24584804475307465,0.29648134112358093,0.21338027715682983,0.1672694981098175
inspired,0.18111269176006317,0.2770785987377167,0.2620103657245636,0.2071928083896637,0.271378755569458,0.208128422498703,0.24210581183433533,0.29950469732284546,0.27352839708328247,0.17031097412109375,0.21399100124835968,0.23149630427360535,0.2389354109764099,0.1529090851545334
great,0.2562883198261261,0.2083706259727478,0.3062899112701416,0.16565018892288208,0.2822027802467346,0.17345860600471497,0.2380380630493164,0.253298282623291,0.23348836600780487,0.11772503703832626,0.18088971078395844,0.1647208034992218,0.2536468803882599,0.13135133683681488
loyalty,0.24543088674545288,0.2284226417541504,0.42168480157852173,0.25662052631378174,0.23463010787963867,0.23980428278446198,0.2659348249435425,0.36960190534591675,0.21021045744419098,0.2395440638065338,0.28626784682273865,0.30673274397850037,1.0,0.146739661693573
among,0.21154822409152985,0.2415449470281601,0.27090877294540405,0.19581030309200287,0.3507058024406433,0.22164304554462433,0.1700378805398941,0.1745850294828415,0.3211768567562103,0.18584908545017242,0.1822335571050644,0.3366332948207855,0.2482346147298813,0.14343059062957764
the,0.42745697498321533,0.34736719727516174,0.43713900446891785,0.21118608117103577,1.0,0.36838498711586,0.4571082592010498,0.3127642273902893,0.6662389636039734,0.3284194767475128,0.21796688437461853,0.516537070274353,0.23463010787963867,0.22068053483963013
conquered,0.2095409482717514,0.23394589126110077,0.48280221223831177,0.17026154696941376,0.3127642273902893,0.26572248339653015,0.2761358916759491,1.0,0.287716805934906,0.12878665328025818,0.17354020476341248,0.19513317942619324,0.36960190534591675,0.12499574571847916
people,0.32444337010383606,0.26765021681785583,0.2670081853866577,0.13062013685703278,0.36838498711586,1.0000001192092896,0.324719101190567,0.26572248339653015,0.39605680108070374,0.1174502894282341,0.24485865235328674,0.2901504337787628,0.23980428278446198,0.23739641904830933
",",0.3087472915649414,0.3015086054801941,0.3484273850917816,0.2830800712108612,0.4933079481124878,0.36644625663757324,0.40251094102859497,0.2528323531150818,0.5201468467712402,0.22478096187114716,0.2286224514245987,0.3045167922973633,0.16162197291851044,0.31091248989105225
making,0.30777570605278015,0.32095879316329956,0.22111475467681885,0.2632888853549957,0.35185980796813965,0.2576110363006592,0.2366257607936859,0.17253413796424866,0.280230849981308,0.17514033615589142,0.27116408944129944,0.30188608169555664,0.1564270555973053,0.2539324164390564
temüjin,0.34580421447753906,0.3476600646972656,1.0,0.21411581337451935,0.43713900446891785,0.2670081853866577,0.44463157653808594,0.48280221223831177,0.3433155417442322,0.24433533847332,0.27910932898521423,0.34026217460632324,0.42168480157852173,0.21090233325958252
stronger,0.26740801334381104,0.24810373783111572,0.3334561586380005,0.2300727665424347,0.24540938436985016,0.1577296108007431,0.24109506607055664,0.24083654582500458,0.20021474361419678,0.1074128970503807,0.2308388650417328,0.2694457173347473,0.2505355179309845,0.12132075428962708
with,0.2464839518070221,0.25472134351730347,0.26846927404403687,0.2691042125225067,0.4223487675189972,0.20958639681339264,0.2845253646373749,0.20136764645576477,0.4080928862094879,0.16471563279628754,0.22329042851924896,0.4258328378200531,0.17307059466838837,0.2433311939239502
each,0.3353266417980194,0.20516681671142578,0.20808733999729156,0.2323574423789978,0.470844566822052,0.24383090436458588,0.21012352406978607,0.1069769561290741,0.30816060304641724,0.2354213148355484,0.2583768665790558,0.4487806558609009,0.2406744807958603,0.21173812448978424
victory,0.12667348980903625,0.18024887144565582,0.2739444375038147,0.21286751329898834,0.2795662581920624,0.14955143630504608,0.3283524215221405,0.3338508605957031,0.21562302112579346,0.08267291635274887,0.22124242782592773,0.19204789400100708,0.34872493147850037,0.15412560105323792
.,0.3567904531955719,0.35288307070732117,0.31788840889930725,0.23210087418556213,0.5934505462646484,0.33118996024131775,0.38061028718948364,0.21604345738887787,0.5591574311256409,0.20712141692638397,0.22682331502437592,0.34427863359451294,0.13746277987957,0.4130953550338745
