,what,was,the,name,of,the,rock,found,during,the,apollo,15,mission,that,kreep,was,discovered,in,?
composed,0.14231626689434052,0.23678557574748993,0.21816956996917725,0.16349543631076813,0.29509663581848145,0.21816956996917725,0.23250757157802582,0.1851145476102829,0.2026541531085968,0.21816956996917725,0.09493450075387955,0.002327310387045145,0.06694916635751724,0.18441073596477509,0.14528411626815796,0.23678557574748993,0.22449719905853271,0.19297388195991516,0.0784355029463768
almost,0.2467888444662094,0.2474903166294098,0.3341992199420929,0.15220676362514496,0.3144364058971405,0.3341992199420929,0.1500035524368286,0.2764711081981659,0.27011558413505554,0.3341992199420929,0.1287655383348465,-0.01569094881415367,0.10218369960784912,0.394830584526062,0.21970349550247192,0.2474903166294098,0.18551284074783325,0.3422279357910156,0.1372147500514984
exclusively,0.1829550862312317,0.22272594273090363,0.3155750334262848,0.09922223538160324,0.21564675867557526,0.3155750334262848,0.08837833255529404,0.1887781172990799,0.2558733820915222,0.3155750334262848,0.06737683713436127,-0.030629146844148636,0.07093417644500732,0.28489214181900024,0.1556590497493744,0.22272594273090363,0.19611556828022003,0.23381662368774414,0.09723977744579315
of,0.33290785551071167,0.4069072902202606,0.733189046382904,0.24075818061828613,1.0,0.733189046382904,0.2653365731239319,0.2982911467552185,0.3869180977344513,0.733189046382904,0.1786269098520279,-0.02319195494055748,0.20170781016349792,0.41498205065727234,0.14991696178913116,0.4069072902202606,0.22074753046035767,0.5696388483047485,0.1826142966747284
the,0.42745697498321533,0.48711544275283813,1.0,0.3171212375164032,0.733189046382904,1.0,0.23786304891109467,0.3452354073524475,0.4838213622570038,1.0,0.2169172167778015,-0.011810222640633583,0.22673439979553223,0.5473989248275757,0.21655681729316711,0.48711544275283813,0.27493247389793396,0.6662389636039734,0.22068053483963013
calcium-rich,0.27160364389419556,0.20028018951416016,0.25428056716918945,0.15689218044281006,0.2577976584434509,0.25428056716918945,0.3235361576080322,0.270496666431427,0.21722866594791412,0.25428056716918945,0.1934233456850052,-0.00431156437844038,0.12075497955083847,0.26883596181869507,0.34198158979415894,0.20028018951416016,0.2665554881095886,0.19804511964321136,0.23192302882671356
feldspar,0.21922485530376434,0.15891285240650177,0.2255774736404419,0.14008207619190216,0.26710689067840576,0.2255774736404419,0.4474613666534424,0.390125572681427,0.11174030601978302,0.2255774736404419,0.08024464547634125,-0.03011135943233967,-0.02701190859079361,0.2868345081806183,0.3749018907546997,0.15891285240650177,0.2890761196613312,0.24618369340896606,0.17548413574695587
mineral,0.20816034078598022,0.1754218339920044,0.229726642370224,0.17163659632205963,0.2677479386329651,0.229726642370224,0.34702637791633606,0.33880990743637085,0.06248912215232849,0.229726642370224,0.1473483294248581,0.0043511176481842995,0.11194325238466263,0.2340027391910553,0.20785152912139893,0.1754218339920044,0.28398483991622925,0.25152701139450073,0.1975122094154358
anorthite,0.26099827885627747,0.3302956521511078,0.3237297534942627,0.23543833196163177,0.33809542655944824,0.3237297534942627,0.30591335892677307,0.2465076893568039,0.22998283803462982,0.3237297534942627,0.24899300932884216,0.0898522362112999,0.15319210290908813,0.28572529554367065,0.3044932186603546,0.3302956521511078,0.22612766921520233,0.35460731387138367,0.2435493767261505
",",0.3087472915649414,0.45456063747406006,0.4933079481124878,0.28145334124565125,0.4946078956127167,0.4933079481124878,0.2775712311267853,0.27385151386260986,0.3225448727607727,0.4933079481124878,0.19808128476142883,-0.03563398867845535,0.21226151287555695,0.4137537479400635,0.3022524416446686,0.45456063747406006,0.26185235381126404,0.5201468467712402,0.31091248989105225
and,0.31309178471565247,0.3740963041782379,0.5171257257461548,0.21235932409763336,0.5116966962814331,0.5171257257461548,0.2808155119419098,0.27978911995887756,0.36462149024009705,0.5171257257461548,0.15251155197620392,0.031420208513736725,0.16932862997055054,0.4731321930885315,0.3423987627029419,0.3740963041782379,0.21031536161899567,0.4954058527946472,0.20544172823429108
is,0.28837618231773376,0.5810302495956421,0.5823672413825989,0.3359788954257965,0.4854315221309662,0.5823672413825989,0.1981455236673355,0.3526395261287689,0.2240111529827118,0.5823672413825989,0.1604149341583252,-0.00426758686080575,0.1684449464082718,0.3995479643344879,0.21800653636455536,0.5810302495956421,0.21262536942958832,0.5394441485404968,0.22961433231830597
believed,0.32626157999038696,0.3758357763290405,0.324635773897171,0.2008988857269287,0.2945859134197235,0.324635773897171,0.1553059220314026,0.39371129870414734,0.29333433508872986,0.324635773897171,0.188200443983078,0.0713961124420166,0.17669028043746948,0.4644409120082855,0.0462484285235405,0.3758357763290405,0.39856183528900146,0.2605416774749756,0.17606885731220245
to,0.455847829580307,0.3636345863342285,0.535392165184021,0.27806994318962097,0.41548454761505127,0.535392165184021,0.22657817602157593,0.25225648283958435,0.2828781306743622,0.535392165184021,0.23190522193908691,-0.047946229577064514,0.26700642704963684,0.5436353087425232,0.22007639706134796,0.3636345863342285,0.17764629423618317,0.45010748505592346,0.29463258385658264
be,0.3929833769798279,0.42228707671165466,0.4248143136501312,0.19639723002910614,0.33904364705085754,0.4248143136501312,0.24234087765216827,0.23313552141189575,0.24990400671958923,0.4248143136501312,0.1851431280374527,-0.030703280121088028,0.13588100671768188,0.6036020517349243,0.20390048623085022,0.42228707671165466,0.17532077431678772,0.3481820821762085,0.3324260413646698
representative,0.19021190702915192,0.2563413679599762,0.23411999642848969,0.1669621765613556,0.31028270721435547,0.23411999642848969,0.1540820300579071,0.09836194664239883,0.19227690994739532,0.23411999642848969,0.15875642001628876,0.04038260132074356,0.20698182284832,0.15798820555210114,0.17881114780902863,0.2563413679599762,0.1338193416595459,0.23496659100055695,0.13044437766075134
of,0.33290785551071167,0.4069072902202606,0.733189046382904,0.24075818061828613,1.0,0.733189046382904,0.2653365731239319,0.2982911467552185,0.3869180977344513,0.733189046382904,0.1786269098520279,-0.02319195494055748,0.20170781016349792,0.41498205065727234,0.14991696178913116,0.4069072902202606,0.22074753046035767,0.5696388483047485,0.1826142966747284
the,0.42745697498321533,0.48711544275283813,1.0,0.3171212375164032,0.733189046382904,1.0,0.23786304891109467,0.3452354073524475,0.4838213622570038,1.0,0.2169172167778015,-0.011810222640633583,0.22673439979553223,0.5473989248275757,0.21655681729316711,0.48711544275283813,0.27493247389793396,0.6662389636039734,0.22068053483963013
highland,0.17173989117145538,0.21433036029338837,0.2521992325782776,0.2095956653356552,0.22246047854423523,0.2521992325782776,0.26856961846351624,0.1265590935945511,0.1778871864080429,0.2521992325782776,0.14159426093101501,0.08688255399465561,0.17357614636421204,0.19579777121543884,0.21795359253883362,0.21433036029338837,0.09419310092926025,0.25577598810195923,0.09064958244562149
crust,0.22092486917972565,0.13834446668624878,0.22538691759109497,0.13514968752861023,0.21774794161319733,0.22538691759109497,0.3945702612400055,0.21591068804264069,0.16733886301517487,0.22538691759109497,0.16985832154750824,0.03435610607266426,0.12748436629772186,0.2679915130138397,0.22550028562545776,0.13834446668624878,0.2483384907245636,0.1749051809310913,0.1887258142232895
.,0.3567904531955719,0.40146201848983765,0.5934505462646484,0.24737101793289185,0.5352458953857422,0.5934505462646484,0.24835698306560516,0.3618174195289612,0.3485563397407532,0.5934505462646484,0.22384987771511078,-0.05741225555539131,0.2227463275194168,0.4460422694683075,0.3397751748561859,0.40146201848983765,0.23523737490177155,0.5591574311256409,0.4130953550338745
