,how,many,miles,south,of,san,jose,is,the,north,-,south,midway,point,located,?
south,0.11786635220050812,0.2319321483373642,0.3471347987651825,1.0000001192092896,0.33382371068000793,0.23492614924907684,0.17794546484947205,0.27680471539497375,0.3129390776157379,0.750363826751709,0.275158166885376,1.0000001192092896,0.27312344312667847,0.1889701932668686,0.3639508783817291,0.12336621433496475
of,0.2480744868516922,0.37253960967063904,0.2263605147600174,0.33382371068000793,1.0,0.25237205624580383,0.16584184765815735,0.4854315221309662,0.733189046382904,0.3604778051376343,0.2919245660305023,0.33382371068000793,0.22770573198795319,0.269877165555954,0.32520920038223267,0.1826142966747284
san,0.11613621562719345,0.20305834710597992,0.17835736274719238,0.23492614924907684,0.25237205624580383,0.9999999403953552,0.6232480406761169,0.1594623327255249,0.2858080565929413,0.27082112431526184,0.17640797793865204,0.23492614924907684,0.16350124776363373,0.19710639119148254,0.19361372292041779,0.10952327400445938
jose,0.13549357652664185,0.1526220142841339,0.1538160890340805,0.17794546484947205,0.16584184765815735,0.6232480406761169,1.0,0.1382024735212326,0.19788163900375366,0.16826391220092773,0.1581857055425644,0.17794546484947205,0.18740588426589966,0.12594932317733765,0.20514002442359924,0.06250977516174316
;,0.07230665534734726,0.11763367056846619,-0.04186858609318733,0.07080903649330139,0.054534342139959335,0.04621438309550285,-3.628576814662665e-05,0.05324986204504967,0.09152708947658539,0.10713676363229752,0.004543918650597334,0.07080903649330139,0.09472551196813583,0.07141175121068954,0.03696584329009056,0.10349778085947037
however,0.45072782039642334,0.5381983518600464,0.1719917505979538,0.2273845374584198,0.3800618350505829,0.20529423654079437,0.19477826356887817,0.33769986033439636,0.49814513325691223,0.20643250644207,0.14850954711437225,0.2273845374584198,0.23360967636108398,0.2832590341567993,0.15942849218845367,0.2152075469493866
",",0.22659391164779663,0.40610817074775696,0.29495540261268616,0.3256652057170868,0.4946078956127167,0.25561806559562683,0.2411157786846161,0.4691906273365021,0.4933079481124878,0.31834840774536133,0.42609795928001404,0.3256652057170868,0.21956577897071838,0.28971099853515625,0.2678719460964203,0.31091248989105225
this,0.45272302627563477,0.43532639741897583,0.16732491552829742,0.16995437443256378,0.45148900151252747,0.16386784613132477,0.12537506222724915,0.480927973985672,0.6274310946464539,0.21515107154846191,0.24646519124507904,0.16995437443256378,0.20971165597438812,0.33995872735977173,0.25127312541007996,0.3155723512172699
does,0.37637394666671753,0.30303922295570374,0.11880313605070114,0.11284814029932022,0.3119818866252899,0.11352116614580154,0.09212319552898407,0.4403602182865143,0.35928019881248474,0.11500263214111328,0.1747216433286667,0.11284814029932022,0.13193073868751526,0.2442251592874527,0.20630888640880585,0.338003009557724
not,0.4869767427444458,0.4369727373123169,0.08074476569890976,0.13560758531093597,0.3307090103626251,0.16655369102954865,0.16345687210559845,0.3776007890701294,0.4310511648654938,0.17446625232696533,0.18123318254947662,0.13560758531093597,0.1922571063041687,0.2949138879776001,0.1649247705936432,0.41942933201789856
coincide,0.24015749990940094,0.2586475610733032,0.15400290489196777,0.12954123318195343,0.21693982183933258,0.07815659791231155,0.05057171359658241,0.20311889052391052,0.27751895785331726,0.14209267497062683,0.1196654662489891,0.12954123318195343,0.2068910151720047,0.22466346621513367,0.18227629363536835,0.21172823011875153
with,0.3525622487068176,0.35744401812553406,0.12333415448665619,0.15469324588775635,0.41827285289764404,0.20429159700870514,0.16811394691467285,0.3250955045223236,0.4223487675189972,0.185934916138649,0.26225757598876953,0.15469324588775635,0.1380717158317566,0.2519472539424896,0.12990716099739075,0.2433311939239502
popular,0.16110315918922424,0.41885265707969666,0.1002904623746872,0.18113172054290771,0.25281813740730286,0.1256885528564453,0.13735918700695038,0.30144429206848145,0.2724021077156067,0.18694724142551422,0.15349578857421875,0.18113172054290771,0.12406158447265625,0.13538169860839844,0.11256954818964005,0.13108457624912262
use,0.39296725392341614,0.3544585704803467,0.10333012789487839,0.09941013157367706,0.2750902473926544,0.13510824739933014,0.11414406448602676,0.3357410430908203,0.34342584013938904,0.09243907034397125,0.2011181265115738,0.09941013157367706,0.16569370031356812,0.223058819770813,0.17875637114048004,0.32795652747154236
of,0.2480744868516922,0.37253960967063904,0.2263605147600174,0.33382371068000793,1.0,0.25237205624580383,0.16584184765815735,0.4854315221309662,0.733189046382904,0.3604778051376343,0.2919245660305023,0.33382371068000793,0.22770573198795319,0.269877165555954,0.32520920038223267,0.1826142966747284
the,0.33890387415885925,0.4335206151008606,0.25706055760383606,0.3129390776157379,0.733189046382904,0.2858080565929413,0.19788163900375366,0.5823672413825989,1.0,0.36298373341560364,0.3207225501537323,0.3129390776157379,0.2696748971939087,0.3084787130355835,0.407527357339859,0.22068053483963013
term,0.23617766797542572,0.22119450569152832,0.08277447521686554,0.13386225700378418,0.26047757267951965,0.09701717644929886,0.02028384432196617,0.270183801651001,0.2740369141101837,0.12223714590072632,0.18395844101905823,0.13386225700378418,0.12900410592556,0.1868525892496109,0.11675656586885452,0.1901002675294876
.,0.3287222981452942,0.3974229395389557,0.23885086178779602,0.2798699140548706,0.5352458953857422,0.24563752114772797,0.21038207411766052,0.4569662809371948,0.5934505462646484,0.3171539604663849,0.4330557584762573,0.2798699140548706,0.28152549266815186,0.26374325156211853,0.28226932883262634,0.4130953550338745
