,what,artist,provided,the,woodcuts,for,luther,'s,bible,?
that,0.6297725439071655,0.16198593378067017,0.3600626289844513,0.5473989248275757,0.20849642157554626,0.4137635827064514,0.21746599674224854,0.04397977516055107,0.31875133514404297,0.32716336846351624
contained,0.18997789919376373,0.11451118439435959,0.32420167326927185,0.31440216302871704,0.24943004548549652,0.2593417465686798,0.1470099538564682,-0.09433905780315399,0.2509433627128601,0.171995609998703
anti-papal,0.19345997273921967,0.20615769922733307,0.15207964181900024,0.2885119318962097,0.19485168159008026,0.21211034059524536,0.25778383016586304,-0.11037866771221161,0.33353033661842346,0.21290723979473114
imagery,0.2000245600938797,0.20857657492160797,0.17561979591846466,0.1883656531572342,0.3354692757129669,0.16655313968658447,0.1673310399055481,0.1026635691523552,0.20721560716629028,0.13269741833209991
",",0.3087472915649414,0.2583858072757721,0.27036961913108826,0.4933079481124878,0.24252036213874817,0.4464869201183319,0.23255878686904907,-0.0016132977325469255,0.18640878796577454,0.31091248989105225
it,0.45803478360176086,0.19199374318122864,0.1803172081708908,0.6251175999641418,0.17830206453800201,0.32171204686164856,0.15365919470787048,0.06608816236257553,0.25538355112075806,0.25732165575027466
played,0.14831039309501648,0.164998397231102,0.1000853106379509,0.2603478729724884,0.15459959208965302,0.31373727321624756,0.2316470444202423,0.03920676186680794,0.13168171048164368,0.14096300303936005
a,0.3320399522781372,0.21805593371391296,0.20476344227790833,0.5829201340675354,0.21618416905403137,0.44038116931915283,0.17967689037322998,0.04866964742541313,0.15878930687904358,0.23916715383529663
major,0.21026742458343506,0.11913314461708069,0.1464681774377823,0.31775903701782227,0.10166038572788239,0.23592928051948547,0.13173559308052063,-0.010959804058074951,0.1261804699897766,0.19788557291030884
role,0.22614215314388275,0.13965125381946564,0.17146582901477814,0.26607486605644226,0.13141296803951263,0.34694939851760864,0.223234161734581,0.00619043642655015,0.1156989187002182,0.18676944077014923
in,0.30808621644973755,0.18431559205055237,0.19033823907375336,0.6662389636039734,0.23431570827960968,0.4322226941585541,0.20523880422115326,-0.037580832839012146,0.17902518808841705,0.20430970191955566
the,0.42745697498321533,0.1862100064754486,0.304488867521286,1.0,0.2534756362438202,0.4739971458911896,0.1759674996137619,-0.01540423184633255,0.27647915482521057,0.22068053483963013
spread,0.22287604212760925,0.06690958142280579,0.15700791776180267,0.28994160890579224,0.14152318239212036,0.17094987630844116,0.11462883651256561,0.003855166956782341,0.21541190147399902,0.16482828557491302
of,0.33290785551071167,0.15722915530204773,0.272808313369751,0.733189046382904,0.29217687249183655,0.4185989499092102,0.1719115972518921,-0.03817026689648628,0.25664499402046204,0.1826142966747284
luther,0.2134782373905182,0.128509983420372,0.11748263239860535,0.1759674996137619,0.15732508897781372,0.12958186864852905,1.0,-0.009990512393414974,0.3825412392616272,0.1732746809720993
's,0.02692362666130066,-0.03338845074176788,0.01738812029361725,-0.01540423184633255,0.04095853865146637,-0.07241261005401611,-0.009990512393414974,0.9999999403953552,0.008640618063509464,-0.023395681753754616
doctrine,0.3112909197807312,0.13828173279762268,0.22185303270816803,0.23041051626205444,0.116827592253685,0.1461196392774582,0.34285056591033936,-0.004191047511994839,0.41560453176498413,0.21789313852787018
throughout,0.2130906730890274,0.14275740087032318,0.22947955131530762,0.4158564507961273,0.24641717970371246,0.31491008400917053,0.10819269716739655,0.002080083591863513,0.1485014259815216,0.12665234506130219
germany,0.21690446138381958,0.11913753300905228,0.13876648247241974,0.3181285262107849,0.23360390961170197,0.2319389283657074,0.30716460943222046,0.07082316279411316,0.159749373793602,0.1388660967350006
.,0.3567904531955719,0.22495654225349426,0.22066283226013184,0.5934505462646484,0.2167655974626541,0.4726039469242096,0.24907569587230682,-0.003708066651597619,0.22401820123195648,0.4130953550338745
