,what,are,the,agents,detected,by,the,immune,system,called,?
pathogens,0.24503889679908752,0.352535605430603,0.23115308582782745,0.4496217966079712,0.39109933376312256,0.20554135739803314,0.23115308582782745,0.5922579765319824,0.29995468258857727,0.20207016170024872,0.21364152431488037
",",0.3087472915649414,0.4062570035457611,0.4933079481124878,0.24454401433467865,0.2027575522661209,0.3680937886238098,0.4933079481124878,0.15102852880954742,0.18439900875091553,0.26549121737480164,0.31091248989105225
from,0.2737620174884796,0.2674213647842407,0.40150508284568787,0.25229933857917786,0.21102645993232727,0.3373257517814636,0.40150508284568787,0.13325795531272888,0.22092437744140625,0.2703215777873993,0.19969791173934937
viruses,0.22483296692371368,0.31805214285850525,0.22837135195732117,0.38748306035995483,0.35057568550109863,0.20775407552719116,0.22837135195732117,0.5396341681480408,0.27989518642425537,0.19074290990829468,0.2074798345565796
to,0.455847829580307,0.3504326641559601,0.535392165184021,0.26926299929618835,0.25308090448379517,0.33534231781959534,0.535392165184021,0.2541976273059845,0.26662686467170715,0.2987143397331238,0.29463258385658264
parasitic,0.10340037941932678,0.3116908073425293,0.1459645926952362,0.349383682012558,0.26257678866386414,0.13428296148777008,0.1459645926952362,0.46948108077049255,0.2674216330051422,0.1851082295179367,0.16101112961769104
worms,0.18072600662708282,0.2624780833721161,0.22492028772830963,0.22375552356243134,0.19176992774009705,0.12529999017715454,0.22492028772830963,0.24626891314983368,0.1656019389629364,0.2295846790075302,0.18053190410137177
",",0.3087472915649414,0.4062570035457611,0.4933079481124878,0.24454401433467865,0.2027575522661209,0.3680937886238098,0.4933079481124878,0.15102852880954742,0.18439900875091553,0.26549121737480164,0.31091248989105225
and,0.31309178471565247,0.48576638102531433,0.5171257257461548,0.25292477011680603,0.2067824900150299,0.4289871156215668,0.5171257257461548,0.14400269091129303,0.231138214468956,0.3251761794090271,0.20544172823429108
distinguish,0.26580512523651123,0.3052183985710144,0.2407100945711136,0.17701631784439087,0.2225382924079895,0.197633758187294,0.2407100945711136,0.1990751326084137,0.10701602697372437,0.3002053201198578,0.13488887250423431
them,0.4994642734527588,0.5206625461578369,0.4788833558559418,0.3504214882850647,0.2640102207660675,0.35830166935920715,0.4788833558559418,0.27525994181632996,0.2131035327911377,0.24858705699443817,0.35435691475868225
from,0.2737620174884796,0.2674213647842407,0.40150508284568787,0.25229933857917786,0.21102645993232727,0.3373257517814636,0.40150508284568787,0.13325795531272888,0.22092437744140625,0.2703215777873993,0.19969791173934937
the,0.42745697498321533,0.40399202704429626,1.0,0.1752651333808899,0.28185898065567017,0.4408751428127289,1.0,0.21364226937294006,0.3233085572719574,0.489897221326828,0.22068053483963013
organism,0.2626836597919464,0.2598592936992645,0.23149779438972473,0.23371390998363495,0.2710655629634857,0.15555140376091003,0.23149779438972473,0.46061697602272034,0.2959426939487457,0.22976894676685333,0.21088039875030518
's,0.02692362666130066,-0.008927806280553341,-0.01540423184633255,-0.00594136118888855,-0.07853362709283829,-0.010884488001465797,-0.01540423184633255,-0.07542949169874191,0.04329425096511841,-0.021773243322968483,-0.023395681753754616
own,0.35062843561172485,0.29801490902900696,0.334675133228302,0.1743399053812027,0.18366999924182892,0.2755888104438782,0.334675133228302,0.23419548571109772,0.21587668359279633,0.27080872654914856,0.1937696635723114
healthy,0.2440870702266693,0.2958033084869385,0.22004328668117523,0.22957530617713928,0.1802169382572174,0.1597418189048767,0.22004328668117523,0.37470611929893494,0.1853858381509781,0.20150287449359894,0.15095935761928558
tissue,0.21392318606376648,0.2540249526500702,0.2186083048582077,0.22596248984336853,0.3000160753726959,0.18838682770729065,0.2186083048582077,0.42634010314941406,0.24874138832092285,0.22604508697986603,0.17040768265724182
.,0.3567904531955719,0.3452940285205841,0.5934505462646484,0.27116337418556213,0.245070219039917,0.3936232924461365,0.5934505462646484,0.18267881870269775,0.2277725487947464,0.300344854593277,0.4130953550338745
