,what,was,the,focus,of,season,20,of,doctor,who,?
as,0.31749409437179565,0.3677520453929901,0.48381632566452026,0.236613929271698,0.3886612355709076,0.22911055386066437,0.021325651556253433,0.3886612355709076,0.17422905564308167,0.3923053741455078,0.27043893933296204
season,0.12117787450551987,0.24797968566417694,0.2507155239582062,0.13764455914497375,0.1598338931798935,1.0,-0.06619201600551605,0.1598338931798935,0.16388003528118134,0.13809308409690857,0.16793298721313477
8,-0.005443718284368515,-0.07426877319812775,0.0063715726137161255,-0.04354551434516907,0.03280399739742279,-0.057436663657426834,-0.047626055777072906,0.03280399739742279,0.03489280492067337,0.001927281147800386,-0.04056251794099808
being,0.3760843276977539,0.5201660394668579,0.419739305973053,0.2671831250190735,0.34885138273239136,0.21584919095039368,-0.027182452380657196,0.34885138273239136,0.16446267068386078,0.44037187099456787,0.26743772625923157
devoted,0.18600232899188995,0.24734392762184143,0.19689401984214783,0.3464857339859009,0.2848767340183258,0.12862659990787506,-0.044427160173654556,0.2848767340183258,0.13003921508789062,0.25698116421699524,0.15015941858291626
to,0.455847829580307,0.3636345863342285,0.535392165184021,0.33288413286209106,0.41548454761505127,0.22382742166519165,-0.018198585137724876,0.41548454761505127,0.22950075566768646,0.42656609416007996,0.29463258385658264
the,0.42745697498321533,0.48711544275283813,1.0,0.25318023562431335,0.733189046382904,0.2507155239582062,-0.06418957561254501,0.733189046382904,0.2820442318916321,0.3733934462070465,0.22068053483963013
doctor,0.20870667695999146,0.19672659039497375,0.2820442318916321,0.12672249972820282,0.16895952820777893,0.16388003528118134,-0.007134283892810345,0.16895952820777893,0.9999999403953552,0.3504868149757385,0.1462511420249939
battling,0.17203356325626373,0.22449025511741638,0.26203057169914246,0.19285552203655243,0.22585700452327728,0.19213177263736725,-0.05711428076028824,0.22585700452327728,0.16783484816551208,0.26484501361846924,0.149070605635643
a,0.3320399522781372,0.4508470594882965,0.5829201340675354,0.2499895542860031,0.5052502155303955,0.1855505406856537,-0.014937898144125938,0.5052502155303955,0.22883038222789764,0.36608949303627014,0.23916715383529663
rogue,0.23840279877185822,0.14146140217781067,0.23790869116783142,0.15102863311767578,0.2212061882019043,0.06538791209459305,-0.03288048878312111,0.2212061882019043,0.21265453100204468,0.27372437715530396,0.1467922180891037
time,0.36319252848625183,0.3641340136528015,0.43061500787734985,0.20344704389572144,0.35127586126327515,0.26950058341026306,-0.011112496256828308,0.35127586126327515,0.22827142477035522,0.36634087562561035,0.27391523122787476
lord,0.15077504515647888,0.19920654594898224,0.2489406019449234,0.10867329686880112,0.20127125084400177,0.09790864586830139,-0.02469130977988243,0.20127125084400177,0.18648956716060638,0.25294241309165955,0.09544310718774796
called,0.3235960602760315,0.33927658200263977,0.489897221326828,0.1512199193239212,0.4222904443740845,0.12944400310516357,-0.03941131755709648,0.4222904443740845,0.23381920158863068,0.3151143789291382,0.18963319063186646
the,0.42745697498321533,0.48711544275283813,1.0,0.25318023562431335,0.733189046382904,0.2507155239582062,-0.06418957561254501,0.733189046382904,0.2820442318916321,0.3733934462070465,0.22068053483963013
master,0.16430073976516724,0.20155122876167297,0.19769129157066345,0.13388995826244354,0.17072871327400208,0.0617426261305809,-0.012895994819700718,0.17072871327400208,0.2937511205673218,0.3010654151439667,0.11915034055709839
",",0.3087472915649414,0.45456063747406006,0.4933079481124878,0.23845507204532623,0.4946078956127167,0.2232367992401123,0.02128993533551693,0.4946078956127167,0.20407600700855255,0.3365725874900818,0.31091248989105225
season,0.12117787450551987,0.24797968566417694,0.2507155239582062,0.13764455914497375,0.1598338931798935,1.0,-0.06619201600551605,0.1598338931798935,0.16388003528118134,0.13809308409690857,0.16793298721313477
16,-0.009719534777104855,-0.008355183526873589,0.0058518932200968266,0.047173433005809784,0.005479797255247831,0.036940135061740875,-0.0295664481818676,0.005479797255247831,0.08900805562734604,0.08880186825990677,0.08446579426527023
's,0.02692362666130066,0.008974763564765453,-0.01540423184633255,0.00015971816901583225,-0.03817026689648628,0.06624794006347656,-0.016651324927806854,-0.03817026689648628,0.031664930284023285,0.05599616840481758,-0.023395681753754616
quest,0.25975751876831055,0.14371365308761597,0.24956130981445312,0.24696460366249084,0.19301605224609375,0.19018901884555817,0.0040219686925411224,0.19301605224609375,0.17163985967636108,0.28145426511764526,0.1989581137895584
for,0.3017193675041199,0.3863949179649353,0.4739971458911896,0.2810359299182892,0.4185989499092102,0.24490800499916077,-0.03344472870230675,0.4185989499092102,0.1556548923254013,0.37110671401023865,0.264628142118454
the,0.42745697498321533,0.48711544275283813,1.0,0.25318023562431335,0.733189046382904,0.2507155239582062,-0.06418957561254501,0.733189046382904,0.2820442318916321,0.3733934462070465,0.22068053483963013
key,0.2270265817642212,0.15157482028007507,0.2260027974843979,0.19365687668323517,0.24036972224712372,0.10623627156019211,0.013908060267567635,0.24036972224712372,0.13849486410617828,0.10147488117218018,0.18782930076122284
to,0.455847829580307,0.3636345863342285,0.535392165184021,0.33288413286209106,0.41548454761505127,0.22382742166519165,-0.018198585137724876,0.41548454761505127,0.22950075566768646,0.42656609416007996,0.29463258385658264
time,0.36319252848625183,0.3641340136528015,0.43061500787734985,0.20344704389572144,0.35127586126327515,0.26950058341026306,-0.011112496256828308,0.35127586126327515,0.22827142477035522,0.36634087562561035,0.27391523122787476
",",0.3087472915649414,0.45456063747406006,0.4933079481124878,0.23845507204532623,0.4946078956127167,0.2232367992401123,0.02128993533551693,0.4946078956127167,0.20407600700855255,0.3365725874900818,0.31091248989105225
season,0.12117787450551987,0.24797968566417694,0.2507155239582062,0.13764455914497375,0.1598338931798935,1.0,-0.06619201600551605,0.1598338931798935,0.16388003528118134,0.13809308409690857,0.16793298721313477
18,-0.09284763038158417,-0.1265212595462799,-0.07796193659305573,-0.07489772886037827,-0.09725122153759003,-0.10408946126699448,0.08432736992835999,-0.09725122153759003,-0.04074550420045853,0.013901916332542896,-0.04919438064098358
's,0.02692362666130066,0.008974763564765453,-0.01540423184633255,0.00015971816901583225,-0.03817026689648628,0.06624794006347656,-0.016651324927806854,-0.03817026689648628,0.031664930284023285,0.05599616840481758,-0.023395681753754616
journey,0.1740729808807373,0.24955794215202332,0.24944555759429932,0.1618843972682953,0.19444577395915985,0.18368224799633026,0.0342181958258152,0.19444577395915985,0.2682817578315735,0.2024807333946228,0.06391996890306473
through,0.23167094588279724,0.21752823889255524,0.44071322679519653,0.2217443734407425,0.3647414743900299,0.1704094260931015,-0.01856069080531597,0.3647414743900299,0.17974799871444702,0.17793183028697968,0.16913433372974396
e-space,0.24625007808208466,0.08923977613449097,0.15999600291252136,0.1972164660692215,0.12399474531412125,0.12494001537561417,0.10907792299985886,0.12399474531412125,0.1311032921075821,0.11768491566181183,0.32208043336868286
and,0.31309178471565247,0.3740963041782379,0.5171257257461548,0.2707323133945465,0.5116966962814331,0.2369309365749359,0.04124240204691887,0.5116966962814331,0.21673844754695892,0.41279885172843933,0.20544172823429108
the,0.42745697498321533,0.48711544275283813,1.0,0.25318023562431335,0.733189046382904,0.2507155239582062,-0.06418957561254501,0.733189046382904,0.2820442318916321,0.3733934462070465,0.22068053483963013
theme,0.24160240590572357,0.21860456466674805,0.2470158040523529,0.2642773687839508,0.17537155747413635,0.20135252177715302,-0.023646140471100807,0.17537155747413635,0.17665699124336243,0.1836521327495575,0.21507632732391357
of,0.33290785551071167,0.4069072902202606,0.733189046382904,0.2428540587425232,1.0,0.1598338931798935,-0.0318976491689682,1.0,0.16895952820777893,0.2827862501144409,0.1826142966747284
entropy,0.3315114378929138,0.15106771886348724,0.26641684770584106,0.19795270264148712,0.2729112505912781,0.11396171897649765,-0.01000751182436943,0.2729112505912781,0.21465490758419037,0.15304452180862427,0.2763933837413788
",",0.3087472915649414,0.45456063747406006,0.4933079481124878,0.23845507204532623,0.4946078956127167,0.2232367992401123,0.02128993533551693,0.4946078956127167,0.20407600700855255,0.3365725874900818,0.31091248989105225
and,0.31309178471565247,0.3740963041782379,0.5171257257461548,0.2707323133945465,0.5116966962814331,0.2369309365749359,0.04124240204691887,0.5116966962814331,0.21673844754695892,0.41279885172843933,0.20544172823429108
season,0.12117787450551987,0.24797968566417694,0.2507155239582062,0.13764455914497375,0.1598338931798935,1.0,-0.06619201600551605,0.1598338931798935,0.16388003528118134,0.13809308409690857,0.16793298721313477
20,-0.036424171179533005,-0.09198236465454102,-0.06418957561254501,0.00714871333912015,-0.0318976491689682,-0.06619201600551605,1.0,-0.0318976491689682,-0.007134283892810345,0.01726163923740387,0.11360422521829605
's,0.02692362666130066,0.008974763564765453,-0.01540423184633255,0.00015971816901583225,-0.03817026689648628,0.06624794006347656,-0.016651324927806854,-0.03817026689648628,0.031664930284023285,0.05599616840481758,-0.023395681753754616
black,0.12054000794887543,0.1419273465871811,0.28466513752937317,0.09681634604930878,0.23966942727565765,0.14301295578479767,0.020237473770976067,0.23966942727565765,0.15399852395057678,0.22539480030536652,0.15159966051578522
guardian,0.2007904350757599,0.15011364221572876,0.21873877942562103,0.09432289749383926,0.15172292292118073,0.0655541941523552,-0.003193632932379842,0.15172292292118073,0.2102089375257492,0.3051488995552063,0.13714484870433807
trilogy,0.1892494410276413,0.23106874525547028,0.23913927376270294,0.16199421882629395,0.18566758930683136,0.1528240144252777,-0.07602524012327194,0.18566758930683136,0.172410249710083,0.14945288002490997,0.12822312116622925
.,0.3567904531955719,0.40146201848983765,0.5934505462646484,0.21183714270591736,0.5352458953857422,0.24674734473228455,0.01334344781935215,0.5352458953857422,0.22361043095588684,0.3541337847709656,0.4130953550338745
