,any,even,number,larger,than,what,can,not,be,considered,prime,?
definition,0.34877851605415344,0.376405268907547,0.26750731468200684,0.2130572348833084,0.3342207372188568,0.330344021320343,0.3023349940776825,0.35584738850593567,0.333861380815506,0.3282473087310791,0.16673098504543304,0.2796523869037628
",",0.3237466514110565,0.34610581398010254,0.2535701394081116,0.2491181194782257,0.3371901512145996,0.3087472915649414,0.3139454126358032,0.3769696354866028,0.39254459738731384,0.32932984828948975,0.2565026581287384,0.31091248989105225
any,1.0,0.5437874794006348,0.350625604391098,0.2940545380115509,0.4801669418811798,0.43670421838760376,0.5010802745819092,0.5995424389839172,0.5107080936431885,0.3401704728603363,0.11211950331926346,0.4113408327102661
such,0.4017013609409332,0.4102804362773895,0.30011066794395447,0.32803186774253845,0.4386829137802124,0.23989605903625488,0.396209716796875,0.4058493673801422,0.5239806771278381,0.32339993119239807,0.13806600868701935,0.17851735651493073
number,0.350625604391098,0.3470761179924011,1.0,0.2661738395690918,0.2816639244556427,0.23046229779720306,0.33886176347732544,0.30033785104751587,0.28840136528015137,0.2176661193370819,0.2556258738040924,0.19256845116615295
n,0.21605715155601501,0.17372854053974152,0.2545117735862732,0.1305670291185379,0.17394788563251495,0.16510315239429474,0.22125642001628876,0.15677766501903534,0.1837998479604721,0.12406370788812637,0.22825956344604492,0.19161871075630188
has,0.3449929356575012,0.36338135600090027,0.31251442432403564,0.2611818015575409,0.32792407274246216,0.20338068902492523,0.4103628396987915,0.32239022850990295,0.3863394856452942,0.2294963151216507,0.17349666357040405,0.15994466841220856
at,0.2206675112247467,0.24857373535633087,0.20500339567661285,0.16844189167022705,0.27679139375686646,0.2838611304759979,0.16641086339950562,0.22025953233242035,0.30379733443260193,0.22421137988567352,0.15248191356658936,0.21978627145290375
least,0.40518200397491455,0.38777706027030945,0.36161690950393677,0.20138266682624817,0.4221368134021759,0.3337163031101227,0.34426364302635193,0.37344419956207275,0.3761572241783142,0.33182570338249207,0.1213962510228157,0.28866854310035706
three,0.33841368556022644,0.2926880121231079,0.37020018696784973,0.20762361586093903,0.3105981945991516,0.24888746440410614,0.21489545702934265,0.24090014398097992,0.25663426518440247,0.22601662576198578,0.15575771033763885,0.20928427577018738
distinct,0.33628785610198975,0.29665037989616394,0.2389853447675705,0.3511679172515869,0.32516682147979736,0.2610252797603607,0.2646845281124115,0.2416369915008545,0.25680893659591675,0.28251802921295166,0.2337775081396103,0.09523114562034607
divisors,0.3762441575527191,0.3367668092250824,0.47861936688423157,0.27011898159980774,0.32087790966033936,0.269854873418808,0.3134455382823944,0.34721988439559937,0.2897682785987854,0.310026079416275,0.3620528280735016,0.19582416117191315
",",0.3237466514110565,0.34610581398010254,0.2535701394081116,0.2491181194782257,0.3371901512145996,0.3087472915649414,0.3139454126358032,0.3769696354866028,0.39254459738731384,0.32932984828948975,0.2565026581287384,0.31091248989105225
namely,0.3140868842601776,0.30801594257354736,0.3117947280406952,0.2636852562427521,0.2536720931529999,0.25631916522979736,0.2045307457447052,0.2684014141559601,0.18083441257476807,0.26284685730934143,0.08896873891353607,0.18782232701778412
1,-0.3230189085006714,-0.27845096588134766,-0.20963284373283386,-0.10698997974395752,-0.1783061921596527,-0.21266892552375793,-0.2700748145580292,-0.31168678402900696,-0.2923636734485626,-0.19963058829307556,-0.17159132659435272,-0.249979168176651
",",0.3237466514110565,0.34610581398010254,0.2535701394081116,0.2491181194782257,0.3371901512145996,0.3087472915649414,0.3139454126358032,0.3769696354866028,0.39254459738731384,0.32932984828948975,0.2565026581287384,0.31091248989105225
2,-0.07780590653419495,-0.03395697474479675,0.04057243838906288,-0.04031788185238838,-0.04757285863161087,-0.049862053245306015,0.01035431306809187,-0.06483332812786102,0.02104739472270012,0.002934281015768647,0.058812014758586884,0.001977203879505396
",",0.3237466514110565,0.34610581398010254,0.2535701394081116,0.2491181194782257,0.3371901512145996,0.3087472915649414,0.3139454126358032,0.3769696354866028,0.39254459738731384,0.32932984828948975,0.2565026581287384,0.31091248989105225
and,0.3363793194293976,0.4625037908554077,0.28545793890953064,0.34781917929649353,0.39361441135406494,0.31309178471565247,0.3675691485404968,0.39099299907684326,0.41766801476478577,0.3359341621398926,0.21528048813343048,0.20544172823429108
n.,-0.07696202397346497,0.056687112897634506,-0.15586800873279572,-0.1687024086713791,-0.07221844792366028,0.07859472185373306,0.039339885115623474,0.012659183703362942,-0.017347319051623344,-0.028625719249248505,0.04144706949591637,0.04318316653370857
this,0.5327546000480652,0.4644889533519745,0.3291929066181183,0.33173298835754395,0.42539164423942566,0.5489566326141357,0.4006461203098297,0.557635486125946,0.566177248954773,0.39504173398017883,0.17067231237888336,0.3155723512172699
implies,0.4526888132095337,0.4414583146572113,0.19326260685920715,0.24907587468624115,0.3558484613895416,0.33707395195961,0.3005293607711792,0.3947281837463379,0.3691355586051941,0.338473916053772,0.14772307872772217,0.24269460141658783
that,0.5484943389892578,0.5503504276275635,0.32951247692108154,0.3079192042350769,0.4891277849674225,0.6297725439071655,0.4522190988063812,0.6600887179374695,0.6036020517349243,0.37593913078308105,0.18163643777370453,0.32716336846351624
n,0.21605715155601501,0.17372854053974152,0.2545117735862732,0.1305670291185379,0.17394788563251495,0.16510315239429474,0.22125642001628876,0.15677766501903534,0.1837998479604721,0.12406370788812637,0.22825956344604492,0.19161871075630188
is,0.35691767930984497,0.28202980756759644,0.22390379011631012,0.24218857288360596,0.2839990258216858,0.28837618231773376,0.44256699085235596,0.3776007890701294,0.4819129705429077,0.4096149802207947,0.16680827736854553,0.22961433231830597
not,0.5995424389839172,0.6105154752731323,0.30033785104751587,0.2550850212574005,0.3858577013015747,0.5449194312095642,0.49270012974739075,0.9999999403953552,0.5788898468017578,0.41997629404067993,0.12917746603488922,0.41942933201789856
prime,0.11211950331926346,0.1619197428226471,0.2556258738040924,0.1134101077914238,0.1307777762413025,0.15586113929748535,0.1305878609418869,0.12917746603488922,0.14576895534992218,0.1126614436507225,1.0,0.11276303976774216
.,0.39295488595962524,0.3729337155818939,0.3256329298019409,0.25803330540657043,0.3594527542591095,0.3567904531955719,0.35783761739730835,0.4824007451534271,0.4383580684661865,0.29356086254119873,0.17658381164073944,0.4130953550338745
