,along,with,drought,",",what,is,one,other,factor,that,is,pushing,the,amazon,rainforest,towards,a,tipping,point,?
rainforest,0.2452998161315918,0.19804547727108002,0.44729626178741455,0.2737860679626465,0.22127854824066162,0.2674187123775482,0.2546979784965515,0.22662027180194855,0.1350032389163971,0.22076080739498138,0.2674187123775482,0.08574141561985016,0.2571161389350891,0.48046615719795227,1.0,0.1531432569026947,0.2497720569372177,0.11345084011554718,0.17682762444019318,0.1917492002248764
towards,0.3495391011238098,0.25315994024276733,0.07961033284664154,0.2550581693649292,0.281793475151062,0.22460906207561493,0.23224638402462006,0.23071546852588654,0.19967705011367798,0.28294092416763306,0.22460906207561493,0.42102286219596863,0.31815874576568604,0.10340473055839539,0.1531432569026947,1.0000001192092896,0.2078181505203247,0.2725315988063812,0.3773000240325928,0.13023285567760468
a,0.24426962435245514,0.3783375024795532,0.21180132031440735,0.427140474319458,0.3320399522781372,0.658733606338501,0.4910551905632019,0.2806335389614105,0.2596903145313263,0.47537946701049805,0.658733606338501,0.30144527554512024,0.5829201340675354,0.1865728348493576,0.2497720569372177,0.2078181505203247,1.0,0.30372434854507446,0.2913021743297577,0.23916715383529663
``,-0.00808569323271513,0.08974023163318634,-0.013029265217483044,0.09681109338998795,0.008517155423760414,0.058766357600688934,0.1164957657456398,0.10245004296302795,0.20252680778503418,0.05285148695111275,0.058766357600688934,0.02816750667989254,0.029072100296616554,-0.05305168405175209,0.051055461168289185,0.010755262337625027,0.07272057235240936,0.0017219207948073745,0.13949355483055115,0.0685480609536171
tipping,0.1880362182855606,0.24996818602085114,0.24403564631938934,0.24253083765506744,0.23026634752750397,0.23334631323814392,0.21229800581932068,0.2897861897945404,0.23748992383480072,0.31135094165802,0.23334631323814392,0.41889744997024536,0.2517189085483551,0.19738240540027618,0.11345084011554718,0.2725315988063812,0.30372434854507446,1.0,0.27839696407318115,0.20518994331359863
point,0.16051407158374786,0.2519472539424896,0.12530700862407684,0.28971099853515625,0.3286605179309845,0.29601794481277466,0.2811886668205261,0.24576379358768463,0.22861480712890625,0.32285839319229126,0.29601794481277466,0.32280614972114563,0.3084787130355835,0.13761202991008759,0.17682762444019318,0.3773000240325928,0.2913021743297577,0.27839696407318115,0.9999998807907104,0.19189560413360596
'',0.013434113934636116,0.07907696813344955,-0.03998060151934624,-0.037358131259679794,0.08143015950918198,0.0793738141655922,0.036477331072092056,0.021007593721151352,0.007775241509079933,0.007880004122853279,0.0793738141655922,-0.02086327038705349,0.041273195296525955,-0.049918122589588165,-0.08471324294805527,-0.055717963725328445,0.04890415817499161,0.02104688063263893,0.0178954117000103,0.018684765323996544
where,0.3530636131763458,0.4142743945121765,0.22265876829624176,0.3149496018886566,0.4457937180995941,0.3586711287498474,0.3907615840435028,0.3730994164943695,0.3193000257015228,0.4876193106174469,0.3586711287498474,0.26177236437797546,0.5003893971443176,0.15229910612106323,0.23460373282432556,0.35452669858932495,0.40997210144996643,0.22894974052906036,0.3279148042201996,0.24793872237205505
it,0.23895776271820068,0.3369046747684479,0.24890479445457458,0.48329564929008484,0.45803478360176086,0.6328473687171936,0.4284902811050415,0.36282607913017273,0.2376704066991806,0.5921133160591125,0.6328473687171936,0.2773929238319397,0.6251175999641418,0.22231659293174744,0.2913419008255005,0.27592888474464417,0.5452592968940735,0.22582663595676422,0.3129159212112427,0.25732165575027466
would,0.26956912875175476,0.38372042775154114,0.28583842515945435,0.32586824893951416,0.45766422152519226,0.33626067638397217,0.38529840111732483,0.37565508484840393,0.26737895607948303,0.5895259380340576,0.33626067638397217,0.2971045970916748,0.4133751392364502,0.18603263795375824,0.15196748077869415,0.26741844415664673,0.398599237203598,0.28185027837753296,0.31035909056663513,0.37178951501846313
irreversibly,0.1484414041042328,0.21667173504829407,0.3487839102745056,0.25659316778182983,0.37507495284080505,0.3040570616722107,0.2667381167411804,0.2898557186126709,0.33602002263069153,0.4066145718097687,0.3040570616722107,0.3151448667049408,0.2730558514595032,0.10675545036792755,0.2311432659626007,0.3218545913696289,0.31328466534614563,0.3140331208705902,0.24039992690086365,0.31257662177085876
start,0.2312469333410263,0.26863762736320496,0.215103879570961,0.2934366464614868,0.3207288086414337,0.2054843157529831,0.28116774559020996,0.2840237617492676,0.22291560471057892,0.34617605805397034,0.2054843157529831,0.2600537836551666,0.3656389117240906,0.11685658246278763,0.14311128854751587,0.28966978192329407,0.29672953486442566,0.14796796441078186,0.2763413190841675,0.26634979248046875
to,0.2976071536540985,0.4239959120750427,0.2686719596385956,0.44245919585227966,0.455847829580307,0.42745086550712585,0.4025384783744812,0.4193183183670044,0.23708900809288025,0.5436353087425232,0.42745086550712585,0.298397421836853,0.535392165184021,0.17033490538597107,0.23412610590457916,0.3675195574760437,0.45503583550453186,0.27472296357154846,0.3403111398220062,0.29463258385658264
die,0.04462549835443497,0.12030825018882751,0.27876344323158264,0.23915338516235352,0.1980936974287033,0.15447266399860382,0.2128855139017105,0.19681712985038757,0.1422739028930664,0.19138021767139435,0.15447266399860382,0.10264250636100769,0.2242266982793808,0.1423255205154419,0.2002856731414795,0.030190667137503624,0.18494991958141327,0.059688132256269455,0.052451733499765396,0.16891060769557953
.,0.27491724491119385,0.4446153938770294,0.26008325815200806,0.6812511086463928,0.3567904531955719,0.4569662809371948,0.4123194217681885,0.41511186957359314,0.25708669424057007,0.4460422694683075,0.4569662809371948,0.2511032223701477,0.5934505462646484,0.262887567281723,0.25713270902633667,0.24058549106121063,0.50484299659729,0.24584372341632843,0.26374325156211853,0.4130953550338745
