,what,is,the,name,of,the,region,that,is,not,defined,by,the,eight,or,10,county,definitions,?
greater,0.1946859508752823,0.21338969469070435,0.2814446687698364,0.11110681295394897,0.34470728039741516,0.2814446687698364,0.25975072383880615,0.2520751655101776,0.21338969469070435,0.2004067748785019,0.27914518117904663,0.19546322524547577,0.2814446687698364,0.08996030688285828,0.19565004110336304,0.17665043473243713,0.27612006664276123,0.23943275213241577,0.09723397344350815
southern,0.18679563701152802,0.2419366091489792,0.3282862603664398,0.1812441051006317,0.31933003664016724,0.3282862603664398,0.35965695977211,0.22864879667758942,0.2419366091489792,0.14804132282733917,0.1111694797873497,0.16957597434520721,0.3282862603664398,0.13832533359527588,0.17429952323436737,0.27813920378685,0.2988206446170807,0.1188344806432724,0.11225555837154388
california,0.1811584085226059,0.20727038383483887,0.2750805914402008,0.11570362001657486,0.24929828941822052,0.2750805914402008,0.1643783003091812,0.18610765039920807,0.20727038383483887,0.15390560030937195,0.09465860575437546,0.22481602430343628,0.2750805914402008,0.21340115368366241,0.15007786452770233,0.11645766347646713,0.31051957607269287,0.1604333519935608,0.1409905105829239
megaregion,0.25751355290412903,0.3491595685482025,0.3822336196899414,0.238265261054039,0.36748361587524414,0.3822336196899414,0.7748833298683167,0.24018855392932892,0.3491595685482025,0.23117172718048096,0.23725742101669312,0.19406455755233765,0.3822336196899414,0.21471397578716278,0.26575589179992676,0.20063652098178864,0.27675244212150574,0.26334092020988464,0.28269416093826294
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.28145334124565125,0.4946078956127167,0.4933079481124878,0.2119160145521164,0.4137537479400635,0.4691906273365021,0.3769696354866028,0.2234039455652237,0.3680937886238098,0.4933079481124878,0.28017938137054443,0.3769497275352478,0.1734008640050888,0.26861095428466797,0.2748112082481384,0.31091248989105225
one,0.376489520072937,0.4544198513031006,0.5514441132545471,0.27018114924430847,0.4999135136604309,0.5514441132545471,0.19308353960514069,0.5133185982704163,0.4544198513031006,0.3642125129699707,0.2505652606487274,0.29445651173591614,0.5514441132545471,0.5235236287117004,0.4022330939769745,0.09343467652797699,0.11895550042390823,0.30683115124702454,0.2673267424106598
of,0.33290785551071167,0.4854315221309662,0.733189046382904,0.24075818061828613,1.0,0.733189046382904,0.2852717339992523,0.41498205065727234,0.4854315221309662,0.3307090103626251,0.2659633457660675,0.3646814823150635,0.733189046382904,0.3220755457878113,0.3792596757411957,0.2777891755104065,0.2393190860748291,0.2772957384586334,0.1826142966747284
the,0.42745697498321533,0.5823672413825989,1.0,0.3171212375164032,0.733189046382904,1.0,0.35020557045936584,0.5473989248275757,0.5823672413825989,0.4310511648654938,0.2634572982788086,0.4408751428127289,1.0,0.34254369139671326,0.4174870550632477,0.2880653440952301,0.21715226769447327,0.24870915710926056,0.22068053483963013
11,0.0032819851767271757,0.018119672313332558,-0.0219515822827816,-0.07245638966560364,-0.022359032183885574,-0.0219515822827816,-0.05254053324460983,0.0694112703204155,0.018119672313332558,0.01470490824431181,-0.09669026732444763,0.06314127892255783,-0.0219515822827816,0.018042851239442825,-0.055854715406894684,-0.028679491952061653,-0.08449986577033997,-0.06745090335607529,-0.04295448586344719
megaregions,0.2719559073448181,0.31472644209861755,0.38845741748809814,0.1962517499923706,0.4145451784133911,0.38845741748809814,0.617289662361145,0.27429911494255066,0.31472644209861755,0.2647404372692108,0.2719436585903168,0.21895669400691986,0.38845741748809814,0.250349223613739,0.31706273555755615,0.2283366173505783,0.25047409534454346,0.3447161614894867,0.2748909294605255
of,0.33290785551071167,0.4854315221309662,0.733189046382904,0.24075818061828613,1.0,0.733189046382904,0.2852717339992523,0.41498205065727234,0.4854315221309662,0.3307090103626251,0.2659633457660675,0.3646814823150635,0.733189046382904,0.3220755457878113,0.3792596757411957,0.2777891755104065,0.2393190860748291,0.2772957384586334,0.1826142966747284
the,0.42745697498321533,0.5823672413825989,1.0,0.3171212375164032,0.733189046382904,1.0,0.35020557045936584,0.5473989248275757,0.5823672413825989,0.4310511648654938,0.2634572982788086,0.4408751428127289,1.0,0.34254369139671326,0.4174870550632477,0.2880653440952301,0.21715226769447327,0.24870915710926056,0.22068053483963013
united,0.20036718249320984,0.22408509254455566,0.34367692470550537,0.1602238416671753,0.3187655806541443,0.34367692470550537,0.20691965520381927,0.25567954778671265,0.22408509254455566,0.20884482562541962,0.21401330828666687,0.23958808183670044,0.34367692470550537,0.2887844741344452,0.21771858632564545,0.14461611211299896,0.34089362621307373,0.24107792973518372,0.17266890406608582
states,0.21526020765304565,0.21939043700695038,0.3463578522205353,0.17846445739269257,0.30884552001953125,0.3463578522205353,0.22131966054439545,0.291576623916626,0.21939043700695038,0.24589264392852783,0.21714013814926147,0.23827408254146576,0.3463578522205353,0.22985829412937164,0.21771061420440674,0.13376082479953766,0.348297119140625,0.2683694362640381,0.16272737085819244
.,0.3567904531955719,0.4569662809371948,0.5934505462646484,0.24737101793289185,0.5352458953857422,0.5934505462646484,0.2506107687950134,0.4460422694683075,0.4569662809371948,0.4824007451534271,0.23198837041854858,0.3936232924461365,0.5934505462646484,0.38036930561065674,0.36683785915374756,0.15478138625621796,0.25379708409309387,0.25005432963371277,0.4130953550338745
