,what,spot,does,doctor,who,hold,in,the,100,greatest,british,tv,programs,of,the,20th,century,?
century,0.20422613620758057,0.15312349796295166,0.09090649336576462,0.17628343403339386,0.2990973889827728,0.14173968136310577,0.3174034655094147,0.3617299497127533,0.15231308341026306,0.3570086658000946,0.19974945485591888,0.1073344424366951,0.17178377509117126,0.2826060354709625,0.3617299497127533,0.2968566119670868,1.0,0.1026201918721199
",",0.3087472915649414,0.16709648072719574,0.28617382049560547,0.20407600700855255,0.3365725874900818,0.2803111970424652,0.5201468467712402,0.4933079481124878,0.10963409394025803,0.21757464110851288,0.25734075903892517,0.2778550088405609,0.21514803171157837,0.4946078956127167,0.4933079481124878,0.22451449930667877,0.24487493932247162,0.31091248989105225
produced,0.1393624097108841,0.10141807049512863,0.13402628898620605,0.12545296549797058,0.12907662987709045,0.1178857758641243,0.2542861998081207,0.22045251727104187,0.200774148106575,0.15284712612628937,0.18991915881633759,0.19085600972175598,0.25776582956314087,0.18961067497730255,0.22045251727104187,0.16696293652057648,0.19119217991828918,0.1623450517654419
by,0.2455483376979828,0.13930484652519226,0.143477201461792,0.13681447505950928,0.39727845788002014,0.1619003266096115,0.370934396982193,0.4408751428127289,0.2142891138792038,0.21669237315654755,0.26707085967063904,0.11470241099596024,0.2369476854801178,0.3646814823150635,0.4408751428127289,0.2537462115287781,0.29995259642601013,0.17966607213020325
the,0.42745697498321533,0.3011874258518219,0.35928019881248474,0.2820442318916321,0.3733934462070465,0.3067915439605713,0.6662389636039734,1.0,0.16408909857273102,0.2877289056777954,0.28973397612571716,0.20034731924533844,0.21757709980010986,0.733189046382904,1.0,0.3097512125968933,0.3617299497127533,0.22068053483963013
british,0.19255435466766357,0.11545806378126144,0.10894544422626495,0.19140693545341492,0.2666113078594208,0.15228678286075592,0.23084034025669098,0.28973397612571716,0.0615842379629612,0.1837148517370224,1.0,0.1965799331665039,0.13679499924182892,0.23701532185077667,0.28973397612571716,0.19402456283569336,0.19974945485591888,0.09711728990077972
film,0.17437689006328583,0.13705012202262878,0.18140408396720886,0.20001187920570374,0.16308167576789856,0.1442393809556961,0.22183799743652344,0.2824619710445404,0.12188141793012619,0.16128434240818024,0.1718079298734665,0.386470228433609,0.21362537145614624,0.22166931629180908,0.2824619710445404,0.20249690115451813,0.16541391611099243,0.16369038820266724
institute,0.17608846724033356,0.11786727607250214,0.12312955409288406,0.19483157992362976,0.16742992401123047,0.10095429420471191,0.2517135441303253,0.24399729073047638,0.05186203494668007,0.22368422150611877,0.16737037897109985,0.1663883924484253,0.25784072279930115,0.2977932393550873,0.24399729073047638,0.13120302557945251,0.191475510597229,0.115291528403759
and,0.31309178471565247,0.2413957267999649,0.3461615741252899,0.21673844754695892,0.41279885172843933,0.30117684602737427,0.4954058527946472,0.5171257257461548,0.1960631012916565,0.22727768123149872,0.325880765914917,0.2652006149291992,0.334749311208725,0.5116966962814331,0.5171257257461548,0.29001447558403015,0.2726690471172333,0.20544172823429108
voted,0.26488763093948364,0.21312277019023895,0.16880610585212708,0.18487021327018738,0.3554985225200653,0.2611774504184723,0.22158056497573853,0.3015371859073639,0.06886597722768784,0.2628304064273834,0.21672113239765167,0.20965246856212616,0.08982694894075394,0.25903964042663574,0.3015371859073639,0.07844067364931107,0.13740190863609314,0.22732289135456085
on,0.34226128458976746,0.2955140471458435,0.2568802833557129,0.1636410653591156,0.2340552806854248,0.2548828125,0.46853652596473694,0.5107308030128479,0.11878255754709244,0.20200684666633606,0.19917237758636475,0.23779264092445374,0.28622785210609436,0.3966929316520691,0.5107308030128479,0.21332970261573792,0.14449788630008698,0.2714994251728058
by,0.2455483376979828,0.13930484652519226,0.143477201461792,0.13681447505950928,0.39727845788002014,0.1619003266096115,0.370934396982193,0.4408751428127289,0.2142891138792038,0.21669237315654755,0.26707085967063904,0.11470241099596024,0.2369476854801178,0.3646814823150635,0.4408751428127289,0.2537462115287781,0.29995259642601013,0.17966607213020325
industry,0.1966298520565033,0.1187203899025917,0.15035809576511383,0.08993329852819443,0.1234421357512474,0.1588868498802185,0.2675124704837799,0.26942890882492065,0.10768409073352814,0.17731745541095734,0.21753667294979095,0.16712643206119537,0.2289312183856964,0.27385562658309937,0.26942890882492065,0.1693030595779419,0.29317745566368103,0.11813290417194366
professionals,0.2777658998966217,0.13417772948741913,0.208549365401268,0.24586664140224457,0.33061355352401733,0.24840639531612396,0.20752385258674622,0.209927499294281,0.0626872107386589,0.14403846859931946,0.2082636058330536,0.17212919890880585,0.36390936374664307,0.21767503023147583,0.209927499294281,0.08271131664514542,0.14062264561653137,0.16300173103809357
.,0.3567904531955719,0.22672997415065765,0.3022993505001068,0.22361043095588684,0.3541337847709656,0.30296799540519714,0.5591574311256409,0.5934505462646484,0.22238291800022125,0.2034384310245514,0.23159366846084595,0.27196308970451355,0.21148164570331573,0.5352458953857422,0.5934505462646484,0.2806432545185089,0.27413639426231384,0.4130953550338745
