,what,composer,used,luther,'s,hymns,in,his,works,?
",",0.3087472915649414,0.29219841957092285,0.3120402991771698,0.23255878686904907,-0.0016132977325469255,0.2567901313304901,0.5201468467712402,0.3378419280052185,0.29211118817329407,0.31091248989105225
namely,0.25631916522979736,0.02057236060500145,0.11594247817993164,0.12908446788787842,0.11387156695127487,0.11202828586101532,0.260480672121048,0.14320504665374756,0.10801966488361359,0.18782232701778412
christ,0.2615339457988739,0.18114490807056427,0.1256619244813919,0.2758595049381256,0.054941605776548386,0.39871615171432495,0.16419753432273865,0.23623991012573242,0.09622584283351898,0.13772203028202057
lag,0.2257317453622818,0.09361633658409119,0.22010964155197144,0.10435406118631363,0.11224114894866943,0.10211314260959625,0.2150108367204666,0.12841647863388062,0.16967612504959106,0.2170206904411316
in,0.30808621644973755,0.1647397130727768,0.3090210556983948,0.20523880422115326,-0.037580832839012146,0.1669730842113495,1.0,0.3598145842552185,0.2656683027744293,0.20430970191955566
todes,0.19504253566265106,0.13213464617729187,0.35225144028663635,0.13328097760677338,0.039949871599674225,0.3098103702068329,0.2779771387577057,0.1932172328233719,0.3213810622692108,0.2020115703344345
banden,0.07215093076229095,0.24439580738544464,0.09680894017219543,0.24274879693984985,0.0653538778424263,0.19415032863616943,0.22387251257896423,0.11754043400287628,0.07666857540607452,0.10398679226636887
",",0.3087472915649414,0.29219841957092285,0.3120402991771698,0.23255878686904907,-0.0016132977325469255,0.2567901313304901,0.5201468467712402,0.3378419280052185,0.29211118817329407,0.31091248989105225
bwv,0.24373207986354828,0.39044326543807983,0.2772773504257202,0.29516690969467163,0.04545802250504494,0.395117849111557,0.2522047460079193,0.2480611652135849,0.4099298119544983,0.30875688791275024
4,-0.04324747622013092,0.25477874279022217,0.046771492809057236,0.016695555299520493,-0.0858617052435875,0.03762756660580635,0.08310048282146454,0.18466266989707947,0.02178354561328888,0.010515431873500347
",",0.3087472915649414,0.29219841957092285,0.3120402991771698,0.23255878686904907,-0.0016132977325469255,0.2567901313304901,0.5201468467712402,0.3378419280052185,0.29211118817329407,0.31091248989105225
as,0.31749409437179565,0.1731022596359253,0.35160550475120544,0.20242992043495178,-0.05775856226682663,0.15609335899353027,0.3887844979763031,0.3146366477012634,0.2642597258090973,0.27043893933296204
early,0.2454567849636078,0.15427014231681824,0.24876713752746582,0.20602326095104218,0.03384959325194359,0.2436460703611374,0.34672921895980835,0.30639806389808655,0.24132771790027618,0.15272949635982513
as,0.31749409437179565,0.1731022596359253,0.35160550475120544,0.20242992043495178,-0.05775856226682663,0.15609335899353027,0.3887844979763031,0.3146366477012634,0.2642597258090973,0.27043893933296204
possibly,0.30713677406311035,0.1728171408176422,0.2789444029331207,0.10694734007120132,0.012713257223367691,0.1500115841627121,0.2390311360359192,0.21372941136360168,0.1188010424375534,0.3334614038467407
1707,0.05530192703008652,0.2681647837162018,0.07263366132974625,0.040798500180244446,-0.03665955364704132,0.1405293494462967,0.10112784057855606,0.03524750843644142,0.09869067370891571,0.15624447166919708
",",0.3087472915649414,0.29219841957092285,0.3120402991771698,0.23255878686904907,-0.0016132977325469255,0.2567901313304901,0.5201468467712402,0.3378419280052185,0.29211118817329407,0.31091248989105225
in,0.30808621644973755,0.1647397130727768,0.3090210556983948,0.20523880422115326,-0.037580832839012146,0.1669730842113495,1.0,0.3598145842552185,0.2656683027744293,0.20430970191955566
his,0.26976513862609863,0.255202978849411,0.20492680370807648,0.27093374729156494,0.047556519508361816,0.20449216663837433,0.3598145842552185,0.9999998807907104,0.32648009061813354,0.18075084686279297
second,0.19948028028011322,0.11803052574396133,0.16882206499576569,0.094020314514637,-0.060212843120098114,0.17302671074867249,0.34510284662246704,0.29419460892677307,0.13606838881969452,0.17239587008953094
annual,0.14798973500728607,0.052799105644226074,0.17837965488433838,0.10187903791666031,-0.022993717342615128,0.11919745802879333,0.2557781934738159,0.14725236594676971,0.10547240823507309,0.1083487942814827
cycle,0.17920038104057312,0.10798443853855133,0.15923969447612762,0.07404506951570511,-0.005367895122617483,0.213544100522995,0.20483464002609253,0.12761151790618896,0.20903338491916656,0.07156776636838913
(,0.2411840260028839,0.24194112420082092,0.19005385041236877,0.1677781045436859,0.0012731997994706035,0.16744275391101837,0.3087427020072937,0.16098198294639587,0.2049802988767624,0.40561532974243164
1724,0.08415815234184265,0.12807625532150269,0.01789970137178898,0.02431720308959484,0.02358180657029152,0.09062592685222626,0.13371911644935608,-0.05095677450299263,0.02525395341217518,0.13111154735088348
to,0.455847829580307,0.1435813009738922,0.40058770775794983,0.18029534816741943,0.03782717138528824,0.11944201588630676,0.45010748505592346,0.3715193271636963,0.22564561665058136,0.29463258385658264
1725,0.03217025101184845,0.03936139866709709,0.058235105127096176,0.0547606460750103,-0.0069503337144851685,-0.03392426297068596,0.11421222239732742,0.01013184990733862,0.024382084608078003,0.05538792908191681
),0.26259949803352356,0.2758295238018036,0.1905621439218521,0.18587662279605865,0.021107977256178856,0.1819171905517578,0.3326910734176636,0.18606403470039368,0.18797160685062408,0.42300865054130554
ach,0.09060277789831161,0.1463981568813324,0.13719871640205383,0.21521010994911194,0.07862450182437897,0.10739827901124954,0.1497812420129776,0.14189380407333374,0.0612296387553215,0.2080359309911728
gott,0.17180165648460388,0.20952440798282623,0.0599529854953289,0.34552162885665894,0.035034749656915665,0.23895765841007233,0.22407740354537964,0.31132039427757263,0.2366897612810135,0.21327990293502808
",",0.3087472915649414,0.29219841957092285,0.3120402991771698,0.23255878686904907,-0.0016132977325469255,0.2567901313304901,0.5201468467712402,0.3378419280052185,0.29211118817329407,0.31091248989105225
vom,0.14017586410045624,0.18767231702804565,0.16671311855316162,0.29986944794654846,0.024521203711628914,0.2888880968093872,0.16865050792694092,0.2113330215215683,0.12827616930007935,0.13748297095298767
himmel,0.23518162965774536,0.3486218750476837,0.06401883065700531,0.31131693720817566,0.07465744018554688,0.28679904341697693,0.2031034380197525,0.2765289843082428,0.18981248140335083,0.2635270059108734
sieh,0.17874161899089813,0.23317641019821167,0.14053858816623688,0.2236400544643402,0.00707501033321023,0.3148687183856964,0.186122864484787,0.207596093416214,0.1748298853635788,0.21703167259693146
darein,0.24237383902072906,0.2077517807483673,0.13449664413928986,0.2629992365837097,0.07241959124803543,0.14837612211704254,0.2792006731033325,0.2847454845905304,0.18930022418498993,0.24643126130104065
",",0.3087472915649414,0.29219841957092285,0.3120402991771698,0.23255878686904907,-0.0016132977325469255,0.2567901313304901,0.5201468467712402,0.3378419280052185,0.29211118817329407,0.31091248989105225
bwv,0.24373207986354828,0.39044326543807983,0.2772773504257202,0.29516690969467163,0.04545802250504494,0.395117849111557,0.2522047460079193,0.2480611652135849,0.4099298119544983,0.30875688791275024
2,-0.049862053245306015,-0.060211651027202606,0.04418706148862839,0.05590825900435448,0.10492397099733353,-0.0036307750269770622,0.01447046548128128,0.0003525891515891999,-0.010462984442710876,0.001977203879505396
",",0.3087472915649414,0.29219841957092285,0.3120402991771698,0.23255878686904907,-0.0016132977325469255,0.2567901313304901,0.5201468467712402,0.3378419280052185,0.29211118817329407,0.31091248989105225
christ,0.2615339457988739,0.18114490807056427,0.1256619244813919,0.2758595049381256,0.054941605776548386,0.39871615171432495,0.16419753432273865,0.23623991012573242,0.09622584283351898,0.13772203028202057
unser,0.1419113427400589,0.24599166214466095,0.1260301023721695,0.245738223195076,-0.013690034858882427,0.24097494781017303,0.12319236993789673,0.2042694389820099,0.19140242040157318,0.1237528845667839
herr,0.15406423807144165,0.2391280084848404,0.15655609965324402,0.2730134427547455,0.08095104247331619,0.22492793202400208,0.21342596411705017,0.21485215425491333,0.2150541990995407,0.23141801357269287
zum,0.21939845383167267,0.15851059556007385,0.11401859670877457,0.30528920888900757,0.009042576886713505,0.21937502920627594,0.1991392821073532,0.227187380194664,0.1562780737876892,0.18093763291835785
jordan,0.13918498158454895,0.13742591440677643,0.11567112058401108,0.2172728329896927,-0.07075484842061996,0.15189698338508606,0.1776425987482071,0.24859373271465302,0.09211309254169464,0.10991371423006058
kam,0.10272291302680969,0.07058220356702805,0.09548059850931168,0.09561187028884888,0.012663259170949459,0.11522399634122849,0.11238466948270798,0.10137667506933212,0.08956395089626312,0.22345200181007385
",",0.3087472915649414,0.29219841957092285,0.3120402991771698,0.23255878686904907,-0.0016132977325469255,0.2567901313304901,0.5201468467712402,0.3378419280052185,0.29211118817329407,0.31091248989105225
bwv,0.24373207986354828,0.39044326543807983,0.2772773504257202,0.29516690969467163,0.04545802250504494,0.395117849111557,0.2522047460079193,0.2480611652135849,0.4099298119544983,0.30875688791275024
7,-0.1699475795030594,-0.018369631841778755,-0.19697469472885132,0.021675800904631615,0.09292176365852356,-0.15780292451381683,-0.02604081481695175,-0.09576758742332458,-0.07122348248958588,-0.15092156827449799
",",0.3087472915649414,0.29219841957092285,0.3120402991771698,0.23255878686904907,-0.0016132977325469255,0.2567901313304901,0.5201468467712402,0.3378419280052185,0.29211118817329407,0.31091248989105225
nun,0.12535716593265533,0.24567076563835144,0.047727975994348526,0.2797187566757202,0.07585524022579193,0.4144361615180969,0.21031558513641357,0.19268853962421417,0.04668555036187172,0.18081775307655334
komm,0.15932036936283112,0.16586627066135406,0.04707643762230873,0.2003755122423172,0.0754563957452774,0.10615988075733185,0.14417237043380737,0.13018561899662018,0.051993612200021744,0.23406080901622772
",",0.3087472915649414,0.29219841957092285,0.3120402991771698,0.23255878686904907,-0.0016132977325469255,0.2567901313304901,0.5201468467712402,0.3378419280052185,0.29211118817329407,0.31091248989105225
der,0.15763898193836212,0.18259437382221222,0.15931829810142517,0.2851134240627289,0.05417625233530998,0.1339503526687622,0.2422194629907608,0.1927269697189331,0.16018760204315186,0.10571374744176865
heiden,0.18510212004184723,0.10591727495193481,0.070521280169487,0.2876211702823639,0.0001241594145540148,0.14124830067157745,0.2630346119403839,0.2063833624124527,0.10499884188175201,0.11846069991588593
heiland,0.13331109285354614,0.26411402225494385,0.17640040814876556,0.29983964562416077,0.05910671502351761,0.19806557893753052,0.2738163471221924,0.2403600662946701,0.10777793079614639,0.15920250117778778
",",0.3087472915649414,0.29219841957092285,0.3120402991771698,0.23255878686904907,-0.0016132977325469255,0.2567901313304901,0.5201468467712402,0.3378419280052185,0.29211118817329407,0.31091248989105225
bwv,0.24373207986354828,0.39044326543807983,0.2772773504257202,0.29516690969467163,0.04545802250504494,0.395117849111557,0.2522047460079193,0.2480611652135849,0.4099298119544983,0.30875688791275024
62,-0.032169852405786514,0.08800733834505081,-0.1359054446220398,0.035643648356199265,0.023129170760512352,0.012295006774365902,-0.06154082342982292,0.11532197147607803,-0.010935313999652863,0.11978938430547714
",",0.3087472915649414,0.29219841957092285,0.3120402991771698,0.23255878686904907,-0.0016132977325469255,0.2567901313304901,0.5201468467712402,0.3378419280052185,0.29211118817329407,0.31091248989105225
gelobet,0.24997681379318237,0.33756381273269653,0.1784677952528,0.33805209398269653,-0.0021860303822904825,0.31025373935699463,0.3124103248119354,0.3161148428916931,0.23073138296604156,0.2419670820236206
seist,0.24127016961574554,0.4103960394859314,0.13455049693584442,0.22136835753917694,0.025597231462597847,0.3115079998970032,0.21291907131671906,0.27132880687713623,0.21490049362182617,0.18851986527442932
du,0.10019232332706451,0.16278906166553497,0.11898718029260635,0.14201393723487854,0.10915599763393402,0.20746015012264252,0.22358232736587524,0.2398405820131302,0.16237682104110718,0.155681312084198
",",0.3087472915649414,0.29219841957092285,0.3120402991771698,0.23255878686904907,-0.0016132977325469255,0.2567901313304901,0.5201468467712402,0.3378419280052185,0.29211118817329407,0.31091248989105225
jesu,0.16595783829689026,0.31061410903930664,0.042779065668582916,0.3002506494522095,0.022915257140994072,0.4057535231113434,0.11603870987892151,0.24498966336250305,0.12815392017364502,0.1590167135000229
christ,0.2615339457988739,0.18114490807056427,0.1256619244813919,0.2758595049381256,0.054941605776548386,0.39871615171432495,0.16419753432273865,0.23623991012573242,0.09622584283351898,0.13772203028202057
",",0.3087472915649414,0.29219841957092285,0.3120402991771698,0.23255878686904907,-0.0016132977325469255,0.2567901313304901,0.5201468467712402,0.3378419280052185,0.29211118817329407,0.31091248989105225
bwv,0.24373207986354828,0.39044326543807983,0.2772773504257202,0.29516690969467163,0.04545802250504494,0.395117849111557,0.2522047460079193,0.2480611652135849,0.4099298119544983,0.30875688791275024
91,0.052932608872652054,0.0035991270560771227,-0.09264432638883591,-0.051346246153116226,0.014340667985379696,-0.011888483539223671,-0.025061726570129395,0.025360509753227234,-0.10834196209907532,0.03706110641360283
",",0.3087472915649414,0.29219841957092285,0.3120402991771698,0.23255878686904907,-0.0016132977325469255,0.2567901313304901,0.5201468467712402,0.3378419280052185,0.29211118817329407,0.31091248989105225
and,0.31309178471565247,0.207661971449852,0.3150506615638733,0.20796556770801544,0.06895173341035843,0.2313949018716812,0.4954058527946472,0.4234102666378021,0.33871909976005554,0.20544172823429108
aus,0.18372462689876556,0.15168017148971558,0.13375869393348694,0.21375636756420135,0.11155453324317932,0.15562474727630615,0.1328362226486206,0.06269387155771255,0.112877257168293,0.21818752586841583
tiefer,0.1581072062253952,0.27312639355659485,0.22064955532550812,0.23750795423984528,0.09741011261940002,0.19123102724552155,0.2468392252922058,0.3203262984752655,0.19672279059886932,0.22696372866630554
not,0.5449194312095642,0.14212527871131897,0.358921617269516,0.21636232733726501,0.002583299996331334,0.1281745880842209,0.3403114080429077,0.2710725963115692,0.21809817850589752,0.41942933201789856
schrei,0.1903093010187149,0.32318800687789917,0.1351071298122406,0.34601566195487976,0.06666036695241928,0.25122782588005066,0.2101258784532547,0.27829432487487793,0.19873347878456116,0.2005736380815506
ich,0.12894415855407715,0.16305936872959137,0.0970705896615982,0.23894745111465454,0.03256341442465782,0.18381933867931366,0.11638132482767105,0.1538471132516861,0.17437750101089478,0.16696366667747498
zu,0.17157815396785736,0.13541138172149658,0.14074839651584625,0.21456845104694366,0.014376603998243809,0.21417517960071564,0.14858822524547577,0.186818465590477,0.1537766009569168,0.18317864835262299
dir,0.1614450365304947,0.187235489487648,0.11902667582035065,0.09664689749479294,0.018763218075037003,0.14179083704948425,0.08869245648384094,0.15312336385250092,0.14201907813549042,0.14335119724273682
",",0.3087472915649414,0.29219841957092285,0.3120402991771698,0.23255878686904907,-0.0016132977325469255,0.2567901313304901,0.5201468467712402,0.3378419280052185,0.29211118817329407,0.31091248989105225
bwv,0.24373207986354828,0.39044326543807983,0.2772773504257202,0.29516690969467163,0.04545802250504494,0.395117849111557,0.2522047460079193,0.2480611652135849,0.4099298119544983,0.30875688791275024
38,0.027150537818670273,-0.08870276808738708,-0.036334943026304245,-0.023724505677819252,0.019909508526325226,-0.07951357215642929,0.033282700926065445,0.12402007728815079,0.0020148614421486855,0.014457103796303272
",",0.3087472915649414,0.29219841957092285,0.3120402991771698,0.23255878686904907,-0.0016132977325469255,0.2567901313304901,0.5201468467712402,0.3378419280052185,0.29211118817329407,0.31091248989105225
later,0.2517229914665222,0.19163741171360016,0.19394758343696594,0.23796728253364563,0.05591587722301483,0.20579862594604492,0.40857815742492676,0.4538118839263916,0.24382074177265167,0.1417175978422165
ein,0.1742001473903656,0.21813544631004333,0.14639368653297424,0.24216751754283905,0.03422592952847481,0.22077278792858124,0.20643258094787598,0.17462030053138733,0.15871554613113403,0.19649122655391693
feste,0.13311032950878143,0.2076125144958496,0.09926740825176239,0.15111495554447174,0.07433284819126129,0.16769377887248993,0.23413418233394623,0.19319041073322296,0.11384595930576324,0.14262239634990692
burg,0.16567589342594147,0.1809152364730835,0.09959505498409271,0.3562852442264557,0.1107480525970459,0.1869840919971466,0.19642463326454163,0.21619099378585815,0.08867774903774261,0.13924115896224976
ist,0.13865041732788086,0.35725194215774536,0.12820382416248322,0.16391538083553314,0.025112448260188103,0.22788578271865845,0.14824502170085907,0.1105702668428421,0.07827537506818771,0.18802069127559662
unser,0.1419113427400589,0.24599166214466095,0.1260301023721695,0.245738223195076,-0.013690034858882427,0.24097494781017303,0.12319236993789673,0.2042694389820099,0.19140242040157318,0.1237528845667839
gott,0.17180165648460388,0.20952440798282623,0.0599529854953289,0.34552162885665894,0.035034749656915665,0.23895765841007233,0.22407740354537964,0.31132039427757263,0.2366897612810135,0.21327990293502808
",",0.3087472915649414,0.29219841957092285,0.3120402991771698,0.23255878686904907,-0.0016132977325469255,0.2567901313304901,0.5201468467712402,0.3378419280052185,0.29211118817329407,0.31091248989105225
bwv,0.24373207986354828,0.39044326543807983,0.2772773504257202,0.29516690969467163,0.04545802250504494,0.395117849111557,0.2522047460079193,0.2480611652135849,0.4099298119544983,0.30875688791275024
80,0.04945533350110054,-0.09413360804319382,0.06014658883213997,-0.116390161216259,0.03830239921808243,-0.09637002646923065,-0.03062376379966736,-0.07588940858840942,-0.130899116396904,0.04445207491517067
",",0.3087472915649414,0.29219841957092285,0.3120402991771698,0.23255878686904907,-0.0016132977325469255,0.2567901313304901,0.5201468467712402,0.3378419280052185,0.29211118817329407,0.31091248989105225
and,0.31309178471565247,0.207661971449852,0.3150506615638733,0.20796556770801544,0.06895173341035843,0.2313949018716812,0.4954058527946472,0.4234102666378021,0.33871909976005554,0.20544172823429108
in,0.30808621644973755,0.1647397130727768,0.3090210556983948,0.20523880422115326,-0.037580832839012146,0.1669730842113495,1.0,0.3598145842552185,0.2656683027744293,0.20430970191955566
1735,0.1352374255657196,0.23011602461338043,0.09497422724962234,0.11186052113771439,-0.017630310729146004,0.19297747313976288,0.1438913345336914,0.09803096204996109,0.091246098279953,0.2166009247303009
wär,0.14442035555839539,0.31802114844322205,0.08321592211723328,0.2744233012199402,0.01641816459596157,0.3298620283603668,0.2168823480606079,0.26693210005760193,0.14747023582458496,0.2942183315753937
gott,0.17180165648460388,0.20952440798282623,0.0599529854953289,0.34552162885665894,0.035034749656915665,0.23895765841007233,0.22407740354537964,0.31132039427757263,0.2366897612810135,0.21327990293502808
nicht,0.1585693061351776,0.22043025493621826,0.09301332384347916,0.3033011555671692,0.04373794421553612,0.18502259254455566,0.12809298932552338,0.11012290418148041,0.1496625542640686,0.20102067291736603
mit,0.15160860121250153,0.09813002496957779,0.12650169432163239,0.296239972114563,-0.0271094162017107,0.15292316675186157,0.21384185552597046,0.15447178483009338,0.20095586776733398,0.12031133472919464
uns,0.12178858369588852,0.0781925842165947,0.07161567360162735,0.18070848286151886,0.040116894990205765,0.2663078308105469,0.060621604323387146,0.09310106933116913,0.14763911068439484,0.11125347763299942
diese,0.16495783627033234,0.2270779311656952,0.2270582616329193,0.16070245206356049,-0.056305430829524994,0.1515500396490097,0.20092272758483887,0.1262192577123642,0.18899798393249512,0.22903218865394592
zeit,0.15858899056911469,0.18934281170368195,0.13200713694095612,0.31929251551628113,0.015479464083909988,0.2147250771522522,0.2395293116569519,0.2217671424150467,0.15536293387413025,0.21001136302947998
",",0.3087472915649414,0.29219841957092285,0.3120402991771698,0.23255878686904907,-0.0016132977325469255,0.2567901313304901,0.5201468467712402,0.3378419280052185,0.29211118817329407,0.31091248989105225
bwv,0.24373207986354828,0.39044326543807983,0.2772773504257202,0.29516690969467163,0.04545802250504494,0.395117849111557,0.2522047460079193,0.2480611652135849,0.4099298119544983,0.30875688791275024
14,0.050140514969825745,0.15381699800491333,-0.033661581575870514,0.15559260547161102,-0.005885524209588766,0.06293883919715881,0.07915190607309341,0.005245314911007881,-0.03378821909427643,0.11697390675544739
.,0.3567904531955719,0.2158346325159073,0.33111312985420227,0.24907569587230682,-0.003708066651597619,0.18507489562034607,0.5591574311256409,0.3119256794452667,0.28871041536331177,0.4130953550338745
