,what,did,a,1530,royal,act,restrict,shipments,of,?
newcastle,0.16276082396507263,0.18762841820716858,0.21405641734600067,0.018668338656425476,0.21508808434009552,0.18830713629722595,0.090225450694561,0.2715380787849426,0.18781472742557526,0.0902252271771431
quayside,0.19494862854480743,0.12268324941396713,0.29825103282928467,0.022928200662136078,0.2929004430770874,0.23523308336734772,0.15765923261642456,0.21058902144432068,0.26824861764907837,0.10773716121912003
",",0.3087472915649414,0.3015086054801941,0.427140474319458,0.06550740450620651,0.24590183794498444,0.1787904053926468,0.2278725951910019,0.2869468629360199,0.4946078956127167,0.31091248989105225
giving,0.28628480434417725,0.24924245476722717,0.35822594165802,-0.13305428624153137,0.14023080468177795,0.2648009657859802,0.3014439642429352,0.24328887462615967,0.3440891206264496,0.2052922248840332
a,0.3320399522781372,0.2552328109741211,1.0,-0.13779620826244354,0.19676944613456726,0.2060188204050064,0.2366711050271988,0.21061022579669952,0.5052502155303955,0.23916715383529663
monopoly,0.20629850029945374,0.18482466042041779,0.23787853121757507,-0.14447364211082458,0.12315487116575241,0.22190628945827484,0.29644978046417236,0.2680354118347168,0.23683126270771027,0.1011270210146904
in,0.30808621644973755,0.2593238651752472,0.539380669593811,-0.11206939816474915,0.22172321379184723,0.22050046920776367,0.21420498192310333,0.2756340205669403,0.5696388483047485,0.20430970191955566
the,0.42745697498321533,0.34736719727516174,0.5829201340675354,-0.16544051468372345,0.2997032403945923,0.28682878613471985,0.24203848838806152,0.3284715712070465,0.733189046382904,0.22068053483963013
coal,0.15859243273735046,0.12918034195899963,0.21951504051685333,-0.08211962133646011,0.11480459570884705,0.17743989825248718,0.22679539024829865,0.36630621552467346,0.2543368637561798,0.10339318215847015
trade,0.1555381417274475,0.16199031472206116,0.2032492309808731,-0.10712041705846786,0.14605370163917542,0.19718852639198303,0.2725178003311157,0.32728615403175354,0.2310105711221695,0.09336511790752411
to,0.455847829580307,0.4452643394470215,0.45503583550453186,-0.21023400127887726,0.20404569804668427,0.24833928048610687,0.3377874493598938,0.2656446695327759,0.41548454761505127,0.29463258385658264
a,0.3320399522781372,0.2552328109741211,1.0,-0.13779620826244354,0.19676944613456726,0.2060188204050064,0.2366711050271988,0.21061022579669952,0.5052502155303955,0.23916715383529663
cartel,0.20699316263198853,0.22041882574558258,0.20649468898773193,-0.2051999717950821,0.1618701070547104,0.17484718561172485,0.2158154398202896,0.2526561915874481,0.2825971841812134,0.12541036307811737
of,0.33290785551071167,0.2513895630836487,0.5052502155303955,-0.03948625549674034,0.3112924098968506,0.2802577316761017,0.226976677775383,0.29598966240882874,1.0,0.1826142966747284
newcastle,0.16276082396507263,0.18762841820716858,0.21405641734600067,0.018668338656425476,0.21508808434009552,0.18830713629722595,0.090225450694561,0.2715380787849426,0.18781472742557526,0.0902252271771431
burgesses,0.28990912437438965,0.19318373501300812,0.30054983496665955,-0.04294823482632637,0.22138826549053192,0.24264824390411377,0.2127505987882614,0.27127498388290405,0.38938942551612854,0.1486217975616455
known,0.20381177961826324,0.25943970680236816,0.30882248282432556,-0.004484472330659628,0.1640821099281311,0.1944265514612198,0.15606488287448883,0.09959069639444351,0.35814476013183594,0.18314571678638458
as,0.31749409437179565,0.3596470057964325,0.39550232887268066,-0.05371616780757904,0.1588529497385025,0.2497578263282776,0.2513856291770935,0.22154711186885834,0.3886612355709076,0.27043893933296204
the,0.42745697498321533,0.34736719727516174,0.5829201340675354,-0.16544051468372345,0.2997032403945923,0.28682878613471985,0.24203848838806152,0.3284715712070465,0.733189046382904,0.22068053483963013
hostmen,0.18278621137142181,0.19250835478305817,0.2509426176548004,-0.06330560892820358,0.2003859579563141,0.18935757875442505,0.2069648802280426,0.28444981575012207,0.2591148316860199,0.18327927589416504
.,0.3567904531955719,0.35288307070732117,0.50484299659729,0.011563017964363098,0.19540183246135712,0.2025400698184967,0.24377316236495972,0.2789738178253174,0.5352458953857422,0.4130953550338745
