,hank,paulson,is,the,former,chairman,and,ceo,of,what,banking,firm,?
",",0.28570157289505005,0.33332616090774536,0.4691906273365021,0.4933079481124878,0.2738454341888428,0.22044430673122406,0.6633074283599854,0.24176505208015442,0.4946078956127167,0.3087472915649414,0.2917661666870117,0.21962358057498932,0.31091248989105225
evolutionary,0.15213140845298767,0.21459732949733734,0.20621788501739502,0.24718289077281952,0.06775591522455215,0.17617535591125488,0.21789754927158356,0.15865805745124817,0.2917879819869995,0.23857757449150085,0.2620900571346283,0.17775261402130127,0.22123169898986816
biologist,0.2633132338523865,0.3039136230945587,0.19515138864517212,0.17062292993068695,0.19957193732261658,0.19951513409614563,0.17127086222171783,0.24326765537261963,0.12955345213413239,0.18255768716335297,0.21634946763515472,0.19438816606998444,0.176077201962471
jerry,0.35894036293029785,0.350758820772171,0.1482471078634262,0.17205314338207245,0.17455703020095825,0.1561758816242218,0.2567439079284668,0.2878178358078003,0.14416548609733582,0.13617311418056488,0.06235456466674805,0.1646881401538849,0.12069317698478699
coyne,0.31811365485191345,0.5438656210899353,0.20849820971488953,0.24600128829479218,0.22004462778568268,0.27848362922668457,0.2547141909599304,0.3300767242908478,0.20395827293395996,0.17026287317276,0.22604134678840637,0.17170055210590363,0.1997734159231186
",",0.28570157289505005,0.33332616090774536,0.4691906273365021,0.4933079481124878,0.2738454341888428,0.22044430673122406,0.6633074283599854,0.24176505208015442,0.4946078956127167,0.3087472915649414,0.2917661666870117,0.21962358057498932,0.31091248989105225
nobel,0.20019139349460602,0.241586372256279,0.1316506415605545,0.1909446120262146,0.14683163166046143,0.22892683744430542,0.1760268211364746,0.17938314378261566,0.20963376760482788,0.20388969779014587,0.17412108182907104,0.1265336126089096,0.15008176863193512
prize,0.1391049474477768,0.2106110155582428,0.13773074746131897,0.18969248235225677,0.07957658916711807,0.2147538810968399,0.19794146716594696,0.12111350893974304,0.2154514491558075,0.1654435694217682,0.18093222379684448,0.1299029141664505,0.14158497750759125
winning,0.17647969722747803,0.2926885485649109,0.18481354415416718,0.30045071244239807,0.14595049619674683,0.19450360536575317,0.31779077649116516,0.16102266311645508,0.23572386801242828,0.10492657124996185,0.20107322931289673,0.1239597499370575,0.1251823455095291
physicist,0.2214018702507019,0.30016082525253296,0.14372342824935913,0.14301171898841858,0.2255305051803589,0.2434878796339035,0.14957159757614136,0.2466636449098587,0.1528705656528473,0.19407397508621216,0.19822262227535248,0.1270187348127365,0.1378137767314911
yoichiro,0.3140212893486023,0.27820885181427,0.20105719566345215,0.17992939054965973,0.3901483714580536,0.23333726823329926,0.1929835081100464,0.2752240002155304,0.16093659400939941,0.18365491926670074,0.14056318998336792,0.153867706656456,0.18299587070941925
nambu,0.2089596837759018,0.22493338584899902,0.2344919890165329,0.22064998745918274,0.2869306206703186,0.2637587785720825,0.20556840300559998,0.2543027400970459,0.22780653834342957,0.15264031291007996,0.21456146240234375,0.10387589037418365,0.14700281620025635
",",0.28570157289505005,0.33332616090774536,0.4691906273365021,0.4933079481124878,0.2738454341888428,0.22044430673122406,0.6633074283599854,0.24176505208015442,0.4946078956127167,0.3087472915649414,0.2917661666870117,0.21962358057498932,0.31091248989105225
nobel,0.20019139349460602,0.241586372256279,0.1316506415605545,0.1909446120262146,0.14683163166046143,0.22892683744430542,0.1760268211364746,0.17938314378261566,0.20963376760482788,0.20388969779014587,0.17412108182907104,0.1265336126089096,0.15008176863193512
prize,0.1391049474477768,0.2106110155582428,0.13773074746131897,0.18969248235225677,0.07957658916711807,0.2147538810968399,0.19794146716594696,0.12111350893974304,0.2154514491558075,0.1654435694217682,0.18093222379684448,0.1299029141664505,0.14158497750759125
winning,0.17647969722747803,0.2926885485649109,0.18481354415416718,0.30045071244239807,0.14595049619674683,0.19450360536575317,0.31779077649116516,0.16102266311645508,0.23572386801242828,0.10492657124996185,0.20107322931289673,0.1239597499370575,0.1251823455095291
physicist,0.2214018702507019,0.30016082525253296,0.14372342824935913,0.14301171898841858,0.2255305051803589,0.2434878796339035,0.14957159757614136,0.2466636449098587,0.1528705656528473,0.19407397508621216,0.19822262227535248,0.1270187348127365,0.1378137767314911
james,0.25589266419410706,0.3863007128238678,0.1426199972629547,0.22481533885002136,0.15967506170272827,0.14912982285022736,0.21273121237754822,0.24700289964675903,0.18323110044002533,0.20536290109157562,0.09229089319705963,0.15973755717277527,0.12139993160963058
cronin,0.27956849336624146,0.35464152693748474,0.19868211448192596,0.260356605052948,0.2851772606372833,0.24183152616024017,0.25618717074394226,0.22022829949855804,0.2332153022289276,0.18537966907024384,0.14373955130577087,0.05984986573457718,0.1520043909549713
",",0.28570157289505005,0.33332616090774536,0.4691906273365021,0.4933079481124878,0.2738454341888428,0.22044430673122406,0.6633074283599854,0.24176505208015442,0.4946078956127167,0.3087472915649414,0.2917661666870117,0.21962358057498932,0.31091248989105225
nobel,0.20019139349460602,0.241586372256279,0.1316506415605545,0.1909446120262146,0.14683163166046143,0.22892683744430542,0.1760268211364746,0.17938314378261566,0.20963376760482788,0.20388969779014587,0.17412108182907104,0.1265336126089096,0.15008176863193512
prize,0.1391049474477768,0.2106110155582428,0.13773074746131897,0.18969248235225677,0.07957658916711807,0.2147538810968399,0.19794146716594696,0.12111350893974304,0.2154514491558075,0.1654435694217682,0.18093222379684448,0.1299029141664505,0.14158497750759125
winning,0.17647969722747803,0.2926885485649109,0.18481354415416718,0.30045071244239807,0.14595049619674683,0.19450360536575317,0.31779077649116516,0.16102266311645508,0.23572386801242828,0.10492657124996185,0.20107322931289673,0.1239597499370575,0.1251823455095291
economists,0.10652852803468704,0.212529256939888,0.2185990959405899,0.20146530866622925,0.14559921622276306,0.29311060905456543,0.21251165866851807,0.22693297266960144,0.18642286956310272,0.26094529032707214,0.4120129346847534,0.28694403171539307,0.1671878695487976
eugene,0.2652597427368164,0.34342023730278015,0.11900120228528976,0.16070903837680817,0.19851282238960266,0.2255568653345108,0.17491143941879272,0.22230786085128784,0.17424127459526062,0.13637636601924896,0.1509992778301239,0.06623971462249756,0.16149088740348816
fama,0.2569850981235504,0.17582125961780548,0.17377951741218567,0.17593027651309967,0.20603758096694946,0.1803111732006073,0.14408698678016663,0.20869113504886627,0.10825933516025543,0.11087947338819504,0.20761029422283173,0.13419698178768158,0.15622827410697937
",",0.28570157289505005,0.33332616090774536,0.4691906273365021,0.4933079481124878,0.2738454341888428,0.22044430673122406,0.6633074283599854,0.24176505208015442,0.4946078956127167,0.3087472915649414,0.2917661666870117,0.21962358057498932,0.31091248989105225
james,0.25589266419410706,0.3863007128238678,0.1426199972629547,0.22481533885002136,0.15967506170272827,0.14912982285022736,0.21273121237754822,0.24700289964675903,0.18323110044002533,0.20536290109157562,0.09229089319705963,0.15973755717277527,0.12139993160963058
heckman,0.3710336983203888,0.48922041058540344,0.22174468636512756,0.2720739543437958,0.20392927527427673,0.2786230146884918,0.30467233061790466,0.28189849853515625,0.23059549927711487,0.1987307220697403,0.2402290254831314,0.19864051043987274,0.2205965518951416
",",0.28570157289505005,0.33332616090774536,0.4691906273365021,0.4933079481124878,0.2738454341888428,0.22044430673122406,0.6633074283599854,0.24176505208015442,0.4946078956127167,0.3087472915649414,0.2917661666870117,0.21962358057498932,0.31091248989105225
lars,0.24725782871246338,0.29653680324554443,0.17496651411056519,0.22322756052017212,0.21400855481624603,0.17360226809978485,0.26639795303344727,0.17956605553627014,0.20767641067504883,0.09339693188667297,0.09699556231498718,0.22440290451049805,0.12932564318180084
peter,0.22867360711097717,0.34987398982048035,0.1711069494485855,0.24086274206638336,0.1425015926361084,0.17042523622512817,0.1996251344680786,0.16736634075641632,0.14779731631278992,0.15377900004386902,0.13134804368019104,0.22491911053657532,0.11650477349758148
hansen,0.399632066488266,0.39291685819625854,0.1567239910364151,0.19952274858951569,0.2024216502904892,0.1818571835756302,0.2205357551574707,0.22651468217372894,0.16951507329940796,0.11333421617746353,0.1496749073266983,0.1646723598241806,0.1285921335220337
",",0.28570157289505005,0.33332616090774536,0.4691906273365021,0.4933079481124878,0.2738454341888428,0.22044430673122406,0.6633074283599854,0.24176505208015442,0.4946078956127167,0.3087472915649414,0.2917661666870117,0.21962358057498932,0.31091248989105225
roger,0.331159770488739,0.40582093596458435,0.11618486046791077,0.1998666524887085,0.14090636372566223,0.18187716603279114,0.20353803038597107,0.25166651606559753,0.19189049303531647,0.1456337571144104,0.18221423029899597,0.12782169878482819,0.0969553217291832
myerson,0.3604736030101776,0.5693333745002747,0.24816563725471497,0.23424971103668213,0.2175787091255188,0.32339292764663696,0.31389862298965454,0.2991020381450653,0.24674122035503387,0.19935797154903412,0.28204861283302307,0.21001280844211578,0.2696976065635681
and,0.2761320471763611,0.25891628861427307,0.3859752118587494,0.5171257257461548,0.2516189515590668,0.2024257630109787,1.0,0.21528133749961853,0.5116966962814331,0.31309178471565247,0.25715598464012146,0.26067057251930237,0.20544172823429108
robert,0.28330349922180176,0.34481310844421387,0.16191203892230988,0.2257954627275467,0.15997916460037231,0.14825128018856049,0.21826715767383575,0.2280077487230301,0.2398476004600525,0.1948658525943756,0.12230400741100311,0.20228327810764313,0.11293095350265503
lucas,0.3154321312904358,0.3662683963775635,0.23494547605514526,0.22933711111545563,0.19813697040081024,0.21441364288330078,0.20024605095386505,0.2645639479160309,0.15237638354301453,0.0458514429628849,0.20704463124275208,0.20758052170276642,0.10544870048761368
",",0.28570157289505005,0.33332616090774536,0.4691906273365021,0.4933079481124878,0.2738454341888428,0.22044430673122406,0.6633074283599854,0.24176505208015442,0.4946078956127167,0.3087472915649414,0.2917661666870117,0.21962358057498932,0.31091248989105225
jr.,0.288110613822937,0.2141941487789154,0.14305830001831055,0.14970926940441132,0.08457688987255096,0.07397045195102692,0.2446419894695282,0.15861117839813232,0.11162803322076797,0.2862679958343506,0.0033417330123484135,0.06509731709957123,0.3112807273864746
",",0.28570157289505005,0.33332616090774536,0.4691906273365021,0.4933079481124878,0.2738454341888428,0.22044430673122406,0.6633074283599854,0.24176505208015442,0.4946078956127167,0.3087472915649414,0.2917661666870117,0.21962358057498932,0.31091248989105225
freakonomics,0.322872519493103,0.30529195070266724,0.2592448592185974,0.2887361943721771,0.1708211749792099,0.21959136426448822,0.26883870363235474,0.2489718198776245,0.3389575779438019,0.3741725981235504,0.3176989257335663,0.24793079495429993,0.2605758011341095
author,0.20100156962871552,0.28490927815437317,0.20993228256702423,0.199458509683609,0.22054387629032135,0.25312936305999756,0.290119469165802,0.28866517543792725,0.18473520874977112,0.18480391800403595,0.16765430569648743,0.1573340743780136,0.14162757992744446
and,0.2761320471763611,0.25891628861427307,0.3859752118587494,0.5171257257461548,0.2516189515590668,0.2024257630109787,1.0,0.21528133749961853,0.5116966962814331,0.31309178471565247,0.25715598464012146,0.26067057251930237,0.20544172823429108
noted,0.17733387649059296,0.21396324038505554,0.21564742922782898,0.248806893825531,0.09428998082876205,0.12418486177921295,0.3326333463191986,0.0811084508895874,0.23399871587753296,0.16981294751167297,0.16195930540561676,0.22393737733364105,0.13014346361160278
economist,0.19659927487373352,0.27565646171569824,0.17990195751190186,0.1439521312713623,0.24671943485736847,0.37224283814430237,0.15557435154914856,0.3209080696105957,0.1498451977968216,0.16227665543556213,0.39466026425361633,0.24303372204303741,0.15311987698078156
steven,0.29328256845474243,0.362531840801239,0.15821102261543274,0.21446210145950317,0.20153678953647614,0.22128230333328247,0.24233636260032654,0.2894108295440674,0.20107577741146088,0.1722090095281601,0.10891737788915634,0.13228675723075867,0.10277901589870453
levitt,0.37821850180625916,0.5348714590072632,0.17872849106788635,0.22831755876541138,0.22750931978225708,0.34448331594467163,0.3169827461242676,0.3412277400493622,0.1732637584209442,0.14102567732334137,0.2189890742301941,0.10685915499925613,0.10831961780786514
",",0.28570157289505005,0.33332616090774536,0.4691906273365021,0.4933079481124878,0.2738454341888428,0.22044430673122406,0.6633074283599854,0.24176505208015442,0.4946078956127167,0.3087472915649414,0.2917661666870117,0.21962358057498932,0.31091248989105225
current,0.12773878872394562,0.23812350630760193,0.2555285692214966,0.3314409554004669,0.30976104736328125,0.22852888703346252,0.23919939994812012,0.18974722921848297,0.31470298767089844,0.18294453620910645,0.19719569385051727,0.14486879110336304,0.12074550241231918
governor,0.20749442279338837,0.3440989851951599,0.11671670526266098,0.19955585896968842,0.2850245535373688,0.3201093077659607,0.19707801938056946,0.27411824464797974,0.19877229630947113,0.21184112131595612,0.2025306522846222,0.2008782923221588,0.135940283536911
of,0.14463737607002258,0.18096773326396942,0.4854315221309662,0.733189046382904,0.30415382981300354,0.2167922407388687,0.5116966962814331,0.14724358916282654,1.0,0.33290785551071167,0.3159164786338806,0.16486702859401703,0.1826142966747284
india,0.05849827080965042,0.11698403209447861,0.19284966588020325,0.3108653426170349,0.19261428713798523,0.1296929568052292,0.2782815098762512,0.16288144886493683,0.29747170209884644,0.23203566670417786,0.19451409578323364,0.1589960902929306,0.10473668575286865
's,-0.006417790427803993,0.0006105270003899932,0.02396530658006668,-0.01540423184633255,0.032462362200021744,-0.09313603490591049,0.06895173341035843,-0.07697489112615585,-0.03817026689648628,0.02692362666130066,0.09446156769990921,0.06981056928634644,-0.023395681753754616
central,0.13027450442314148,0.07752697169780731,0.273421049118042,0.3417201042175293,0.18269211053848267,0.18840935826301575,0.2465941160917282,0.12191206961870193,0.3415789008140564,0.17723965644836426,0.29790517687797546,0.1211744174361229,0.14787602424621582
bank,0.2979801297187805,0.15947651863098145,0.21801011264324188,0.3216422498226166,0.19711409509181976,0.2477276623249054,0.23291631042957306,0.21482887864112854,0.2346848100423813,0.13934029638767242,0.6045850515365601,0.2007521390914917,0.09656643867492676
raghuram,0.3316267430782318,0.2573986351490021,0.33741694688796997,0.3500976860523224,0.28612449765205383,0.33030441403388977,0.37845396995544434,0.2667151093482971,0.34366124868392944,0.27225401997566223,0.2748093605041504,0.20321255922317505,0.20225533843040466
rajan,0.1655578315258026,0.21660453081130981,0.12573105096817017,0.1822163164615631,0.17218834161758423,0.21847544610500336,0.1772136390209198,0.1735672950744629,0.19462206959724426,0.20311595499515533,0.24030828475952148,0.2007746696472168,0.18364664912223816
",",0.28570157289505005,0.33332616090774536,0.4691906273365021,0.4933079481124878,0.2738454341888428,0.22044430673122406,0.6633074283599854,0.24176505208015442,0.4946078956127167,0.3087472915649414,0.2917661666870117,0.21962358057498932,0.31091248989105225
the,0.19902701675891876,0.25446754693984985,0.5823672413825989,1.0,0.2251449078321457,0.2121211588382721,0.5171257257461548,0.16098161041736603,0.733189046382904,0.42745697498321533,0.303832471370697,0.185079887509346,0.22068053483963013
74th,0.09771078824996948,0.036326292902231216,0.2805032432079315,0.29454636573791504,-0.04396343603730202,-0.029848776757717133,0.2510070502758026,-0.015092907473444939,0.19903966784477234,0.22675983607769012,0.055031538009643555,0.13965006172657013,0.11257992684841156
united,0.19340379536151886,0.3048541247844696,0.22408509254455566,0.34367692470550537,0.2564601004123688,0.25673091411590576,0.28213179111480713,0.20332267880439758,0.3187655806541443,0.20036718249320984,0.24419070780277252,0.129109188914299,0.17266890406608582
states,0.14457756280899048,0.31560593843460083,0.21939043700695038,0.3463578522205353,0.22495977580547333,0.2423175722360611,0.2974761426448822,0.21383289992809296,0.30884552001953125,0.21526020765304565,0.21920214593410492,0.1522873044013977,0.16272737085819244
secretary,0.15874066948890686,0.2994307279586792,0.14854203164577484,0.23160062730312347,0.3621651530265808,0.48434409499168396,0.2080061286687851,0.30184200406074524,0.21537087857723236,0.14278742671012878,0.31595370173454285,0.17572848498821259,0.10113837569952011
of,0.14463737607002258,0.18096773326396942,0.4854315221309662,0.733189046382904,0.30415382981300354,0.2167922407388687,0.5116966962814331,0.14724358916282654,1.0,0.33290785551071167,0.3159164786338806,0.16486702859401703,0.1826142966747284
the,0.19902701675891876,0.25446754693984985,0.5823672413825989,1.0,0.2251449078321457,0.2121211588382721,0.5171257257461548,0.16098161041736603,0.733189046382904,0.42745697498321533,0.303832471370697,0.185079887509346,0.22068053483963013
treasury,0.1275779902935028,0.3054307699203491,0.1789362132549286,0.26463213562965393,0.22321633994579315,0.35307231545448303,0.22358906269073486,0.19563309848308563,0.2901371121406555,0.18160781264305115,0.4041522443294525,0.16734732687473297,0.14624512195587158
and,0.2761320471763611,0.25891628861427307,0.3859752118587494,0.5171257257461548,0.2516189515590668,0.2024257630109787,1.0,0.21528133749961853,0.5116966962814331,0.31309178471565247,0.25715598464012146,0.26067057251930237,0.20544172823429108
former,0.20508915185928345,0.2625354528427124,0.2175939530134201,0.2251449078321457,1.0,0.3881058990955353,0.2516189515590668,0.35740119218826294,0.30415382981300354,0.13598288595676422,0.22456958889961243,0.15265928208827972,0.10570605844259262
goldman,0.27385076880455017,0.3778691291809082,0.16984866559505463,0.21957680583000183,0.12759625911712646,0.32413941621780396,0.27006155252456665,0.27972307801246643,0.17767997086048126,0.1869022250175476,0.3131456673145294,0.2193487137556076,0.19655320048332214
sachs,0.2613047957420349,0.25618094205856323,0.17191548645496368,0.22452358901500702,0.1607246696949005,0.2663193643093109,0.266395628452301,0.2732705771923065,0.1838475912809372,0.203375443816185,0.3387911319732666,0.27518245577812195,0.20784007012844086
chairman,0.27092650532722473,0.33235710859298706,0.18031281232833862,0.2121211588382721,0.3881058990955353,0.9999999403953552,0.2024257630109787,0.6420313119888306,0.2167922407388687,0.07858958840370178,0.34115034341812134,0.27225297689437866,0.08324678242206573
and,0.2761320471763611,0.25891628861427307,0.3859752118587494,0.5171257257461548,0.2516189515590668,0.2024257630109787,1.0,0.21528133749961853,0.5116966962814331,0.31309178471565247,0.25715598464012146,0.26067057251930237,0.20544172823429108
ceo,0.335278183221817,0.3516919016838074,0.14999867975711823,0.16098161041736603,0.35740119218826294,0.6420313119888306,0.21528133749961853,0.9999999403953552,0.14724358916282654,0.12662312388420105,0.3395119309425354,0.3208400011062622,0.13378572463989258
hank,1.0000001192092896,0.4053059220314026,0.18898773193359375,0.19902701675891876,0.20508915185928345,0.27092650532722473,0.2761320471763611,0.335278183221817,0.14463737607002258,0.14234472811222076,0.21625156700611115,0.1898975819349289,0.17129042744636536
paulson,0.4053059220314026,1.0000001192092896,0.2102264016866684,0.25446754693984985,0.2625354528427124,0.33235710859298706,0.25891628861427307,0.3516919016838074,0.18096773326396942,0.17669829726219177,0.20251141488552094,0.24749523401260376,0.17550991475582123
",",0.28570157289505005,0.33332616090774536,0.4691906273365021,0.4933079481124878,0.2738454341888428,0.22044430673122406,0.6633074283599854,0.24176505208015442,0.4946078956127167,0.3087472915649414,0.2917661666870117,0.21962358057498932,0.31091248989105225
former,0.20508915185928345,0.2625354528427124,0.2175939530134201,0.2251449078321457,1.0,0.3881058990955353,0.2516189515590668,0.35740119218826294,0.30415382981300354,0.13598288595676422,0.22456958889961243,0.15265928208827972,0.10570605844259262
chairman,0.27092650532722473,0.33235710859298706,0.18031281232833862,0.2121211588382721,0.3881058990955353,0.9999999403953552,0.2024257630109787,0.6420313119888306,0.2167922407388687,0.07858958840370178,0.34115034341812134,0.27225297689437866,0.08324678242206573
of,0.14463737607002258,0.18096773326396942,0.4854315221309662,0.733189046382904,0.30415382981300354,0.2167922407388687,0.5116966962814331,0.14724358916282654,1.0,0.33290785551071167,0.3159164786338806,0.16486702859401703,0.1826142966747284
president,0.19425411522388458,0.297355592250824,0.15443938970565796,0.24330610036849976,0.36106765270233154,0.5072928071022034,0.23286236822605133,0.4603186249732971,0.21610750257968903,0.1870913952589035,0.27113887667655945,0.1245884820818901,0.14148259162902832
barack,0.28601545095443726,0.3562631607055664,0.13818703591823578,0.24946269392967224,0.21853326261043549,0.31397929787635803,0.22380496561527252,0.2636770009994507,0.19500595331192017,0.17694424092769623,0.250480979681015,0.1104656457901001,0.24987603724002838
obama,0.25529199838638306,0.34025853872299194,0.15654388070106506,0.21614792943000793,0.2232147753238678,0.2669887840747833,0.22087924182415009,0.21961064636707306,0.17125636339187622,0.1679007112979889,0.23021796345710754,0.11415880173444748,0.2326410561800003
's,-0.006417790427803993,0.0006105270003899932,0.02396530658006668,-0.01540423184633255,0.032462362200021744,-0.09313603490591049,0.06895173341035843,-0.07697489112615585,-0.03817026689648628,0.02692362666130066,0.09446156769990921,0.06981056928634644,-0.023395681753754616
council,0.10845497250556946,0.16434302926063538,0.2196589708328247,0.2829204201698303,0.166977658867836,0.36034998297691345,0.25117602944374084,0.19020329415798187,0.2972237169742584,0.16933071613311768,0.21228516101837158,0.18011222779750824,0.1160062924027443
of,0.14463737607002258,0.18096773326396942,0.4854315221309662,0.733189046382904,0.30415382981300354,0.2167922407388687,0.5116966962814331,0.14724358916282654,1.0,0.33290785551071167,0.3159164786338806,0.16486702859401703,0.1826142966747284
economic,0.07774646580219269,0.16366297006607056,0.21102669835090637,0.282455176115036,0.15258890390396118,0.2833532989025116,0.2707010805606842,0.17596013844013214,0.3030148148536682,0.18082544207572937,0.4393408000469208,0.23084557056427002,0.1206481084227562
advisors,0.1260465383529663,0.2510512173175812,0.1775735318660736,0.2359212338924408,0.23653802275657654,0.39485421776771545,0.2597140669822693,0.2916705310344696,0.29387566447257996,0.21532268822193146,0.35226568579673767,0.21961091458797455,0.1274685561656952
austan,0.16806156933307648,0.13680697977542877,0.14638139307498932,0.2235925942659378,0.11857099086046219,0.23324714601039886,0.25029435753822327,0.14159919321537018,0.2245962917804718,0.20894093811511993,0.1303945630788803,0.0818549320101738,0.1711115539073944
goolsbee,0.3748670518398285,0.4146999418735504,0.3024425506591797,0.3299955129623413,0.261062353849411,0.2401466965675354,0.36406761407852173,0.2943098247051239,0.27036693692207336,0.3169708251953125,0.2973375916481018,0.2250867635011673,0.3453584909439087
",",0.28570157289505005,0.33332616090774536,0.4691906273365021,0.4933079481124878,0.2738454341888428,0.22044430673122406,0.6633074283599854,0.24176505208015442,0.4946078956127167,0.3087472915649414,0.2917661666870117,0.21962358057498932,0.31091248989105225
shakespeare,0.2286205142736435,0.20300203561782837,0.19275997579097748,0.19480109214782715,0.12446936219930649,0.13898807764053345,0.22816802561283112,0.0991067886352539,0.1908472627401352,0.23672284185886383,0.17067977786064148,0.1252404898405075,0.19043835997581482
scholar,0.20766952633857727,0.2354840338230133,0.21637843549251556,0.16383583843708038,0.2253517359495163,0.21093757450580597,0.2512432336807251,0.22631296515464783,0.16234588623046875,0.18881338834762573,0.3064447343349457,0.1927102953195572,0.1606755405664444
david,0.30513980984687805,0.3985609710216522,0.14622443914413452,0.2237231284379959,0.1907336413860321,0.19021551311016083,0.22867785394191742,0.22695988416671753,0.191870778799057,0.1299152821302414,0.14358121156692505,0.22026437520980835,0.04158485680818558
bevington,0.34622761607170105,0.4793242812156677,0.18176738917827606,0.26041561365127563,0.2664959132671356,0.27947792410850525,0.26354706287384033,0.3336583077907562,0.26990801095962524,0.1692674309015274,0.2969886362552643,0.1959111988544464,0.16543465852737427
",",0.28570157289505005,0.33332616090774536,0.4691906273365021,0.4933079481124878,0.2738454341888428,0.22044430673122406,0.6633074283599854,0.24176505208015442,0.4946078956127167,0.3087472915649414,0.2917661666870117,0.21962358057498932,0.31091248989105225
and,0.2761320471763611,0.25891628861427307,0.3859752118587494,0.5171257257461548,0.2516189515590668,0.2024257630109787,1.0,0.21528133749961853,0.5116966962814331,0.31309178471565247,0.25715598464012146,0.26067057251930237,0.20544172823429108
