,which,country,was,worried,that,the,us,would,invade,the,middle,east,?
defense,0.23141434788703918,0.1230468675494194,0.2295428365468979,0.2145751267671585,0.2529016137123108,0.2604767382144928,0.13875603675842285,0.1794392466545105,0.3072853088378906,0.2604767382144928,0.1544671356678009,0.14612941443920135,0.21935760974884033
james,0.18419533967971802,0.19729074835777283,0.2958067059516907,0.16988451778888702,0.16290196776390076,0.22481533885002136,0.11893600970506668,0.1703236997127533,0.13733260333538055,0.22481533885002136,0.05767214298248291,0.14646846055984497,0.12139993160963058
schlesinger,0.19068355858325958,0.19601193070411682,0.2965487539768219,0.24870797991752625,0.22265343368053436,0.2519867718219757,0.21893246471881866,0.18113403022289276,0.13931617140769958,0.2519867718219757,0.17758721113204956,0.20668497681617737,0.26133614778518677
and,0.506277859210968,0.30884742736816406,0.3740963041782379,0.24906258285045624,0.4731321930885315,0.5171257257461548,0.25715014338493347,0.34921059012413025,0.24300289154052734,0.5171257257461548,0.2514324486255646,0.27633291482925415,0.20544172823429108
british,0.2002234309911728,0.2571737766265869,0.31934812664985657,0.1817605048418045,0.19530552625656128,0.28973397612571716,0.23633208870887756,0.22893008589744568,0.14469483494758606,0.28973397612571716,0.1370542049407959,0.2675866186618805,0.09711728990077972
ambassador,0.07954680174589157,0.2329789400100708,0.2586009204387665,0.11604043841362,0.1173320859670639,0.23283939063549042,0.1405787169933319,0.19191974401474,0.2666260004043579,0.23283939063549042,0.1831643432378769,0.19777540862560272,0.1611340492963791
to,0.5345056653022766,0.31281599402427673,0.3636345863342285,0.2745876908302307,0.5436353087425232,0.535392165184021,0.2928973436355591,0.5965728163719177,0.3294607102870941,0.535392165184021,0.2015334814786911,0.24717837572097778,0.29463258385658264
the,0.6521818041801453,0.30432501435279846,0.48711544275283813,0.2491360306739807,0.5473989248275757,1.0,0.25727739930152893,0.4133751392364502,0.3208954632282257,1.0,0.3405749201774597,0.3383176326751709,0.22068053483963013
united,0.2821946144104004,0.3808354437351227,0.31727492809295654,0.1565008908510208,0.25567954778671265,0.34367692470550537,0.4374046325683594,0.20624218881130219,0.21833525598049164,0.34367692470550537,0.18531738221645355,0.3216571807861328,0.17266890406608582
states,0.27476921677589417,0.4065426290035248,0.2847922146320343,0.1527310460805893,0.291576623916626,0.3463578522205353,0.4605454206466675,0.2281532734632492,0.2315700799226761,0.3463578522205353,0.16924168169498444,0.29047343134880066,0.16272737085819244
lord,0.14450834691524506,0.18189147114753723,0.19920654594898224,0.11616567522287369,0.16890279948711395,0.2489406019449234,0.05550430715084076,0.1505783647298813,0.16784577071666718,0.2489406019449234,0.20477451384067535,0.09305914491415024,0.09544310718774796
cromer,0.2710036337375641,0.06084669753909111,0.22062940895557404,0.07335949689149857,0.2225532978773117,0.25572478771209717,0.0882505550980568,0.11547154188156128,0.12742756307125092,0.25572478771209717,0.16779012978076935,0.2487730234861374,0.1192808598279953
revealed,0.25106221437454224,0.03565552458167076,0.31683555245399475,0.2907968759536743,0.36264127492904663,0.3230765759944916,0.06838355213403702,0.2982712388038635,0.1358509361743927,0.3230765759944916,0.14243729412555695,0.06329332292079926,0.21034270524978638
schlesinger,0.19068355858325958,0.19601193070411682,0.2965487539768219,0.24870797991752625,0.22265343368053436,0.2519867718219757,0.21893246471881866,0.18113403022289276,0.13931617140769958,0.2519867718219757,0.17758721113204956,0.20668497681617737,0.26133614778518677
had,0.3188965916633606,0.2020130157470703,0.5927209258079529,0.42046815156936646,0.4407361149787903,0.3875846862792969,0.17015518248081207,0.5436059832572937,0.23101460933685303,0.3875846862792969,0.21585454046726227,0.16954366862773895,0.20728366076946259
told,0.22277295589447021,0.15302230417728424,0.33179396390914917,0.4702186584472656,0.39794859290122986,0.25361230969429016,0.19613279402256012,0.4508451819419861,0.21896368265151978,0.25361230969429016,0.1848549246788025,0.1933993101119995,0.28178566694259644
him,0.3357398211956024,0.18894968926906586,0.3675798773765564,0.3761591613292694,0.4159553349018097,0.39213326573371887,0.2955840826034546,0.4009282886981964,0.2326754331588745,0.39213326573371887,0.11606264114379883,0.17042334377765656,0.23943768441677094
that,0.6894589066505432,0.210195854306221,0.33670201897621155,0.39578285813331604,1.0,0.5473989248275757,0.282404363155365,0.5895259380340576,0.2597300112247467,0.5473989248275757,0.22241683304309845,0.1802649050951004,0.32716336846351624
``,0.05178012326359749,0.0564170703291893,-0.012679691426455975,-0.04888446256518364,0.05285148695111275,0.029072100296616554,0.01951291412115097,0.08063928782939911,0.09226376563310623,0.029072100296616554,0.07438047230243683,0.05997444689273834,0.0685480609536171
it,0.616637647151947,0.2677888870239258,0.4577186405658722,0.21083033084869385,0.5921133160591125,0.6251175999641418,0.28048714995384216,0.36398744583129883,0.2701379656791687,0.6251175999641418,0.24598756432533264,0.27437624335289,0.25732165575027466
was,0.2830964922904968,0.24557247757911682,1.0000001192092896,0.25725269317626953,0.33670201897621155,0.48711544275283813,0.19898231327533722,0.41663143038749695,0.20349261164665222,0.48711544275283813,0.21038298308849335,0.2747166156768799,0.18412111699581146
no,0.32479003071784973,0.15192489326000214,0.19955526292324066,0.29985177516937256,0.41830796003341675,0.3461136817932129,0.2572433352470398,0.31237977743148804,0.1536335051059723,0.3461136817932129,0.13431201875209808,0.12842394411563873,0.32165053486824036
longer,0.43698108196258545,0.1741126924753189,0.23075184226036072,0.2583273947238922,0.46486276388168335,0.361417293548584,0.17779769003391266,0.4044685959815979,0.16956236958503723,0.361417293548584,0.19315752387046814,0.1679771989583969,0.24416615068912506
obvious,0.38126784563064575,0.14278307557106018,0.18046976625919342,0.3058100640773773,0.4355839192867279,0.30144795775413513,0.20847640931606293,0.3597889840602875,0.16191762685775757,0.30144795775413513,0.14917777478694916,0.12739607691764832,0.34152713418006897
to,0.5345056653022766,0.31281599402427673,0.3636345863342285,0.2745876908302307,0.5436353087425232,0.535392165184021,0.2928973436355591,0.5965728163719177,0.3294607102870941,0.535392165184021,0.2015334814786911,0.24717837572097778,0.29463258385658264
him,0.3357398211956024,0.18894968926906586,0.3675798773765564,0.3761591613292694,0.4159553349018097,0.39213326573371887,0.2955840826034546,0.4009282886981964,0.2326754331588745,0.39213326573371887,0.11606264114379883,0.17042334377765656,0.23943768441677094
that,0.6894589066505432,0.210195854306221,0.33670201897621155,0.39578285813331604,1.0,0.5473989248275757,0.282404363155365,0.5895259380340576,0.2597300112247467,0.5473989248275757,0.22241683304309845,0.1802649050951004,0.32716336846351624
the,0.6521818041801453,0.30432501435279846,0.48711544275283813,0.2491360306739807,0.5473989248275757,1.0,0.25727739930152893,0.4133751392364502,0.3208954632282257,1.0,0.3405749201774597,0.3383176326751709,0.22068053483963013
u.s.,0.014487938955426216,0.017695527523756027,0.06837434321641922,0.08107839524745941,0.006652553100138903,0.06592652946710587,0.03950560837984085,0.11469250172376633,0.05864366516470909,0.06592652946710587,0.02916450798511505,0.09361279755830765,0.07886100560426712
could,0.3928161859512329,0.1958961933851242,0.39896807074546814,0.37963607907295227,0.5584503412246704,0.35393214225769043,0.25553393363952637,0.8068214654922485,0.20865249633789062,0.35393214225769043,0.1734919548034668,0.13970863819122314,0.3411986827850342
not,0.46766895055770874,0.22478289902210236,0.2888734042644501,0.35893622040748596,0.6600887179374695,0.4310511648654938,0.2292662113904953,0.5854519605636597,0.23852390050888062,0.4310511648654938,0.18364036083221436,0.17058958113193512,0.41942933201789856
use,0.39254313707351685,0.21032948791980743,0.17744606733322144,0.23285000026226044,0.3939064145088196,0.34342584013938904,0.23577770590782166,0.3798166513442993,0.17446498572826385,0.34342584013938904,0.18983641266822815,0.14239570498466492,0.32795652747154236
force,0.22571609914302826,0.1692022979259491,0.20879842340946198,0.18315723538398743,0.26810982823371887,0.2800885736942291,0.17966711521148682,0.2111431211233139,0.27369096875190735,0.2800885736942291,0.15528751909732819,0.19985491037368774,0.1650998443365097
.,0.45942068099975586,0.26130348443984985,0.40146201848983765,0.2803676128387451,0.4460422694683075,0.5934505462646484,0.3162994682788849,0.35067233443260193,0.2768091857433319,0.5934505462646484,0.2989427447319031,0.28351864218711853,0.4130953550338745
'',-0.03332270681858063,-0.026720518246293068,0.04456103965640068,-0.004285430535674095,0.007880004122853279,0.041273195296525955,-0.05206549912691116,0.02574172429740429,-0.07735299319028854,0.041273195296525955,-0.02367579936981201,-0.0015131528489291668,0.018684765323996544
