,the,ottoman,empire,controlled,territory,on,three,continents,",",africa,",",asia,and,which,other,?
its,0.559237003326416,0.18237708508968353,0.22907911241054535,0.20412315428256989,0.2604066729545593,0.34331920742988586,0.23637419939041138,0.2173273265361786,0.33157986402511597,0.21967549622058868,0.33157986402511597,0.2336438000202179,0.3841775357723236,0.5154205560684204,0.29483991861343384,0.15103481709957123
power,0.2647338807582855,0.21161821484565735,0.26378852128982544,0.30926087498664856,0.17603963613510132,0.14738048613071442,0.152226522564888,0.18485336005687714,0.2231994867324829,0.1095619648694992,0.2231994867324829,0.17221075296401978,0.27496716380119324,0.2490626573562622,0.20244340598583221,0.15304024517536163
under,0.3348022699356079,0.2502341568470001,0.22204537689685822,0.28105416893959045,0.2524634599685669,0.3075410723686218,0.17724575102329254,0.2080170214176178,0.24875585734844208,0.15333980321884155,0.24875585734844208,0.18838578462600708,0.3005301356315613,0.3235377371311188,0.20355120301246643,0.18233340978622437
the,1.0,0.2623080313205719,0.32532164454460144,0.3320712745189667,0.3000710904598236,0.5107308030128479,0.43452659249305725,0.3213147521018982,0.4933079481124878,0.2903064787387848,0.4933079481124878,0.2838890850543976,0.5171257257461548,0.6521818041801453,0.44152235984802246,0.22068053483963013
reign,0.2661008834838867,0.30889517068862915,0.33664175868034363,0.18140053749084473,0.25508496165275574,0.16319119930267334,0.147789865732193,0.17905938625335693,0.21559560298919678,0.1496885120868683,0.21559560298919678,0.19023093581199646,0.1874586045742035,0.2041328102350235,0.09876011312007904,0.16399922966957092
of,0.733189046382904,0.239910289645195,0.30522286891937256,0.2840180993080139,0.27564212679862976,0.3966929316520691,0.3844621181488037,0.2563624083995819,0.4946078956127167,0.2694264054298401,0.4946078956127167,0.2372564673423767,0.5116966962814331,0.5011631846427917,0.38583824038505554,0.1826142966747284
suleiman,0.33886584639549255,0.5967703461647034,0.47231796383857727,0.15697452425956726,0.2189910113811493,0.1976221799850464,0.1502734124660492,0.17705899477005005,0.31058362126350403,0.25244632363319397,0.31058362126350403,0.29053249955177307,0.25464004278182983,0.1962668001651764,0.13540536165237427,0.17759495973587036
the,1.0,0.2623080313205719,0.32532164454460144,0.3320712745189667,0.3000710904598236,0.5107308030128479,0.43452659249305725,0.3213147521018982,0.4933079481124878,0.2903064787387848,0.4933079481124878,0.2838890850543976,0.5171257257461548,0.6521818041801453,0.44152235984802246,0.22068053483963013
magnificent,0.21152138710021973,0.2877957820892334,0.2581726908683777,0.08022626489400864,0.13241563737392426,0.15918487310409546,0.17738817632198334,0.12100498378276825,0.24506336450576782,0.1269713044166565,0.24506336450576782,0.20510569214820862,0.2646467685699463,0.21484027802944183,0.19667458534240723,0.06736525893211365
",",0.4933079481124878,0.22751282155513763,0.27646857500076294,0.20886175334453583,0.2454550564289093,0.49057599902153015,0.3347506821155548,0.2493760883808136,1.0000001192092896,0.2545008063316345,1.0000001192092896,0.1759067326784134,0.6633074283599854,0.3658004403114319,0.4446498453617096,0.31091248989105225
the,1.0,0.2623080313205719,0.32532164454460144,0.3320712745189667,0.3000710904598236,0.5107308030128479,0.43452659249305725,0.3213147521018982,0.4933079481124878,0.2903064787387848,0.4933079481124878,0.2838890850543976,0.5171257257461548,0.6521818041801453,0.44152235984802246,0.22068053483963013
ottoman,0.2623080313205719,0.9999999403953552,0.5869483351707458,0.2686702013015747,0.2632889151573181,0.19060350954532623,0.12081898748874664,0.17117159068584442,0.22751282155513763,0.21122275292873383,0.22751282155513763,0.2518712878227234,0.24569445848464966,0.19170889258384705,0.15552595257759094,0.14455440640449524
empire,0.32532164454460144,0.5869483351707458,1.0000001192092896,0.24580712616443634,0.35393470525741577,0.1508585810661316,0.14026790857315063,0.23305515944957733,0.27646857500076294,0.3045766353607178,0.27646857500076294,0.3024880588054657,0.27479609847068787,0.1975056380033493,0.17392708361148834,0.14909450709819794
was,0.48711544275283813,0.21196036040782928,0.30602675676345825,0.23716485500335693,0.20208659768104553,0.3909217119216919,0.2748996615409851,0.1926802545785904,0.45456063747406006,0.1945687234401703,0.45456063747406006,0.17820896208286285,0.3740963041782379,0.2830964922904968,0.14651623368263245,0.18412111699581146
a,0.5829201340675354,0.15384846925735474,0.1900206059217453,0.22610771656036377,0.18926236033439636,0.3848365545272827,0.3025658130645752,0.15901458263397217,0.427140474319458,0.18140724301338196,0.427140474319458,0.14726082980632782,0.3739250600337982,0.56894451379776,0.2806335389614105,0.23916715383529663
powerful,0.3115491271018982,0.1990063488483429,0.2768487334251404,0.37961912155151367,0.13475044071674347,0.11555038392543793,0.22098667919635773,0.19402830302715302,0.19557704031467438,0.13550318777561188,0.19557704031467438,0.16976995766162872,0.28323009610176086,0.2769361734390259,0.23179693520069122,0.12160622328519821
multinational,0.28697076439857483,0.2062753289937973,0.23468385636806488,0.24133187532424927,0.1973973661661148,0.17807093262672424,0.21862152218818665,0.2896081507205963,0.31385576725006104,0.21409253776073456,0.31385576725006104,0.292757511138916,0.31332194805145264,0.30047526955604553,0.3366788923740387,0.0989086851477623
",",0.4933079481124878,0.22751282155513763,0.27646857500076294,0.20886175334453583,0.2454550564289093,0.49057599902153015,0.3347506821155548,0.2493760883808136,1.0000001192092896,0.2545008063316345,1.0000001192092896,0.1759067326784134,0.6633074283599854,0.3658004403114319,0.4446498453617096,0.31091248989105225
multilingual,0.2369953691959381,0.24760715663433075,0.19189609587192535,0.16023395955562592,0.17007336020469666,0.19293570518493652,0.12698134779930115,0.18035347759723663,0.22513814270496368,0.1578199565410614,0.22513814270496368,0.21898983418941498,0.2617788314819336,0.21349434554576874,0.3134307861328125,0.26580581068992615
empire,0.32532164454460144,0.5869483351707458,1.0000001192092896,0.24580712616443634,0.35393470525741577,0.1508585810661316,0.14026790857315063,0.23305515944957733,0.27646857500076294,0.3045766353607178,0.27646857500076294,0.3024880588054657,0.27479609847068787,0.1975056380033493,0.17392708361148834,0.14909450709819794
controlling,0.34660032391548157,0.2138899266719818,0.22368915379047394,0.7527555227279663,0.2384679615497589,0.28218966722488403,0.14591586589813232,0.24482132494449615,0.19739356637001038,0.15104687213897705,0.19739356637001038,0.17591585218906403,0.3195488452911377,0.38284772634506226,0.31019309163093567,0.1598898321390152
much,0.35023224353790283,0.19972677528858185,0.21337372064590454,0.2129792869091034,0.18046900629997253,0.2834896147251129,0.17385634779930115,0.2736952602863312,0.36182254552841187,0.22335118055343628,0.36182254552841187,0.25890761613845825,0.38395699858665466,0.4274604916572571,0.3761230409145355,0.23442231118679047
of,0.733189046382904,0.239910289645195,0.30522286891937256,0.2840180993080139,0.27564212679862976,0.3966929316520691,0.3844621181488037,0.2563624083995819,0.4946078956127167,0.2694264054298401,0.4946078956127167,0.2372564673423767,0.5116966962814331,0.5011631846427917,0.38583824038505554,0.1826142966747284
southeast,0.32264992594718933,0.1739446520805359,0.23270583152770996,0.18554890155792236,0.30313968658447266,0.2020643651485443,0.20191478729248047,0.34589096903800964,0.2752052843570709,0.32903817296028137,0.2752052843570709,0.4640955328941345,0.24122467637062073,0.25141236186027527,0.21334631741046906,0.1004139706492424
europe,0.34463706612586975,0.2818044126033783,0.31634795665740967,0.19302089512348175,0.1874454766511917,0.250590980052948,0.19768020510673523,0.5105065703392029,0.2542513906955719,0.5139338374137878,0.2542513906955719,0.6662018895149231,0.3463572859764099,0.23978596925735474,0.3185610771179199,0.18278923630714417
",",0.4933079481124878,0.22751282155513763,0.27646857500076294,0.20886175334453583,0.2454550564289093,0.49057599902153015,0.3347506821155548,0.2493760883808136,1.0000001192092896,0.2545008063316345,1.0000001192092896,0.1759067326784134,0.6633074283599854,0.3658004403114319,0.4446498453617096,0.31091248989105225
western,0.37920868396759033,0.25011542439460754,0.3127332925796509,0.20487664639949799,0.3831290006637573,0.21336692571640015,0.20708076655864716,0.2825923264026642,0.27542921900749207,0.2585296332836151,0.27542921900749207,0.2896152436733246,0.27210789918899536,0.23897536098957062,0.25917482376098633,0.17439141869544983
asia,0.2838890850543976,0.2518712878227234,0.3024880588054657,0.17320260405540466,0.18468138575553894,0.16891232132911682,0.2025202214717865,0.4925556182861328,0.1759067326784134,0.5960309505462646,0.1759067326784134,1.0,0.26469188928604126,0.24878287315368652,0.2947789430618286,0.1340748518705368
",",0.4933079481124878,0.22751282155513763,0.27646857500076294,0.20886175334453583,0.2454550564289093,0.49057599902153015,0.3347506821155548,0.2493760883808136,1.0000001192092896,0.2545008063316345,1.0000001192092896,0.1759067326784134,0.6633074283599854,0.3658004403114319,0.4446498453617096,0.31091248989105225
the,1.0,0.2623080313205719,0.32532164454460144,0.3320712745189667,0.3000710904598236,0.5107308030128479,0.43452659249305725,0.3213147521018982,0.4933079481124878,0.2903064787387848,0.4933079481124878,0.2838890850543976,0.5171257257461548,0.6521818041801453,0.44152235984802246,0.22068053483963013
caucasus,0.2726996839046478,0.4082343578338623,0.32320690155029297,0.24395501613616943,0.24233655631542206,0.18566519021987915,0.1647695153951645,0.31345847249031067,0.19264346361160278,0.2848190665245056,0.19264346361160278,0.41459572315216064,0.20031197369098663,0.1771067976951599,0.16421128809452057,0.13771438598632812
",",0.4933079481124878,0.22751282155513763,0.27646857500076294,0.20886175334453583,0.2454550564289093,0.49057599902153015,0.3347506821155548,0.2493760883808136,1.0000001192092896,0.2545008063316345,1.0000001192092896,0.1759067326784134,0.6633074283599854,0.3658004403114319,0.4446498453617096,0.31091248989105225
north,0.36298373341560364,0.1636631339788437,0.26033562421798706,0.15398873388767242,0.3389386534690857,0.24055036902427673,0.23385436832904816,0.3799377381801605,0.31834840774536133,0.3710435926914215,0.31834840774536133,0.37854844331741333,0.2776443064212799,0.2384447455406189,0.21928533911705017,0.11829731613397598
africa,0.2903064787387848,0.21122275292873383,0.3045766353607178,0.15445870161056519,0.210215225815773,0.167466402053833,0.18656277656555176,0.4526175260543823,0.2545008063316345,0.9999999403953552,0.2545008063316345,0.5960309505462646,0.2685798704624176,0.23808510601520538,0.22280393540859222,0.12926554679870605
",",0.4933079481124878,0.22751282155513763,0.27646857500076294,0.20886175334453583,0.2454550564289093,0.49057599902153015,0.3347506821155548,0.2493760883808136,1.0000001192092896,0.2545008063316345,1.0000001192092896,0.1759067326784134,0.6633074283599854,0.3658004403114319,0.4446498453617096,0.31091248989105225
and,0.5171257257461548,0.24569445848464966,0.27479609847068787,0.2891365587711334,0.278890460729599,0.4077630043029785,0.3826501965522766,0.2950938045978546,0.6633074283599854,0.2685798704624176,0.6633074283599854,0.26469188928604126,1.0,0.506277859210968,0.5504306554794312,0.20544172823429108
the,1.0,0.2623080313205719,0.32532164454460144,0.3320712745189667,0.3000710904598236,0.5107308030128479,0.43452659249305725,0.3213147521018982,0.4933079481124878,0.2903064787387848,0.4933079481124878,0.2838890850543976,0.5171257257461548,0.6521818041801453,0.44152235984802246,0.22068053483963013
horn,0.27075842022895813,0.11639934033155441,0.17018672823905945,0.10513386130332947,0.1033439189195633,0.1501169502735138,0.1910894215106964,0.15693317353725433,0.2639032006263733,0.29539984464645386,0.2639032006263733,0.2089119851589203,0.25539177656173706,0.21907202899456024,0.12775076925754547,0.1272401511669159
of,0.733189046382904,0.239910289645195,0.30522286891937256,0.2840180993080139,0.27564212679862976,0.3966929316520691,0.3844621181488037,0.2563624083995819,0.4946078956127167,0.2694264054298401,0.4946078956127167,0.2372564673423767,0.5116966962814331,0.5011631846427917,0.38583824038505554,0.1826142966747284
africa,0.2903064787387848,0.21122275292873383,0.3045766353607178,0.15445870161056519,0.210215225815773,0.167466402053833,0.18656277656555176,0.4526175260543823,0.2545008063316345,0.9999999403953552,0.2545008063316345,0.5960309505462646,0.2685798704624176,0.23808510601520538,0.22280393540859222,0.12926554679870605
.,0.5934505462646484,0.2524917721748352,0.2811720371246338,0.21779799461364746,0.2527329623699188,0.49257001280784607,0.34968629479408264,0.23319776356220245,0.6812511086463928,0.25634920597076416,0.6812511086463928,0.25331494212150574,0.588965117931366,0.45942068099975586,0.41511186957359314,0.4130953550338745
