,what,kind,of,sending,technology,is,being,used,to,protect,tribal,lands,in,the,amazon,?
also,0.42747777700424194,0.35271334648132324,0.4924938678741455,0.3008297383785248,0.26604264974594116,0.5012649297714233,0.45938754081726074,0.45273035764694214,0.5348826050758362,0.25565096735954285,0.2158890813589096,0.20484548807144165,0.5073733329772949,0.6021018624305725,0.21944282948970795,0.21848613023757935
being,0.3760843276977539,0.24848723411560059,0.34885138273239136,0.36501166224479675,0.15024113655090332,0.4445112943649292,1.0,0.26295366883277893,0.4514104127883911,0.27909794449806213,0.1971382051706314,0.17439278960227966,0.33162933588027954,0.419739305973053,0.16138997673988342,0.26743772625923157
used,0.27546408772468567,0.3973764181137085,0.3075267970561981,0.3373524844646454,0.22553960978984833,0.3288823366165161,0.26295366883277893,0.9999998807907104,0.40058770775794983,0.2526288330554962,0.10757366567850113,0.19451139867305756,0.3090210556983948,0.3718377649784088,0.11720351874828339,0.22430120408535004
by,0.2455483376979828,0.13289578258991241,0.3646814823150635,0.28612959384918213,0.15235473215579987,0.3899846076965332,0.4690866470336914,0.27705541253089905,0.33534231781959534,0.2196538895368576,0.2204819768667221,0.23103667795658112,0.370934396982193,0.4408751428127289,0.16320857405662537,0.17966607213020325
the,0.42745697498321533,0.2516445517539978,0.733189046382904,0.3486887514591217,0.21669498085975647,0.5823672413825989,0.419739305973053,0.3718377649784088,0.535392165184021,0.2559677064418793,0.259813129901886,0.3190511167049408,0.6662389636039734,1.0,0.260541707277298,0.22068053483963013
indigenous,0.19103914499282837,0.12137679010629654,0.2675965428352356,0.18223100900650024,0.12776102125644684,0.1472627967596054,0.23918482661247253,0.18007607758045197,0.24530638754367828,0.23181234300136566,0.3740679919719696,0.2746412754058838,0.19140906631946564,0.24885469675064087,0.3022803068161011,0.14450161159038544
tribes,0.1860227882862091,0.12178532034158707,0.21502000093460083,0.20800907909870148,0.1382330060005188,0.16481351852416992,0.12946100533008575,0.126210555434227,0.23350952565670013,0.15858730673789978,0.6543537974357605,0.3522934913635254,0.19281157851219177,0.26830655336380005,0.19405002892017365,0.08824794739484787
of,0.33290785551071167,0.2285657674074173,1.0,0.2912614941596985,0.25238582491874695,0.4854315221309662,0.34885138273239136,0.3075267970561981,0.41548454761505127,0.19880573451519012,0.23765619099140167,0.2730972170829773,0.5696388483047485,0.733189046382904,0.20143137872219086,0.1826142966747284
the,0.42745697498321533,0.2516445517539978,0.733189046382904,0.3486887514591217,0.21669498085975647,0.5823672413825989,0.419739305973053,0.3718377649784088,0.535392165184021,0.2559677064418793,0.259813129901886,0.3190511167049408,0.6662389636039734,1.0,0.260541707277298,0.22068053483963013
basin,0.1565224826335907,0.10017956793308258,0.2557278275489807,0.11779961735010147,0.148898184299469,0.2273138016462326,0.11965929716825485,0.10317283123731613,0.1498844176530838,0.04825768247246742,0.2200799435377121,0.22780606150627136,0.22316701710224152,0.24553915858268738,0.41143864393234253,0.14685653150081635
to,0.455847829580307,0.28460726141929626,0.41548454761505127,0.36574411392211914,0.25372135639190674,0.42745086550712585,0.4514104127883911,0.40058770775794983,1.0,0.3276433050632477,0.26872000098228455,0.285159707069397,0.45010748505592346,0.535392165184021,0.17033490538597107,0.29463258385658264
protect,0.25314101576805115,0.20578844845294952,0.19880573451519012,0.28614914417266846,0.1652584969997406,0.17850741744041443,0.27909794449806213,0.2526288330554962,0.3276433050632477,1.0000001192092896,0.10400468111038208,0.2513825297355652,0.17026682198047638,0.2559677064418793,0.1511344611644745,0.20180222392082214
their,0.35142919421195984,0.23866921663284302,0.4329940676689148,0.3042029142379761,0.1366575062274933,0.2101074606180191,0.33179932832717896,0.3259406089782715,0.44619059562683105,0.3020683526992798,0.2749602198600769,0.25245121121406555,0.34976133704185486,0.516537070274353,0.15839874744415283,0.1898253709077835
tribal,0.21726880967617035,0.10186976939439774,0.23765619099140167,0.1683957874774933,0.08168482780456543,0.15712997317314148,0.1971382051706314,0.10757366567850113,0.26872000098228455,0.10400468111038208,0.9999999403953552,0.2865590453147888,0.15004047751426697,0.259813129901886,0.15974299609661102,0.0904514268040657
lands,0.16376858949661255,0.0791056901216507,0.2730972170829773,0.23087428510189056,0.1351347714662552,0.1926896721124649,0.17439278960227966,0.19451139867305756,0.285159707069397,0.2513825297355652,0.2865590453147888,1.0,0.22373557090759277,0.3190511167049408,0.14139311015605927,0.10082722455263138
from,0.2737620174884796,0.1906990259885788,0.4249346852302551,0.3105403184890747,0.21710312366485596,0.27355384826660156,0.32622846961021423,0.25821518898010254,0.4069952368736267,0.20659200847148895,0.11355443298816681,0.2166801244020462,0.4274188280105591,0.40150508284568787,0.08236479759216309,0.19969791173934937
commercial,0.12070754915475845,0.23901419341564178,0.21107374131679535,0.1535562127828598,0.30582329630851746,0.2402932196855545,0.2474958449602127,0.26843106746673584,0.2572329044342041,0.08154990524053574,0.17266488075256348,0.08364202827215195,0.2615188956260681,0.23051398992538452,0.21665537357330322,0.04216946288943291
interests,0.2921333611011505,0.22980491816997528,0.2535596489906311,0.2980109453201294,0.30250877141952515,0.17289620637893677,0.2080998569726944,0.2134244441986084,0.3245762884616852,0.3384208083152771,0.19537650048732758,0.2190227508544922,0.2732578217983246,0.25045084953308105,0.23530614376068115,0.21539683640003204
.,0.3567904531955719,0.21254374086856842,0.5352458953857422,0.26572489738464355,0.21310871839523315,0.4569662809371948,0.35574623942375183,0.33111312985420227,0.4645031690597534,0.2567919194698334,0.14948855340480804,0.21775345504283905,0.5591574311256409,0.5934505462646484,0.262887567281723,0.4130953550338745
