,how,many,punts,did,ted,ginn,jr.,return,?
passes,0.2305745780467987,0.09871689230203629,0.3275109529495239,0.11102328449487686,0.04947087913751602,0.12550300359725952,0.048289768397808075,0.22861173748970032,0.09716983139514923
for,0.3308170735836029,0.40972793102264404,0.2937716543674469,0.318512886762619,0.15057414770126343,0.16196216642856598,0.20422925055027008,0.23464316129684448,0.264628142118454
"1,104",0.11384012550115585,0.16105762124061584,0.051012083888053894,0.07429717481136322,-0.033996015787124634,-0.037180058658123016,0.07857293635606766,-0.01636803336441517,0.1270933896303177
yards,0.1345205456018448,0.13134367763996124,0.48577526211738586,0.11230118572711945,0.23254242539405823,0.1889270395040512,0.17534054815769196,0.23656457662582397,0.12453813850879669
and,0.33647966384887695,0.5296266674995422,0.25207623839378357,0.34479495882987976,0.22165103256702423,0.2692127525806427,0.2446419894695282,0.20753136277198792,0.20544172823429108
seven,0.20032188296318054,0.28098854422569275,0.16470472514629364,0.11491922289133072,0.11231908202171326,0.18107543885707855,0.16966533660888672,0.1479169726371765,0.1732930988073349
touchdowns,0.15057362616062164,0.1144808754324913,0.5521944165229797,0.20483340322971344,0.22929362952709198,0.2236141860485077,0.248369500041008,0.32771965861320496,0.1509619653224945
",",0.22659391164779663,0.40610817074775696,0.2694568932056427,0.3015086054801941,0.22491687536239624,0.24936512112617493,0.2029205560684204,0.20895273983478546,0.31091248989105225
and,0.33647966384887695,0.5296266674995422,0.25207623839378357,0.34479495882987976,0.22165103256702423,0.2692127525806427,0.2446419894695282,0.20753136277198792,0.20544172823429108
wide,0.2094327211380005,0.32105809450149536,0.2836156487464905,0.11342455446720123,0.14455203711986542,0.12084439396858215,0.07815245538949966,0.1392975151538849,0.12719376385211945
receiver,0.1772366464138031,0.14212487637996674,0.38246428966522217,0.15293848514556885,0.2254994660615921,0.179866760969162,0.17850235104560852,0.21475809812545776,0.11587938666343689
ted,0.171771839261055,0.12736119329929352,0.26593324542045593,0.14870691299438477,1.0,0.3646230399608612,0.25083115696907043,0.14753495156764984,0.19378185272216797
ginn,0.21231023967266083,0.2308695763349533,0.20548580586910248,0.15033265948295593,0.3646230399608612,1.0,0.18947286903858185,0.15130604803562164,0.1626676321029663
",",0.22659391164779663,0.40610817074775696,0.2694568932056427,0.3015086054801941,0.22491687536239624,0.24936512112617493,0.2029205560684204,0.20895273983478546,0.31091248989105225
jr.,0.29407569766044617,0.23496049642562866,0.1830255389213562,0.2600257098674774,0.25083115696907043,0.18947286903858185,1.0,0.12527160346508026,0.3112807273864746
",",0.22659391164779663,0.40610817074775696,0.2694568932056427,0.3015086054801941,0.22491687536239624,0.24936512112617493,0.2029205560684204,0.20895273983478546,0.31091248989105225
who,0.4070430099964142,0.4149286150932312,0.20536455512046814,0.34038686752319336,0.22989284992218018,0.2595711648464203,0.30755749344825745,0.14819499850273132,0.26220351457595825
caught,0.1856362223625183,0.23109661042690277,0.32783177495002747,0.26102158427238464,0.16839493811130524,0.1357003152370453,0.1844150722026825,0.2777760624885559,0.20266211032867432
44,0.160252645611763,0.264938086271286,-0.02579919621348381,0.1744367927312851,0.1137351468205452,0.1543971747159958,0.10759653896093369,0.07438396662473679,0.03696782514452934
passes,0.2305745780467987,0.09871689230203629,0.3275109529495239,0.11102328449487686,0.04947087913751602,0.12550300359725952,0.048289768397808075,0.22861173748970032,0.09716983139514923
for,0.3308170735836029,0.40972793102264404,0.2937716543674469,0.318512886762619,0.15057414770126343,0.16196216642856598,0.20422925055027008,0.23464316129684448,0.264628142118454
739,0.11866691708564758,0.14984427392482758,0.09795666486024857,0.1505073606967926,0.19979257881641388,0.09150165319442749,0.10623953491449356,0.12074635177850723,0.08962814509868622
yards,0.1345205456018448,0.13134367763996124,0.48577526211738586,0.11230118572711945,0.23254242539405823,0.1889270395040512,0.17534054815769196,0.23656457662582397,0.12453813850879669
and,0.33647966384887695,0.5296266674995422,0.25207623839378357,0.34479495882987976,0.22165103256702423,0.2692127525806427,0.2446419894695282,0.20753136277198792,0.20544172823429108
10,0.09177426248788834,0.3056783974170685,0.04435527324676514,0.1914099007844925,-0.00966124888509512,0.12937459349632263,0.003786086803302169,0.022757483646273613,0.022911956533789635
touchdowns,0.15057362616062164,0.1144808754324913,0.5521944165229797,0.20483340322971344,0.22929362952709198,0.2236141860485077,0.248369500041008,0.32771965861320496,0.1509619653224945
;,0.07230665534734726,0.11763367056846619,0.08204792439937592,0.10727239400148392,0.10175400972366333,0.1373271942138672,0.047047823667526245,0.13128510117530823,0.10349778085947037
ginn,0.21231023967266083,0.2308695763349533,0.20548580586910248,0.15033265948295593,0.3646230399608612,1.0,0.18947286903858185,0.15130604803562164,0.1626676321029663
also,0.43506327271461487,0.6258217096328735,0.2617591917514801,0.39334940910339355,0.153725266456604,0.2813032567501068,0.23757198452949524,0.18285246193408966,0.21848613023757935
rushed,0.16906850039958954,0.20464296638965607,0.27007195353507996,0.24934585392475128,0.2617442309856415,0.15713578462600708,0.2132403403520584,0.24942290782928467,0.10077773034572601
for,0.3308170735836029,0.40972793102264404,0.2937716543674469,0.318512886762619,0.15057414770126343,0.16196216642856598,0.20422925055027008,0.23464316129684448,0.264628142118454
60,0.12259688228368759,0.0015101747121661901,-0.04653121531009674,0.009732695296406746,0.0864047184586525,0.003129049437120557,-0.003979123663157225,-0.021838586777448654,0.06999651342630386
yards,0.1345205456018448,0.13134367763996124,0.48577526211738586,0.11230118572711945,0.23254242539405823,0.1889270395040512,0.17534054815769196,0.23656457662582397,0.12453813850879669
and,0.33647966384887695,0.5296266674995422,0.25207623839378357,0.34479495882987976,0.22165103256702423,0.2692127525806427,0.2446419894695282,0.20753136277198792,0.20544172823429108
returned,0.1224946528673172,0.20358699560165405,0.23877474665641785,0.32570260763168335,0.20257067680358887,0.16337677836418152,0.1326453536748886,0.6497189998626709,0.07695316523313522
27,0.0793151780962944,0.021371066570281982,0.09426208585500717,0.09100242704153061,-0.008786333724856377,0.048508379608392715,0.03884125500917435,0.1130051389336586,0.036716945469379425
punts,0.21848756074905396,0.20135372877120972,1.0,0.1370622217655182,0.26593324542045593,0.20548580586910248,0.1830255389213562,0.2861131727695465,0.19397130608558655
for,0.3308170735836029,0.40972793102264404,0.2937716543674469,0.318512886762619,0.15057414770126343,0.16196216642856598,0.20422925055027008,0.23464316129684448,0.264628142118454
277,-0.012657154351472855,-0.01598692685365677,0.029171651229262352,-0.021533969789743423,0.049756888300180435,-0.025588231161236763,-0.017749011516571045,0.05471523106098175,-0.05163668841123581
yards,0.1345205456018448,0.13134367763996124,0.48577526211738586,0.11230118572711945,0.23254242539405823,0.1889270395040512,0.17534054815769196,0.23656457662582397,0.12453813850879669
.,0.3287222981452942,0.3974229395389557,0.2402263879776001,0.35288307070732117,0.2639898955821991,0.25515031814575195,0.2571929097175598,0.25014954805374146,0.4130953550338745
