,what,astronomer,worked,for,kublai,?
of,0.33290785551071167,0.1512063890695572,0.2398757040500641,0.4185989499092102,0.231930211186409,0.1826142966747284
365.2425,0.13304847478866577,-0.11913313716650009,-0.019549915567040443,0.15658996999263763,0.06618677824735641,0.17049874365329742
days,0.2191895991563797,0.18175362050533295,0.18770484626293182,0.2734130620956421,0.3037705421447754,0.2198754847049713
of,0.33290785551071167,0.1512063890695572,0.2398757040500641,0.4185989499092102,0.231930211186409,0.1826142966747284
the,0.42745697498321533,0.1624840497970581,0.22615844011306763,0.4739971458911896,0.32886171340942383,0.22068053483963013
year,0.15184831619262695,0.16146326065063477,0.20757032930850983,0.29294124245643616,0.25413915514945984,0.18315006792545319
",",0.3087472915649414,0.23201249539852142,0.31017279624938965,0.4464869201183319,0.2569756805896759,0.31091248989105225
which,0.5261979103088379,0.09501826763153076,0.12601633369922638,0.44095608592033386,0.2277727872133255,0.25814583897590637
was,0.22111038863658905,0.28611236810684204,0.38922780752182007,0.3863949179649353,0.3139400780200958,0.18412111699581146
only,0.41415658593177795,0.12615104019641876,0.16417403519153595,0.49157920479774475,0.18314704298973083,0.2767370045185089
26,0.052160754799842834,0.04440193995833397,0.11016159504652023,0.03967229649424553,0.1588657647371292,-0.05200668424367905
seconds,0.18972116708755493,0.18271200358867645,0.10734868049621582,0.21811291575431824,0.2151115983724594,0.20335537195205688
off,0.2350364625453949,0.03178135305643082,0.0902860015630722,0.20644043385982513,0.14612255990505219,0.12937544286251068
the,0.42745697498321533,0.1624840497970581,0.22615844011306763,0.4739971458911896,0.32886171340942383,0.22068053483963013
modern,0.2655639946460724,0.13889776170253754,0.16274404525756836,0.22431503236293793,0.20259423553943634,0.12475407868623734
gregorian,0.2007129192352295,0.2513388991355896,0.09820368140935898,0.2034248262643814,0.30016273260116577,0.2399570196866989
calendar,0.17026786506175995,0.32666394114494324,0.09895768016576767,0.16532684862613678,0.2691796123981476,0.16766934096813202
's,0.02692362666130066,-0.03491293266415596,-0.054441310465335846,-0.07241261005401611,-0.017352506518363953,-0.023395681753754616
measurement,0.29204270243644714,0.37135666608810425,0.165940523147583,0.26795950531959534,0.12093274295330048,0.18654219806194305
.,0.3567904531955719,0.1755625456571579,0.24987587332725525,0.4726039469242096,0.2311694622039795,0.4130953550338745
