,what,would,someone,who,is,civilly,disobedient,do,in,court,?
to,0.455847829580307,0.5965728163719177,0.38986673951148987,0.42656609416007996,0.42745086550712585,0.28255900740623474,0.3079164922237396,0.38876664638519287,0.45010748505592346,0.24824365973472595,0.29463258385658264
use,0.3453877568244934,0.3798166513442993,0.3620479702949524,0.2265424281358719,0.3357410430908203,0.2174874246120453,0.2566283345222473,0.4545445144176483,0.2715643048286438,0.13846775889396667,0.32795652747154236
the,0.42745697498321533,0.4133751392364502,0.2575405538082123,0.3733934462070465,0.5823672413825989,0.24787074327468872,0.32443782687187195,0.30239659547805786,0.6662389636039734,0.2812081575393677,0.22068053483963013
proceedings,0.22622688114643097,0.22949624061584473,0.20291481912136078,0.1545482873916626,0.13935744762420654,0.2345980554819107,0.39657601714134216,0.22021953761577606,0.18590514361858368,0.40805020928382874,0.17969121038913727
as,0.31749409437179565,0.3824005722999573,0.24472671747207642,0.3923053741455078,0.43216490745544434,0.2561012804508209,0.2620566487312317,0.38329678773880005,0.3887844979763031,0.17202796041965485,0.27043893933296204
a,0.3320399522781372,0.398599237203598,0.4145890474319458,0.36608949303627014,0.658733606338501,0.23264986276626587,0.28178003430366516,0.26237669587135315,0.539380669593811,0.23624834418296814,0.23916715383529663
forum,0.2304735779762268,0.1463274508714676,0.14389470219612122,0.18246394395828247,0.1829751431941986,0.16709648072719574,0.1776689738035202,0.13973815739154816,0.14934919774532318,0.12302663922309875,0.17221806943416595
to,0.455847829580307,0.5965728163719177,0.38986673951148987,0.42656609416007996,0.42745086550712585,0.28255900740623474,0.3079164922237396,0.38876664638519287,0.45010748505592346,0.24824365973472595,0.29463258385658264
inform,0.3817595839500427,0.3781786859035492,0.31793394684791565,0.32607582211494446,0.1815747618675232,0.2940032482147217,0.21408312022686005,0.31285572052001953,0.13917826116085052,0.19626231491565704,0.285096675157547
the,0.42745697498321533,0.4133751392364502,0.2575405538082123,0.3733934462070465,0.5823672413825989,0.24787074327468872,0.32443782687187195,0.30239659547805786,0.6662389636039734,0.2812081575393677,0.22068053483963013
jury,0.25320306420326233,0.2393530160188675,0.2903587818145752,0.21967855095863342,0.21975070238113403,0.23036779463291168,0.33633938431739807,0.15328727662563324,0.2507478892803192,0.48815980553627014,0.2145031988620758
and,0.31309178471565247,0.34921059012413025,0.22983601689338684,0.41279885172843933,0.3859752118587494,0.25159159302711487,0.31924816966056824,0.276123583316803,0.4954058527946472,0.22896502912044525,0.20544172823429108
the,0.42745697498321533,0.4133751392364502,0.2575405538082123,0.3733934462070465,0.5823672413825989,0.24787074327468872,0.32443782687187195,0.30239659547805786,0.6662389636039734,0.2812081575393677,0.22068053483963013
public,0.1729622185230255,0.2115112692117691,0.25396373867988586,0.18950407207012177,0.1980048567056656,0.2198377251625061,0.27105075120925903,0.14626605808734894,0.29074716567993164,0.27538570761680603,0.19872993230819702
of,0.33290785551071167,0.3353942930698395,0.18018293380737305,0.2827862501144409,0.4854315221309662,0.18483009934425354,0.31301209330558777,0.26150479912757874,0.5696388483047485,0.28835242986679077,0.1826142966747284
the,0.42745697498321533,0.4133751392364502,0.2575405538082123,0.3733934462070465,0.5823672413825989,0.24787074327468872,0.32443782687187195,0.30239659547805786,0.6662389636039734,0.2812081575393677,0.22068053483963013
political,0.21846716105937958,0.21712204813957214,0.2330162227153778,0.24357503652572632,0.15203817188739777,0.2484751045703888,0.3326425850391388,0.16049352288246155,0.22136160731315613,0.3007366359233856,0.17130474746227264
circumstances,0.3794362545013428,0.367327481508255,0.31989383697509766,0.2966572046279907,0.23087207973003387,0.3139810264110565,0.3128892481327057,0.22909992933273315,0.18888375163078308,0.25988635420799255,0.25984445214271545
surrounding,0.2419222742319107,0.2336513102054596,0.11140316724777222,0.12875695526599884,0.30233362317085266,0.10727544873952866,0.21125301718711853,0.17033906280994415,0.3548126816749573,0.16539740562438965,0.05288729816675186
the,0.42745697498321533,0.4133751392364502,0.2575405538082123,0.3733934462070465,0.5823672413825989,0.24787074327468872,0.32443782687187195,0.30239659547805786,0.6662389636039734,0.2812081575393677,0.22068053483963013
case,0.30770957469940186,0.33632516860961914,0.34703484177589417,0.2483663111925125,0.26648613810539246,0.29274076223373413,0.29602012038230896,0.23862245678901672,0.2190418541431427,0.4225234091281891,0.33232852816581726
and,0.31309178471565247,0.34921059012413025,0.22983601689338684,0.41279885172843933,0.3859752118587494,0.25159159302711487,0.31924816966056824,0.276123583316803,0.4954058527946472,0.22896502912044525,0.20544172823429108
their,0.35142919421195984,0.4112042188644409,0.3081207871437073,0.3767721951007843,0.2101074606180191,0.20516404509544373,0.29542815685272217,0.35424983501434326,0.34976133704185486,0.18032172322273254,0.1898253709077835
reasons,0.3640104830265045,0.379790723323822,0.28038978576660156,0.2891221344470978,0.25412559509277344,0.2597983479499817,0.2696320116519928,0.33460599184036255,0.22547267377376556,0.21464842557907104,0.248102068901062
for,0.3017193675041199,0.39877474308013916,0.31841790676116943,0.37110671401023865,0.43268078565597534,0.20550982654094696,0.21899475157260895,0.29510271549224854,0.4322226941585541,0.21894486248493195,0.264628142118454
breaking,0.2832198143005371,0.268831342458725,0.1999616026878357,0.16942662000656128,0.18105864524841309,0.14605094492435455,0.29683971405029297,0.21476832032203674,0.20728740096092224,0.15398141741752625,0.16709092259407043
the,0.42745697498321533,0.4133751392364502,0.2575405538082123,0.3733934462070465,0.5823672413825989,0.24787074327468872,0.32443782687187195,0.30239659547805786,0.6662389636039734,0.2812081575393677,0.22068053483963013
law,0.2145031988620758,0.20746640861034393,0.16232065856456757,0.21111567318439484,0.18597714602947235,0.27832645177841187,0.39625099301338196,0.193905308842659,0.24850773811340332,0.413828045129776,0.1528988480567932
via,0.16736915707588196,0.20079146325588226,0.17523930966854095,0.12545354664325714,0.18325740098953247,0.16077864170074463,0.12888894975185394,0.1296939104795456,0.19981135427951813,0.1261482983827591,0.19443516433238983
civil,0.15091551840305328,0.16814836859703064,0.14305506646633148,0.14972704648971558,0.16941262781620026,0.6410241723060608,0.526839554309845,0.12413616478443146,0.26466667652130127,0.23601488769054413,0.1494513899087906
disobedience,0.3298627436161041,0.29806897044181824,0.2766490578651428,0.34217217564582825,0.21453623473644257,0.44396913051605225,0.920738935470581,0.26727163791656494,0.3054615259170532,0.3648757040500641,0.19890835881233215
.,0.3567904531955719,0.35067233443260193,0.24185851216316223,0.3541337847709656,0.4569662809371948,0.29286065697669983,0.27214178442955017,0.3613996207714081,0.5591574311256409,0.2742154598236084,0.4130953550338745
'',0.08143015950918198,0.02574172429740429,-0.007682050112634897,0.024401003494858742,0.0793738141655922,0.01223401166498661,-0.0031027516815811396,-0.00043653504690155387,0.07432962208986282,0.02976340800523758,0.018684765323996544
