,what,is,the,newer,",",more,widely,accepted,theory,behind,the,spread,of,the,plague,?
a,0.3320399522781372,0.658733606338501,0.5829201340675354,0.25137609243392944,0.427140474319458,0.3452818691730499,0.25288406014442444,0.21079644560813904,0.2233850657939911,0.26228266954421997,0.5829201340675354,0.17979469895362854,0.5052502155303955,0.5829201340675354,0.22077761590480804,0.23916715383529663
series,0.17328087985515594,0.20355552434921265,0.31376904249191284,0.1521037369966507,0.24060699343681335,0.17123346030712128,0.1594407707452774,0.11242853850126266,0.13914233446121216,0.16542105376720428,0.31376904249191284,0.09796711802482605,0.22268271446228027,0.31376904249191284,0.17948095500469208,0.1709602326154709
of,0.33290785551071167,0.4854315221309662,0.733189046382904,0.2585242986679077,0.4946078956127167,0.30478984117507935,0.22028475999832153,0.2863047122955322,0.23506702482700348,0.2801654636859894,0.733189046382904,0.2895529866218567,1.0,0.733189046382904,0.27455615997314453,0.1826142966747284
plague,0.22263506054878235,0.15890252590179443,0.2537761330604553,0.11408192664384842,0.2630122900009155,0.15556684136390686,0.14234453439712524,0.06685831397771835,0.1495029628276825,0.07353343069553375,0.2537761330604553,0.3459134101867676,0.27455615997314453,0.2537761330604553,0.9999999403953552,0.11872942000627518
tracts,0.15946510434150696,0.20455244183540344,0.2607915997505188,0.17151571810245514,0.2096817046403885,0.20735247433185577,0.23022577166557312,0.05368012934923172,0.18239334225654602,0.1609172374010086,0.2607915997505188,0.28556349873542786,0.21253736317157745,0.2607915997505188,0.18098238110542297,0.0587497279047966
that,0.6297725439071655,0.3995479643344879,0.5473989248275757,0.31023940443992615,0.4137537479400635,0.4813884496688843,0.311502605676651,0.3513895273208618,0.36183905601501465,0.33211183547973633,0.5473989248275757,0.2891821265220642,0.41498205065727234,0.5473989248275757,0.23825600743293762,0.32716336846351624
sought,0.2695325016975403,0.12639497220516205,0.2821049392223358,0.15622864663600922,0.25776931643486023,0.23875796794891357,0.2589268386363983,0.376238077878952,0.23957213759422302,0.2170812487602234,0.2821049392223358,0.24037174880504608,0.33104926347732544,0.2821049392223358,0.14226311445236206,0.1753331869840622
to,0.455847829580307,0.42745086550712585,0.535392165184021,0.32417598366737366,0.44245919585227966,0.47084665298461914,0.2705559730529785,0.2956836223602295,0.21947365999221802,0.2780356705188751,0.535392165184021,0.2748686373233795,0.41548454761505127,0.535392165184021,0.21845681965351105,0.29463258385658264
give,0.32935357093811035,0.25632646679878235,0.29086416959762573,0.21721160411834717,0.2844066619873047,0.36252525448799133,0.12577219307422638,0.2549135684967041,0.21082696318626404,0.23341867327690125,0.29086416959762573,0.1971028447151184,0.33489471673965454,0.29086416959762573,0.18914829194545746,0.2985610067844391
advice,0.28473421931266785,0.15759119391441345,0.20341236889362335,0.15879544615745544,0.26435917615890503,0.244648277759552,0.17304955422878265,0.26843953132629395,0.15087729692459106,0.11417759954929352,0.20341236889362335,0.12423889338970184,0.20659290254116058,0.20341236889362335,0.15983730554580688,0.17199933528900146
to,0.455847829580307,0.42745086550712585,0.535392165184021,0.32417598366737366,0.44245919585227966,0.47084665298461914,0.2705559730529785,0.2956836223602295,0.21947365999221802,0.2780356705188751,0.535392165184021,0.2748686373233795,0.41548454761505127,0.535392165184021,0.21845681965351105,0.29463258385658264
sufferers,0.2968815565109253,0.1957368403673172,0.24543480575084686,0.1617422103881836,0.22717544436454773,0.29987382888793945,0.22840292751789093,0.18729005753993988,0.23798733949661255,0.148105189204216,0.24543480575084686,0.2518794536590576,0.20149345695972443,0.24543480575084686,0.37989604473114014,0.18478301167488098
.,0.3567904531955719,0.4569662809371948,0.5934505462646484,0.2818252444267273,0.6812511086463928,0.4070230722427368,0.2204076051712036,0.2631440758705139,0.18047811090946198,0.24024903774261475,0.5934505462646484,0.2690257728099823,0.5352458953857422,0.5934505462646484,0.2547653317451477,0.4130953550338745
,what,is,the,newer,",",more,widely,accepted,theory,behind,the,spread,of,the,plague,?
that,0.6297725439071655,0.3995479643344879,0.5473989248275757,0.31023940443992615,0.4137537479400635,0.4813884496688843,0.311502605676651,0.3513895273208618,0.36183905601501465,0.33211183547973633,0.5473989248275757,0.2891821265220642,0.41498205065727234,0.5473989248275757,0.23825600743293762,0.32716336846351624
the,0.42745697498321533,0.5823672413825989,1.0,0.28440263867378235,0.4933079481124878,0.39758381247520447,0.29394426941871643,0.2999902665615082,0.2277156263589859,0.38928431272506714,1.0,0.28994160890579224,0.733189046382904,1.0,0.2537761330604553,0.22068053483963013
plague,0.22263506054878235,0.15890252590179443,0.2537761330604553,0.11408192664384842,0.2630122900009155,0.15556684136390686,0.14234453439712524,0.06685831397771835,0.1495029628276825,0.07353343069553375,0.2537761330604553,0.3459134101867676,0.27455615997314453,0.2537761330604553,0.9999999403953552,0.11872942000627518
was,0.22111038863658905,0.5810302495956421,0.48711544275283813,0.22726421058177948,0.45456063747406006,0.21525104343891144,0.3025229275226593,0.2896232306957245,0.18278326094150543,0.27558037638664246,0.48711544275283813,0.16506560146808624,0.4069072902202606,0.48711544275283813,0.24312011897563934,0.18412111699581146
caused,0.22264783084392548,0.16288428008556366,0.24990202486515045,0.21099352836608887,0.2600580155849457,0.2706509530544281,0.11820425093173981,0.1839507818222046,0.13597631454467773,0.20696820318698883,0.24990202486515045,0.36363136768341064,0.29665443301200867,0.24990202486515045,0.3581322729587555,0.20679491758346558
by,0.2455483376979828,0.3899846076965332,0.4408751428127289,0.2173549085855484,0.3680937886238098,0.2627272307872772,0.2632814347743988,0.2192937731742859,0.17579947412014008,0.2356768548488617,0.4408751428127289,0.1772652268409729,0.3646814823150635,0.4408751428127289,0.22066086530685425,0.17966607213020325
bad,0.3832245469093323,0.24024450778961182,0.27499592304229736,0.2523367702960968,0.3233780562877655,0.21754992008209229,0.12564903497695923,0.1777256727218628,0.12200639396905899,0.23177771270275116,0.27499592304229736,0.19493594765663147,0.271018922328949,0.27499592304229736,0.30047544836997986,0.2560768127441406
air,0.10361403971910477,0.2280944287776947,0.2877824306488037,0.14991432428359985,0.24731357395648956,0.1834459751844406,0.06063707545399666,-0.013534314930438995,0.11455091834068298,0.23561064898967743,0.2877824306488037,0.1911678910255432,0.24196814000606537,0.2877824306488037,0.14269763231277466,0.1491677612066269
became,0.1434093862771988,0.34253424406051636,0.36325156688690186,0.20859675109386444,0.2798398435115814,0.22458474338054657,0.23433861136436462,0.288586288690567,0.13649289309978485,0.23116286098957062,0.36325156688690186,0.19677191972732544,0.3638904094696045,0.36325156688690186,0.16740207374095917,0.11374033987522125
the,0.42745697498321533,0.5823672413825989,1.0,0.28440263867378235,0.4933079481124878,0.39758381247520447,0.29394426941871643,0.2999902665615082,0.2277156263589859,0.38928431272506714,1.0,0.28994160890579224,0.733189046382904,1.0,0.2537761330604553,0.22068053483963013
most,0.3219912350177765,0.41165053844451904,0.47635307908058167,0.29411056637763977,0.3636029064655304,0.5395737886428833,0.49901100993156433,0.20335575938224792,0.232156440615654,0.2710765302181244,0.47635307908058167,0.26356273889541626,0.4178851246833801,0.47635307908058167,0.20123998820781708,0.2107497900724411
widely,0.22598060965538025,0.3153131604194641,0.29394426941871643,0.20287519693374634,0.2983349859714508,0.2879329025745392,1.0000001192092896,0.3726586103439331,0.2695964276790619,0.12299001216888428,0.29394426941871643,0.3647288382053375,0.22028475999832153,0.29394426941871643,0.14234453439712524,0.10354958474636078
accepted,0.2928575575351715,0.16579633951187134,0.2999902665615082,0.19557863473892212,0.2906060218811035,0.2372543215751648,0.3726586103439331,1.0,0.3064529001712799,0.16482891142368317,0.2999902665615082,0.17705628275871277,0.2863047122955322,0.2999902665615082,0.06685831397771835,0.19665466248989105
theory,0.297923743724823,0.19279582798480988,0.2277156263589859,0.2022046595811844,0.18095813691616058,0.23122718930244446,0.2695964276790619,0.3064529001712799,0.9999999403953552,0.1611393690109253,0.2277156263589859,0.21502067148685455,0.23506702482700348,0.2277156263589859,0.1495029628276825,0.1387292891740799
.,0.3567904531955719,0.4569662809371948,0.5934505462646484,0.2818252444267273,0.6812511086463928,0.4070230722427368,0.2204076051712036,0.2631440758705139,0.18047811090946198,0.24024903774261475,0.5934505462646484,0.2690257728099823,0.5352458953857422,0.5934505462646484,0.2547653317451477,0.4130953550338745
,what,is,the,newer,",",more,widely,accepted,theory,behind,the,spread,of,the,plague,?
the,0.42745697498321533,0.5823672413825989,1.0,0.28440263867378235,0.4933079481124878,0.39758381247520447,0.29394426941871643,0.2999902665615082,0.2277156263589859,0.38928431272506714,1.0,0.28994160890579224,0.733189046382904,1.0,0.2537761330604553,0.22068053483963013
most,0.3219912350177765,0.41165053844451904,0.47635307908058167,0.29411056637763977,0.3636029064655304,0.5395737886428833,0.49901100993156433,0.20335575938224792,0.232156440615654,0.2710765302181244,0.47635307908058167,0.26356273889541626,0.4178851246833801,0.47635307908058167,0.20123998820781708,0.2107497900724411
authoritative,0.3949500322341919,0.2579120993614197,0.24288342893123627,0.22356006503105164,0.27137303352355957,0.27463358640670776,0.36278897523880005,0.35010385513305664,0.23889680206775665,0.1496710628271103,0.24288342893123627,0.14348343014717102,0.30980384349823,0.24288342893123627,0.12822169065475464,0.32984670996665955
account,0.27991923689842224,0.1971616894006729,0.21117976307868958,0.17249269783496857,0.2591261863708496,0.250468373298645,0.13025258481502533,0.26418524980545044,0.2591670751571655,0.24648618698120117,0.21117976307868958,0.13772229850292206,0.19751501083374023,0.21117976307868958,0.17489254474639893,0.34417325258255005
at,0.2838611304759979,0.25906258821487427,0.457212895154953,0.14146806299686432,0.38314947485923767,0.2627858817577362,0.1171351820230484,0.2430928349494934,0.1279659867286682,0.2251313030719757,0.457212895154953,0.12960411608219147,0.42558613419532776,0.457212895154953,0.14142930507659912,0.21978627145290375
the,0.42745697498321533,0.5823672413825989,1.0,0.28440263867378235,0.4933079481124878,0.39758381247520447,0.29394426941871643,0.2999902665615082,0.2277156263589859,0.38928431272506714,1.0,0.28994160890579224,0.733189046382904,1.0,0.2537761330604553,0.22068053483963013
time,0.36319252848625183,0.25187405943870544,0.43061500787734985,0.17438077926635742,0.3029961884021759,0.32185816764831543,0.23602427542209625,0.2961515486240387,0.22444109618663788,0.23013393580913544,0.43061500787734985,0.18974646925926208,0.35127586126327515,0.43061500787734985,0.21858999133110046,0.27391523122787476
came,0.2728535234928131,0.2892572581768036,0.39390382170677185,0.18609586358070374,0.3049119710922241,0.18353798985481262,0.24599134922027588,0.2730656564235687,0.20007456839084625,0.21201355755329132,0.39390382170677185,0.3361456096172333,0.3201526999473572,0.39390382170677185,0.2712644636631012,0.1739392727613449
from,0.2737620174884796,0.27355384826660156,0.40150508284568787,0.17642255127429962,0.39760664105415344,0.2529715299606323,0.18686431646347046,0.17864307761192322,0.11020279675722122,0.284638375043869,0.40150508284568787,0.22737503051757812,0.4249346852302551,0.40150508284568787,0.22369004786014557,0.19969791173934937
the,0.42745697498321533,0.5823672413825989,1.0,0.28440263867378235,0.4933079481124878,0.39758381247520447,0.29394426941871643,0.2999902665615082,0.2277156263589859,0.38928431272506714,1.0,0.28994160890579224,0.733189046382904,1.0,0.2537761330604553,0.22068053483963013
medical,0.2389855533838272,0.22198186814785004,0.2398311346769333,0.14369110763072968,0.2597777843475342,0.23540207743644714,0.20705646276474,0.21283207833766937,0.13136844336986542,0.15663930773735046,0.2398311346769333,0.1042228639125824,0.2826511859893799,0.2398311346769333,0.27863991260528564,0.13234087824821472
faculty,0.17261409759521484,0.15048952400684357,0.19605974853038788,0.08522152900695801,0.24666790664196014,0.15967558324337006,0.18189871311187744,0.17047831416130066,0.15240560472011566,0.08938843756914139,0.19605974853038788,0.12696489691734314,0.28538843989372253,0.19605974853038788,0.18360239267349243,0.04951627925038338
in,0.30808621644973755,0.5394441485404968,0.6662389636039734,0.23164013028144836,0.5201468467712402,0.32563260197639465,0.26852190494537354,0.26470789313316345,0.16955126821994781,0.3174246549606323,0.6662389636039734,0.24312569200992584,0.5696388483047485,0.6662389636039734,0.2488756626844406,0.20430970191955566
paris,0.12914370000362396,0.1490069329738617,0.24946041405200958,0.08510565012693405,0.25794950127601624,0.16105866432189941,0.14196930825710297,0.19881662726402283,0.11853159964084625,0.18247324228286743,0.24946041405200958,0.12158070504665375,0.19470684230327606,0.24946041405200958,0.2765978276729584,0.1491217315196991
in,0.30808621644973755,0.5394441485404968,0.6662389636039734,0.23164013028144836,0.5201468467712402,0.32563260197639465,0.26852190494537354,0.26470789313316345,0.16955126821994781,0.3174246549606323,0.6662389636039734,0.24312569200992584,0.5696388483047485,0.6662389636039734,0.2488756626844406,0.20430970191955566
a,0.3320399522781372,0.658733606338501,0.5829201340675354,0.25137609243392944,0.427140474319458,0.3452818691730499,0.25288406014442444,0.21079644560813904,0.2233850657939911,0.26228266954421997,0.5829201340675354,0.17979469895362854,0.5052502155303955,0.5829201340675354,0.22077761590480804,0.23916715383529663
report,0.2868559956550598,0.16818487644195557,0.2556745111942291,0.10205834358930588,0.250803142786026,0.20124341547489166,0.1924469918012619,0.217249795794487,0.23299574851989746,0.1612447202205658,0.2556745111942291,0.13081203401088715,0.22992923855781555,0.2556745111942291,0.258323609828949,0.3138936758041382
to,0.455847829580307,0.42745086550712585,0.535392165184021,0.32417598366737366,0.44245919585227966,0.47084665298461914,0.2705559730529785,0.2956836223602295,0.21947365999221802,0.2780356705188751,0.535392165184021,0.2748686373233795,0.41548454761505127,0.535392165184021,0.21845681965351105,0.29463258385658264
the,0.42745697498321533,0.5823672413825989,1.0,0.28440263867378235,0.4933079481124878,0.39758381247520447,0.29394426941871643,0.2999902665615082,0.2277156263589859,0.38928431272506714,1.0,0.28994160890579224,0.733189046382904,1.0,0.2537761330604553,0.22068053483963013
king,0.18449601531028748,0.193196102976799,0.25887003540992737,0.16342252492904663,0.27879971265792847,0.15861454606056213,0.09440658241510391,0.21232225000858307,0.10946869850158691,0.07137998193502426,0.25887003540992737,0.10443294793367386,0.2938710153102875,0.25887003540992737,0.2603069245815277,0.19130074977874756
of,0.33290785551071167,0.4854315221309662,0.733189046382904,0.2585242986679077,0.4946078956127167,0.30478984117507935,0.22028475999832153,0.2863047122955322,0.23506702482700348,0.2801654636859894,0.733189046382904,0.2895529866218567,1.0,0.733189046382904,0.27455615997314453,0.1826142966747284
france,0.17793065309524536,0.22835302352905273,0.35517507791519165,0.1532541662454605,0.28250643610954285,0.18404212594032288,0.18764500319957733,0.17212118208408356,0.11206803470849991,0.12443488836288452,0.35517507791519165,0.1583498865365982,0.3265724182128906,0.35517507791519165,0.2217920422554016,0.15069349110126495
that,0.6297725439071655,0.3995479643344879,0.5473989248275757,0.31023940443992615,0.4137537479400635,0.4813884496688843,0.311502605676651,0.3513895273208618,0.36183905601501465,0.33211183547973633,0.5473989248275757,0.2891821265220642,0.41498205065727234,0.5473989248275757,0.23825600743293762,0.32716336846351624
blamed,0.21846549212932587,0.10809805989265442,0.2461363822221756,0.12426692992448807,0.21747229993343353,0.25649696588516235,0.17583529651165009,0.2883458435535431,0.20493251085281372,0.1901146024465561,0.2461363822221756,0.24449564516544342,0.23866800963878632,0.2461363822221756,0.29354965686798096,0.14765259623527527
the,0.42745697498321533,0.5823672413825989,1.0,0.28440263867378235,0.4933079481124878,0.39758381247520447,0.29394426941871643,0.2999902665615082,0.2277156263589859,0.38928431272506714,1.0,0.28994160890579224,0.733189046382904,1.0,0.2537761330604553,0.22068053483963013
heavens,0.2942585349082947,0.20615489780902863,0.3118911683559418,0.1775316596031189,0.22650951147079468,0.17852376401424408,0.1641169637441635,0.19455775618553162,0.1956692487001419,0.21907584369182587,0.3118911683559418,0.16154977679252625,0.23377148807048798,0.3118911683559418,0.22022689878940582,0.21431270241737366
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.22748565673828125,1.0000001192092896,0.3696524500846863,0.2983349859714508,0.2906060218811035,0.18095813691616058,0.27367478609085083,0.4933079481124878,0.24950742721557617,0.4946078956127167,0.4933079481124878,0.2630122900009155,0.31091248989105225
in,0.30808621644973755,0.5394441485404968,0.6662389636039734,0.23164013028144836,0.5201468467712402,0.32563260197639465,0.26852190494537354,0.26470789313316345,0.16955126821994781,0.3174246549606323,0.6662389636039734,0.24312569200992584,0.5696388483047485,0.6662389636039734,0.2488756626844406,0.20430970191955566
the,0.42745697498321533,0.5823672413825989,1.0,0.28440263867378235,0.4933079481124878,0.39758381247520447,0.29394426941871643,0.2999902665615082,0.2277156263589859,0.38928431272506714,1.0,0.28994160890579224,0.733189046382904,1.0,0.2537761330604553,0.22068053483963013
form,0.15868011116981506,0.3218395411968231,0.29286009073257446,0.20089612901210785,0.21805599331855774,0.2894657850265503,0.1846928596496582,0.22076037526130676,0.25947028398513794,0.11297556757926941,0.29286009073257446,0.16446445882320404,0.29600051045417786,0.29286009073257446,0.1401442289352417,0.1463010311126709
of,0.33290785551071167,0.4854315221309662,0.733189046382904,0.2585242986679077,0.4946078956127167,0.30478984117507935,0.22028475999832153,0.2863047122955322,0.23506702482700348,0.2801654636859894,0.733189046382904,0.2895529866218567,1.0,0.733189046382904,0.27455615997314453,0.1826142966747284
a,0.3320399522781372,0.658733606338501,0.5829201340675354,0.25137609243392944,0.427140474319458,0.3452818691730499,0.25288406014442444,0.21079644560813904,0.2233850657939911,0.26228266954421997,0.5829201340675354,0.17979469895362854,0.5052502155303955,0.5829201340675354,0.22077761590480804,0.23916715383529663
conjunction,0.24663683772087097,0.19421668350696564,0.25903576612472534,0.24394825100898743,0.2030307501554489,0.21628165245056152,0.17256027460098267,0.1988457888364792,0.23029783368110657,0.007828989066183567,0.25903576612472534,0.07997263222932816,0.18689265847206116,0.25903576612472534,0.09066388010978699,0.15015976130962372
of,0.33290785551071167,0.4854315221309662,0.733189046382904,0.2585242986679077,0.4946078956127167,0.30478984117507935,0.22028475999832153,0.2863047122955322,0.23506702482700348,0.2801654636859894,0.733189046382904,0.2895529866218567,1.0,0.733189046382904,0.27455615997314453,0.1826142966747284
three,0.24888746440410614,0.23072560131549835,0.43452659249305725,0.1775684654712677,0.3347506821155548,0.31659266352653503,0.12882085144519806,0.16106675565242767,0.18034881353378296,0.25804978609085083,0.43452659249305725,0.07303349673748016,0.3844621181488037,0.43452659249305725,0.16884605586528778,0.20928427577018738
planets,0.20918434858322144,0.16834743320941925,0.20188187062740326,0.24819442629814148,0.20536859333515167,0.2436910718679428,0.10782022029161453,0.1690751612186432,0.29996421933174133,0.16119447350502014,0.20188187062740326,0.11994709819555283,0.20174142718315125,0.20188187062740326,0.20650812983512878,0.17739015817642212
in,0.30808621644973755,0.5394441485404968,0.6662389636039734,0.23164013028144836,0.5201468467712402,0.32563260197639465,0.26852190494537354,0.26470789313316345,0.16955126821994781,0.3174246549606323,0.6662389636039734,0.24312569200992584,0.5696388483047485,0.6662389636039734,0.2488756626844406,0.20430970191955566
1345,6.091330942581408e-05,0.049030497670173645,0.043522611260414124,0.06238393485546112,0.0014178387355059385,-0.01310451328754425,0.05680963769555092,0.1178983598947525,0.04163341969251633,-0.0015304258558899164,0.043522611260414124,-0.06594599783420563,0.044931184500455856,0.043522611260414124,0.07723405957221985,-0.010150938294827938
that,0.6297725439071655,0.3995479643344879,0.5473989248275757,0.31023940443992615,0.4137537479400635,0.4813884496688843,0.311502605676651,0.3513895273208618,0.36183905601501465,0.33211183547973633,0.5473989248275757,0.2891821265220642,0.41498205065727234,0.5473989248275757,0.23825600743293762,0.32716336846351624
caused,0.22264783084392548,0.16288428008556366,0.24990202486515045,0.21099352836608887,0.2600580155849457,0.2706509530544281,0.11820425093173981,0.1839507818222046,0.13597631454467773,0.20696820318698883,0.24990202486515045,0.36363136768341064,0.29665443301200867,0.24990202486515045,0.3581322729587555,0.20679491758346558
a,0.3320399522781372,0.658733606338501,0.5829201340675354,0.25137609243392944,0.427140474319458,0.3452818691730499,0.25288406014442444,0.21079644560813904,0.2233850657939911,0.26228266954421997,0.5829201340675354,0.17979469895362854,0.5052502155303955,0.5829201340675354,0.22077761590480804,0.23916715383529663
``,0.008517155423760414,0.058766357600688934,0.029072100296616554,-0.05294683948159218,0.09681109338998795,0.08673381805419922,0.07146212458610535,0.08621003478765488,0.026165060698986053,-0.032467395067214966,0.029072100296616554,0.024730026721954346,0.06780257821083069,0.029072100296616554,0.043773453682661057,0.0685480609536171
great,0.2562883198261261,0.1345067322254181,0.2822027802467346,0.12519946694374084,0.29579275846481323,0.1794394701719284,0.17051732540130615,0.12435685098171234,0.17336605489253998,0.1186794564127922,0.2822027802467346,0.19923824071884155,0.3168134391307831,0.2822027802467346,0.2758181691169739,0.13135133683681488
pestilence,0.22091776132583618,0.21570147573947906,0.2956005036830902,0.12212713062763214,0.3257748782634735,0.2315245121717453,0.2998895049095154,0.12626279890537262,0.19558387994766235,0.11421044170856476,0.2956005036830902,0.3057345449924469,0.2697043716907501,0.2956005036830902,0.5076456665992737,0.1826978623867035
in,0.30808621644973755,0.5394441485404968,0.6662389636039734,0.23164013028144836,0.5201468467712402,0.32563260197639465,0.26852190494537354,0.26470789313316345,0.16955126821994781,0.3174246549606323,0.6662389636039734,0.24312569200992584,0.5696388483047485,0.6662389636039734,0.2488756626844406,0.20430970191955566
the,0.42745697498321533,0.5823672413825989,1.0,0.28440263867378235,0.4933079481124878,0.39758381247520447,0.29394426941871643,0.2999902665615082,0.2277156263589859,0.38928431272506714,1.0,0.28994160890579224,0.733189046382904,1.0,0.2537761330604553,0.22068053483963013
air,0.10361403971910477,0.2280944287776947,0.2877824306488037,0.14991432428359985,0.24731357395648956,0.1834459751844406,0.06063707545399666,-0.013534314930438995,0.11455091834068298,0.23561064898967743,0.2877824306488037,0.1911678910255432,0.24196814000606537,0.2877824306488037,0.14269763231277466,0.1491677612066269
'',0.08143015950918198,0.0793738141655922,0.041273195296525955,0.09234496206045151,-0.037358131259679794,0.006126302294433117,0.07854530215263367,0.0796879455447197,0.07203595340251923,-0.05827774107456207,0.041273195296525955,-0.06186336651444435,0.13035868108272552,0.041273195296525955,0.05148669332265854,0.018684765323996544
.,0.3567904531955719,0.4569662809371948,0.5934505462646484,0.2818252444267273,0.6812511086463928,0.4070230722427368,0.2204076051712036,0.2631440758705139,0.18047811090946198,0.24024903774261475,0.5934505462646484,0.2690257728099823,0.5352458953857422,0.5934505462646484,0.2547653317451477,0.4130953550338745
