,where,did,water,to,the,east,of,the,amazon,drainage,basin,flow,towards,?
the,0.5003893971443176,0.34736719727516174,0.297396719455719,0.535392165184021,1.0,0.3383176326751709,0.733189046382904,1.0,0.260541707277298,0.2736852467060089,0.24553915858268738,0.314039409160614,0.31815874576568604,0.22068053483963013
west,0.22786299884319305,0.16852347552776337,0.18919230997562408,0.24611181020736694,0.32918402552604675,0.7585000991821289,0.2891985774040222,0.32918402552604675,0.138602152466774,0.24373477697372437,0.3046971261501312,0.19337786734104156,0.27251312136650085,0.12088293582201004
water,0.2081080675125122,0.1909485161304474,0.9999998807907104,0.27858173847198486,0.297396719455719,0.2117162048816681,0.2741255462169647,0.297396719455719,0.23088304698467255,0.4616989493370056,0.4041157364845276,0.4377398192882538,0.20185823738574982,0.14731885492801666
flowed,0.17716267704963684,0.17890195548534393,0.39836812019348145,0.2192101776599884,0.3597415089607239,0.2974203824996948,0.30274975299835205,0.3597415089607239,0.2425217479467392,0.4492567777633667,0.40505170822143555,0.5794103145599365,0.18426558375358582,0.13853344321250916
toward,0.3392593264579773,0.1586475372314453,0.19660191237926483,0.3459627032279968,0.3341628313064575,0.19315822422504425,0.25209522247314453,0.3341628313064575,0.10277195274829865,0.1291753649711609,0.10427514463663101,0.18836073577404022,0.8479601740837097,0.09989774227142334
the,0.5003893971443176,0.34736719727516174,0.297396719455719,0.535392165184021,1.0,0.3383176326751709,0.733189046382904,1.0,0.260541707277298,0.2736852467060089,0.24553915858268738,0.314039409160614,0.31815874576568604,0.22068053483963013
pacific,0.21499492228031158,0.18718315660953522,0.21893467009067535,0.2440171241760254,0.28543707728385925,0.347557008266449,0.21646003425121307,0.28543707728385925,0.22427038848400116,0.19403652846813202,0.32475507259368896,0.09190937131643295,0.18176445364952087,0.13060949742794037
across,0.3917434513568878,0.165368914604187,0.27962547540664673,0.36818596720695496,0.3816230297088623,0.34704408049583435,0.2936134934425354,0.3816230297088623,0.21476200222969055,0.27247297763824463,0.26541635394096375,0.30021676421165466,0.38807418942451477,0.17034576833248138
the,0.5003893971443176,0.34736719727516174,0.297396719455719,0.535392165184021,1.0,0.3383176326751709,0.733189046382904,1.0,0.260541707277298,0.2736852467060089,0.24553915858268738,0.314039409160614,0.31815874576568604,0.22068053483963013
amazonas,0.18997810781002045,0.1349557340145111,0.22843104600906372,0.19562308490276337,0.2979772388935089,0.25698256492614746,0.3006817102432251,0.2979772388935089,0.7496796250343323,0.37836435437202454,0.3935505151748657,0.1803077757358551,0.08771881461143494,0.17285984754562378
basin,0.17812398076057434,0.13325946033000946,0.4041157364845276,0.1498844176530838,0.24553915858268738,0.3675824999809265,0.2557278275489807,0.24553915858268738,0.41143864393234253,0.6340781450271606,1.0,0.37692660093307495,0.11186522990465164,0.14685653150081635
.,0.41390106081962585,0.35288307070732117,0.26634910702705383,0.4645031690597534,0.5934505462646484,0.28351864218711853,0.5352458953857422,0.5934505462646484,0.262887567281723,0.18976770341396332,0.20696322619915009,0.191733717918396,0.24058549106121063,0.4130953550338745
,where,did,water,to,the,east,of,the,amazon,drainage,basin,flow,towards,?
within,0.3611587882041931,0.15734176337718964,0.2068917453289032,0.34980177879333496,0.39827480912208557,0.22492706775665283,0.39594778418540955,0.39827480912208557,0.09349033236503601,0.24260342121124268,0.22680208086967468,0.18046562373638153,0.20329241454601288,0.1870293766260147
the,0.5003893971443176,0.34736719727516174,0.297396719455719,0.535392165184021,1.0,0.3383176326751709,0.733189046382904,1.0,0.260541707277298,0.2736852467060089,0.24553915858268738,0.314039409160614,0.31815874576568604,0.22068053483963013
last,0.21206308901309967,0.30895525217056274,0.12849950790405273,0.30156898498535156,0.3698786795139313,0.1896558254957199,0.3052992522716522,0.3698786795139313,0.08966679126024246,0.09550103545188904,0.19487939774990082,0.13108129799365997,0.1547721028327942,0.22371746599674225
5–10,0.06755392998456955,0.16091986000537872,-0.033346980810165405,0.10922608524560928,0.21738995611667633,0.3103709816932678,0.21748541295528412,0.21738995611667633,0.06793808937072754,0.005110243335366249,0.045447997748851776,-0.031582918018102646,0.13508667051792145,-0.027963191270828247
million,0.16446907818317413,0.1815238744020462,0.1659386307001114,0.22033339738845825,0.277012437582016,0.20456106960773468,0.21686489880084991,0.277012437582016,0.18845590949058533,0.20324887335300446,0.2530444860458374,0.1500478982925415,0.1078963577747345,0.23092924058437347
years,0.26697102189064026,0.2695724070072174,0.17087766528129578,0.23891852796077728,0.2912273406982422,0.23363542556762695,0.2904134690761566,0.2912273406982422,0.035328641533851624,0.10196457803249359,0.15415146946907043,0.0914173498749733,0.1207795962691307,0.1914375126361847
",",0.3149496018886566,0.3015086054801941,0.26706066727638245,0.44245919585227966,0.4933079481124878,0.319791704416275,0.4946078956127167,0.4933079481124878,0.2214922308921814,0.20687855780124664,0.25865232944488525,0.23027558624744415,0.2550581693649292,0.31091248989105225
this,0.4012809097766876,0.3609912693500519,0.29743993282318115,0.5759071707725525,0.6274310946464539,0.15194007754325867,0.45148900151252747,0.6274310946464539,0.15259569883346558,0.2334800511598587,0.16637787222862244,0.2958115339279175,0.2915070652961731,0.3155723512172699
accumulating,0.2687143385410309,0.13286229968070984,0.32984957098960876,0.2516544461250305,0.3195447325706482,0.0878216028213501,0.31859955191612244,0.3195447325706482,0.24062104523181915,0.3331490755081177,0.2672504484653473,0.3096161484718323,0.19998325407505035,0.1747220754623413
water,0.2081080675125122,0.1909485161304474,0.9999998807907104,0.27858173847198486,0.297396719455719,0.2117162048816681,0.2741255462169647,0.297396719455719,0.23088304698467255,0.4616989493370056,0.4041157364845276,0.4377398192882538,0.20185823738574982,0.14731885492801666
broke,0.1948869377374649,0.29830706119537354,0.12886780500411987,0.19813083112239838,0.3315005600452423,0.20057636499404907,0.23711064457893372,0.3315005600452423,0.08664429187774658,0.12201603502035141,0.10246042907238007,0.14063994586467743,0.14593875408172607,0.11610469967126846
through,0.331196665763855,0.14190755784511566,0.3048591613769531,0.4062686562538147,0.44071322679519653,0.2294437140226364,0.3647414743900299,0.44071322679519653,0.22234702110290527,0.3035837709903717,0.22338064014911652,0.3991040587425232,0.3675556480884552,0.16913433372974396
the,0.5003893971443176,0.34736719727516174,0.297396719455719,0.535392165184021,1.0,0.3383176326751709,0.733189046382904,1.0,0.260541707277298,0.2736852467060089,0.24553915858268738,0.314039409160614,0.31815874576568604,0.22068053483963013
purus,0.08538024127483368,0.05226481333374977,0.21943892538547516,0.07718842476606369,0.12622052431106567,0.160740926861763,0.16428261995315552,0.12622052431106567,0.31015291810035706,0.29164692759513855,0.3173162639141083,0.17563396692276,0.09456107765436172,0.10452352464199066
arch,0.15865062177181244,0.1532188504934311,0.19575609266757965,0.20862767100334167,0.26320189237594604,0.2742612361907959,0.2235732227563858,0.26320189237594604,0.10991878062486649,0.25521665811538696,0.13928711414337158,0.15058757364749908,0.17399229109287262,0.12708529829978943
",",0.3149496018886566,0.3015086054801941,0.26706066727638245,0.44245919585227966,0.4933079481124878,0.319791704416275,0.4946078956127167,0.4933079481124878,0.2214922308921814,0.20687855780124664,0.25865232944488525,0.23027558624744415,0.2550581693649292,0.31091248989105225
joining,0.25472596287727356,0.19327622652053833,0.1712898164987564,0.23167216777801514,0.3364273011684418,0.29031938314437866,0.26950395107269287,0.3364273011684418,0.0740598738193512,0.2752591371536255,0.10377451032400131,0.2650308609008789,0.20534846186637878,0.08669368922710419
the,0.5003893971443176,0.34736719727516174,0.297396719455719,0.535392165184021,1.0,0.3383176326751709,0.733189046382904,1.0,0.260541707277298,0.2736852467060089,0.24553915858268738,0.314039409160614,0.31815874576568604,0.22068053483963013
easterly,0.2947661876678467,0.17758028209209442,0.3039265275001526,0.27931827306747437,0.36697643995285034,0.5620076656341553,0.27368077635765076,0.36697643995285034,0.23781412839889526,0.2931586802005768,0.3693024814128876,0.3124943971633911,0.3520427644252777,0.1875089854001999
flow,0.18037010729312897,0.1379096955060959,0.4377398192882538,0.27439337968826294,0.314039409160614,0.2073270082473755,0.2407451719045639,0.314039409160614,0.22163920104503632,0.5122188329696655,0.37692660093307495,0.9999999403953552,0.17703548073768616,0.10458291321992874
toward,0.3392593264579773,0.1586475372314453,0.19660191237926483,0.3459627032279968,0.3341628313064575,0.19315822422504425,0.25209522247314453,0.3341628313064575,0.10277195274829865,0.1291753649711609,0.10427514463663101,0.18836073577404022,0.8479601740837097,0.09989774227142334
the,0.5003893971443176,0.34736719727516174,0.297396719455719,0.535392165184021,1.0,0.3383176326751709,0.733189046382904,1.0,0.260541707277298,0.2736852467060089,0.24553915858268738,0.314039409160614,0.31815874576568604,0.22068053483963013
atlantic,0.18975745141506195,0.16449733078479767,0.20324483513832092,0.26242998242378235,0.31052014231681824,0.32045143842697144,0.22176773846149445,0.31052014231681824,0.30139192938804626,0.2719659209251404,0.3821374177932739,0.2522486746311188,0.14057205617427826,0.15355663001537323
.,0.41390106081962585,0.35288307070732117,0.26634910702705383,0.4645031690597534,0.5934505462646484,0.28351864218711853,0.5352458953857422,0.5934505462646484,0.262887567281723,0.18976770341396332,0.20696322619915009,0.191733717918396,0.24058549106121063,0.4130953550338745
