,what,was,one,location,the,noise,readings,in,newcastle,were,taken,at,?
locations,0.21363390982151031,0.14172181487083435,0.3108046054840088,0.8220941424369812,0.3575807511806488,0.15865662693977356,0.23341988027095795,0.36845505237579346,0.22499416768550873,0.22338786721229553,0.16229581832885742,0.2798677086830139,0.14570996165275574
",",0.3087472915649414,0.45456063747406006,0.3696635365486145,0.25077858567237854,0.4933079481124878,0.20197774469852448,0.23148761689662933,0.5201468467712402,0.251589834690094,0.36755475401878357,0.28904372453689575,0.38314947485923767,0.31091248989105225
which,0.5261979103088379,0.2830964922904968,0.510688066482544,0.23728391528129578,0.6521818041801453,0.2935132384300232,0.29958897829055786,0.4840516746044159,0.19934645295143127,0.2807837128639221,0.287870854139328,0.3286694884300232,0.25814583897590637
in,0.30808621644973755,0.45514053106307983,0.4129433035850525,0.3397608697414398,0.6662389636039734,0.10794119536876678,0.20909526944160461,1.0,0.19270820915699005,0.3815755248069763,0.2500644326210022,0.4374977946281433,0.20430970191955566
newcastle,0.16276082396507263,0.25710436701774597,0.20140469074249268,0.2279876172542572,0.2253497689962387,0.1714157909154892,0.14895392954349518,0.19270820915699005,1.0000001192092896,0.19883129000663757,0.1928481161594391,0.18403437733650208,0.0902252271771431
's,0.02692362666130066,0.008974763564765453,0.06913424283266068,-0.0234982892870903,-0.01540423184633255,0.05793843790888786,0.042171329259872437,-0.037580832839012146,-0.017262522131204605,0.007088581565767527,0.00031501424382440746,-0.08481216430664062,-0.023395681753754616
case,0.30770957469940186,0.18986068665981293,0.32077234983444214,0.16832931339740753,0.31022098660469055,0.2217482477426529,0.19844332337379456,0.2190418541431427,0.09472804516553879,0.19083712995052338,0.19660890102386475,0.20646144449710846,0.33232852816581726
included,0.2288810908794403,0.3148443400859833,0.33055877685546875,0.13571766018867493,0.3825419843196869,0.07644197344779968,0.16307345032691956,0.32433560490608215,0.09371470659971237,0.42708900570869446,0.22635355591773987,0.1921999305486679,0.14385655522346497
a,0.3320399522781372,0.4508470594882965,0.4910551905632019,0.22079749405384064,0.5829201340675354,0.2388482391834259,0.22842153906822205,0.539380669593811,0.21405641734600067,0.17203083634376526,0.2520231008529663,0.3095070421695709,0.23916715383529663
motorway,0.23903769254684448,0.12376434355974197,0.22214847803115845,0.30022719502449036,0.2212117314338684,0.17972393333911896,0.161860853433609,0.2373560220003128,0.38590216636657715,0.09071806818246841,0.12340296804904938,0.2690393626689911,0.1532687395811081
underpass,0.22450149059295654,0.18901662528514862,0.2357979118824005,0.11426596343517303,0.2560909688472748,0.20511285960674286,0.21906252205371857,0.1817670464515686,0.2363242655992508,0.16689223051071167,0.2049541473388672,0.24557773768901825,0.23442065715789795
without,0.3181614279747009,0.18635936081409454,0.2595095634460449,0.17821471393108368,0.3270869255065918,0.2346516251564026,0.2022833228111267,0.2553589344024658,0.11252162605524063,0.24341188371181488,0.2079399973154068,0.191813126206398,0.2928665280342102
pedestrian,0.10811614245176315,0.1931813359260559,0.2703248858451843,0.24299514293670654,0.2353980541229248,0.18749628961086273,0.1028871238231659,0.17758093774318695,0.1873975545167923,0.15488974750041962,0.18226909637451172,0.203019917011261,0.12928085029125214
access,0.2685140371322632,0.12638358771800995,0.20821982622146606,0.2602240741252899,0.22827552258968353,0.1523987054824829,0.3042285740375519,0.1658785492181778,0.14964559674263,0.1807926595211029,0.18127311766147614,0.2184579074382782,0.2482174038887024
.,0.3567904531955719,0.40146201848983765,0.4123194217681885,0.27818506956100464,0.5934505462646484,0.17103740572929382,0.23691426217556,0.5591574311256409,0.2714749276638031,0.3378238379955292,0.3141690492630005,0.4549728035926819,0.4130953550338745
