,who,did,luther,strike,out,against,in,later,years,?
unleashed,0.2646646499633789,0.22204840183258057,0.17402510344982147,0.24385885894298553,0.2844487130641937,0.2558588683605194,0.2049250304698944,0.29199033975601196,0.21675986051559448,0.20392945408821106
on,0.2340552806854248,0.2670976221561432,0.19090485572814941,0.24572104215621948,0.39060163497924805,0.3163113296031952,0.46853652596473694,0.30872204899787903,0.2152649462223053,0.2714994251728058
the,0.3733934462070465,0.34736719727516174,0.1759674996137619,0.2324564903974533,0.39404502511024475,0.3090755045413971,0.6662389636039734,0.4060266613960266,0.2912273406982422,0.22068053483963013
anabaptists,0.25520554184913635,0.22198669612407684,0.37819480895996094,0.0870530903339386,0.14515921473503113,0.1564447283744812,0.1876574009656906,0.17320616543293,0.20963548123836517,0.1813153773546219
",",0.3365725874900818,0.3015086054801941,0.23255878686904907,0.20861901342868805,0.3161109685897827,0.31168749928474426,0.5201468467712402,0.35016918182373047,0.2589467465877533,0.31091248989105225
zwinglianism,0.3260233700275421,0.2504136264324188,0.44525575637817383,0.10590987652540207,0.16805535554885864,0.2545982599258423,0.22049373388290405,0.2675713002681732,0.19069768488407135,0.20739415287971497
",",0.3365725874900818,0.3015086054801941,0.23255878686904907,0.20861901342868805,0.3161109685897827,0.31168749928474426,0.5201468467712402,0.35016918182373047,0.2589467465877533,0.31091248989105225
and,0.41279885172843933,0.34479495882987976,0.20796556770801544,0.1997775286436081,0.3881998062133789,0.3292689621448517,0.4954058527946472,0.4216292202472687,0.300204873085022,0.20544172823429108
the,0.3733934462070465,0.34736719727516174,0.1759674996137619,0.2324564903974533,0.39404502511024475,0.3090755045413971,0.6662389636039734,0.4060266613960266,0.2912273406982422,0.22068053483963013
papacy,0.2317923754453659,0.18356378376483917,0.2991804778575897,0.047322604805231094,0.18270400166511536,0.21483613550662994,0.19163338840007782,0.2622171640396118,0.24525436758995056,0.18605810403823853
.,0.3541337847709656,0.35288307070732117,0.24907569587230682,0.21452727913856506,0.34234723448753357,0.28705209493637085,0.5591574311256409,0.3488861322402954,0.31919315457344055,0.4130953550338745
