,the,brotherhood,was,the,only,opposition,group,in,egypt,able,to,do,what,during,elections,?
and,0.5171257257461548,0.26239755749702454,0.3740963041782379,0.5171257257461548,0.4542345404624939,0.23348990082740784,0.3510662019252777,0.4954058527946472,0.25949424505233765,0.3303895890712738,0.48971283435821533,0.276123583316803,0.31309178471565247,0.36462149024009705,0.21463163197040558,0.20544172823429108
was,0.48711544275283813,0.2586901783943176,1.0000001192092896,0.48711544275283813,0.36249664425849915,0.27720752358436584,0.1789962202310562,0.45514053106307983,0.20915520191192627,0.19031302630901337,0.3636345863342285,0.11523093283176422,0.22111038863658905,0.4470829963684082,0.26122042536735535,0.18412111699581146
the,1.0,0.2368839830160141,0.48711544275283813,1.0,0.5497692227363586,0.26783087849617004,0.30795547366142273,0.6662389636039734,0.2536296546459198,0.3435857892036438,0.535392165184021,0.30239659547805786,0.42745697498321533,0.4838213622570038,0.23646192252635956,0.22068053483963013
only,0.5497692227363586,0.1908508986234665,0.36249664425849915,0.5497692227363586,1.0,0.23577946424484253,0.28742367029190063,0.42992329597473145,0.20357921719551086,0.42804116010665894,0.5096819996833801,0.36438748240470886,0.41415658593177795,0.3186368942260742,0.2455044984817505,0.2767370045185089
opposition,0.26783087849617004,0.3289175033569336,0.27720752358436584,0.26783087849617004,0.23577946424484253,0.9999998807907104,0.2635396122932434,0.21703043580055237,0.21447131037712097,0.1953684240579605,0.2251589596271515,0.1712726205587387,0.2798226773738861,0.21579498052597046,0.49581587314605713,0.15647298097610474
group,0.30795547366142273,0.29118356108665466,0.1789962202310562,0.30795547366142273,0.28742367029190063,0.2635396122932434,0.9999999403953552,0.2304753065109253,0.14203152060508728,0.1275913566350937,0.2672896385192871,0.18869154155254364,0.2114069163799286,0.18818572163581848,0.15918472409248352,0.13827809691429138
in,0.6662389636039734,0.15295812487602234,0.45514053106307983,0.6662389636039734,0.42992329597473145,0.21703043580055237,0.2304753065109253,1.0,0.21889975666999817,0.23456627130508423,0.45010748505592346,0.23402775824069977,0.30808621644973755,0.4627237319946289,0.2604275643825531,0.20430970191955566
egypt,0.2536296546459198,0.29069802165031433,0.20915520191192627,0.2536296546459198,0.20357921719551086,0.21447131037712097,0.14203152060508728,0.21889975666999817,1.0,0.11129610240459442,0.2233564704656601,0.18633179366588593,0.1976596713066101,0.20927612483501434,0.16744616627693176,0.17769601941108704
able,0.3435857892036438,0.12710796296596527,0.19031302630901337,0.3435857892036438,0.42804116010665894,0.1953684240579605,0.1275913566350937,0.23456627130508423,0.11129610240459442,1.0,0.529755175113678,0.3714774549007416,0.3404487371444702,0.23386408388614655,0.21802829205989838,0.260649710893631
to,0.535392165184021,0.21977385878562927,0.3636345863342285,0.535392165184021,0.5096819996833801,0.2251589596271515,0.2672896385192871,0.45010748505592346,0.2233564704656601,0.529755175113678,1.0,0.38876664638519287,0.455847829580307,0.2828781306743622,0.23835663497447968,0.29463258385658264
field,0.2105809599161148,0.1579519659280777,0.15975919365882874,0.2105809599161148,0.221044659614563,0.147225022315979,0.17596715688705444,0.20553018152713776,0.13515353202819824,0.1889060139656067,0.2647967040538788,0.1733429878950119,0.1825202852487564,0.10801912844181061,0.10927154123783112,0.11279727518558502
candidates,0.2590187191963196,0.27257877588272095,0.1505247950553894,0.2590187191963196,0.2927277982234955,0.38690170645713806,0.16368059813976288,0.18556222319602966,0.10644412040710449,0.228046253323555,0.26112937927246094,0.1995852142572403,0.21254537999629974,0.1410737931728363,0.6226896643638611,0.2568073272705078
during,0.4838213622570038,0.20261836051940918,0.4470829963684082,0.4838213622570038,0.3186368942260742,0.21579498052597046,0.18818572163581848,0.4627237319946289,0.20927612483501434,0.23386408388614655,0.2828781306743622,0.1831897497177124,0.24137552082538605,1.0,0.24281273782253265,0.1325719803571701
elections,0.23646192252635956,0.28053900599479675,0.26122042536735535,0.23646192252635956,0.2455044984817505,0.49581587314605713,0.15918472409248352,0.2604275643825531,0.16744616627693176,0.21802829205989838,0.23835663497447968,0.18452391028404236,0.2432289719581604,0.24281273782253265,1.0,0.2319818139076233
.,0.5934505462646484,0.15035925805568695,0.40146201848983765,0.5934505462646484,0.49507418274879456,0.2079138308763504,0.27268800139427185,0.5591574311256409,0.2821582555770874,0.34544092416763306,0.4645031690597534,0.3613996207714081,0.3567904531955719,0.3485563397407532,0.27339601516723633,0.4130953550338745
