,where,is,the,apache,point,observatory,located,?
stake,0.17058172821998596,0.17842623591423035,0.23719215393066406,0.10303294658660889,0.2060198038816452,0.14893898367881775,0.1473960280418396,0.10940878093242645
in,0.5344807505607605,0.5394441485404968,0.6662389636039734,0.13890060782432556,0.24451331794261932,0.22521188855171204,0.35149815678596497,0.20430970191955566
the,0.5003893971443176,0.5823672413825989,1.0,0.19279393553733826,0.3084787130355835,0.24322111904621124,0.407527357339859,0.22068053483963013
apache,0.15403126180171967,0.08882708847522736,0.19279393553733826,1.0000001192092896,0.16487516462802887,0.13323171436786652,0.08715446293354034,0.14480289816856384
point,0.3279148042201996,0.29601794481277466,0.3084787130355835,0.16487516462802887,0.9999998807907104,0.23998799920082092,0.2596440315246582,0.19189560413360596
observatory,0.19371071457862854,0.21441702544689178,0.24322111904621124,0.13323171436786652,0.23998799920082092,1.0,0.24801607429981232,0.05453304573893547
in,0.5344807505607605,0.5394441485404968,0.6662389636039734,0.13890060782432556,0.24451331794261932,0.22521188855171204,0.35149815678596497,0.20430970191955566
sunspot,0.23815830051898956,0.2529962658882141,0.30435532331466675,0.11886905133724213,0.3011665642261505,0.40193843841552734,0.16202542185783386,0.23880299925804138
",",0.3149496018886566,0.4691906273365021,0.4933079481124878,0.1632513403892517,0.28971099853515625,0.24730639159679413,0.2678719460964203,0.31091248989105225
new,0.26026442646980286,0.2208656519651413,0.3845241069793701,0.08435381203889847,0.14073726534843445,0.1252785325050354,0.15510645508766174,0.14782847464084625
mexico,0.2367812842130661,0.1764019876718521,0.2460518777370453,0.2844204306602478,0.09566932171583176,0.13509924709796906,0.19220313429832458,0.14739345014095306
.,0.41390106081962585,0.4569662809371948,0.5934505462646484,0.15689991414546967,0.26374325156211853,0.21979254484176636,0.28226932883262634,0.4130953550338745
