,how,many,cameras,did,eyevision,360,utilize,?
view,0.17303749918937683,0.22079555690288544,0.22732165455818176,0.15928705036640167,0.3002799451351166,0.09747713059186935,0.19219762086868286,0.17672975361347198
of,0.2480744868516922,0.37253960967063904,0.16742980480194092,0.2513895630836487,0.28018367290496826,0.1987888365983963,0.2105572372674942,0.1826142966747284
plays,0.11004886031150818,0.13401873409748077,0.12792469561100006,0.11710815131664276,0.20052959024906158,0.057595498859882355,0.08080162853002548,0.14138242602348328
and,0.33647966384887695,0.5296266674995422,0.24447834491729736,0.34479495882987976,0.3252676725387573,0.1540866196155548,0.24746540188789368,0.20544172823429108
``,-0.01591024175286293,0.012824942357838154,-0.08977384120225906,-0.029888948425650597,0.07244839519262314,-0.05508749932050705,-0.03880976513028145,0.0685480609536171
bullet,0.2600765526294708,0.19364449381828308,0.23297886550426483,0.20637482404708862,0.27927297353744507,-0.005458847153931856,0.24845504760742188,0.16256383061408997
time,0.35346719622612,0.3523001968860626,0.2619260847568512,0.3567926585674286,0.2951684594154358,0.029711579903960228,0.2052348256111145,0.27391523122787476
'',-0.0029843549709767103,-0.016843097284436226,0.05405961722135544,0.01978493109345436,0.10701402276754379,0.0010663879802450538,0.05687801539897919,0.018684765323996544
effects,0.2995959222316742,0.30547553300857544,0.3328736126422882,0.21497146785259247,0.3022637367248535,-0.007872375659644604,0.23745255172252655,0.16749060153961182
.,0.3287222981452942,0.3974229395389557,0.21658402681350708,0.35288307070732117,0.3404518961906433,0.27954861521720886,0.22974303364753723,0.4130953550338745
