,what,was,goldenson,'s,1991,book,about,abc,titled,?
the,0.42745697498321533,0.48711544275283813,0.28907305002212524,-0.01540423184633255,0.002508036559447646,0.2652374505996704,0.37995871901512146,0.2068762183189392,0.267250657081604,0.22068053483963013
network,0.16917307674884796,0.1994880586862564,0.17995120584964752,0.07819218933582306,-0.046430137008428574,0.12557479739189148,0.1704506278038025,0.4295894205570221,0.15389476716518402,0.17853789031505585
found,0.1796332150697708,0.18447895348072052,0.22905558347702026,0.005866709165275097,-0.04681752994656563,0.1431971788406372,0.2971428334712982,0.09876810014247894,0.15621687471866608,0.16790300607681274
itself,0.3625122308731079,0.24240277707576752,0.17092730104923248,-0.024358876049518585,-0.03382575511932373,0.21326659619808197,0.2570315897464752,0.1984531283378601,0.2067219465970993,0.17933900654315948
",",0.3087472915649414,0.45456063747406006,0.3194567561149597,-0.0016132977325469255,0.1221209466457367,0.23644568026065826,0.3877100944519043,0.2097204476594925,0.25777438282966614,0.31091248989105225
as,0.31749409437179565,0.3677520453929901,0.21473665535449982,-0.05775856226682663,0.037693798542022705,0.23037776350975037,0.2989700436592102,0.2286096066236496,0.2339194267988205,0.27043893933296204
goldenson,0.24370093643665314,0.2537340223789215,1.0,0.09304779767990112,-0.07168588042259216,0.29251155257225037,0.20936498045921326,0.29072654247283936,0.2942153513431549,0.2495560646057129
later,0.2517229914665222,0.5684447288513184,0.2307160496711731,0.05591587722301483,0.10745228826999664,0.2272200733423233,0.2730913460254669,0.20194683969020844,0.3127071261405945,0.1417175978422165
wrote,0.2664989233016968,0.40092042088508606,0.21079330146312714,0.07554080337285995,0.11239305883646011,0.4679931402206421,0.3683466911315918,0.20129190385341644,0.38124406337738037,0.19322504103183746
in,0.30808621644973755,0.45514053106307983,0.2430626004934311,-0.037580832839012146,0.0019440409960225224,0.2527170181274414,0.39797019958496094,0.1697147786617279,0.2624373435974121,0.20430970191955566
the,0.42745697498321533,0.48711544275283813,0.28907305002212524,-0.01540423184633255,0.002508036559447646,0.2652374505996704,0.37995871901512146,0.2068762183189392,0.267250657081604,0.22068053483963013
1991,0.15930123627185822,0.12848040461540222,-0.07168588042259216,-0.04158582538366318,1.0,0.043932441622018814,0.02575867250561714,-0.006156047340482473,-0.031916167587041855,0.175977423787117
book,0.2872225046157837,0.24848085641860962,0.29251155257225037,0.03493255004286766,0.043932441622018814,1.0,0.29224592447280884,0.16368414461612701,0.4293465316295624,0.20572158694267273
``,0.008517155423760414,-0.012679691426455975,-0.11276380717754364,-0.03416389226913452,0.03681303188204765,-0.031511686742305756,0.008102871477603912,-0.04806871339678764,-0.11054395884275436,0.0685480609536171
beating,0.14407722651958466,0.23373770713806152,0.1833713799715042,-0.03676452115178108,0.010201552882790565,0.11224847286939621,0.121807761490345,0.10318495333194733,0.17486567795276642,0.19785179197788239
the,0.42745697498321533,0.48711544275283813,0.28907305002212524,-0.01540423184633255,0.002508036559447646,0.2652374505996704,0.37995871901512146,0.2068762183189392,0.267250657081604,0.22068053483963013
odds,0.299785315990448,0.21204586327075958,0.1604831963777542,0.022111210972070694,0.06283324956893921,0.1645476520061493,0.20932014286518097,0.21423158049583435,0.23986230790615082,0.26237109303474426
:,-0.12022944539785385,0.002802103292196989,-0.04266783595085144,0.07621461898088455,0.06475560367107391,-0.11136190593242645,-0.14031879603862762,-0.06154730170965195,-0.11158673465251923,-0.07156077772378922
the,0.42745697498321533,0.48711544275283813,0.28907305002212524,-0.01540423184633255,0.002508036559447646,0.2652374505996704,0.37995871901512146,0.2068762183189392,0.267250657081604,0.22068053483963013
untold,0.3013666868209839,0.2773239314556122,0.28408053517341614,0.004554276820272207,0.06630906462669373,0.4031482934951782,0.2813265323638916,0.25849631428718567,0.3360929787158966,0.22110672295093536
story,0.3410749137401581,0.2837624251842499,0.28327253460884094,0.045654792338609695,0.022392434999346733,0.4677676856517792,0.3591892421245575,0.22429689764976501,0.3043636679649353,0.2304346114397049
behind,0.1959938108921051,0.27558037638664246,0.21372361481189728,0.06894329190254211,-0.031016213819384575,0.10873368382453918,0.22133827209472656,0.13531123101711273,0.13307014107704163,0.19274599850177765
the,0.42745697498321533,0.48711544275283813,0.28907305002212524,-0.01540423184633255,0.002508036559447646,0.2652374505996704,0.37995871901512146,0.2068762183189392,0.267250657081604,0.22068053483963013
rise,0.23887591063976288,0.1483619064092636,0.1431107372045517,-0.0661361962556839,-0.01527479663491249,0.14827434718608856,0.23694458603858948,0.07069945335388184,0.13940280675888062,0.10799103230237961
of,0.33290785551071167,0.4069072902202606,0.21861588954925537,-0.03817026689648628,-0.004689669236540794,0.22602593898773193,0.40939709544181824,0.14607268571853638,0.2194010466337204,0.1826142966747284
abc,0.1317344456911087,0.21565799415111542,0.29072654247283936,0.06670809537172318,-0.006156047340482473,0.16368414461612701,0.18492475152015686,1.0000001192092896,0.27584215998649597,0.19065172970294952
'',0.08143015950918198,0.04456103965640068,0.08447376638650894,-0.04859459400177002,-0.03950487822294235,0.0007793467375449836,0.007750829216092825,-0.05768610164523125,0.041640181094408035,0.018684765323996544
",",0.3087472915649414,0.45456063747406006,0.3194567561149597,-0.0016132977325469255,0.1221209466457367,0.23644568026065826,0.3877100944519043,0.2097204476594925,0.25777438282966614,0.31091248989105225
``,0.008517155423760414,-0.012679691426455975,-0.11276380717754364,-0.03416389226913452,0.03681303188204765,-0.031511686742305756,0.008102871477603912,-0.04806871339678764,-0.11054395884275436,0.0685480609536171
in,0.30808621644973755,0.45514053106307983,0.2430626004934311,-0.037580832839012146,0.0019440409960225224,0.2527170181274414,0.39797019958496094,0.1697147786617279,0.2624373435974121,0.20430970191955566
the,0.42745697498321533,0.48711544275283813,0.28907305002212524,-0.01540423184633255,0.002508036559447646,0.2652374505996704,0.37995871901512146,0.2068762183189392,0.267250657081604,0.22068053483963013
middle,0.18312302231788635,0.21038298308849335,0.19859038293361664,-0.017355401068925858,0.03279599919915199,0.1778571903705597,0.2368152141571045,0.0948118045926094,0.1458287239074707,0.13139553368091583
of,0.33290785551071167,0.4069072902202606,0.21861588954925537,-0.03817026689648628,-0.004689669236540794,0.22602593898773193,0.40939709544181824,0.14607268571853638,0.2194010466337204,0.1826142966747284
a,0.3320399522781372,0.4508470594882965,0.29056107997894287,0.04866964742541313,0.005962178576737642,0.19186489284038544,0.34171196818351746,0.21331243216991425,0.2480529546737671,0.23916715383529663
war,0.22516006231307983,0.3560331463813782,0.17284052073955536,0.06856801360845566,0.2598748505115509,0.24043288826942444,0.19373086094856262,0.18609607219696045,0.1728382408618927,0.15510529279708862
[,0.010752761736512184,0.03263993561267853,0.14291110634803772,0.01083834283053875,0.021266108378767967,0.02620815485715866,0.054477691650390625,0.15241694450378418,0.16306056082248688,0.011015460826456547
where,0.4457937180995941,0.20731619000434875,0.19465725123882294,0.0007701900321990252,0.06378675997257233,0.16606031358242035,0.3108544647693634,0.08676808327436447,0.15247292816638947,0.24793872237205505
],-0.03775298595428467,0.0001094614781322889,0.027055688202381134,-0.10493394732475281,-0.08064853399991989,0.025285420939326286,0.007029369007796049,0.12378712743520737,0.03530126065015793,-0.0022520492784678936
the,0.42745697498321533,0.48711544275283813,0.28907305002212524,-0.01540423184633255,0.002508036559447646,0.2652374505996704,0.37995871901512146,0.2068762183189392,0.267250657081604,0.22068053483963013
battlefield,0.22441168129444122,0.22983722388744354,0.13449726998806,-0.045290570706129074,0.09519068896770477,0.16978561878204346,0.1675822138786316,0.162640780210495,0.18534763157367706,0.19962558150291443
was,0.22111038863658905,1.0000001192092896,0.2537340223789215,0.008974763564765453,0.12848040461540222,0.24848085641860962,0.2577359974384308,0.21565799415111542,0.26757439970970154,0.18412111699581146
wall,0.164457768201828,0.1891382783651352,0.17912910878658295,0.021368060261011124,-0.06867960840463638,0.12934401631355286,0.16109783947467804,0.10277599841356277,0.16690129041671753,0.06349854171276093
street,0.14271703362464905,0.21281053125858307,0.2762407958507538,0.06000900641083717,-0.03585779666900635,0.13976214826107025,0.14543519914150238,0.1996762454509735,0.175179123878479,0.07315441966056824
'',0.08143015950918198,0.04456103965640068,0.08447376638650894,-0.04859459400177002,-0.03950487822294235,0.0007793467375449836,0.007750829216092825,-0.05768610164523125,0.041640181094408035,0.018684765323996544
.,0.3567904531955719,0.40146201848983765,0.2818927466869354,-0.003708066651597619,0.07545287907123566,0.21435262262821198,0.42038556933403015,0.2567209303379059,0.21316426992416382,0.4130953550338745
