,what,class,is,most,commonly,not,ascribed,to,the,graph,isomorphism,problem,in,spite,of,definitive,determination,?
it,0.45803478360176086,0.14999699592590332,0.6328473687171936,0.4001435935497284,0.2820725440979004,0.4651523232460022,0.16466115415096283,0.513711154460907,0.6251175999641418,0.23818260431289673,0.22777602076530457,0.296018123626709,0.5130809545516968,0.24091836810112,0.38761502504348755,0.3049378991127014,0.23243558406829834,0.25732165575027466
is,0.28837618231773376,0.1275252103805542,1.0,0.41165053844451904,0.3994327187538147,0.3776007890701294,0.1527765691280365,0.42745086550712585,0.5823672413825989,0.2441651076078415,0.26257652044296265,0.23238427937030792,0.5394441485404968,0.20081092417240143,0.4854315221309662,0.24800565838813782,0.2626546323299408,0.22961433231830597
believed,0.32626157999038696,0.1366276890039444,0.25439924001693726,0.28333598375320435,0.234037384390831,0.338882714509964,0.32103827595710754,0.35322412848472595,0.324635773897171,0.1839148849248886,0.1933400183916092,0.19293028116226196,0.2605416774749756,0.22802959382534027,0.2945859134197235,0.2155497521162033,0.2524700462818146,0.17606885731220245
that,0.6297725439071655,0.23035554587841034,0.3995479643344879,0.4497850239276886,0.23247161507606506,0.6600887179374695,0.2523329555988312,0.5436353087425232,0.5473989248275757,0.31616726517677307,0.2943381369113922,0.4416671693325043,0.435920387506485,0.3448144197463989,0.41498205065727234,0.3322313725948334,0.3448426425457001,0.32716336846351624
the,0.42745697498321533,0.18034407496452332,0.5823672413825989,0.47635307908058167,0.2974449694156647,0.4310511648654938,0.242087721824646,0.535392165184021,1.0,0.26083993911743164,0.20008665323257446,0.24928659200668335,0.6662389636039734,0.2700543701648712,0.733189046382904,0.24077510833740234,0.34492117166519165,0.22068053483963013
problem,0.42183366417884827,0.19669321179389954,0.23238427937030792,0.2509269416332245,0.23363131284713745,0.3932628929615021,0.24277977645397186,0.2502208352088928,0.24928659200668335,0.32991036772727966,0.30088382959365845,1.0,0.16969570517539978,0.18031512200832367,0.20464475452899933,0.3344120383262634,0.26751092076301575,0.3762950301170349
is,0.28837618231773376,0.1275252103805542,1.0,0.41165053844451904,0.3994327187538147,0.3776007890701294,0.1527765691280365,0.42745086550712585,0.5823672413825989,0.2441651076078415,0.26257652044296265,0.23238427937030792,0.5394441485404968,0.20081092417240143,0.4854315221309662,0.24800565838813782,0.2626546323299408,0.22961433231830597
at,0.2838611304759979,0.14940649271011353,0.25906258821487427,0.22451047599315643,0.13833478093147278,0.22025953233242035,0.14982102811336517,0.36524343490600586,0.457212895154953,0.27818188071250916,0.063569575548172,0.2246675044298172,0.4374977946281433,0.202713742852211,0.42558613419532776,0.18329757452011108,0.1642787754535675,0.21978627145290375
least,0.3337163031101227,0.10915712267160416,0.25724145770072937,0.46400970220565796,0.16763520240783691,0.37344419956207275,0.2203008532524109,0.35133054852485657,0.3428877890110016,0.2373432070016861,0.2193303406238556,0.27288106083869934,0.3232700824737549,0.22239498794078827,0.32696738839149475,0.2568720877170563,0.27370399236679077,0.28866854310035706
not,0.5449194312095642,0.1832761913537979,0.3776007890701294,0.419027179479599,0.24139097332954407,0.9999999403953552,0.2716979682445526,0.5149973034858704,0.4310511648654938,0.23144161701202393,0.3138432204723358,0.3932628929615021,0.3403114080429077,0.3786931037902832,0.3307090103626251,0.2846515476703644,0.3541005551815033,0.41942933201789856
np-complete,0.28050094842910767,0.19734898209571838,0.22069956362247467,0.2053162008523941,0.12359165400266647,0.3110159635543823,0.26585277915000916,0.24762758612632751,0.27450188994407654,0.2744949162006378,0.32109490036964417,0.2782294750213623,0.22477759420871735,0.21219150722026825,0.2697024643421173,0.3720328211784363,0.2858200669288635,0.16391170024871826
.,0.3567904531955719,0.24688394367694855,0.4569662809371948,0.35404038429260254,0.2135825902223587,0.4824007451534271,0.1973024606704712,0.4645031690597534,0.5934505462646484,0.2842925190925598,0.20319531857967377,0.22562150657176971,0.5591574311256409,0.2371416985988617,0.5352458953857422,0.19404372572898865,0.26222988963127136,0.4130953550338745
