,what,is,used,to,quantify,the,intuitive,undestanding,of,forces,?
that,0.6297725439071655,0.3995479643344879,0.37621384859085083,0.5436353087425232,0.3908616900444031,0.5473989248275757,0.38406458497047424,0.431160569190979,0.41498205065727234,0.24199660122394562,0.32716336846351624
are,0.29724663496017456,0.5330929756164551,0.3322218656539917,0.3504326641559601,0.3034297227859497,0.40399202704429626,0.25578421354293823,0.3394458591938019,0.39081433415412903,0.22039441764354706,0.24591213464736938
consistent,0.3694326877593994,0.24613848328590393,0.33901289105415344,0.3552533984184265,0.45468372106552124,0.2685734033584595,0.49690744280815125,0.42463213205337524,0.3003144860267639,0.19117340445518494,0.2528949975967407
with,0.2464839518070221,0.3250955045223236,0.3047430217266083,0.4239959120750427,0.1988752782344818,0.4223487675189972,0.24062369763851166,0.3235267400741577,0.41827285289764404,0.18998397886753082,0.2433311939239502
direct,0.26271191239356995,0.20874382555484772,0.279558390378952,0.3420579433441162,0.2188730239868164,0.3262479901313782,0.2597235441207886,0.25699758529663086,0.2533726394176483,0.1238257959485054,0.18476411700248718
observations,0.25952574610710144,0.2259506732225418,0.243960440158844,0.2440076768398285,0.35717150568962097,0.2542272210121155,0.3336276412010193,0.3759385943412781,0.20744435489177704,0.22778446972370148,0.16318461298942566
and,0.31309178471565247,0.3859752118587494,0.3150506615638733,0.48971283435821533,0.22186926007270813,0.5171257257461548,0.1965027153491974,0.31964269280433655,0.5116966962814331,0.26456665992736816,0.20544172823429108
compared,0.241532102227211,0.2816821038722992,0.2976347506046295,0.2345995306968689,0.3240117132663727,0.28685078024864197,0.25452902913093567,0.21274033188819885,0.3360389769077301,0.11852159351110458,0.21399109065532684
to,0.455847829580307,0.42745086550712585,0.40058770775794983,1.0,0.323249876499176,0.535392165184021,0.2597629427909851,0.3808785378932953,0.41548454761505127,0.2581802308559418,0.29463258385658264
a,0.3320399522781372,0.658733606338501,0.3864384889602661,0.45503583550453186,0.24321366846561432,0.5829201340675354,0.31479063630104065,0.3485489785671234,0.5052502155303955,0.17848460376262665,0.23916715383529663
standard,0.22809998691082,0.23514990508556366,0.375753790140152,0.1969985067844391,0.3138924539089203,0.29008856415748596,0.2687179744243622,0.266949325799942,0.2296806275844574,0.17884525656700134,0.17029257118701935
measurement,0.29204270243644714,0.29067936539649963,0.41990843415260315,0.2653844356536865,0.47884488105773926,0.2747146487236023,0.3733161389827728,0.29990875720977783,0.26198503375053406,0.16092683374881744,0.18654219806194305
scale,0.23262472450733185,0.18123696744441986,0.2797429859638214,0.18474817276000977,0.3353709280490875,0.1833842247724533,0.30135613679885864,0.16223348677158356,0.19989530742168427,0.12778279185295105,0.21142835915088654
.,0.3567904531955719,0.4569662809371948,0.33111312985420227,0.4645031690597534,0.16181084513664246,0.5934505462646484,0.22754615545272827,0.29845836758613586,0.5352458953857422,0.21802116930484772,0.4130953550338745
